episode_id,metric,control,branch,difference_branch_minus_control,ratio_branch_over_control
34,downside_pressure__restoring_fraction,0.8421052631578947,0.631578947368421,-0.21052631578947367,0.75
35,downside_pressure__restoring_fraction,0.6842105263157895,0.631578947368421,-0.052631578947368474,0.923076923076923
36,downside_pressure__restoring_fraction,0.7368421052631579,0.7368421052631579,0.0,1.0
37,downside_pressure__restoring_fraction,0.8947368421052632,0.5263157894736842,-0.368421052631579,0.588235294117647
39,downside_pressure__restoring_fraction,0.6842105263157895,0.5789473684210527,-0.10526315789473684,0.8461538461538461
40,downside_pressure__restoring_fraction,0.8421052631578947,0.7368421052631579,-0.10526315789473684,0.875
43,downside_pressure__restoring_fraction,0.47368421052631576,0.631578947368421,0.15789473684210525,1.3333333333333333
44,downside_pressure__restoring_fraction,0.7894736842105263,0.5789473684210527,-0.21052631578947367,0.7333333333333334
5,downside_pressure__same_side_run_length,4.0,3.3333333333333335,-0.6666666666666665,0.8333333333333334
6,downside_pressure__same_side_run_length,4.0,3.3333333333333335,-0.6666666666666665,0.8333333333333334
7,downside_pressure__same_side_run_length,5.0,4.0,-1.0,0.8
8,downside_pressure__same_side_run_length,4.0,5.0,1.0,1.25
13,downside_pressure__same_side_run_length,2.5,5.0,2.5,2.0
16,downside_pressure__same_side_run_length,3.3333333333333335,5.0,1.6666666666666665,1.5
17,downside_pressure__same_side_run_length,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
18,downside_pressure__same_side_run_length,4.0,2.5,-1.5,0.625
20,downside_pressure__same_side_run_length,5.0,3.3333333333333335,-1.6666666666666665,0.6666666666666667
22,downside_pressure__same_side_run_length,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
23,downside_pressure__same_side_run_length,4.0,3.3333333333333335,-0.6666666666666665,0.8333333333333334
24,downside_pressure__same_side_run_length,2.857142857142857,6.666666666666667,3.8095238095238098,2.3333333333333335
27,downside_pressure__same_side_run_length,4.0,5.0,1.0,1.25
29,downside_pressure__same_side_run_length,3.3333333333333335,4.0,0.6666666666666665,1.2
30,downside_pressure__same_side_run_length,3.3333333333333335,4.0,0.6666666666666665,1.2
33,downside_pressure__same_side_run_length,3.3333333333333335,4.0,0.6666666666666665,1.2
34,downside_pressure__same_side_run_length,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
35,downside_pressure__same_side_run_length,5.0,4.0,-1.0,0.8
36,downside_pressure__same_side_run_length,3.3333333333333335,3.3333333333333335,0.0,1.0
37,downside_pressure__same_side_run_length,2.857142857142857,4.0,1.1428571428571428,1.4
39,downside_pressure__same_side_run_length,4.0,4.0,0.0,1.0
40,downside_pressure__same_side_run_length,3.3333333333333335,2.857142857142857,-0.4761904761904763,0.8571428571428571
43,downside_pressure__same_side_run_length,5.0,5.0,0.0,1.0
44,downside_pressure__same_side_run_length,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
5,drawdown_state__lag1,0.07079987265167638,0.6544821185673836,0.5836822459157072,9.244114347314252
6,drawdown_state__lag1,0.6798035482008518,0.7282334958351258,0.048429947634273995,1.0712410927575287
7,drawdown_state__lag1,0.548992210655484,0.3667207881682609,-0.18227142248722306,0.6679890553099193
8,drawdown_state__lag1,0.7187823755562401,0.13864409046650156,-0.5801382850897385,0.19288743739606834
13,drawdown_state__lag1,0.633931892118087,0.4860720637209784,-0.1478598283971086,0.7667575488226649
16,drawdown_state__lag1,0.5888005028776462,0.3446116475606625,-0.2441888553169837,0.5852774341673302
17,drawdown_state__lag1,0.3722507090510187,0.6105098310702918,0.23825912201927307,1.640050149606615
18,drawdown_state__lag1,0.6260197011760195,0.2375653825592337,-0.38845431861678575,0.3794854732414194
20,drawdown_state__lag1,0.7146972803024644,0.33437238228111615,-0.3803248980213482,0.46785176255268196
22,drawdown_state__lag1,0.6696029408513785,0.5677848319563111,-0.10181810889506737,0.8479425601601914
23,drawdown_state__lag1,0.310305615972212,0.6915133850384704,0.38120776906625836,2.2284913628517624
24,drawdown_state__lag1,0.7090768462292447,0.5853868919164313,-0.12368995431281338,0.825561989549403
27,drawdown_state__lag1,0.7596102685248037,0.6357435120190494,-0.1238667565057543,0.8369338045596607
29,drawdown_state__lag1,0.5386298789650313,0.6209538489147514,0.08232396994972002,1.1528395901614374
30,drawdown_state__lag1,0.20901964496006303,0.6934129492451033,0.4843933042850403,3.3174534832723133
33,drawdown_state__lag1,0.49315437325294914,0.6051339573792741,0.11197958412632497,1.227068013992625
34,drawdown_state__lag1,0.7409423630430481,0.7235940374584112,-0.017348325584636837,0.9765861334835988
35,drawdown_state__lag1,0.5461319806847238,0.5755578540909646,0.02942587340624081,1.0538805168841194
36,drawdown_state__lag1,0.7785000661405983,0.5811912290328195,-0.1973088371077788,0.7465525750229743
37,drawdown_state__lag1,0.6105130326847372,0.6813679523229825,0.0708549196382453,1.1160579968729907
39,drawdown_state__lag1,0.7653229067894662,0.5006173762056859,-0.2647055305837803,0.6541256922594654
40,drawdown_state__lag1,0.22699464626638602,0.43330197041419477,0.20630732414780875,1.9088642729736454
43,drawdown_state__lag1,0.7570109092107463,0.513410062303148,-0.2436008469075983,0.6782069532372068
44,drawdown_state__lag1,0.7345743178012281,0.418312710201685,-0.3162616075995431,0.5694627487846344
5,drawdown_state__restoring_fraction,0.7368421052631579,0.6842105263157895,-0.05263157894736836,0.9285714285714286
6,drawdown_state__restoring_fraction,0.631578947368421,0.5789473684210527,-0.05263157894736836,0.9166666666666667
7,drawdown_state__restoring_fraction,0.5789473684210527,0.7368421052631579,0.1578947368421052,1.2727272727272727
8,drawdown_state__restoring_fraction,0.5789473684210527,0.631578947368421,0.05263157894736836,1.0909090909090908
13,drawdown_state__restoring_fraction,0.47368421052631576,0.5263157894736842,0.05263157894736842,1.1111111111111112
16,drawdown_state__restoring_fraction,0.5789473684210527,0.5789473684210527,0.0,1.0
17,drawdown_state__restoring_fraction,0.5263157894736842,0.5789473684210527,0.052631578947368474,1.1
18,drawdown_state__restoring_fraction,0.5789473684210527,0.5789473684210527,0.0,1.0
20,drawdown_state__restoring_fraction,0.5789473684210527,0.5789473684210527,0.0,1.0
22,drawdown_state__restoring_fraction,0.7894736842105263,0.5263157894736842,-0.26315789473684215,0.6666666666666666
23,drawdown_state__restoring_fraction,0.5789473684210527,0.8947368421052632,0.3157894736842105,1.5454545454545454
24,drawdown_state__restoring_fraction,0.6842105263157895,0.6842105263157895,0.0,1.0
27,drawdown_state__restoring_fraction,0.75,0.6842105263157895,-0.06578947368421051,0.912280701754386
29,drawdown_state__restoring_fraction,0.631578947368421,0.6842105263157895,0.052631578947368474,1.0833333333333335
30,drawdown_state__restoring_fraction,0.7368421052631579,0.7368421052631579,0.0,1.0
33,drawdown_state__restoring_fraction,0.42105263157894735,0.5789473684210527,0.1578947368421053,1.3750000000000002
34,drawdown_state__restoring_fraction,0.6842105263157895,0.7368421052631579,0.05263157894736836,1.0769230769230769
35,drawdown_state__restoring_fraction,0.47368421052631576,0.7368421052631579,0.2631578947368421,1.5555555555555556
36,drawdown_state__restoring_fraction,0.6842105263157895,0.7368421052631579,0.05263157894736836,1.0769230769230769
37,drawdown_state__restoring_fraction,0.631578947368421,0.631578947368421,0.0,1.0
39,drawdown_state__restoring_fraction,0.7368421052631579,0.5789473684210527,-0.1578947368421052,0.7857142857142858
40,drawdown_state__restoring_fraction,0.5263157894736842,0.631578947368421,0.10526315789473684,1.2
43,drawdown_state__restoring_fraction,0.5789473684210527,0.5789473684210527,0.0,1.0
44,drawdown_state__restoring_fraction,0.7368421052631579,0.7368421052631579,0.0,1.0
5,drawdown_state__same_side_run_length,2.5,5.0,2.5,2.0
6,drawdown_state__same_side_run_length,10.0,5.0,-5.0,0.5
7,drawdown_state__same_side_run_length,3.3333333333333335,2.5,-0.8333333333333335,0.75
8,drawdown_state__same_side_run_length,3.3333333333333335,5.0,1.6666666666666665,1.5
13,drawdown_state__same_side_run_length,5.0,6.666666666666667,1.666666666666667,1.3333333333333335
16,drawdown_state__same_side_run_length,2.857142857142857,10.0,7.142857142857142,3.5
17,drawdown_state__same_side_run_length,3.3333333333333335,4.0,0.6666666666666665,1.2
18,drawdown_state__same_side_run_length,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
20,drawdown_state__same_side_run_length,6.666666666666667,2.857142857142857,-3.8095238095238098,0.42857142857142855
22,drawdown_state__same_side_run_length,4.0,2.857142857142857,-1.1428571428571428,0.7142857142857143
23,drawdown_state__same_side_run_length,5.0,2.2222222222222223,-2.7777777777777777,0.4444444444444445
24,drawdown_state__same_side_run_length,5.0,5.0,0.0,1.0
27,drawdown_state__same_side_run_length,9.0,2.857142857142857,-6.142857142857142,0.31746031746031744
29,drawdown_state__same_side_run_length,4.0,2.5,-1.5,0.625
30,drawdown_state__same_side_run_length,2.2222222222222223,2.857142857142857,0.6349206349206349,1.2857142857142856
33,drawdown_state__same_side_run_length,10.0,2.857142857142857,-7.142857142857142,0.2857142857142857
34,drawdown_state__same_side_run_length,5.0,2.857142857142857,-2.142857142857143,0.5714285714285714
35,drawdown_state__same_side_run_length,5.0,2.5,-2.5,0.5
36,drawdown_state__same_side_run_length,4.0,2.5,-1.5,0.625
37,drawdown_state__same_side_run_length,10.0,2.857142857142857,-7.142857142857142,0.2857142857142857
39,drawdown_state__same_side_run_length,4.0,5.0,1.0,1.25
40,drawdown_state__same_side_run_length,10.0,10.0,0.0,1.0
43,drawdown_state__same_side_run_length,6.666666666666667,5.0,-1.666666666666667,0.75
44,drawdown_state__same_side_run_length,4.0,3.3333333333333335,-0.6666666666666665,0.8333333333333334
7,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
16,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
17,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
20,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
22,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
30,log_rv_ratio__shock_carryover_lag1,1.0,1.0,0.0,1.0
7,log_rv_ratio__shock_carryover_lag3,0.9319310845349905,-2.5768196773725713,-3.508750761907562,-2.765032436554402
16,log_rv_ratio__shock_carryover_lag3,0.9319310845349905,4.490455774330933,3.558524689795942,4.8184418878693736
17,log_rv_ratio__shock_carryover_lag3,0.9503970016170955,9.028884892058688,8.078487890441593,9.500119294038267
20,log_rv_ratio__shock_carryover_lag3,1.340548671289508,-4.300812486450588,-5.641361157740096,-3.2082479200949314
22,log_rv_ratio__shock_carryover_lag3,1.5052113148616828,1.3468998146587459,-0.15831150020293694,0.894824401969444
30,log_rv_ratio__shock_carryover_lag3,1.8782980042119202,1.341530600076251,-0.5367674041356691,0.714226707938775
7,log_rv_ratio__shock_carryover_lag5,-0.06692094625931583,-0.2873487905036931,-0.22042784424437728,4.293854264854964
16,log_rv_ratio__shock_carryover_lag5,-0.06692094625931583,3.5956042936738384,3.6625252399331543,-53.7291310816351
17,log_rv_ratio__shock_carryover_lag5,-1.143389159015336,7.589271333795088,8.732660492810425,-6.637522556476587
20,log_rv_ratio__shock_carryover_lag5,0.8953002362977637,-4.840892294549234,-5.736192530846997,-5.407004374942692
22,log_rv_ratio__shock_carryover_lag5,1.4071953758398923,1.6098187778336057,0.20262340199371343,1.1439909521254479
30,log_rv_ratio__shock_carryover_lag5,1.7464879735838352,0.3226178633928207,-1.4238701101910145,0.18472378182530574
