fold,model,protocol,quantum_tasks_per_date,shots,shot_seed,fit_seconds,feature_seconds,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,q90_target_threshold,q95_target_threshold,q90_score_threshold,q90_threshold_source,q90_val_ap,q90_val_auc,q90_val_n_pos,q90_val_f1,q90_val_precision,q90_val_recall,q90_val_called_rate,q90_test_ap,q90_test_auc,q90_test_n_pos,q90_test_f1,q90_test_precision,q90_test_recall,q90_test_called_rate,q95_score_threshold,q95_threshold_source,q95_val_ap,q95_val_auc,q95_val_n_pos,q95_val_f1,q95_val_precision,q95_val_recall,q95_val_called_rate,q95_test_ap,q95_test_auc,q95_test_n_pos,q95_test_f1,q95_test_precision,q95_test_recall,q95_test_called_rate
1,raw_ridge,classical,0,,,0.004325666988734156,0.0,0.13263662060678255,-2.0745228914947207,-0.13680727271033652,1.9155136935971353,0.5488961024839469,0.03936015268083129,-3.2331416890039475,0.10130465462126124,0.08699991250604103,0.008707009728074255,0.2795172269976487,0.3223546732774423,-1.4737626719202357,train_score_quantile_fallback,,,0,,,,,0.6602715233495018,0.8541890982503365,160,0.5057471264367817,0.6534653465346535,0.4125,0.11184939091915837,-1.3759550087852788,train_score_quantile_fallback,,,0,,,,,0.6427029850205552,0.8773023466043919,139,0.5217391304347826,0.7941176470588235,0.38848920863309355,0.0753045404208195
2,raw_ridge,classical,0,,,0.003064207994611934,0.0,0.06968449649517156,-2.323641581690574,0.019991425926812988,1.0869841681000685,0.3163215082916031,0.17010870595426714,-1.227400379552127,-0.11918221682310046,2.0797248218023117,0.5653428898528878,0.24830342801938302,0.30498735042250935,-1.4298759214721808,validation_f1,0.6871551663040576,0.7400544032641958,119,0.6368715083798883,0.95,0.4789915966386555,0.12903225806451613,0.668666178023577,0.8787632954750316,129,0.3803680981595092,0.9117647058823529,0.24031007751937986,0.03765227021040975,-1.4298759214721808,validation_f1,0.8019848003906405,0.9002712420362077,83,0.7692307692307693,0.9166666666666666,0.6626506024096386,0.12903225806451613,0.13899082320796952,0.795538128718226,43,0.1038961038961039,0.11764705882352941,0.09302325581395349,0.03765227021040975
3,raw_ridge,classical,0,,,0.0035921669914387167,0.0,0.06322756341232645,-2.98574059896379,0.0821812086953052,0.26284783247012566,0.04734813875674937,0.07182431894465478,-2.4593716010709317,0.0019104052248191108,1.1271281701992328,0.42679249682401166,0.28046104648449466,0.34527098537914175,-1.6455213111882108,validation_f1,0.674347814491732,0.9424681598594642,69,0.75177304964539,0.7361111111111112,0.7681159420289855,0.15483870967741936,0.013093370417597425,0.41193957898119876,14,0.0,0.0,0.0,0.15503875968992248,-1.8387946540445514,validation_f1,0.09442444663308634,0.7858215358215358,21,0.2222222222222222,0.125,1.0,0.36129032258064514,,,0,,,,
4,raw_ridge,classical,0,,,0.003805749991443008,0.0,0.1299600790078575,-2.212795220336192,0.0005004813866746976,1.0810704165140435,0.1674241076919235,0.061231866461578674,-2.708008575006329,0.1063411029714594,0.22807405740423614,0.024816264036819913,0.27692294950967533,0.32879681684688117,-2.0840052448348168,validation_f1,0.022939306619362228,0.34463097877732024,14,0.06947890818858561,0.03598971722365039,1.0,0.8365591397849462,0.3557530446879618,0.8314518285255933,82,0.2801556420233463,0.16666666666666666,0.8780487804878049,0.47840531561461797,-1.4215731979614694,train_score_quantile_fallback,,,0,,,,,0.21496358520694445,0.7901027582477015,43,0.32941176470588235,0.3333333333333333,0.32558139534883723,0.046511627906976744
5,raw_ridge,classical,0,,,0.0042609579977579415,0.0,0.05733034380863739,-2.368166712603718,0.0635944231822202,0.6792078521104461,0.3037849537181786,0.1705737717367059,-1.1209642701059366,0.02220194664790571,1.0737362826823011,0.08102269332340317,0.26477153686682015,0.31780524482703826,-1.7118037495183722,validation_f1,0.3894255448921453,0.7926917184824729,54,0.5454545454545454,0.4925373134328358,0.6111111111111112,0.14408602150537633,0.39686343105894,0.906559877955759,76,0.4589041095890411,0.3101851851851852,0.881578947368421,0.23893805309734514,-1.6262738631163691,validation_f1,0.18896285712596644,0.6965488215488216,33,0.3170731707317073,0.2653061224489796,0.3939393939393939,0.1053763440860215,0.03135400809888325,0.7939088191330343,12,0.05917159763313609,0.03184713375796178,0.4166666666666667,0.1736725663716814
