episode_id,metric,left_segment,right_segment,left_value,right_value,difference,ratio
35,downside_pressure__lag1,early_residence,late_residence,0.5884849929954241,0.44821182343731636,-0.14027316955810776,0.7616367940937476
36,downside_pressure__lag1,early_residence,late_residence,0.576389211609437,0.08408334580985329,-0.49230586579958374,0.14587945804028754
37,downside_pressure__lag1,early_residence,late_residence,0.7040825470138657,0.3508360366869261,-0.35324651032693966,0.4982882165946047
38,downside_pressure__lag1,early_residence,late_residence,0.6003246689997622,0.2614730490727645,-0.33885161992699775,0.43555273100540876
39,downside_pressure__lag1,early_residence,late_residence,0.728403067754614,0.38549370396718063,-0.3429093637874334,0.5292313020530092
40,downside_pressure__lag1,early_residence,late_residence,0.71549561775789,0.572317491799213,-0.14317812595867696,0.7998895836604192
41,downside_pressure__lag1,early_residence,late_residence,0.5798966132683389,0.4211535923991765,-0.15874302086916237,0.7262563408079324
42,downside_pressure__lag1,early_residence,late_residence,0.3548556106484702,0.5946662347381299,0.23981062408965964,1.6757977523630665
43,downside_pressure__lag1,early_residence,late_residence,0.5173540998528358,0.4282637466466798,-0.08909035320615594,0.8277961782239704
44,downside_pressure__lag1,early_residence,late_residence,0.4232316994738261,0.2803282922632915,-0.14290340721053463,0.6623518337870338
45,downside_pressure__lag1,early_residence,late_residence,0.5272812307563006,0.4662814440196572,-0.06099978673664341,0.8843126150173239
47,downside_pressure__lag1,early_residence,late_residence,0.5983081477420151,0.5420386539370692,-0.05626949380494595,0.905952319022724
48,downside_pressure__lag1,early_residence,late_residence,0.7855155708461901,0.12709434398015748,-0.6584212268660325,0.16179735793556094
1,drawdown_state__lag1,early_residence,late_residence,0.39737211855680665,0.04031272096816895,-0.3570593975886377,0.1014482876015017
2,drawdown_state__lag1,early_residence,late_residence,0.5876462960094228,0.32930509247183726,-0.2583412035375855,0.5603797636572816
5,drawdown_state__lag1,early_residence,late_residence,0.6544821185673836,-0.2167839842206223,-0.8712661027880059,-0.33122980455928663
6,drawdown_state__lag1,early_residence,late_residence,0.7282334958351258,0.4123812799765864,-0.31585221585853934,0.5662761769886382
7,drawdown_state__lag1,early_residence,late_residence,0.3667207881682609,0.4123812799765864,0.04566049180832549,1.124510235802
8,drawdown_state__lag1,early_residence,late_residence,0.13864409046650156,0.20102738451196117,0.062383294045459614,1.4499527807896893
11,drawdown_state__lag1,early_residence,late_residence,0.3585730705973292,0.3585730705973292,0.0,1.0
13,drawdown_state__lag1,early_residence,late_residence,0.4860720637209784,-0.1033779955285543,-0.5894500592495326,-0.21268038886492502
14,drawdown_state__lag1,early_residence,late_residence,0.05869402652937167,0.05869402652937167,0.0,1.0
15,drawdown_state__lag1,early_residence,late_residence,0.00356760665333563,-0.1501660540256264,-0.15373366067896205,-42.09153884305732
16,drawdown_state__lag1,early_residence,late_residence,0.3446116475606625,0.08133245717698223,-0.26327919038368025,0.23601192168835547
17,drawdown_state__lag1,early_residence,late_residence,0.6105098310702918,-0.17166783471365957,-0.7821776657839513,-0.28118766640122195
18,drawdown_state__lag1,early_residence,late_residence,0.2375653825592337,-0.03034720959011737,-0.2679125921493511,-0.12774255770430148
20,drawdown_state__lag1,early_residence,late_residence,0.33437238228111615,0.059701539844088165,-0.274670842437028,0.17854805901372386
22,drawdown_state__lag1,early_residence,late_residence,0.5677848319563111,0.034407050479987135,-0.533377781476324,0.060598748933530205
23,drawdown_state__lag1,early_residence,late_residence,0.6915133850384704,0.02884829678227933,-0.6626650882561911,0.041717626016269285
24,drawdown_state__lag1,early_residence,late_residence,0.5853868919164313,0.39355328608182605,-0.1918336058346053,0.6722960344968041
25,drawdown_state__lag1,early_residence,late_residence,0.5352851218490956,0.40548852619228454,-0.12979659565681106,0.7575187682997052
26,drawdown_state__lag1,early_residence,late_residence,0.3421719867270083,0.21649330679070478,-0.12567867993630355,0.6327031878370203
27,drawdown_state__lag1,early_residence,late_residence,0.6357435120190494,-0.3102728371087732,-0.9460163491278226,-0.4880471939436421
28,drawdown_state__lag1,early_residence,late_residence,0.2765736828803586,0.22202205549716836,-0.05455162738319025,0.8027591533110964
29,drawdown_state__lag1,early_residence,late_residence,0.6209538489147514,-0.10561698526546687,-0.7265708341802182,-0.17008830116771959
30,drawdown_state__lag1,early_residence,late_residence,0.6934129492451033,-0.6066371429791408,-1.3000500922242442,-0.874856957372324
31,drawdown_state__lag1,early_residence,late_residence,-0.2661937628846412,-0.265287834332588,0.0009059285520531812,0.9965967326122296
32,drawdown_state__lag1,early_residence,late_residence,0.49736182016882186,0.4831317185057942,-0.014230101663027628,0.9713888338710892
33,drawdown_state__lag1,early_residence,late_residence,0.6051339573792741,0.12462567048418004,-0.48050828689509406,0.20594724352259342
34,drawdown_state__lag1,early_residence,late_residence,0.7235940374584112,-0.48034667500048395,-1.2039407124588952,-0.6638344847169806
35,drawdown_state__lag1,early_residence,late_residence,0.5755578540909646,0.12681486548454723,-0.44874298860641737,0.22033382844690474
36,drawdown_state__lag1,early_residence,late_residence,0.5811912290328195,0.2453094900316198,-0.33588173900119966,0.42208050943894637
37,drawdown_state__lag1,early_residence,late_residence,0.6813679523229825,0.364969715160061,-0.31639823716292154,0.5356426199908177
38,drawdown_state__lag1,early_residence,late_residence,0.17488573959826056,-0.22276333059627337,-0.39764907019453394,-1.2737649799691788
39,drawdown_state__lag1,early_residence,late_residence,0.5006173762056859,0.4031188720954862,-0.09749850411019972,0.8052434678772695
40,drawdown_state__lag1,early_residence,late_residence,0.43330197041419477,0.14620153416215398,-0.2871004362520408,0.33741257632038796
41,drawdown_state__lag1,early_residence,late_residence,0.14239041324927967,-0.2428195225659431,-0.3852099358152228,-1.7053080823695936
42,drawdown_state__lag1,early_residence,late_residence,0.43501661415291093,0.15313684131281163,-0.2818797728400993,0.3520252706003158
43,drawdown_state__lag1,early_residence,late_residence,0.513410062303148,0.37144182966033873,-0.14196823264280928,0.7234798398653458
44,drawdown_state__lag1,early_residence,late_residence,0.418312710201685,0.26917026249869336,-0.14914244770299162,0.6434666122597992
45,drawdown_state__lag1,early_residence,late_residence,-0.10493250864216809,-0.05714747244230128,0.047785036199866814,0.5446117050072702
47,drawdown_state__lag1,early_residence,late_residence,0.39126522979112066,0.5123512414732343,0.12108601168211364,1.3094729673443157
48,drawdown_state__lag1,early_residence,late_residence,0.5690961336119889,0.0009540496351854308,-0.5681420839768034,0.001676429655443599
1,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.46153846153846156,0.4444444444444444,-0.017094017094017144,0.9629629629629629
2,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7272727272727273,0.4444444444444444,-0.2828282828282829,0.611111111111111
5,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
6,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
7,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.7777777777777778,0.14619883040935677,1.2314814814814816
8,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.6666666666666666,0.03508771929824561,1.0555555555555556
11,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.6666666666666666,0.0,1.0
13,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.6666666666666666,0.03508771929824561,1.0555555555555556
14,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.2857142857142857,0.2857142857142857,0.0,1.0
15,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6923076923076923,0.7777777777777778,0.0854700854700855,1.123456790123457
16,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.5555555555555556,0.0292397660818714,1.0555555555555556
17,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.5555555555555556,-0.1286549707602339,0.811965811965812
18,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6842105263157895,1.0,0.3157894736842105,1.4615384615384615
20,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.4444444444444444,-0.13450292397660824,0.7676767676767676
22,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.8888888888888888,0.20467836257309935,1.299145299145299
23,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.42105263157894735,0.7777777777777778,0.35672514619883045,1.8472222222222223
24,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.5555555555555556,-0.18128654970760227,0.7539682539682541
25,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.8,0.8888888888888888,0.0888888888888888,1.111111111111111
26,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7692307692307693,0.6666666666666666,-0.10256410256410264,0.8666666666666666
27,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.8888888888888888,0.3099415204678362,1.5353535353535352
28,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5454545454545454,0.6666666666666666,0.12121212121212122,1.2222222222222223
29,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
30,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,1.0,0.368421052631579,1.5833333333333335
31,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7777777777777778,0.7777777777777778,0.0,1.0
32,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.5555555555555556,-0.11111111111111105,0.8333333333333334
33,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.6666666666666666,0.08771929824561397,1.1515151515151514
34,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
35,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
36,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.4444444444444444,-0.1871345029239766,0.7037037037037037
37,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.42105263157894735,0.6666666666666666,0.24561403508771928,1.5833333333333333
38,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7333333333333333,0.8888888888888888,0.15555555555555556,1.2121212121212122
39,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.6666666666666666,-0.01754385964912286,0.9743589743589742
40,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.4444444444444444,-0.08187134502923976,0.8444444444444444
41,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.7777777777777778,0.11111111111111116,1.1666666666666667
42,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6,0.5555555555555556,-0.0444444444444444,0.925925925925926
43,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7894736842105263,0.7777777777777778,-0.011695906432748537,0.9851851851851852
44,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
45,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.7777777777777778,0.7777777777777778,0.0,1.0
47,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.6666666666666666,0.0,1.0
48,log_rv_ratio__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.6666666666666666,0.0,1.0
1,downside_pressure__restoring_fraction,early_residence,late_residence,0.8571428571428571,0.7777777777777778,-0.0793650793650793,0.9074074074074074
2,downside_pressure__restoring_fraction,early_residence,late_residence,0.6363636363636364,0.6666666666666666,0.030303030303030276,1.0476190476190477
5,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.4444444444444444,-0.1871345029239766,0.7037037037037037
6,downside_pressure__restoring_fraction,early_residence,late_residence,0.7894736842105263,0.5555555555555556,-0.23391812865497075,0.7037037037037037
7,downside_pressure__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.5555555555555556,0.0292397660818714,1.0555555555555556
8,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.7777777777777778,0.14619883040935677,1.2314814814814816
11,downside_pressure__restoring_fraction,early_residence,late_residence,0.7777777777777778,0.7777777777777778,0.0,1.0
13,downside_pressure__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.5555555555555556,0.0292397660818714,1.0555555555555556
14,downside_pressure__restoring_fraction,early_residence,late_residence,0.5714285714285714,0.5714285714285714,0.0,1.0
15,downside_pressure__restoring_fraction,early_residence,late_residence,0.6923076923076923,0.4444444444444444,-0.24786324786324787,0.6419753086419753
16,downside_pressure__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.5555555555555556,0.0292397660818714,1.0555555555555556
17,downside_pressure__restoring_fraction,early_residence,late_residence,0.42105263157894735,1.0,0.5789473684210527,2.375
18,downside_pressure__restoring_fraction,early_residence,late_residence,0.7894736842105263,0.6666666666666666,-0.1228070175438597,0.8444444444444443
20,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
22,downside_pressure__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.8888888888888888,0.3099415204678362,1.5353535353535352
23,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.7777777777777778,0.14619883040935677,1.2314814814814816
24,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.4444444444444444,-0.1871345029239766,0.7037037037037037
25,downside_pressure__restoring_fraction,early_residence,late_residence,0.7333333333333333,0.5555555555555556,-0.1777777777777777,0.7575757575757577
26,downside_pressure__restoring_fraction,early_residence,late_residence,0.6153846153846154,0.4444444444444444,-0.170940170940171,0.7222222222222221
27,downside_pressure__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
28,downside_pressure__restoring_fraction,early_residence,late_residence,0.6363636363636364,0.7777777777777778,0.14141414141414144,1.2222222222222223
29,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.8888888888888888,0.2573099415204678,1.4074074074074074
30,downside_pressure__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.6666666666666666,-0.01754385964912286,0.9743589743589742
31,downside_pressure__restoring_fraction,early_residence,late_residence,0.7777777777777778,0.6666666666666666,-0.11111111111111116,0.8571428571428571
32,downside_pressure__restoring_fraction,early_residence,late_residence,0.5333333333333333,0.4444444444444444,-0.0888888888888889,0.8333333333333333
33,downside_pressure__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.5555555555555556,0.0292397660818714,1.0555555555555556
34,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.6666666666666666,0.03508771929824561,1.0555555555555556
35,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.4444444444444444,-0.1871345029239766,0.7037037037037037
36,downside_pressure__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.5555555555555556,-0.18128654970760227,0.7539682539682541
37,downside_pressure__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.4444444444444444,-0.08187134502923976,0.8444444444444444
38,downside_pressure__restoring_fraction,early_residence,late_residence,0.5333333333333333,0.3333333333333333,-0.2,0.625
39,downside_pressure__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.8888888888888888,0.3099415204678362,1.5353535353535352
40,downside_pressure__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.5555555555555556,-0.18128654970760227,0.7539682539682541
41,downside_pressure__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.5555555555555556,-0.11111111111111105,0.8333333333333334
42,downside_pressure__restoring_fraction,early_residence,late_residence,0.4666666666666667,0.6666666666666666,0.19999999999999996,1.4285714285714284
43,downside_pressure__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
44,downside_pressure__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.5555555555555556,-0.023391812865497075,0.9595959595959596
45,downside_pressure__restoring_fraction,early_residence,late_residence,0.4444444444444444,0.4444444444444444,0.0,1.0
47,downside_pressure__restoring_fraction,early_residence,late_residence,0.4666666666666667,0.7777777777777778,0.3111111111111111,1.6666666666666667
48,downside_pressure__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.5
1,drawdown_state__restoring_fraction,early_residence,late_residence,0.6923076923076923,0.7777777777777778,0.0854700854700855,1.123456790123457
2,drawdown_state__restoring_fraction,early_residence,late_residence,0.7272727272727273,0.6666666666666666,-0.06060606060606066,0.9166666666666666
5,drawdown_state__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.5555555555555556,-0.1286549707602339,0.811965811965812
6,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.8888888888888888,0.3099415204678362,1.5353535353535352
7,drawdown_state__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.8888888888888888,0.15204678362573099,1.2063492063492063
8,drawdown_state__restoring_fraction,early_residence,late_residence,0.631578947368421,0.5555555555555556,-0.07602339181286544,0.8796296296296298
11,drawdown_state__restoring_fraction,early_residence,late_residence,0.7777777777777778,0.7777777777777778,0.0,1.0
13,drawdown_state__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.6666666666666666,0.14035087719298245,1.2666666666666666
14,drawdown_state__restoring_fraction,early_residence,late_residence,0.42857142857142855,0.42857142857142855,0.0,1.0
15,drawdown_state__restoring_fraction,early_residence,late_residence,0.7692307692307693,0.7777777777777778,0.008547008547008517,1.011111111111111
16,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.5555555555555556,-0.023391812865497075,0.9595959595959596
17,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
18,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
20,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,1.0,0.42105263157894735,1.7272727272727273
22,drawdown_state__restoring_fraction,early_residence,late_residence,0.5263157894736842,0.6666666666666666,0.14035087719298245,1.2666666666666666
23,drawdown_state__restoring_fraction,early_residence,late_residence,0.8947368421052632,0.7777777777777778,-0.11695906432748537,0.869281045751634
24,drawdown_state__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.7777777777777778,0.0935672514619883,1.1367521367521367
25,drawdown_state__restoring_fraction,early_residence,late_residence,0.5333333333333333,0.5555555555555556,0.022222222222222254,1.0416666666666667
26,drawdown_state__restoring_fraction,early_residence,late_residence,0.5384615384615384,0.5555555555555556,0.017094017094017144,1.0317460317460319
27,drawdown_state__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.5555555555555556,-0.1286549707602339,0.811965811965812
28,drawdown_state__restoring_fraction,early_residence,late_residence,0.8181818181818182,0.6666666666666666,-0.1515151515151516,0.8148148148148148
29,drawdown_state__restoring_fraction,early_residence,late_residence,0.6842105263157895,0.5555555555555556,-0.1286549707602339,0.811965811965812
30,drawdown_state__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.6666666666666666,-0.07017543859649122,0.9047619047619048
31,drawdown_state__restoring_fraction,early_residence,late_residence,0.6666666666666666,0.6666666666666666,0.0,1.0
32,drawdown_state__restoring_fraction,early_residence,late_residence,0.6,0.5555555555555556,-0.0444444444444444,0.925925925925926
33,drawdown_state__restoring_fraction,early_residence,late_residence,0.5789473684210527,0.7777777777777778,0.19883040935672514,1.3434343434343434
34,drawdown_state__restoring_fraction,early_residence,late_residence,0.7368421052631579,0.6666666666666666,-0.07017543859649122,0.9047619047619048
