episode_id,event_type,event_day,segment,n_rows,log_rv_ratio__lag1,log_rv_ratio__restoring_fraction,log_rv_ratio__same_side_run_length,downside_pressure__lag1,downside_pressure__restoring_fraction,downside_pressure__same_side_run_length,drawdown_state__lag1,drawdown_state__restoring_fraction,drawdown_state__same_side_run_length,log_rv_ratio__shock_carryover_lag1,log_rv_ratio__shock_carryover_lag3,log_rv_ratio__shock_carryover_lag5
14,relapse,9,early_residence,8,-0.36423023424708534,0.2857142857142857,4.0,-0.2580673736717897,0.5714285714285714,4.0,0.05869402652937167,0.42857142857142855,4.0,,,
14,relapse,9,late_residence,8,-0.36423023424708534,0.2857142857142857,4.0,-0.2580673736717897,0.5714285714285714,4.0,0.05869402652937167,0.42857142857142855,4.0,,,
15,recovery,16,pre_entry,20,0.6500357430589341,0.7894736842105263,2.5,0.2540557941497172,0.5263157894736842,2.2222222222222223,0.2734882086889416,0.631578947368421,2.857142857142857,1.0,2.0949827361492814,1.43639780409953
15,recovery,16,early_residence,15,0.6816261876184458,0.6923076923076923,3.5,0.16816673928885148,0.6923076923076923,3.5,0.00356760665333563,0.7692307692307693,2.3333333333333335,,,
15,recovery,16,late_residence,10,0.0032456548517053106,0.7777777777777778,1.4285714285714286,0.11088474756664425,0.4444444444444444,2.5,-0.1501660540256264,0.7777777777777778,1.6666666666666667,,,
16,relapse,27,pre_entry,20,0.48863469913608476,0.631578947368421,2.5,0.21823230902880728,0.6842105263157895,3.3333333333333335,0.40828312462616634,0.6842105263157895,2.0,1.0,0.5965308954066033,0.19269152512642557
16,relapse,27,early_residence,20,0.588546011666474,0.5263157894736842,3.3333333333333335,0.4656479170279918,0.5263157894736842,5.0,0.3446116475606625,0.5789473684210527,10.0,1.0,4.490455774330933,3.5956042936738384
16,relapse,27,late_residence,10,0.29320922692468027,0.5555555555555556,3.3333333333333335,0.22940466414147223,0.5555555555555556,5.0,0.08133245717698223,0.5555555555555556,5.0,,,
17,relapse,26,pre_entry,20,0.7160024819203143,0.5789473684210527,6.666666666666667,0.5894803896838224,0.631578947368421,6.666666666666667,0.7475613209856489,0.5263157894736842,6.666666666666667,1.0,1.3756098942914965,1.7644492901046056
17,relapse,26,early_residence,20,0.7250227514227222,0.6842105263157895,3.3333333333333335,0.45477518454726024,0.42105263157894735,3.3333333333333335,0.6105098310702918,0.5789473684210527,4.0,1.0,9.028884892058688,7.589271333795088
17,relapse,26,late_residence,10,0.0474547398537845,0.5555555555555556,1.6666666666666667,-0.37574602336179835,1.0,1.0,-0.17166783471365957,0.7777777777777778,1.6666666666666667,,,
18,recovery,22,pre_entry,20,0.6733550908603484,0.631578947368421,2.857142857142857,0.632344204891824,0.5789473684210527,2.857142857142857,0.4478475878974184,0.631578947368421,2.5,1.0,-1.6185929745262395,-1.8934044553961304
18,recovery,22,early_residence,20,0.5308950426261769,0.6842105263157895,2.0,0.587927354700181,0.7894736842105263,2.5,0.2375653825592337,0.5789473684210527,3.3333333333333335,1.0,1.1339984876505989,0.6453154575774429
18,recovery,22,late_residence,10,-0.3863466215631653,1.0,1.1111111111111112,0.4804478498065981,0.6666666666666666,3.3333333333333335,-0.03034720959011737,0.7777777777777778,2.5,,,
19,recovery,5,pre_entry,20,0.3234033702360008,0.631578947368421,5.0,0.46073724857737114,0.6842105263157895,4.0,0.4725292939722966,0.7894736842105263,3.3333333333333335,1.0,0.8247824187112245,0.7596270429735187
20,relapse,37,pre_entry,20,0.1223624532529033,0.6842105263157895,2.2222222222222223,0.20363247650757987,0.5263157894736842,2.2222222222222223,0.5691131806994859,0.631578947368421,4.0,1.0,1.1844944691042756,0.8648282003338874
20,relapse,37,early_residence,20,0.7049322543729649,0.5789473684210527,6.666666666666667,0.5222407445874258,0.631578947368421,3.3333333333333335,0.33437238228111615,0.5789473684210527,2.857142857142857,1.0,-4.300812486450588,-4.840892294549234
20,relapse,37,late_residence,10,0.2639419175800106,0.4444444444444444,5.0,0.33743159207847756,0.5555555555555556,3.3333333333333335,0.059701539844088165,1.0,2.0,,,
21,relapse,8,pre_entry,20,0.4186271263699462,0.5263157894736842,5.0,0.33726542739818954,0.7368421052631579,4.0,0.05898307112514609,0.7368421052631579,2.5,1.0,1.1656129104328288,0.8846383255689008
22,relapse,93,pre_entry,20,0.32760550976407954,0.631578947368421,4.0,0.43581627748874935,0.47368421052631576,2.857142857142857,0.5021659461734885,0.47368421052631576,5.0,1.0,2.4266918756812537,2.9805556067270675
22,relapse,93,early_residence,20,0.5554904744634891,0.6842105263157895,5.0,0.6410710601500683,0.5789473684210527,3.3333333333333335,0.5677848319563111,0.5263157894736842,2.857142857142857,1.0,1.3468998146587459,1.6098187778336057
22,relapse,93,late_residence,10,-0.02275313163927844,0.8888888888888888,2.0,-0.061191910132386146,0.8888888888888888,2.0,0.034407050479987135,0.6666666666666666,5.0,,,
23,relapse,62,pre_entry,20,0.463612578668551,0.5263157894736842,6.666666666666667,-0.012024835981887203,0.631578947368421,3.3333333333333335,0.490690105371938,0.5789473684210527,4.0,1.0,1.3769517781189569,1.6098187778336057
23,relapse,62,early_residence,20,0.5845066375559854,0.42105263157894735,5.0,0.6155029684577146,0.631578947368421,3.3333333333333335,0.6915133850384704,0.8947368421052632,2.2222222222222223,,,
23,relapse,62,late_residence,10,-0.43761328625842383,0.7777777777777778,1.6666666666666667,-0.18897712500445316,0.7777777777777778,1.6666666666666667,0.02884829678227933,0.7777777777777778,2.5,,,
24,relapse,32,pre_entry,20,0.5845066375559854,0.42105263157894735,5.0,0.6155029684577146,0.631578947368421,3.3333333333333335,0.6915133850384704,0.8947368421052632,2.2222222222222223,,,
24,relapse,32,early_residence,20,0.6282738765431632,0.7368421052631579,2.857142857142857,0.7456401675742175,0.631578947368421,6.666666666666667,0.5853868919164313,0.6842105263157895,5.0,1.0,1.3316310827036557,1.5601332691124772
24,relapse,32,late_residence,10,0.5330984283445438,0.5555555555555556,2.5,0.510990567075663,0.4444444444444444,3.3333333333333335,0.39355328608182605,0.7777777777777778,1.4285714285714286,,,
25,recovery,17,pre_entry,20,-0.1278725450503989,0.7894736842105263,2.5,0.5334607941769961,0.5263157894736842,3.3333333333333335,0.7920439532822053,0.631578947368421,4.0,1.0,1.2877220095267612,0.5408603929159375
25,recovery,17,early_residence,16,0.4948311514752011,0.8,2.6666666666666665,0.44500068322759256,0.7333333333333333,3.2,0.5352851218490956,0.5333333333333333,4.0,,,
25,recovery,17,late_residence,10,0.12765716034882482,0.8888888888888888,1.6666666666666667,0.22772524361665755,0.5555555555555556,3.3333333333333335,0.40548852619228454,0.5555555555555556,5.0,,,
26,recovery,15,pre_entry,20,0.6934802765410241,0.7368421052631579,4.0,0.7692165933609996,0.6842105263157895,3.3333333333333335,0.4886526476466799,0.7368421052631579,2.5,1.0,0.6771450799996122,-0.6990827767866203
26,recovery,15,early_residence,14,-0.02289137736229847,0.7692307692307693,2.0,0.6172128457732403,0.6153846153846154,2.3333333333333335,0.3421719867270083,0.5384615384615384,3.5,,,
26,recovery,15,late_residence,10,0.10303701165497658,0.6666666666666666,1.6666666666666667,0.521605458904325,0.4444444444444444,3.3333333333333335,0.21649330679070478,0.5555555555555556,2.5,,,
27,recovery,96,pre_entry,20,0.5380201573789021,0.5263157894736842,10.0,0.6578921521145955,0.7368421052631579,5.0,0.4584435391670582,0.631578947368421,3.3333333333333335,1.0,1.4100917735518226,-10.181638200071703
27,recovery,96,early_residence,20,0.45965080215578547,0.5789473684210527,4.0,0.739559288203957,0.5789473684210527,5.0,0.6357435120190494,0.6842105263157895,2.857142857142857,,,
27,recovery,96,late_residence,10,0.10378729886659063,0.8888888888888888,2.0,0.40584235421082543,0.7777777777777778,2.5,-0.3102728371087732,0.5555555555555556,2.5,,,
28,recovery,13,pre_entry,20,0.7594338776322055,0.631578947368421,4.0,0.8273542262302864,0.5263157894736842,6.666666666666667,0.853016389419459,0.47368421052631576,6.666666666666667,,,
28,recovery,13,early_residence,12,0.3060971583336015,0.5454545454545454,3.0,0.2864055002401257,0.6363636363636364,6.0,0.2765736828803586,0.8181818181818182,2.0,1.0,1.308724522196554,-0.11356854107221395
28,recovery,13,late_residence,10,0.2156989086155366,0.6666666666666666,1.6666666666666667,0.2503268245523625,0.7777777777777778,3.3333333333333335,0.22202205549716836,0.6666666666666666,2.5,,,
29,recovery,107,pre_entry,20,0.051094465401979684,0.631578947368421,5.0,0.4318468798647746,0.631578947368421,10.0,0.47357628317664396,0.5789473684210527,10.0,1.0,3.637462660172011,4.359018815747053
29,recovery,107,early_residence,20,0.662669912742385,0.5789473684210527,4.0,0.5099584486723961,0.631578947368421,4.0,0.6209538489147514,0.6842105263157895,2.5,,,
29,recovery,107,late_residence,10,0.31208359174708394,0.7777777777777778,5.0,0.41719456973968905,0.8888888888888888,2.0,-0.10561698526546687,0.5555555555555556,5.0,,,
30,recovery,29,pre_entry,20,0.6811184238393831,0.631578947368421,4.0,0.5241007866316866,0.5789473684210527,4.0,0.6445111903301571,0.7368421052631579,2.5,,,
30,recovery,29,early_residence,20,0.626599287107598,0.631578947368421,4.0,0.722264615874833,0.6842105263157895,4.0,0.6934129492451033,0.7368421052631579,2.857142857142857,1.0,1.341530600076251,0.3226178633928207
30,recovery,29,late_residence,10,0.28590929766862133,1.0,2.0,0.18305538937589383,0.6666666666666666,5.0,-0.6066371429791408,0.6666666666666666,2.5,,,
31,recovery,12,pre_entry,20,0.5772917624435582,0.5789473684210527,5.0,0.6705288727874928,0.631578947368421,4.0,0.6060255611940636,0.7368421052631579,2.857142857142857,1.0,1.341530600076251,0.3226178633928207
31,recovery,12,early_residence,11,0.0908177539428801,0.7777777777777778,2.5,0.034518261457409785,0.7777777777777778,2.5,-0.2661937628846412,0.6666666666666666,2.5,,,
31,recovery,12,late_residence,10,0.0039057908861094624,0.7777777777777778,2.5,0.011287546779316183,0.6666666666666666,2.5,-0.265287834332588,0.6666666666666666,2.5,,,
32,recovery,18,pre_entry,20,0.3145406011549101,0.6842105263157895,3.3333333333333335,0.1800973207166635,0.6842105263157895,2.857142857142857,0.5803143984467957,0.5263157894736842,3.3333333333333335,,,
32,recovery,18,early_residence,17,0.21852877830044734,0.6666666666666666,3.2,0.7143444593007963,0.5333333333333333,4.0,0.49736182016882186,0.6,3.2,,,
32,recovery,18,late_residence,10,0.35913661517129775,0.5555555555555556,1.6666666666666667,0.19862617439188962,0.4444444444444444,2.5,0.4831317185057942,0.5555555555555556,3.3333333333333335,,,
33,recovery,41,pre_entry,20,0.5566397141564696,0.631578947368421,3.3333333333333335,0.7361891564106267,0.6842105263157895,3.3333333333333335,0.7567879268553082,0.5263157894736842,5.0,1.0,1.0962095077516203,0.9768064258237716
33,recovery,41,early_residence,20,0.6918735902093651,0.5789473684210527,6.666666666666667,0.6678422125215353,0.5263157894736842,4.0,0.6051339573792741,0.5789473684210527,2.857142857142857,,,
33,recovery,41,late_residence,10,0.19546145325194317,0.6666666666666666,2.5,0.18799494229413202,0.5555555555555556,3.3333333333333335,0.12462567048418004,0.7777777777777778,2.5,,,
34,recovery,25,pre_entry,20,0.5720704226883648,0.631578947368421,2.857142857142857,0.5651945938322263,0.5789473684210527,5.0,0.3620111689991184,0.7368421052631579,5.0,1.0,1.6643762277712355,1.0220115307075837
34,recovery,25,early_residence,20,0.6065323394544666,0.631578947368421,2.5,0.5864395571990866,0.631578947368421,3.3333333333333335,0.7235940374584112,0.7368421052631579,2.857142857142857,,,
34,recovery,25,late_residence,10,0.21105335426655983,0.5555555555555556,5.0,0.2355121286449841,0.6666666666666666,1.6666666666666667,-0.48034667500048395,0.6666666666666666,2.5,,,
35,recovery,101,pre_entry,20,0.6883782735732444,0.42105263157894735,5.0,0.762756044861822,0.3157894736842105,10.0,0.6847642021350782,0.3684210526315789,10.0,1.0,1.4621080854202686,2.597351223175495
35,recovery,101,early_residence,20,0.612606604164947,0.631578947368421,2.857142857142857,0.5884849929954241,0.631578947368421,4.0,0.5755578540909646,0.7368421052631579,2.5,,,
35,recovery,101,late_residence,10,0.4105813590638362,0.5555555555555556,3.3333333333333335,0.44821182343731636,0.4444444444444444,3.3333333333333335,0.12681486548454723,0.8888888888888888,1.4285714285714286,,,
36,recovery,44,pre_entry,20,0.299901834070483,0.47368421052631576,5.0,0.6152641315881399,0.7368421052631579,5.0,0.44292033757461124,0.5789473684210527,5.0,1.0,1.1264545747061865,0.9336951070851351
36,recovery,44,early_residence,20,0.7466137239006725,0.631578947368421,4.0,0.576389211609437,0.7368421052631579,3.3333333333333335,0.5811912290328195,0.7368421052631579,2.5,1.0,1.0427037654429432,0.6743904702265605
36,recovery,44,late_residence,10,0.2635013484786229,0.4444444444444444,5.0,0.08408334580985329,0.5555555555555556,3.3333333333333335,0.2453094900316198,0.5555555555555556,2.5,,,
37,relapse,33,pre_entry,20,0.6293422421272172,0.5263157894736842,5.0,0.7549085251640137,0.631578947368421,2.857142857142857,0.3961144937901145,0.631578947368421,5.0,1.0,1.0360734166550074,0.23087687605454518
37,relapse,33,early_residence,20,0.2253220879724901,0.42105263157894735,3.3333333333333335,0.7040825470138657,0.5263157894736842,4.0,0.6813679523229825,0.631578947368421,2.857142857142857,1.0,1.8236645010872023,1.2717301071963365
37,relapse,33,late_residence,10,0.19891040127504417,0.6666666666666666,5.0,0.3508360366869261,0.4444444444444444,5.0,0.364969715160061,0.6666666666666666,2.5,,,
38,recovery,18,pre_entry,20,0.6088005082325298,0.7368421052631579,5.0,0.5794317329210861,0.47368421052631576,5.0,0.6885005595789034,0.5789473684210527,10.0,1.0,1.5002602056279106,1.7581789836658261
38,recovery,18,early_residence,17,0.6787613728695009,0.7333333333333333,2.2857142857142856,0.6003246689997622,0.5333333333333333,4.0,0.17488573959826056,0.6666666666666666,8.0,,,
38,recovery,18,late_residence,10,0.09247477604624932,0.8888888888888888,1.6666666666666667,0.2614730490727645,0.3333333333333333,3.3333333333333335,-0.22276333059627337,0.8888888888888888,1.6666666666666667,,,
39,recovery,39,pre_entry,20,0.6696374662834884,0.631578947368421,5.0,0.6387799589831811,0.5789473684210527,3.3333333333333335,0.05910221046889567,0.6842105263157895,5.0,1.0,0.8412600641386898,0.08719905221927313
39,recovery,39,early_residence,20,0.4131637958659714,0.6842105263157895,2.2222222222222223,0.728403067754614,0.5789473684210527,4.0,0.5006173762056859,0.5789473684210527,5.0,,,
39,recovery,39,late_residence,10,0.1873204075073065,0.6666666666666666,5.0,0.38549370396718063,0.8888888888888888,2.0,0.4031188720954862,0.6666666666666666,2.5,,,
40,recovery,31,pre_entry,20,0.7689664886038362,0.631578947368421,4.0,0.7373265910214402,0.47368421052631576,6.666666666666667,0.6809823479798333,0.6842105263157895,5.0,,,
40,recovery,31,early_residence,20,0.37192290741197676,0.5263157894736842,2.857142857142857,0.71549561775789,0.7368421052631579,2.857142857142857,0.43330197041419477,0.631578947368421,10.0,1.0,0.6832242815482134,0.3007201268291561
40,recovery,31,late_residence,10,0.12025768300353155,0.4444444444444444,5.0,0.572317491799213,0.5555555555555556,3.3333333333333335,0.14620153416215398,0.5555555555555556,2.0,,,
41,recovery,17,pre_entry,20,0.7988390683258992,0.5789473684210527,4.0,0.7207300756331756,0.47368421052631576,5.0,0.6607675959448955,0.3684210526315789,6.666666666666667,1.0,0.5887064361006261,-0.2438375778700399
41,recovery,17,early_residence,16,0.6400403585002831,0.6666666666666666,2.6666666666666665,0.5798966132683389,0.6666666666666666,3.2,0.14239041324927967,0.6,2.6666666666666665,,,
41,recovery,17,late_residence,10,0.6086948507118108,0.7777777777777778,3.3333333333333335,0.4211535923991765,0.5555555555555556,2.5,-0.2428195225659431,0.6666666666666666,1.6666666666666667,,,
42,recovery,18,pre_entry,20,0.4310699976643506,0.7368421052631579,2.857142857142857,0.13640769086261753,0.631578947368421,2.857142857142857,0.39459362242568935,0.5263157894736842,5.0,1.0,1.2577187723100802,-0.03662960519536318
42,recovery,18,early_residence,17,0.2883082198843443,0.6,2.2857142857142856,0.3548556106484702,0.4666666666666667,8.0,0.43501661415291093,0.3333333333333333,8.0,,,
42,recovery,18,late_residence,10,0.3170284456899609,0.5555555555555556,5.0,0.5946662347381299,0.6666666666666666,3.3333333333333335,0.15313684131281163,0.7777777777777778,1.6666666666666667,,,
43,relapse,25,pre_entry,20,0.5976863989932066,0.5789473684210527,10.0,0.6138083719632526,0.5789473684210527,10.0,0.22843733454474874,0.6842105263157895,10.0,1.0,1.148844692439091,1.373650191717664
43,relapse,25,early_residence,20,0.2940613492944903,0.7894736842105263,2.5,0.5173540998528358,0.631578947368421,5.0,0.513410062303148,0.5789473684210527,5.0,1.0,0.8996981539037839,-2.699510396353372
43,relapse,25,late_residence,10,0.03201720544507309,0.7777777777777778,2.0,0.4282637466466798,0.5555555555555556,5.0,0.37144182966033873,0.6666666666666666,1.6666666666666667,,,
44,recovery,25,pre_entry,20,0.4628592528876609,0.7368421052631579,4.0,0.7991396714502449,0.6842105263157895,6.666666666666667,0.8529701057931791,0.5789473684210527,6.666666666666667,1.0,1.5614676818051074,1.8896256851692517
44,recovery,25,early_residence,20,0.7371668101856274,0.631578947368421,6.666666666666667,0.4232316994738261,0.5789473684210527,3.3333333333333335,0.418312710201685,0.7368421052631579,3.3333333333333335,,,
44,recovery,25,late_residence,10,0.2136087486416674,0.5555555555555556,3.3333333333333335,0.2803282922632915,0.5555555555555556,3.3333333333333335,0.26917026249869336,0.4444444444444444,3.3333333333333335,,,
45,relapse,12,pre_entry,20,0.5790563916069584,0.5789473684210527,4.0,0.6121760725803275,0.47368421052631576,6.666666666666667,0.7073808392412602,0.3684210526315789,4.0,1.0,2.2521685684963466,2.700266616002167
45,relapse,12,early_residence,11,0.45315942035276485,0.7777777777777778,3.3333333333333335,0.5272812307563006,0.4444444444444444,3.3333333333333335,-0.10493250864216809,0.3333333333333333,5.0,,,
45,relapse,12,late_residence,10,0.33169544059706957,0.7777777777777778,3.3333333333333335,0.4662814440196572,0.4444444444444444,3.3333333333333335,-0.05714747244230128,0.4444444444444444,2.5,,,
46,recovery,6,pre_entry,20,0.6210532511244804,0.6842105263157895,3.3333333333333335,0.45020378406550354,0.5789473684210527,2.857142857142857,0.4209672957556022,0.6842105263157895,3.3333333333333335,1.0,2.863889679133419,1.9749413745191247
47,recovery,18,pre_entry,20,0.3090578836583642,0.631578947368421,2.857142857142857,0.26757948786768226,0.631578947368421,5.0,0.5362701286034463,0.7368421052631579,2.5,1.0,0.06599687968796081,0.32885859335023626
47,recovery,18,early_residence,17,0.2939460452903663,0.6666666666666666,2.6666666666666665,0.5983081477420151,0.4666666666666667,5.333333333333333,0.39126522979112066,0.4666666666666667,8.0,1.0,1.3199001697038677,1.352002543412779
47,recovery,18,late_residence,10,0.18179275388567473,0.6666666666666666,2.5,0.5420386539370692,0.7777777777777778,3.3333333333333335,0.5123512414732343,0.5555555555555556,2.5,,,
48,recovery,17,pre_entry,20,0.4584550356422355,0.5789473684210527,4.0,0.792421914273456,0.47368421052631576,6.666666666666667,0.510692942674608,0.3684210526315789,10.0,1.0,1.0707720052364025,1.0824908566783562
48,recovery,17,early_residence,16,0.6353852072678489,0.6666666666666666,3.2,0.7855155708461901,0.6666666666666666,5.333333333333333,0.5690961336119889,0.7333333333333333,8.0,,,
48,recovery,17,late_residence,10,0.03550876099772565,0.6666666666666666,3.3333333333333335,0.12709434398015748,0.3333333333333333,5.0,0.0009540496351854308,0.8888888888888888,2.5,,,
