date,return_pct,iid_gaussian_log_density,hmm2_log_density,hmm2_filtered_state_0,hmm2_filtered_state_1,hmm4_unrestricted_log_density,hmm4_unrestricted_filtered_state_0,hmm4_unrestricted_filtered_state_1,hmm4_unrestricted_filtered_state_2,hmm4_unrestricted_filtered_state_3,hmm4_restricted_log_density,hmm4_restricted_filtered_state_0,hmm4_restricted_filtered_state_1,hmm4_restricted_filtered_state_2,hmm4_restricted_filtered_state_3,return_1w,momentum_4w,momentum_13w,vol_4w,vol_13w,bull_probability,long_regime_uncertainty,one_week_probability_motion,episode_index,future_return_4w,future_min_path_4w,future_max_path_4w,future_return_8w,future_min_path_8w,future_max_path_8w,future_return_12w,future_min_path_12w,future_max_path_12w
1962-09-28,-2.4922282883818703,-2.8030055190806804,-2.6906268746119433,0.9010913135034953,0.0989086864965046,-2.779061848304832,0.4798737987779364,0.0057422303819784,0.2308725795433052,0.28351139129678,-2.7150562488144185,0.3366073311211005,0.0056993369866898,0.3837311737260682,0.2739621581661414,-2.4922282883818703,-4.9407716992727835,2.7384172883706097,1.493310342846644,1.8754598052562779,0.6576933318922096,0.6846133362155806,0.1594925504154988,136,-3.122714737652732,-3.122714737652732,1.4117037620906103,8.952584319052725,-3.122714737652732,8.952584319052725,10.72425003584323,-3.122714737652732,11.392513431412787
1963-02-15,0.3620542344574318,-1.3917434033684584,-1.2283518456239164,0.032793327525944,0.967206672474056,-1.1454528696588928,0.0035567419836727,0.8640958723018087,0.0004295686080697,0.1319178171064489,-1.3765508423635364,0.0130215194181229,0.2349286973105182,0.0257521643670019,0.7262976189043568,0.3620542344574318,1.8695024605103858,9.884002559134863,0.5551004863794807,0.8258885848551134,0.7520497832713587,0.4959004334572823,0.060171794337866014,156,-0.7254124942572383,-3.5403362574604635,-0.7254124942572383,3.49198518212539,-3.5403362574604635,3.49198518212539,6.004860723052818,-3.5403362574604635,6.004860723052818
1964-01-03,1.413919168396216,-1.671046463320353,-1.538272861830028,0.0717067276222754,0.9282932723777244,-1.4508542680982797,0.0117369060446963,0.8978448375721404,0.0001807113803576,0.0902375450028055,-1.556612115454813,0.0318368986110771,0.7361384804494003,0.0001721990019069,0.2318524219376155,1.413919168396216,2.006756305080871,3.5730144559254384,0.6146137309812519,2.0175293286520413,0.2320246209395224,0.46404924187904495,0.06039327462024319,202,2.0192123118683014,0.975357507115504,2.1100325505226003,3.0008814155045194,0.975357507115504,3.0008814155045194,4.771740279707082,0.975357507115504,4.771740279707082
1965-06-25,-2.7080026038539096,-3.1554522765891417,-3.1399400391521577,0.8676772577850571,0.1323227422149428,-3.491298024778056,0.2720084429955728,0.0260867638817791,0.6194149338720895,0.0824898592505585,-3.5179507944238764,0.2120357148447949,0.0439917628712475,0.7261527698081148,0.0178197524758426,-2.7080026038539096,-6.253495888017201,-3.7106933457102365,1.3155352869472177,1.285576425112273,0.7439725222839574,0.512054955432085,0.16770260640821077,279,1.2086572707863399,1.2086572707863399,3.140628541978252,4.277535623371698,1.2086572707863399,4.369769230835452,8.080189670223525,1.2086572707863399,8.080189670223525
1966-02-25,-1.3838458389998642,-1.882356550624635,-2.227694756357296,0.3656670069653591,0.6343329930346409,-1.6553870897358465,0.0245992430967183,0.1265493952434903,0.8425506985347695,0.0063006631250218,-2.896613719264717,0.0350786695768644,0.4764223036275279,0.3124542211536139,0.1760448056419936,-1.3838458389998642,-2.3530477942585994,-0.9717818447699145,1.0231199573289722,0.7311041236836892,0.48849902679560747,0.976998053591215,0.3138493716431129,314,-1.7711316101274301,-2.9055315304503004,-1.7711316101274301,1.2322246069947693,-2.9055315304503004,1.2322246069947693,-6.469944840312003,-6.469944840312003,1.2322246069947693
1966-05-06,-3.600166702513441,-4.514314407704434,-4.417837123906597,0.979268082058815,0.020731917941185,-4.798118386362742,0.3487393232937886,0.0005603463388734,0.6208968730912107,0.0298034572761271,-4.318288333404791,0.4639661234399457,2.689913883403643e-07,0.5244836612267949,0.011549946341871,-3.600166702513441,-4.3659560031204405,-5.987437821581666,1.834243932601244,1.496723180459514,0.5360336075686659,0.9279327848626682,0.4271503481211535,324,-2.0472237028738682,-2.7819605334779673,-0.5822868677822335,-2.5714830186702287,-2.7819605334779673,-0.5822868677822335,-4.947343423202355,-4.947343423202355,-0.26217824255780897
1966-08-05,0.4773297004797783,-1.3503316314446692,-1.4986482329714028,0.6282540545765192,0.3717459454234807,-1.42485034668432,0.0520310633639114,0.5773411982844523,0.0468276327000604,0.3238001056515758,-1.6138290798472834,0.2268704121861258,0.0144142004672017,0.060634746767809,0.6980806405788633,0.4773297004797783,-4.207835480164766,-4.470013722722577,1.2257338843562517,1.5458026175853168,0.7587153873466723,0.48256922530665514,0.04468137264223071,337,-8.157167734473791,-9.470317325674316,-0.993011497852514,-9.27420835874111,-9.627491874055494,-0.993011497852514,-4.579468181264534,-13.762141956672913,-0.993011497852514
1966-10-21,2.0544736533988583,-2.095902229829862,-2.246182774791062,0.8515450215087386,0.1484549784912614,-2.3010169083701086,0.5077891495964466,0.0678740690784637,1.3517144277881707e-08,0.4243367678079454,-2.1900952320662324,0.7543070447261363,0.0063373949156234,8.156476028692253e-07,0.2393547447106373,2.0544736533988583,0.6672734503688122,-8.83214394744325,3.955426274035147,3.133025569710987,0.23935556035824018,0.4787111207164805,0.23537579150475918,348,3.8512123487968175,2.588032367022386,4.6845508553328585,4.244236297386461,2.450848815295892,4.928330773734313,7.796469313932786,2.450848815295892,7.796469313932786
1967-02-10,0.308585474159706,-1.357555986034112,-1.1109488729071455,0.1053299669090197,0.8946700330909803,-1.35769744279702,0.0296468686050399,0.7695804848722569,0.0033116598719233,0.1974609866507797,-1.3568435099626808,0.0316708853803677,0.7681081359765153,0.0033422751493235,0.1968787034937932,0.308585474159706,3.601688722504461,6.713607181104386,0.8237759477737467,1.45217088243091,0.2002209786431167,0.4004419572862338,0.08382370285283074,364,1.4276269662397922,-0.2513639236649823,1.4276269662397922,1.9549787866383284,-0.2513639236649823,3.7076601518388763,7.4841364343895656,-0.2513639236649823,7.4841364343895656
1967-06-09,1.9520847690780665,-2.010490993578537,-2.1086823536863593,0.3914967065132925,0.6085032934867075,-2.4552921352345733,0.0981021467298168,0.220191881952576,0.0007189506971074,0.6809870206204997,-2.4583162276307498,0.1060647939945765,0.2078269342135458,0.0007210609032506,0.685387210888627,1.9520847690780665,-2.075307716155537,2.95948250326008,1.6528388552959665,1.3921028717422967,0.6861082717918776,0.6277834564162447,0.1432029591469206,381,0.1418880268738929,-1.0098858433863713,1.0646524952353076,4.558133904317696,-1.0098858433863713,4.558133904317696,2.2890254127287513,-1.0098858433863713,4.558133904317696
1967-11-03,-3.406134499385338,-4.096465500700022,-4.421447810641057,0.9447483676908872,0.0552516323091129,-4.558134117751923,0.3544713547263377,0.0442367985380471,0.5996835902237051,0.0016082565119099,-4.5466511859088055,0.3750919525695445,0.035357084385472,0.5879846334622832,0.0015663295827001,-3.406134499385338,-5.799343127339094,-4.318141179662227,1.35505849493728,1.4344544473561724,0.5895509630449833,0.8208980739100331,0.3573152906050159,402,2.9205438833327158,0.4674178955959007,2.9205438833327158,4.983769616979927,0.4674178955959007,4.983769616979927,1.8032105578616788,0.4674178955959007,5.242582326116718
1967-12-22,0.1787291363266163,-1.3445733368068025,-1.1085015267802487,0.0678159114866968,0.9321840885133033,-0.8312996642792708,0.011904535705679,0.627562954951591,0.0477461288027523,0.3127863805399776,-1.0360355298767112,0.0115051296888747,0.3753628225702274,0.0486874094717389,0.564444638269159,0.1787291363266163,1.3749507276781276,-1.8731068762343206,0.5976050133328397,1.2108368806235434,0.6131320477408979,0.7737359045182042,0.3532950161492532,409,0.04200894476502626,0.04200894476502626,1.5840309186497592,-5.661479282697357,-5.772699930677572,1.5840309186497592,-6.622059238974121,-6.7006531866603325,1.5840309186497592
1968-02-09,-2.6466114774563287,-3.0518834110266626,-2.9261203957586903,0.9147674676277988,0.0852325323722012,-2.7788595453181464,0.4250503493064829,3.0906322294833412e-09,0.5623192087694023,0.0126304388334827,-2.597395650679849,0.3311409959138275,3.276211104739086e-06,0.6505531051370184,0.0183026227380494,-2.6466114774563287,-7.356730849327329,-2.5815664188065135,0.596307414420498,1.2947596813832882,0.6688557278750678,0.6622885442498645,0.1791665134778171,416,-0.927953255982761,-0.927953255982761,1.1397066981137627,3.746002035238405,-1.6154742744769914,3.746002035238405,9.342672248980932,-1.6154742744769914,9.342672248980932
1968-04-05,3.36835375513056,-3.5247235858876405,-4.050904924930454,0.554143103258073,0.4458568967419268,-4.13890867922369,0.3850405685609729,7.278900534038724e-08,2.5787265452940903e-06,0.6149567799234764,-4.109887797183026,0.3046737517346446,1.9422014294912006e-05,8.343045429012285e-06,0.6952984832056316,3.36835375513056,4.6739552912211675,-2.8010090734489346,1.8663680568805194,1.7212104150675867,0.6953068262510606,0.6093863474978789,0.19113342106697018,424,5.596670213742527,2.7071522785559132,5.596670213742527,5.616936396708816,2.7071522785559132,5.616936396708816,6.524842881516424,2.7071522785559132,8.207725340919314
1968-08-09,0.3924864406398498,-1.3555248118880592,-1.4665588216078091,0.5130164277226189,0.4869835722773811,-1.523363041073276,0.2128954558388781,0.0265653463705206,0.1154228171672202,0.645116380623381,-1.5635300247546458,0.1994634738384728,0.0143699640726508,0.1214914405526733,0.664675121536203,0.3924864406398498,-5.348647959927531,-1.5242460184127007,1.1641817624793607,1.5297548713729836,0.7861665620888763,0.42766687582224727,0.02292503673752,442,4.228463870373922,1.7068206759820015,4.228463870373922,6.678444577996334,1.7068206759820015,6.678444577996334,6.049723121698847,1.7068206759820015,7.7430502468677
1969-01-10,-2.986750985508202,-3.5028571009721805,-3.6367064849461017,0.8996686892746817,0.1003313107253182,-3.342844031062816,0.2742251409092438,0.0031145228516789,0.6814847486931449,0.0411755875459325,-3.168719870544361,0.4082822151475586,6.993093016675984e-07,0.5726748320831794,0.0190422534599603,-2.986750985508202,-6.380756359109084,-2.2047828499800923,0.9833665810359811,1.4367332906895833,0.5917170855431397,0.8165658289137205,0.27095867401366147,464,2.543420371280014,1.0839665448648894,2.543420371280014,-2.2848962338180456,-2.8134108045223094,2.6206645880110457,-0.24800369761450725,-2.945973160383364,2.6206645880110457
1969-06-13,-3.4570371332690364,-4.1850428110744495,-3.905400540204421,0.967717058516702,0.0322829414832981,-3.973915310827107,0.5074750456695427,0.0005538444202404,0.4513969383289113,0.0405741715813055,-3.698190528453308,0.5939562486731421,1.980539748303334e-08,0.3998656416293033,0.006178089892157,-3.4570371332690364,-7.129467122533393,0.6610769265653174,1.1207277059175567,1.6143295212814814,0.40604373152146034,0.8120874630429208,0.4842208677176819,486,-2.9628799454735066,-2.9628799454735066,0.9684319348261639,-4.892194134838146,-6.913773606685947,0.9684319348261639,-5.2120611831580455,-6.913773606685947,0.9684319348261639
1969-08-01,1.5200030384964869,-1.7366293084091553,-1.949012435432563,0.7434157670574693,0.2565842329425307,-1.9748765434606228,0.4630115903714547,0.0224664723246247,2.4451709122646484e-05,0.5144974855947978,-1.938810445149296,0.6569918171972712,0.0194461573288461,0.0003377478091355,0.3232242776647471,1.5200030384964869,-6.362202503015622,-10.67503568870416,2.4453948310240694,1.987987740436231,0.3235620254738826,0.6471240509477653,0.26069663195393045,493,2.15904341588784,0.501576433351314,2.5873949375533556,0.7354959590100132,0.18170938503141465,2.5873949375533556,4.85507051280285,-0.3000096258610083,4.85507051280285
1969-11-21,-2.8739111586681965,-3.317098341942856,-3.630496660804694,0.8604265492478903,0.1395734507521097,-3.431146873296866,0.3658767542306258,0.0023837356179915,0.279627953828844,0.3521115563225385,-3.2164435837503595,0.2680269997970395,1.0127799038174648e-06,0.6988054896914193,0.0331664977316374,-2.8739111586681965,-3.949799438878008,-1.682123863628516,1.6588140517972456,1.6260113571311934,0.7319719874230567,0.5360560251538866,0.20851121772334136,509,-3.1666646915162744,-3.7923868176616082,-0.5421818880730456,-3.671327414842196,-3.7923868176616082,-0.5421818880730456,-8.608650761760117,-10.38067695469822,-0.5421818880730456
1970-02-06,1.5290700010780256,-1.7494719313470684,-1.961788017595213,0.7409633106244697,0.2590366893755302,-1.857168581013504,0.6081313400983989,0.0012910238630808,0.0003517394641715,0.3902258965743487,-1.9473972517841076,0.6606665790751404,0.0198820540512531,0.000521611145839,0.3189297557277675,1.5290700010780256,-6.794981170410173,-12.94398650237154,2.661936826237765,1.7924826029959748,0.3194513668736065,0.6389027337472131,0.2887223686395103,520,3.539085324599256,0.2429561918600775,3.6061441823432183,3.483162881442148,0.2429561918600775,4.07431823248503,-5.831060067719029,-5.831060067719029,4.07431823248503
