fold,model,protocol,quantum_tasks_per_date,shots,shot_seed,fit_seconds,feature_seconds,selected_config,selection_metric,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,q90_target_threshold,q95_target_threshold,q90_score_threshold,q90_threshold_source,q90_val_ap,q90_val_auc,q90_val_n_pos,q90_val_f1,q90_val_precision,q90_val_recall,q90_val_called_rate,q90_test_ap,q90_test_auc,q90_test_n_pos,q90_test_f1,q90_test_precision,q90_test_recall,q90_test_called_rate,q95_score_threshold,q95_threshold_source,q95_val_ap,q95_val_auc,q95_val_n_pos,q95_val_f1,q95_val_precision,q95_val_recall,q95_val_called_rate,q95_test_ap,q95_test_auc,q95_test_n_pos,q95_test_f1,q95_test_precision,q95_test_recall,q95_test_called_rate
1,esn_selected,classical,0,,42,,37.7032696249953,"{""alpha"": 300.0, ""inp"": 0.3, ""leak"": 0.3, ""n"": 300, ""seed"": 42, ""sr"": 0.7}",q90_val_ap,0.12476751994082848,-2.272171798593882,-0.11026108369529149,1.688188994763955,0.5765952417973941,0.03774018982784238,-3.246874270808947,0.04636121689173963,0.4662723311212255,0.1694235776455063,0.2795172269976487,0.3223546732774423,-1.4007368567664953,train_score_quantile_fallback,,,0,,,,,0.8848750568216833,0.9573771870794079,160,0.7745664739884393,0.7204301075268817,0.8375,0.2059800664451827,-1.2927736255626257,train_score_quantile_fallback,,,0,,,,,0.8478625710340453,0.9592545858601077,139,0.7870036101083032,0.7898550724637681,0.7841726618705036,0.15282392026578073
2,esn_selected,classical,0,,42,,46.8961695409962,"{""alpha"": 3000.0, ""inp"": 0.2, ""leak"": 0.5, ""n"": 500, ""seed"": 42, ""sr"": 0.9}",q90_val_ap,0.06555437067958358,-2.4300897290175407,0.047467842773518024,0.7018433238794477,0.2888265231701488,0.1702699211745649,-1.4065127684085894,-0.14057003344126404,2.044568945891071,0.4906124504417604,0.24830342801938302,0.30498735042250935,-1.345186519077371,validation_f1,0.7891729788114756,0.8550055860494488,119,0.717948717948718,0.9210526315789473,0.5882352941176471,0.16344086021505377,0.5804748813852538,0.813312501251928,129,0.5636363636363636,0.6813186813186813,0.4806201550387597,0.10077519379844961,-1.309795001150648,validation_f1,0.8041858158415927,0.8959187535482244,83,0.7702702702702703,0.8769230769230769,0.6867469879518072,0.13978494623655913,0.074205616344743,0.6304218496484586,43,0.10714285714285714,0.08695652173913043,0.13953488372093023,0.07641196013289037
3,esn_selected,classical,0,,42,,55.643258083000546,"{""alpha"": 300.0, ""inp"": 0.3, ""leak"": 0.3, ""n"": 300, ""seed"": 42, ""sr"": 0.7}",q90_val_ap,0.045759433842305255,-3.0402884899108584,0.053101576153938825,0.5787674341235345,0.17915317590781799,0.07501218113046997,-2.3994980155756087,0.042637675848373045,0.7420740144549601,0.35627912641855264,0.28046104648449466,0.34527098537914175,-1.3527340343503738,validation_f1,0.5663771026348855,0.870077587468892,69,0.6713286713286714,0.6486486486486487,0.6956521739130435,0.15913978494623657,0.017362600656584452,0.5162301140928812,14,0.0,0.0,0.0,0.01107419712070875,-1.0187579161055995,validation_f1,0.08847825173871668,0.6176533676533676,21,0.12903225806451613,0.2,0.09523809523809523,0.021505376344086023,,,0,,,,
4,esn_selected,classical,0,,42,,69.96684516599635,"{""alpha"": 300.0, ""inp"": 0.3, ""leak"": 0.3, ""n"": 300, ""seed"": 42, ""sr"": 0.7}",q90_val_ap,0.11327603491895105,-2.349858675151146,0.018487408545473615,0.90973719938835,0.3670522007889051,0.05230005242756795,-2.7089190482768193,0.06626962276775297,0.5778169341882541,0.16770622301090887,0.27692294950967533,0.32879681684688117,-2.2117005886613876,validation_f1,0.0316486509217367,0.5131453911941717,14,0.08211143695014662,0.04281345565749235,1.0,0.7032258064516129,0.5946740119011247,0.866626065773447,82,0.2823061630218688,0.16864608076009502,0.8658536585365854,0.46622369878183834,-1.2033931748882105,train_score_quantile_fallback,,,0,,,,,0.6035479311352735,0.8091400757166035,43,0.49504950495049505,0.43103448275862066,0.5813953488372093,0.06423034330011074
5,esn_selected,classical,0,,42,,78.89002687498578,"{""alpha"": 1000.0, ""inp"": 0.2, ""leak"": 0.5, ""n"": 500, ""seed"": 42, ""sr"": 0.7}",q90_val_ap,0.04398135435405569,-2.6561786253410604,0.03344078019593627,0.8207483676071258,0.537547110493412,0.1486005097866537,-1.239670665551038,0.008690531866443214,1.2157684311578802,0.3328168079019941,0.26477153686682015,0.31780524482703826,-1.6674847161400652,validation_f1,0.5928845100229871,0.7778678922231235,54,0.6041666666666666,0.6904761904761905,0.5370370370370371,0.09032258064516129,0.406050603169165,0.908895881006865,76,0.4444444444444444,0.3018867924528302,0.8421052631578947,0.2345132743362832,-1.3352145590434994,validation_f1,0.5593203151412436,0.6914983164983166,33,0.5964912280701754,0.7083333333333334,0.5151515151515151,0.05161290322580645,0.03708140132879044,0.8027840059790733,12,0.08823529411764706,0.05357142857142857,0.25,0.061946902654867256
