model,group,horizon,n_samples,n_forecasts,rmse,qlike,mz_alpha,mz_beta,mz_r2,stage
esn_direct_tuned,Pooled,7,852,852,0.5498298907705852,1.0493555365930882,0.34863891245082795,1.0773258624675786,0.1609001043655387,confirmation
esn_direct_tuned,Pooled,8,852,852,0.576351672629435,1.0952656155295142,0.519545444640761,1.1175179404688342,0.16785468095740763,confirmation
esn_direct_tuned,Pooled,9,852,852,0.5698550955687672,1.0108686520184993,-0.08057862476557541,0.9917773809386908,0.13498496892496192,confirmation
esn_direct_tuned,Pooled,10,852,852,0.5933294574644643,1.1239276954892006,0.9963214935529459,1.2136210295436638,0.18115057917459498,confirmation
esn_shuffled_tuned,Transition,1,213,213,0.5625022866891116,1.4099661760575308,-0.8150626454090186,0.7992833517929055,0.1038219767934041,confirmation
esn_shuffled_tuned,Transition,2,213,213,0.5598219054621338,1.4393705474837737,-0.28076336881349445,0.9250833608765126,0.12155084324888532,confirmation
esn_shuffled_tuned,Transition,3,213,213,0.5532594837442909,1.626831826241167,-0.0458867604827786,0.9628521872792968,0.14837274384433985,confirmation
esn_shuffled_tuned,Transition,4,213,213,0.5872269516485747,1.7688820345536824,0.468404896493743,1.0668611649322388,0.14213396849145987,confirmation
esn_shuffled_tuned,Transition,5,213,213,0.6744671691733005,2.1999070757438313,0.07459541802465423,0.9398277302407084,0.10979282459348905,confirmation
esn_shuffled_tuned,Transition,6,213,213,0.6764485135869132,2.3802716451926837,-0.761076656241494,0.7813017327121984,0.07520758850580511,confirmation
esn_shuffled_tuned,Transition,7,213,213,0.6585068753934624,2.4272307677400518,-0.593569195661154,0.8166548914447657,0.08185401233500422,confirmation
esn_shuffled_tuned,Transition,8,213,213,0.7145293862525237,2.7614912573315435,0.1763891311257252,0.9665770426000305,0.1026149908971653,confirmation
esn_shuffled_tuned,Transition,9,213,213,0.6967289327575253,2.367173196696553,-1.6677729487741797,0.5858963260170271,0.04282949341045916,confirmation
esn_shuffled_tuned,Transition,10,213,213,0.7549006740370063,3.12487740322687,-0.7837346255951316,0.7194715423230555,0.09166391714822464,confirmation
esn_shuffled_tuned,L1,1,71,71,0.7970724425675407,3.660759908678141,0.04505720549612663,0.8670642354422476,0.19380061253697456,confirmation
esn_shuffled_tuned,L1,2,71,71,0.7399407274118124,3.3002352902983896,-0.9476581409861756,0.7101522539958013,0.06667949543984097,confirmation
esn_shuffled_tuned,L1,3,71,71,0.7596543383708314,4.126897457832229,-0.02918995060587539,0.8906186830385725,0.10935372963366963,confirmation
esn_shuffled_tuned,L1,4,71,71,0.882559331057401,4.877260861624256,2.10737659675776,1.3014448566741836,0.1558962119428594,confirmation
esn_shuffled_tuned,L1,5,71,71,0.7828989559152316,3.1330244150599205,-1.4344146860603093,0.5927921805954068,0.04378915860582766,confirmation
esn_shuffled_tuned,L1,6,71,71,0.8125773069650578,3.8355806460595145,0.939508683639582,1.0717874115278752,0.13726000532539395,confirmation
esn_shuffled_tuned,L1,7,71,71,0.7894280225876735,3.4045809352128313,-0.5118910689754987,0.7807886271013981,0.07516274641329379,confirmation
esn_shuffled_tuned,L1,8,71,71,0.7817080973272661,3.7001754889845397,0.39882260338377873,0.956382960012174,0.1445389677142941,confirmation
esn_shuffled_tuned,L1,9,71,71,0.8320660381553502,3.5922817969720686,-1.0578999793263624,0.6563298727107493,0.05518790834408582,confirmation
esn_shuffled_tuned,L1,10,71,71,0.7907274972053955,3.4476229253509345,-1.3538852605201137,0.5932852873221655,0.05713230260453839,confirmation
esn_shuffled_tuned,L5,1,71,71,0.4379729010917069,0.35227546767003376,-0.9660986996976018,0.8152444616155945,0.15745655408134118,confirmation
esn_shuffled_tuned,L5,2,71,71,0.369846573600576,0.2829399113548375,0.03931537565011774,1.0161960982504372,0.2786931254668157,confirmation
esn_shuffled_tuned,L5,3,71,71,0.4034529846883134,0.2617216129230397,0.46123605208390267,1.1103308977516642,0.30302673277270575,confirmation
esn_shuffled_tuned,L5,4,71,71,0.330119281904886,0.18163344668546028,-0.9254598738296321,0.8247782359690115,0.2392604630163242,confirmation
esn_shuffled_tuned,L5,5,71,71,0.7451269307935015,3.085621034251806,-0.3165871639412536,0.8041781812773359,0.16298331066826077,confirmation
esn_shuffled_tuned,L5,6,71,71,0.7197636213877385,2.9810046706560627,-1.9754127544441829,0.5070838747228775,0.037710270513222954,confirmation
esn_shuffled_tuned,L5,7,71,71,0.7226260725256094,3.6037804799848323,-0.4946044259608649,0.8074649946456768,0.0849667223221463,confirmation
esn_shuffled_tuned,L5,8,71,71,0.8518079843460085,4.3026325231737585,0.6591125423809515,1.0198782779597027,0.11046229706093136,confirmation
esn_shuffled_tuned,L5,9,71,71,0.7968716977577286,3.312897836963249,-2.12923647624928,0.4489750009323095,0.029540536831986097,confirmation
esn_shuffled_tuned,L5,10,71,71,0.7672626807691026,3.2562201881924158,-0.05872918529154688,0.8810110424750127,0.10492844671536217,confirmation
esn_shuffled_tuned,L10,1,71,71,0.34940195591920586,0.2168631518244183,-1.1534715254283394,0.7908739291546153,0.2520322489026574,confirmation
esn_shuffled_tuned,L10,2,71,71,0.5058684902412431,0.7349364407980947,0.21614353898019037,1.0797525710621412,0.2169001351547697,confirmation
esn_shuffled_tuned,L10,3,71,71,0.4224205776231358,0.49187640796823284,-0.3973582130863308,0.9225331569292324,0.2181600411281014,confirmation
esn_shuffled_tuned,L10,4,71,71,0.38290568695900534,0.24775179535133113,0.6677257295224563,1.1645958523447901,0.3592854342826698,confirmation
esn_shuffled_tuned,L10,5,71,71,0.4433655023916875,0.38107577791976666,1.9887033125110911,1.4262221567072153,0.3502296498005715,confirmation
esn_shuffled_tuned,L10,6,71,71,0.44091521195583044,0.3242296188624752,-0.7869613143659562,0.8593773161254379,0.17404961862861712,confirmation
esn_shuffled_tuned,L10,7,71,71,0.3943461313122161,0.2733308880224913,-0.46625363045897605,0.9250977213437119,0.2268132256719526,confirmation
esn_shuffled_tuned,L10,8,71,71,0.441602015204415,0.281665759836332,-0.1754604164943438,0.9960785344851472,0.23390585998223434,confirmation
esn_shuffled_tuned,L10,9,71,71,0.3591033593347406,0.19633995615434235,-1.4284164946318612,0.7322163147971651,0.19746143377929237,confirmation
esn_shuffled_tuned,L10,10,71,71,0.704047645296027,2.67078909613726,-0.9895107205819352,0.6735080111356986,0.13030540087932785,confirmation
esn_shuffled_tuned,Controls,1,639,639,0.45947900108869966,0.4296867528246346,1.071906668877421,1.238156437190581,0.2841880596190315,confirmation
esn_shuffled_tuned,Controls,2,639,639,0.4649190948027271,0.5417835287127498,0.6437942644681248,1.1484288191853087,0.23617553635002708,confirmation
esn_shuffled_tuned,Controls,3,639,639,0.46547332564767413,0.5888005551937074,0.7352356354426485,1.1620605639909158,0.25316396491611237,confirmation
esn_shuffled_tuned,Controls,4,639,639,0.4637135426022185,0.4394135287454262,1.550415337276044,1.3355581153440772,0.29626556279011795,confirmation
esn_shuffled_tuned,Controls,5,639,639,0.4849029544119265,0.4776647720442872,1.6552403739168626,1.3726825040666781,0.2908528058261304,confirmation
esn_shuffled_tuned,Controls,6,639,639,0.48649367205822747,0.4948868759594584,0.5210851255991642,1.133206784936849,0.21833322194836946,confirmation
esn_shuffled_tuned,Controls,7,639,639,0.5146518917431415,0.6219864000687291,0.4709195636907169,1.12652930542286,0.1906361320952119,confirmation
esn_shuffled_tuned,Controls,8,639,639,0.5271058354848129,0.5300291323796519,0.5183982458194393,1.1461383552729463,0.20958377281833585,confirmation
esn_shuffled_tuned,Controls,9,639,639,0.5220725722811509,0.5382988908369075,0.5088508348010774,1.140943374753073,0.1979774588777803,confirmation
esn_shuffled_tuned,Controls,10,639,639,0.5334717164048359,0.4591969672740552,1.2586828073065088,1.3113177724428167,0.27393955227078737,confirmation
esn_shuffled_tuned,Pooled,1,852,852,0.48728115083976087,0.6747566086328586,0.6962122043495282,1.1482606728179516,0.22358128658318288,confirmation
esn_shuffled_tuned,Pooled,2,852,852,0.4903697227531018,0.7661802834055058,0.4730765974843339,1.1049852212837243,0.20032174754486398,confirmation
esn_shuffled_tuned,Pooled,3,852,852,0.48889986373017025,0.8483083729555725,0.6070661203525317,1.1259682244325568,0.22098139788290594,confirmation
esn_shuffled_tuned,Pooled,4,852,852,0.4974751856928585,0.7717806551974903,1.3690610489426183,1.2866346606400851,0.24354287713417355,confirmation
esn_shuffled_tuned,Pooled,5,852,852,0.5385857842268235,0.9082253479691732,1.4766008427293733,1.3092740308330535,0.2107086131882887,confirmation
esn_shuffled_tuned,Pooled,6,852,852,0.5402802213648115,0.9662330682677649,0.37989137658442057,1.0821708527297003,0.1612562615938935,confirmation
esn_shuffled_tuned,Pooled,7,852,852,0.5541279215950149,1.0732974919865597,0.3892291170421646,1.0870568137101078,0.14899030735247498,confirmation
esn_shuffled_tuned,Pooled,8,852,852,0.579671012132062,1.0878946636176248,0.6576353300956091,1.147414516638408,0.16105073222012622,confirmation
esn_shuffled_tuned,Pooled,9,852,852,0.5707693312377192,0.9955174673018189,0.1830715508190107,1.047376053614885,0.13433183082153866,confirmation
esn_shuffled_tuned,Pooled,10,852,852,0.5965842866421499,1.1256170762622588,1.0973457640793367,1.2363398192292276,0.174069035660387,confirmation
persistence,Transition,1,520,520,0.6462910228344041,1.6997300117095686,-3.0185266825913004,0.33504332651042895,0.07449378906348758,development_all
persistence,Transition,2,520,520,0.5816905455357604,1.2908194653282399,-2.6419810786410545,0.4321311874705939,0.12662620696615656,development_all
persistence,Transition,3,520,520,0.6164779789449486,1.6325744140468772,-2.6423007884475163,0.42251700818023186,0.1120112111910474,development_all
persistence,Transition,4,520,520,0.6395078865951461,1.8034186723135546,-2.9560753875963153,0.3566228421727529,0.07982876055315546,development_all
persistence,Transition,5,520,520,0.7685703365628902,3.0397078246724103,-2.9692178596991665,0.3033171782657983,0.05599410569172858,development_all
persistence,Transition,6,520,520,0.7226984258709183,2.75479228615984,-2.785384618584134,0.35517122205206836,0.07524536644631119,development_all
