candidate,from_state,to_state,raw_transition_days,episode_count,episodes_1993_2004,episodes_2005_2014,episodes_2015_2019,episodes_2020_2024,fwd_return_5d_mean,fwd_return_5d_median,fwd_return_10d_mean,fwd_return_10d_median,fwd_return_20d_mean,fwd_return_20d_median,fwd_max_drawdown_20d_mean,fwd_max_drawdown_20d_median,fwd_max_upside_20d_mean,fwd_max_upside_20d_median,future_rv_20d_mean,future_rv_20d_median
state__risk4_k3,2,1,37,34,13,13,2,6,-0.002792298070010161,-0.0043397841127760794,-0.003081171612324319,0.01287687893378442,0.009941213424034383,0.021797823539360883,-0.04089036943973329,-0.030446788284737514,0.03809155628674968,0.039534364134449884,0.21882453445710062,0.20711339670312418
state__state8_k3,0,1,427,292,129,90,33,40,0.0018768125334432228,0.0042847018254994484,0.003748037166486918,0.007462129532709416,0.00735457030367908,0.013393273749762513,-0.028084159917099016,-0.02029459428619812,0.03106965411873545,0.028440662027125252,0.16322236548177443,0.15064326067074973
state__state8_k3,0,2,1,1,0,0,0,1,0.037157796188020065,0.037157796188020065,0.026920916429669095,0.026920916429669095,0.061135115083641,0.061135115083641,0.0025302503047111014,0.0025302503047111014,0.061135115083641,0.061135115083641,0.1961272327499756,0.1961272327499756
state__state8_k3,1,0,428,287,120,88,33,46,-7.074663664139423e-05,0.001835930816924236,0.003744067860763833,0.008185955314805593,0.005511239483956505,0.014045616287800433,-0.028390096901842382,-0.020774104490922873,0.028921335316559105,0.02509872448772743,0.15640602194543146,0.1492314350135564
state__state8_k3,1,2,66,50,20,17,4,9,0.010672046699449468,0.015534737967285994,0.0052641482797078296,0.018245274970933423,0.013761156527303066,0.031116765873849483,-0.05069713359084167,-0.031862486077180896,0.05804001877802533,0.0521599093596834,0.32348434641976664,0.2902711381352401
state__state8_k3,2,1,67,47,18,16,4,9,0.006696332826259562,0.008008095848047292,0.005759269515219489,0.0071477134043800294,0.002709534004324331,0.004757726075128144,-0.04773205462095901,-0.03297208147832331,0.04973797913912192,0.047863902110448775,0.28175370022413876,0.2751814939519025
state__risk4_k4,0,2,461,387,137,133,72,45,0.0025146610443217525,0.0037522827496541122,0.0044125089904682,0.006976116514892716,0.00792056088515791,0.013441201085440335,-0.01962425410286026,-0.010824869750970856,0.02462188257850101,0.022384714644692494,0.12360796875234333,0.1114648798618694
state__risk4_k4,0,3,106,96,45,27,9,15,0.005036856784352336,0.004321494258920255,0.005142630600579256,0.0039540401906759115,0.004349295357971947,0.010496610337045076,-0.03304170487147612,-0.027752471164215697,0.03675354126962918,0.031098715686929346,0.20080582174374376,0.18657559628289425
state__risk4_k4,1,3,37,27,10,10,1,6,0.006467966140174452,0.018135884228599464,0.0012459605578744736,0.011970697774070338,-0.00013504764076857737,0.030394126325264503,-0.05844038661291113,-0.036893137622908134,0.058784204396595124,0.052905919574129934,0.3289859984811387,0.2887806832061054
state__risk4_k4,2,0,472,401,153,127,73,48,0.0021762730738004842,0.0036084086402172755,0.0031391734251805855,0.00628261101248484,0.006145560806289728,0.01318341814995494,-0.020243152095082095,-0.012587001050357205,0.02453887509483805,0.022377263333719588,0.12555498823915856,0.1094283741950129
