candidate,from_state,to_state,raw_transition_days,episode_count,episodes_1993_2004,episodes_2005_2014,episodes_2015_2019,episodes_2020_2024,fwd_return_5d_mean,fwd_return_5d_median,fwd_return_10d_mean,fwd_return_10d_median,fwd_return_20d_mean,fwd_return_20d_median,fwd_max_drawdown_20d_mean,fwd_max_drawdown_20d_median,fwd_max_upside_20d_mean,fwd_max_upside_20d_median,future_rv_20d_mean,future_rv_20d_median
state__state8_k4,3,2,56,44,20,15,3,6,0.011938069401143569,0.016321349263032525,0.0046247949347466765,0.0010752247144297788,0.010574699848276154,0.03564383158761841,-0.05511387336287776,-0.04356577380799442,0.05834888010739315,0.051751391182888296,0.33244888117230587,0.2937968154381006
state__risk4_k5,0,2,29,26,10,10,3,3,0.0044018014828970725,0.007461280135047321,0.007540529758993608,0.005966588320877042,0.016941368118247074,0.020448882164786464,-0.02645047329182328,-0.029071660879217753,0.03754961864778226,0.03331084724392108,0.20337375180334036,0.201415112485156
state__risk4_k5,0,3,5,4,0,3,0,1,-0.0512439855197355,-0.04753188612496562,-0.03540344450830846,-0.016950090751467972,-0.02101215875859397,0.019112756033027423,-0.12002266082762936,-0.10874307938940392,0.08668068372006288,0.05953779311226559,0.6187374186672667,0.6540932573931335
state__risk4_k5,0,4,117,95,43,30,7,15,0.0030495678832130166,0.003662896753009681,0.0009115756533792064,0.005851020888522518,0.00842947046405157,0.015539269296359404,-0.04157215831391791,-0.029003343281797322,0.04245482007433763,0.0378064174289765,0.23024003391803635,0.2121505813097542
state__risk4_k5,1,0,1,1,1,0,0,0,-0.010065049044914787,-0.010065049044914787,0.007344691103080336,0.007344691103080336,0.012423335054207563,0.012423335054207563,-0.020493546721734757,-0.020493546721734757,0.02629633453794522,0.02629633453794522,0.2059860685345457,0.2059860685345457
state__risk4_k5,1,2,413,348,117,119,69,43,0.0014666522296043732,0.0025482363200666214,0.003350253593779009,0.006182918403141446,0.0062205141415739434,0.01244967811990838,-0.020941549113990054,-0.012614877772108013,0.023390936141536384,0.021809197289346605,0.12514107509563052,0.11105532514844725
state__risk4_k5,1,4,67,59,28,17,4,10,0.0022042219581835244,0.004483169478951332,0.004247257205377829,0.007437042822436846,0.004032791083646556,0.014162747906484974,-0.03122494966956881,-0.02115603662397536,0.032207959695947676,0.03428930591721291,0.1720605011365706,0.162082203485709
state__risk4_k5,2,0,38,33,10,11,5,7,0.0045509923018572825,0.006090623396762362,-0.0028319849529601397,-0.00033588637867221216,-0.002529104669380634,0.022190797656353345,-0.04627917080746216,-0.028047059450478362,0.03847051362197235,0.034054310680359245,0.2563677569507897,0.2134005783551809
state__risk4_k5,2,1,409,348,119,116,68,45,0.002567779196616597,0.004013056697592665,0.002688827033592941,0.005817232855743093,0.006391374386449026,0.012852109371836118,-0.01989023766686948,-0.01260406573878059,0.024011342906668995,0.021791301914716676,0.11998006413792846,0.1059515340071414
state__risk4_k5,2,4,99,87,45,24,7,11,-0.0019084043013770952,-0.0004077669086643976,0.005097294797424191,0.011314898951813479,0.006410851278660905,0.020110136651029897,-0.03392940838498175,-0.026299132714442064,0.03296949717142363,0.030926898928202773,0.18607429220561347,0.1725700266534344
state__risk4_k5,3,0,4,4,0,4,0,0,-0.005958590597096525,0.015243871073452708,0.019648251586533105,0.04646770039310455,-0.0230808735658401,-0.020065359279882344,-0.0901467221708182,-0.04543434241698624,0.07149975083365712,0.05475517668426977,0.4858415696832639,0.3777677902470241
state__risk4_k5,3,4,1,1,0,0,0,1,-0.037880046643703924,-0.037880046643703924,0.006836012053116347,0.006836012053116347,0.010148673064458436,0.010148673064458436,-0.037880046643703924,-0.037880046643703924,0.03319359681936662,0.03319359681936662,0.2701823503502518,0.2701823503502518
state__risk4_k5,4,0,108,86,43,26,5,12,0.0062041308090348074,0.007342007141403539,0.009785211423824521,0.014371054215076007,0.016838543737951517,0.02346989569703284,-0.03655010312554721,-0.024351214967548163,0.05047471616458122,0.04840464012690593,0.24723006701782754,0.22596611823906482
state__risk4_k5,4,1,73,61,26,19,7,9,-0.00199305889929679,-0.0026845747183458224,0.0022799031929938633,0.007231914133291051,0.0045949570493545675,0.016994338192679814,-0.029685415699311515,-0.02375544808269925,0.02762780967788692,0.023393504325504244,0.16037496982728566,0.1486207910590046
state__risk4_k5,4,2,103,84,41,21,7,15,0.0010658169915715866,0.0018926337242498592,0.0009457713482130549,0.0006325407591289967,0.001024954336709019,0.009406365046553566,-0.035148338125321324,-0.02787292982788503,0.02999464373235104,0.02865523973474038,0.17931990196952466,0.16580506585426513
state__state8_k5,0,1,566,416,163,123,77,53,0.0013213365456267228,0.003365768972118821,0.002527619514513406,0.005244590390156345,0.007127510983466092,0.011203038057200354,-0.019593789838786083,-0.011479517079844959,0.023575056412358467,0.021729321213923347,0.12156436426640248,0.107165188115335
state__state8_k5,0,2,38,37,21,11,1,4,-0.0021831904428802444,0.001268577001530824,-0.0026851264213232544,-0.002777820232618633,-0.002979953193974813,0.002251722937181677,-0.039738244076657735,-0.028609185799134074,0.027064253681443648,0.02231839028610061,0.17935003608160918,0.1648006870854484
state__state8_k5,0,3,316,232,100,72,34,26,0.0020849624527504505,0.003989406817923702,0.0032798281915563626,0.0061042296444977495,0.00846560643682685,0.013816261791051776,-0.02583270677926961,-0.018925588028886442,0.028231300606802144,0.025324332776326397,0.14930099889672233,0.13404267502905903
state__state8_k5,1,0,477,330,138,94,61,37,0.0010997374438955745,0.002561657607169532,0.0022637246886665083,0.004832859544816381,0.00793776061005886,0.01147504530404464,-0.018687572923900508,-0.011747221356929682,0.022766200809245137,0.020737102371356397,0.1167987950507806,0.1031693842053089
state__state8_k5,1,2,49,45,19,15,2,9,0.0015278937129584477,0.0019521920013758631,0.003410191883711248,0.010836366329383784,0.0022074378159116148,0.00895624721535726,-0.03094001063792364,-0.01728702831404927,0.031569520589655266,0.030721731421758935,0.1648066104003691,0.1576991994063338
state__state8_k5,1,3,199,182,62,61,31,28,0.0035445179434930724,0.0063751902583620845,0.006016177356503925,0.01194713303582362,0.006900738311257451,0.016104493193623393,-0.02665836281838357,-0.016414586596202818,0.030888333477787862,0.02896161003827269,0.16188709039458968,0.14630290901251441
state__state8_k5,2,0,104,90,43,26,9,12,0.0005907918241093405,0.0030961548814705253,0.004048641795260186,0.005314928908319305,0.009864958501048252,0.015768565351398256,-0.029888585282712442,-0.019695755025615436,0.032578637916078915,0.03211987337259414,0.16665646074521392,0.1523544419647882
state__state8_k5,2,1,95,80,32,27,8,13,0.0013280408000562933,0.006097186000990296,0.0031327996255492334,0.009278312643313136,0.0059330538271445965,0.01597319935688546,-0.028607708883847432,-0.0173112044249919,0.030965014980285487,0.029031733374773716,0.1580999286835103,0.15906978714014455
state__state8_k5,2,3,259,175,74,55,20,26,0.004961838942544745,0.007494750007720485,0.009038151010190957,0.012125841854502717,0.014061436354504974,0.01983721084126633,-0.031930145829558346,-0.025606115086114545,0.04337315210540052,0.04151981094970747,0.2123804722822488,0.201184833696263
state__state8_k5,2,4,39,28,11,12,0,5,0.006553871832480518,0.010731128253061883,0.007085451874854447,0.014401278247832106,0.005111278811832106,0.03881300189087156,-0.06391795886344344,-0.05194598401613065,0.061090729665116694,0.06525788909215247,0.36133252731011634,0.30518289107539476
state__state8_k5,3,0,338,250,98,80,39,33,0.0013424391287149783,0.004163782210485856,0.0030741472262225686,0.007432765939125452,0.005545685851439541,0.014315785993454067,-0.02590269741711124,-0.01824066351892417,0.025851642970657267,0.023685878909863844,0.14344455267267978,0.12956658093795104
state__state8_k5,3,1,65,60,23,19,10,8,0.003373677083326565,0.004068478171407874,0.005696399784810508,0.00927508732858251,0.007962705957079394,0.01000098129006921,-0.02530264702724955,-0.016979070353870807,0.030239507616930388,0.029114224705850456,0.15202582267947543,0.13077609549454405
state__state8_k5,3,2,362,229,96,70,27,36,0.005973185846321508,0.00794830273417868,0.006857322443323641,0.013436525807986044,0.01076635592149235,0.018831973625098142,-0.03387428695500743,-0.02598730173481012,0.03988829452649713,0.03424682936357337,0.20608476929943498,0.1933020757279309
state__state8_k5,3,4,11,10,3,3,3,1,0.021850918590889758,0.032646245381884986,0.016643112476080968,0.03663571104667751,0.03610900661820603,0.032849884353950976,-0.031025461238797115,-0.021797505347018853,0.06862131252571554,0.061252407375636087,0.3161746372380618,0.28542707517056654
state__state8_k5,4,2,48,36,13,14,3,6,0.0026997033697098317,0.008756708338239827,0.001740007040398478,0.015039930471642093,0.0003218011655161452,0.010229427826165427,-0.05481846382701568,-0.03680302652461459,0.05229019680231078,0.04937933224166868,0.31583420638218684,0.28489845837313843
state__state8_k5,4,3,2,2,1,1,0,0,0.024561644797181703,0.024561644797181703,-0.017624846525363724,-0.017624846525363724,-0.006051833312884558,-0.006051833312884558,-0.036973446922527686,-0.036973446922527686,0.05381143697816049,0.05381143697816049,0.2669588585769235,0.2669588585769235
