candidate,period,outcome,state,n,mean,median,std
state__vol_level_x_acceleration_grid,2020_2024,future_rv_20d,8,122,0.3156173729985123,0.22880350615349626,0.2316714751168743
state__vol_level_x_acceleration_grid,full,fwd_return_5d,0,927,0.0007755258689005587,0.0016845012620105848,0.013742994443255063
state__vol_level_x_acceleration_grid,full,fwd_return_5d,1,909,0.0020604279486934785,0.004168777028869641,0.014212143088697548
state__vol_level_x_acceleration_grid,full,fwd_return_5d,2,946,0.0026698862700055863,0.0037024359533712747,0.014764949693213372
state__vol_level_x_acceleration_grid,full,fwd_return_5d,3,888,0.002022321885311049,0.0047260667593175265,0.01866375081218919
state__vol_level_x_acceleration_grid,full,fwd_return_5d,4,779,0.0012728286380666873,0.0033337678897222833,0.020615762625862108
state__vol_level_x_acceleration_grid,full,fwd_return_5d,5,818,0.0017437853056354717,0.004196151520803437,0.02250463717576797
state__vol_level_x_acceleration_grid,full,fwd_return_5d,6,898,0.0034418699047965426,0.005549785218290082,0.030982833767313797
state__vol_level_x_acceleration_grid,full,fwd_return_5d,7,850,0.004215909980921696,0.005602588495784544,0.03256559873477
state__vol_level_x_acceleration_grid,full,fwd_return_5d,8,755,0.0018418125079558431,0.005392478560225955,0.0381183190069695
state__vol_level_x_acceleration_grid,full,fwd_return_10d,0,927,0.00317639175556633,0.004859270957504158,0.017222467545088407
state__vol_level_x_acceleration_grid,full,fwd_return_10d,1,909,0.002400492840127342,0.004460595102861342,0.020035485730614845
state__vol_level_x_acceleration_grid,full,fwd_return_10d,2,946,0.005037658675351513,0.007528359853433586,0.020824301744876414
state__vol_level_x_acceleration_grid,full,fwd_return_10d,3,887,0.00479374859951215,0.008961073980623624,0.02564904169027414
state__vol_level_x_acceleration_grid,full,fwd_return_10d,4,775,0.0031176687642533504,0.007318860172882191,0.02875544712307573
state__vol_level_x_acceleration_grid,full,fwd_return_10d,5,818,0.0043645430620365775,0.006687841616557111,0.02889458904809948
state__vol_level_x_acceleration_grid,full,fwd_return_10d,6,898,0.004224831042812986,0.009433599274888183,0.040470891583079684
state__vol_level_x_acceleration_grid,full,fwd_return_10d,7,850,0.007884680548762322,0.011284623611368172,0.043978783410629885
state__vol_level_x_acceleration_grid,full,fwd_return_10d,8,755,0.004897763888923893,0.010635110585407448,0.0512640552634077
state__vol_level_x_acceleration_grid,full,fwd_return_20d,0,927,0.005910297436665353,0.009378515405723764,0.02553875593716901
state__vol_level_x_acceleration_grid,full,fwd_return_20d,1,909,0.006286174098202856,0.00988026356818672,0.02810696992601126
state__vol_level_x_acceleration_grid,full,fwd_return_20d,2,946,0.008684771721459459,0.012983601520674792,0.027309192317431712
state__vol_level_x_acceleration_grid,full,fwd_return_20d,3,884,0.008981754164741415,0.017700072973080627,0.04189552499414759
state__vol_level_x_acceleration_grid,full,fwd_return_20d,4,773,0.0054773158490219334,0.013261642071732194,0.04248914488507637
state__vol_level_x_acceleration_grid,full,fwd_return_20d,5,813,0.010624979767475314,0.015856547835382928,0.041514098588041684
state__vol_level_x_acceleration_grid,full,fwd_return_20d,6,898,0.007130339698040858,0.014143693750131137,0.05600586776953891
state__vol_level_x_acceleration_grid,full,fwd_return_20d,7,850,0.015732355081144036,0.02252458739395291,0.05530115823012756
state__vol_level_x_acceleration_grid,full,fwd_return_20d,8,755,0.011036631417581154,0.020485078024675696,0.07047580783546739
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,0,927,-0.017191519583113803,-0.012367125179437721,0.019403001699634898
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,1,909,-0.017124101060286816,-0.011511806501035338,0.020146492291376574
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,2,946,-0.01665254640733268,-0.01028750213991897,0.021860079725476038
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,3,884,-0.020789133605482242,-0.009963236755666793,0.03514060937246029
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,4,773,-0.026542162427724416,-0.018999271127706052,0.03263615609163044
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,5,813,-0.026329533522400982,-0.018597966140867728,0.03189574302907141
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,6,898,-0.034417324300079336,-0.02336659303579941,0.04129377929441083
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,7,850,-0.03504642382269457,-0.02553663248763871,0.04288763605928615
state__vol_level_x_acceleration_grid,full,fwd_max_drawdown_20d,8,755,-0.04290776418328404,-0.02754190208891727,0.05830517517220314
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,0,927,0.019782715919757846,0.018110475351579947,0.014274989000008115
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,1,909,0.021200452520504804,0.01869090106332094,0.016279199604138376
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,2,946,0.022374578949162272,0.021893312560741007,0.015683324072583594
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,3,884,0.02638003169769049,0.02570547930723599,0.01923594203112639
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,4,773,0.028133199335843122,0.026080791172173212,0.022339390915377802
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,5,813,0.029936117000260293,0.028003554357242555,0.022992823015862585
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,6,898,0.03881967134906275,0.036479218576707995,0.03376105069781175
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,7,850,0.045405406132582385,0.041556381476856585,0.03542492529271628
state__vol_level_x_acceleration_grid,full,fwd_max_upside_20d,8,755,0.0468970282232963,0.04071612621282705,0.040013994843930624
state__vol_level_x_acceleration_grid,full,future_rv_20d,0,927,0.10503460604643801,0.0976886107124202,0.041105502124454886
state__vol_level_x_acceleration_grid,full,future_rv_20d,1,909,0.10801543463466637,0.1000264664176056,0.0408469059490989
state__vol_level_x_acceleration_grid,full,future_rv_20d,2,946,0.11091986076654099,0.10094868342174385,0.04614558132006911
state__vol_level_x_acceleration_grid,full,future_rv_20d,3,890,0.13167268662960746,0.11203255832962214,0.08047232976025911
state__vol_level_x_acceleration_grid,full,future_rv_20d,4,782,0.1480491776566334,0.1347132820601887,0.0678863608767955
state__vol_level_x_acceleration_grid,full,future_rv_20d,5,818,0.1548491834177745,0.14271998819598258,0.06559357235880395
state__vol_level_x_acceleration_grid,full,future_rv_20d,6,898,0.20624978669158592,0.1965321702738514,0.09654404284011242
state__vol_level_x_acceleration_grid,full,future_rv_20d,7,850,0.22809740532795866,0.20562450881256011,0.1080592092396079
state__vol_level_x_acceleration_grid,full,future_rv_20d,8,755,0.26332347360491615,0.2160865366620723,0.15759395925737762
state__risk4_k2,1993_2004,fwd_return_5d,0,559,0.005366673272790536,0.0078090881126919864,0.035871419703724004
state__risk4_k2,1993_2004,fwd_return_5d,1,2383,0.001595703096922266,0.0029144025300089638,0.01955248720467249
state__risk4_k2,1993_2004,fwd_return_10d,0,559,0.00810643687326961,0.00947599809885924,0.04635027292357172
state__risk4_k2,1993_2004,fwd_return_10d,1,2383,0.003698985381090641,0.005051722431829608,0.026442435712998345
state__risk4_k2,1993_2004,fwd_return_20d,0,559,0.015696450917157805,0.022768489541557857,0.0628370234958327
state__risk4_k2,1993_2004,fwd_return_20d,1,2383,0.007448339592277157,0.010463785706702033,0.037730320599740956
state__risk4_k2,1993_2004,fwd_max_drawdown_20d,0,559,-0.03945302269447335,-0.02898421531059625,0.045279725896882464
state__risk4_k2,1993_2004,fwd_max_drawdown_20d,1,2383,-0.022899037423149107,-0.015620448023553779,0.027297609187961532
state__risk4_k2,1993_2004,fwd_max_upside_20d,0,559,0.05001284686364251,0.044485777464063014,0.03853323854828032
state__risk4_k2,1993_2004,fwd_max_upside_20d,1,2383,0.027174896155286232,0.023018812251984988,0.023037617755278076
state__risk4_k2,1993_2004,future_rv_20d,0,559,0.25529150759994507,0.2357360385869635,0.07592021724930095
state__risk4_k2,1993_2004,future_rv_20d,1,2383,0.14056454661415216,0.1258385564117373,0.05846871284203602
state__risk4_k2,2005_2014,fwd_return_5d,0,450,0.0028284742091322763,0.004447425550044182,0.04577247077111184
state__risk4_k2,2005_2014,fwd_return_5d,1,2067,0.0015636897571986684,0.0035351040915776455,0.017898215450727416
state__risk4_k2,2005_2014,fwd_return_10d,0,450,0.003302357221815993,0.009954421269441904,0.0595720089407498
state__risk4_k2,2005_2014,fwd_return_10d,1,2067,0.0035535797876948987,0.007322531849289993,0.024390001448153235
state__risk4_k2,2005_2014,fwd_return_20d,0,450,0.006450069435870381,0.01617797449924896,0.07943304455606247
state__risk4_k2,2005_2014,fwd_return_20d,1,2067,0.007141758764766507,0.013441201085440335,0.03488030891850813
state__risk4_k2,2005_2014,fwd_max_drawdown_20d,0,450,-0.05383916161121807,-0.03331582922417897,0.06807991437975983
state__risk4_k2,2005_2014,fwd_max_drawdown_20d,1,2067,-0.02144092036425467,-0.01376705172459669,0.02722494986601567
state__risk4_k2,2005_2014,fwd_max_upside_20d,0,450,0.05182294640860331,0.045923120782959015,0.043539457877499174
state__risk4_k2,2005_2014,fwd_max_upside_20d,1,2067,0.024803790285233395,0.023171828685801144,0.01817240128589095
state__risk4_k2,2005_2014,future_rv_20d,0,450,0.32477259167943695,0.2710374059398108,0.1821326243333292
state__risk4_k2,2005_2014,future_rv_20d,1,2067,0.12961689215941094,0.1167290369698798,0.059234246148196876
state__risk4_k2,2015_2019,fwd_return_5d,0,92,0.011623658102937104,0.013534438654980718,0.02623173795062756
state__risk4_k2,2015_2019,fwd_return_5d,1,1166,0.0016784387137879114,0.0035701972520075786,0.016679834525749716
state__risk4_k2,2015_2019,fwd_return_10d,0,92,0.013986790497410867,0.016799157281081833,0.03657253787539964
state__risk4_k2,2015_2019,fwd_return_10d,1,1166,0.0041365888340193415,0.0064200587075385895,0.022490292166477816
state__risk4_k2,2015_2019,fwd_return_20d,0,92,0.02585650397104627,0.025187188018044204,0.0417598465915016
state__risk4_k2,2015_2019,fwd_return_20d,1,1166,0.008475871656988267,0.013056617294220585,0.030784968666991427
state__risk4_k2,2015_2019,fwd_max_drawdown_20d,0,92,-0.0249321937427458,-0.024579230410086084,0.02992177545711833
state__risk4_k2,2015_2019,fwd_max_drawdown_20d,1,1166,-0.018633530180716437,-0.010461500034295912,0.026460864271067995
state__risk4_k2,2015_2019,fwd_max_upside_20d,0,92,0.04552519166410171,0.03887102594101566,0.02885831365916802
state__risk4_k2,2015_2019,fwd_max_upside_20d,1,1166,0.022564423776330673,0.021135995321383216,0.017354225331145237
state__risk4_k2,2015_2019,future_rv_20d,0,92,0.197985482872686,0.1937038246423221,0.042746414020975024
state__risk4_k2,2015_2019,future_rv_20d,1,1166,0.11340885544606413,0.0960779949141959,0.05715115540274902
state__risk4_k2,2020_2024,fwd_return_5d,0,239,0.004408917004850949,0.005840547326072532,0.04396978853915668
state__risk4_k2,2020_2024,fwd_return_5d,1,814,0.002467516597880485,0.005374701911416313,0.02182812330844003
state__risk4_k2,2020_2024,fwd_return_10d,0,239,0.008242051967923313,0.016869697999959854,0.06131715899838829
state__risk4_k2,2020_2024,fwd_return_10d,1,809,0.005027111232346236,0.00985289879688378,0.030432130240418798
state__risk4_k2,2020_2024,fwd_return_20d,0,239,0.024567702626782074,0.04322961937113057,0.07401416031083702
state__risk4_k2,2020_2024,fwd_return_20d,1,799,0.0075185462206987545,0.017283972435824246,0.04958303515822503
state__risk4_k2,2020_2024,fwd_max_drawdown_20d,0,239,-0.04122820329235236,-0.026374117603233493,0.06217846496434988
state__risk4_k2,2020_2024,fwd_max_drawdown_20d,1,799,-0.027040277446754243,-0.016453203491376023,0.038408018165653375
state__risk4_k2,2020_2024,fwd_max_upside_20d,0,239,0.05949755518677554,0.05395380939456085,0.045768673506661674
state__risk4_k2,2020_2024,fwd_max_upside_20d,1,799,0.03131409326879883,0.029589702317071254,0.02404436567226729
state__risk4_k2,2020_2024,future_rv_20d,0,239,0.28848222904574855,0.2456239205993391,0.17431383002034181
state__risk4_k2,2020_2024,future_rv_20d,1,819,0.1549227246529072,0.1333520567676836,0.0844382785776056
state__risk4_k2,full,fwd_return_5d,0,1340,0.004773053330767928,0.006864618062499606,0.04042086950492382
state__risk4_k2,full,fwd_return_5d,1,6430,0.0017107815332887753,0.003453398800509322,0.01885057219354241
state__risk4_k2,full,fwd_return_10d,0,1340,0.006921040379157001,0.011132237866174455,0.05341536590862038
state__risk4_k2,full,fwd_return_10d,1,6425,0.0038988524749788344,0.006668248183053338,0.025671299588091265
state__risk4_k2,full,fwd_return_20d,0,1340,0.014871139255201535,0.024018640523432166,0.07001876993124397
state__risk4_k2,full,fwd_return_20d,1,6415,0.007545065221754553,0.012808329438645627,0.037400427826192094
state__risk4_k2,full,fwd_max_drawdown_20d,0,1340,-0.04360385434512206,-0.029342765512825275,0.056780153016327516
state__risk4_k2,full,fwd_max_drawdown_20d,1,6415,-0.022169706382377356,-0.013962617499798324,0.0288407171525224
state__risk4_k2,full,fwd_max_upside_20d,0,1340,0.05200428403237639,0.0473314651769281,0.041206057164860393
state__risk4_k2,full,fwd_max_upside_20d,1,6415,0.026088431909991636,0.02317777574035018,0.020898156374695886
state__risk4_k2,full,future_rv_20d,0,1340,0.28061010161965444,0.24236592975234666,0.14301629232649124
state__risk4_k2,full,future_rv_20d,1,6435,0.1339549133824194,0.1190179903735852,0.06359932790086066
state__state8_k2,1993_2004,fwd_return_5d,0,604,0.005624239813294153,0.007982990110368404,0.03515359246527238
state__state8_k2,1993_2004,fwd_return_5d,1,2338,0.0014565825458622756,0.0027981786555434374,0.019422321583543956
state__state8_k2,1993_2004,fwd_return_10d,0,604,0.00796284975998963,0.009404950803065137,0.04548644064687788
state__state8_k2,1993_2004,fwd_return_10d,1,2338,0.0036512485544324094,0.00516749566014163,0.02630044261021818
state__state8_k2,1993_2004,fwd_return_20d,0,604,0.01556005960724284,0.02143438687545074,0.06091672105429323
state__state8_k2,1993_2004,fwd_return_20d,1,2338,0.0073248217742998304,0.01025783103491995,0.03788836194996236
state__state8_k2,1993_2004,fwd_max_drawdown_20d,0,604,-0.038535133656726304,-0.027943889716535053,0.044346882079536215
state__state8_k2,1993_2004,fwd_max_drawdown_20d,1,2338,-0.02281754710731918,-0.015513621717494597,0.027275540615312493
state__state8_k2,1993_2004,fwd_max_upside_20d,0,604,0.04851330848608566,0.0437982372774397,0.038023025744505515
state__state8_k2,1993_2004,fwd_max_upside_20d,1,2338,0.027122720534314592,0.023018467308648205,0.023011171842863692
state__state8_k2,1993_2004,future_rv_20d,0,604,0.24934968984198422,0.23061889865388285,0.07733165130670029
state__state8_k2,1993_2004,future_rv_20d,1,2338,0.13989138351810754,0.1250562472726113,0.058369176035717334
state__state8_k2,2005_2014,fwd_return_5d,0,465,0.002379872989804901,0.004883533934718631,0.045586368640024716
state__state8_k2,2005_2014,fwd_return_5d,1,2052,0.001656100965877141,0.0034889983150984127,0.017646645762905262
state__state8_k2,2005_2014,fwd_return_10d,0,465,0.0035625227848593136,0.010821607138876255,0.05894239156568083
state__state8_k2,2005_2014,fwd_return_10d,1,2052,0.003496460563364022,0.007274986896575131,0.024293210314937096
state__state8_k2,2005_2014,fwd_return_20d,0,465,0.00556198598058352,0.015562274771562468,0.07939052758364212
state__state8_k2,2005_2014,fwd_return_20d,1,2052,0.007348061955137768,0.013414547761416817,0.03435713474827404
state__state8_k2,2005_2014,fwd_max_drawdown_20d,0,465,-0.0536616317578488,-0.03223455914595519,0.06780433177659222
state__state8_k2,2005_2014,fwd_max_drawdown_20d,1,2052,-0.02124432083360762,-0.013759324547292506,0.026759649231367876
state__state8_k2,2005_2014,fwd_max_upside_20d,0,465,0.0510608141690924,0.04575486414224006,0.04344008188115243
state__state8_k2,2005_2014,fwd_max_upside_20d,1,2052,0.0247789872391915,0.023176769525881435,0.018016896635990598
state__state8_k2,2005_2014,future_rv_20d,0,465,0.3190286264809665,0.2669989796040841,0.184395338854523
state__state8_k2,2005_2014,future_rv_20d,1,2052,0.1294919449491226,0.11674668705240815,0.05767477032848296
state__state8_k2,2015_2019,fwd_return_5d,0,124,0.007176833441491302,0.009675525612732883,0.025625743687340954
state__state8_k2,2015_2019,fwd_return_5d,1,1134,0.0018840465070564343,0.0036315292823029255,0.016575042132939918
state__state8_k2,2015_2019,fwd_return_10d,0,124,0.009490149998996734,0.010282035681903223,0.035453016760745304
state__state8_k2,2015_2019,fwd_return_10d,1,1134,0.004350325137877211,0.006541875301279698,0.022265935057097497
state__state8_k2,2015_2019,fwd_return_20d,0,124,0.02032312949496498,0.02334160712091715,0.0402584865782445
state__state8_k2,2015_2019,fwd_return_20d,1,1134,0.008590473245157776,0.013271813793239273,0.030785561678671126
state__state8_k2,2015_2019,fwd_max_drawdown_20d,0,124,-0.027767798863777213,-0.026752179659259412,0.02956606784887811
state__state8_k2,2015_2019,fwd_max_drawdown_20d,1,1134,-0.018145723947036688,-0.009961540147477854,0.026283361101408848
state__state8_k2,2015_2019,fwd_max_upside_20d,0,124,0.04065369303244356,0.034475555904854405,0.02736309944402859
state__state8_k2,2015_2019,fwd_max_upside_20d,1,1134,0.022449186790366775,0.02107891969515352,0.017385705288975283
state__state8_k2,2015_2019,future_rv_20d,0,124,0.195699051730474,0.19292611129668213,0.043892593334931305
state__state8_k2,2015_2019,future_rv_20d,1,1134,0.11127222880054598,0.09449237491086596,0.05595776184376222
state__state8_k2,2020_2024,fwd_return_5d,0,254,0.005202886085881486,0.007461841038047701,0.04306850814711666
state__state8_k2,2020_2024,fwd_return_5d,1,799,0.0021786690976473015,0.004818875724462934,0.02173974482676727
state__state8_k2,2020_2024,fwd_return_10d,0,254,0.00835174362366031,0.01811226551813727,0.05997078513629932
state__state8_k2,2020_2024,fwd_return_10d,1,794,0.004931285298352718,0.009719835066077431,0.030400308234489064
state__state8_k2,2020_2024,fwd_return_20d,0,254,0.022424866205454128,0.042468444393364946,0.07284847405103582
state__state8_k2,2020_2024,fwd_return_20d,1,784,0.007886585895349324,0.017636353476236044,0.04972378972938257
state__state8_k2,2020_2024,fwd_max_drawdown_20d,0,254,-0.04036110394156577,-0.02394063211783809,0.061140971296415804
state__state8_k2,2020_2024,fwd_max_drawdown_20d,1,784,-0.027049747277641777,-0.017162292253662392,0.03840043458910151
state__state8_k2,2020_2024,fwd_max_upside_20d,0,254,0.0570461921419243,0.05244948330237775,0.04486999065128095
state__state8_k2,2020_2024,fwd_max_upside_20d,1,784,0.0315690604685725,0.02941926819415741,0.024555833149458698
state__state8_k2,2020_2024,future_rv_20d,0,254,0.2807508342634934,0.24068334172723171,0.1727550967075952
state__state8_k2,2020_2024,future_rv_20d,1,804,0.1548734481713154,0.13339404565916457,0.0846580554752352
state__state8_k2,full,fwd_return_5d,0,1447,0.004640734070523681,0.007416637353858224,0.03956294615869625
state__state8_k2,full,fwd_return_5d,1,6323,0.0016892415818801334,0.0033820054720861137,0.018692854150224127
state__state8_k2,full,fwd_return_10d,0,1447,0.006747930774207761,0.010916434449459667,0.052141934041214984
state__state8_k2,full,fwd_return_10d,1,6318,0.0038873164655794175,0.006674234773837329,0.025547937770253184
state__state8_k2,full,fwd_return_20d,0,1447,0.013960320357503124,0.022520030026706772,0.06838244353574903
state__state8_k2,full,fwd_return_20d,1,6308,0.007629729936940155,0.012857307729938316,0.03732592506587473
state__state8_k2,full,fwd_max_drawdown_20d,0,1447,-0.042793923259383866,-0.028551614984261176,0.05558539918284593
state__state8_k2,full,fwd_max_drawdown_20d,1,6308,-0.02199191888222667,-0.013845749349334469,0.02867004179193351
state__state8_k2,full,fwd_max_upside_20d,0,1447,0.05015625960905009,0.044936838556574044,0.040519652593053436
state__state8_k2,full,fwd_max_upside_20d,1,6308,0.026072752639772552,0.023144834023223204,0.020928337872962437
state__state8_k2,full,future_rv_20d,0,1447,0.27265578320367245,0.2349025492896603,0.14222457003137132
state__state8_k2,full,future_rv_20d,1,6328,0.13329400845298542,0.11846444362029179,0.06303912105985114
state__risk4_k3,1993_2004,fwd_return_5d,0,1293,0.0014304007962435384,0.0033623934056306037,0.021211607640792128
state__risk4_k3,1993_2004,fwd_return_5d,1,1271,0.0019214938425215116,0.002699344928845715,0.01939341915661918
state__risk4_k3,1993_2004,fwd_return_5d,2,378,0.0066423384552061725,0.009140357459456294,0.03880973302005727
state__risk4_k3,1993_2004,fwd_return_10d,0,1293,0.003248610809854218,0.004045447367827526,0.0285001489304391
state__risk4_k3,1993_2004,fwd_return_10d,1,1271,0.004510973017470915,0.006084573307044705,0.02652810871255832
state__risk4_k3,1993_2004,fwd_return_10d,2,378,0.009027195483993842,0.010528905945309641,0.04940272009869735
state__risk4_k3,1993_2004,fwd_return_20d,0,1293,0.00888187776662871,0.01146723830677443,0.039330115913070667
state__risk4_k3,1993_2004,fwd_return_20d,1,1271,0.006958886111910854,0.010745198436584058,0.03854086182925777
state__risk4_k3,1993_2004,fwd_return_20d,2,378,0.01638808759417477,0.022846031203367367,0.06742873839017667
state__risk4_k3,1993_2004,fwd_max_drawdown_20d,0,1293,-0.02471750077676056,-0.017799583118869422,0.028922048556913764
state__risk4_k3,1993_2004,fwd_max_drawdown_20d,1,1271,-0.022281008306208192,-0.014731730853919545,0.026919849964297478
state__risk4_k3,1993_2004,fwd_max_drawdown_20d,2,378,-0.043237449217018276,-0.033361666243687194,0.049130244036708695
state__risk4_k3,1993_2004,fwd_max_upside_20d,0,1293,0.028985972792381808,0.024423568046387345,0.024839828658670498
state__risk4_k3,1993_2004,fwd_max_upside_20d,1,1271,0.02772845751403263,0.02351267084123365,0.023261696188756995
state__risk4_k3,1993_2004,fwd_max_upside_20d,2,378,0.05289213389930712,0.04840680899944849,0.041371196293836204
state__risk4_k3,1993_2004,future_rv_20d,0,1293,0.15180686690925854,0.1437660601333827,0.06317008366799617
state__risk4_k3,1993_2004,future_rv_20d,1,1271,0.14038124481387917,0.1249436850246718,0.05930284424461836
state__risk4_k3,1993_2004,future_rv_20d,2,378,0.2723873710523336,0.2534450649049791,0.07916887312354264
state__risk4_k3,2005_2014,fwd_return_5d,0,1051,0.0020777665331273014,0.003765764276767447,0.020037448717811327
state__risk4_k3,2005_2014,fwd_return_5d,1,1118,0.0011479122232932334,0.003201386066950307,0.017289232458362155
state__risk4_k3,2005_2014,fwd_return_5d,2,348,0.0029823610065532833,0.005715749786213142,0.049394802780679
state__risk4_k3,2005_2014,fwd_return_10d,0,1051,0.004181711010196773,0.007901595694811636,0.026775695052232457
state__risk4_k3,2005_2014,fwd_return_10d,1,1118,0.0029255274054179833,0.006859220909501307,0.023611746668011135
state__risk4_k3,2005_2014,fwd_return_10d,2,348,0.0033494030460012626,0.011473122537152936,0.06455473060679953
state__risk4_k3,2005_2014,fwd_return_20d,0,1051,0.0077345996059808245,0.014378724137287024,0.04025841417427659
state__risk4_k3,2005_2014,fwd_return_20d,1,1118,0.00684774506981527,0.013100033037850012,0.03372588772168165
state__risk4_k3,2005_2014,fwd_return_20d,2,348,0.005401446663720462,0.014221996020485683,0.08269570342308058
state__risk4_k3,2005_2014,fwd_max_drawdown_20d,0,1051,-0.02374347334342172,-0.015824266629940742,0.03108889102647389
state__risk4_k3,2005_2014,fwd_max_drawdown_20d,1,1118,-0.020695514997336927,-0.012356295043576992,0.02687772892520133
state__risk4_k3,2005_2014,fwd_max_drawdown_20d,2,348,-0.05877594502012535,-0.03783128541799535,0.07145387508215646
state__risk4_k3,2005_2014,fwd_max_upside_20d,0,1051,0.027197526173214887,0.025594999085256642,0.020114116238209558
state__risk4_k3,2005_2014,fwd_max_upside_20d,1,1118,0.02381000809519095,0.022281052301002968,0.01758981149088897
state__risk4_k3,2005_2014,fwd_max_upside_20d,2,348,0.05570566478441552,0.05075649179512387,0.04655563881029363
state__risk4_k3,2005_2014,future_rv_20d,0,1051,0.14293209653104766,0.1312644967910451,0.07158624637470941
state__risk4_k3,2005_2014,future_rv_20d,1,1118,0.12577643986216708,0.1099833265232083,0.05630672688209682
state__risk4_k3,2005_2014,future_rv_20d,2,348,0.3540979572678598,0.28842703059246033,0.1907103867069561
state__risk4_k3,2015_2019,fwd_return_5d,0,502,0.0030952016243529982,0.005454822004776982,0.018098886765261193
state__risk4_k3,2015_2019,fwd_return_5d,1,702,0.000882083456255389,0.0023980308198239264,0.016278823315217295
state__risk4_k3,2015_2019,fwd_return_5d,2,54,0.015804116370933884,0.016274108063991544,0.025228927957981637
state__risk4_k3,2015_2019,fwd_return_10d,0,502,0.004600113232090585,0.007609813462112647,0.025695446787037897
state__risk4_k3,2015_2019,fwd_return_10d,1,702,0.003750278910782784,0.005908725417550165,0.02110234640506459
state__risk4_k3,2015_2019,fwd_return_10d,2,54,0.021631382747210444,0.025850132696840555,0.03370958187999444
state__risk4_k3,2015_2019,fwd_return_20d,0,502,0.008455333685931172,0.01524183024684067,0.03507307987254943
state__risk4_k3,2015_2019,fwd_return_20d,1,702,0.00876163350416942,0.011861306095700686,0.028111554454645946
state__risk4_k3,2015_2019,fwd_return_20d,2,54,0.03456334235407768,0.030329838145725763,0.039692819888501325
state__risk4_k3,2015_2019,fwd_max_drawdown_20d,0,502,-0.02103927314110303,-0.009317848184479838,0.03122643652157161
state__risk4_k3,2015_2019,fwd_max_drawdown_20d,1,702,-0.01760852879479221,-0.01152231537759335,0.02316897198314204
state__risk4_k3,2015_2019,fwd_max_drawdown_20d,2,54,-0.02032510526426161,-0.024579230410086084,0.024654060682230743
state__risk4_k3,2015_2019,fwd_max_upside_20d,0,502,0.025136945522685476,0.023088881588430366,0.018903875274452635
state__risk4_k3,2015_2019,fwd_max_upside_20d,1,702,0.02153249948077974,0.02018760965242372,0.016915181499665442
state__risk4_k3,2015_2019,fwd_max_upside_20d,2,54,0.05118286052598958,0.04197142659285891,0.029856437507941546
state__risk4_k3,2015_2019,future_rv_20d,0,502,0.12548218173312725,0.10210525912233864,0.06566515190385418
state__risk4_k3,2015_2019,future_rv_20d,1,702,0.10914556083872866,0.09590387458066629,0.05210114994961536
state__risk4_k3,2015_2019,future_rv_20d,2,54,0.20068798028852763,0.1937038246423221,0.036113569378670426
state__risk4_k3,2020_2024,fwd_return_5d,0,411,0.0033322390322599142,0.006125242863166402,0.021471707704964198
state__risk4_k3,2020_2024,fwd_return_5d,1,443,0.0014838939956105866,0.004046225761044964,0.023178458956382562
state__risk4_k3,2020_2024,fwd_return_5d,2,199,0.005202886394571741,0.006313251509864504,0.04603986382588315
state__risk4_k3,2020_2024,fwd_return_10d,0,410,0.0074612350994603845,0.012505509415074445,0.03070782544659251
state__risk4_k3,2020_2024,fwd_return_10d,1,439,0.0024732864693221158,0.007678360048031463,0.0315334684551037
state__risk4_k3,2020_2024,fwd_return_10d,2,199,0.009507056565279452,0.018428677286735695,0.06416168846933129
state__risk4_k3,2020_2024,fwd_return_20d,0,403,0.009623558272953163,0.018732749451449315,0.046637271148204935
state__risk4_k3,2020_2024,fwd_return_20d,1,436,0.006103764940942094,0.017697358680008324,0.05430192567370306
state__risk4_k3,2020_2024,fwd_return_20d,2,199,0.02683147668285599,0.04402165854591611,0.07457594904995006
state__risk4_k3,2020_2024,fwd_max_drawdown_20d,0,403,-0.025771750844652625,-0.016214011285404673,0.034388858528323296
state__risk4_k3,2020_2024,fwd_max_drawdown_20d,1,436,-0.028882568670940044,-0.017194070549273355,0.04347633075039454
state__risk4_k3,2020_2024,fwd_max_drawdown_20d,2,199,-0.04261259666283413,-0.026374117603233493,0.06346182103633698
state__risk4_k3,2020_2024,fwd_max_upside_20d,0,403,0.03298916638645786,0.030994973249358626,0.02466997947852666
state__risk4_k3,2020_2024,fwd_max_upside_20d,1,436,0.030759938479479696,0.02954375340944093,0.024244664302959244
