model,protocol,n_folds_regression,n_folds_q90_valid,n_folds_q95_valid,test_rmse_median,test_rmse_mean,test_rmse_std,test_qlike_median,test_qlike_mean,test_qlike_std,test_mz_alpha_median,test_mz_alpha_mean,test_mz_alpha_std,test_mz_beta_median,test_mz_beta_mean,test_mz_beta_std,test_mz_r2_median,test_mz_r2_mean,test_mz_r2_std,q90_test_ap_median,q90_test_ap_mean,q90_test_ap_std,q90_test_auc_median,q90_test_auc_mean,q90_test_auc_std,q90_test_n_pos_median,q90_test_n_pos_mean,q90_test_n_pos_std,q90_test_f1_median,q90_test_f1_mean,q90_test_f1_std,q90_test_precision_median,q90_test_precision_mean,q90_test_precision_std,q90_test_recall_median,q90_test_recall_mean,q90_test_recall_std,q90_test_called_rate_median,q90_test_called_rate_mean,q90_test_called_rate_std,q95_test_ap_median,q95_test_ap_mean,q95_test_ap_std,q95_test_auc_median,q95_test_auc_mean,q95_test_auc_std,q95_test_n_pos_median,q95_test_n_pos_mean,q95_test_n_pos_std,q95_test_f1_median,q95_test_f1_mean,q95_test_f1_std,q95_test_precision_median,q95_test_precision_mean,q95_test_precision_std,q95_test_recall_median,q95_test_recall_mean,q95_test_recall_std,q95_test_called_rate_median,q95_test_called_rate_mean,q95_test_called_rate_std
rydberg_multi_lb,exact,5,5,4,0.07450896406616431,0.09493964661867899,0.04332099140245898,-2.273261971618002,-2.3313061453707236,0.4370357672402748,0.0210990052321173,-0.010642306769434937,0.12436985174551062,0.985625121729979,1.1010338383438258,0.8376428839751011,0.2251604870565438,0.2119751365128924,0.10451649305590043,0.5127318534680496,0.4168810666016448,0.27321026446643487,0.8390220940247982,0.758887230026029,0.20245958413256146,82.0,92.2,55.75123317021786,0.20876288659793815,0.24849355079717297,0.21057598661227064,0.22857142857142856,0.4031470420375466,0.4165575872952709,0.17829457364341086,0.3840939504888142,0.37339127475491846,0.13510520487264674,0.2615639608385029,0.3100707862172437,0.31681384981788824,0.2911528315907149,0.225283050282025,0.7901650975237291,0.7942373076766794,0.04583556382329224,43.0,47.4,54.61043856260449,0.2701231060606061,0.2520340300945232,0.19790383287736532,0.27570332480818416,0.2992440674673832,0.26598104472794876,0.26484858624728125,0.2545173163794546,0.21641951268326595,0.05647840531561461,0.05232496888444614,0.04552087858411271
