event_id,event_date,origin_regime,destination_regime,relative_week,score,value,above_threshold
15,2009-04-10,1,0,1,long_regime_uncertainty,0.6746793478192317,1
15,2009-04-10,1,0,1,one_week_probability_motion,0.02438637626779072,0
15,2009-04-10,1,0,2,long_regime_uncertainty,0.792535961982407,1
15,2009-04-10,1,0,2,one_week_probability_motion,0.05892830708158764,0
16,2009-08-28,0,1,-8,long_regime_uncertainty,0.8145193838441096,1
16,2009-08-28,0,1,-8,one_week_probability_motion,0.05111756593165623,0
16,2009-08-28,0,1,-7,long_regime_uncertainty,0.8347180464252185,1
16,2009-08-28,0,1,-7,one_week_probability_motion,0.010099331290554514,0
16,2009-08-28,0,1,-6,long_regime_uncertainty,0.0983105500068514,0
16,2009-08-28,0,1,-6,one_week_probability_motion,0.3682037482091837,1
16,2009-08-28,0,1,-5,long_regime_uncertainty,0.13665612936198246,0
16,2009-08-28,0,1,-5,one_week_probability_motion,0.019172789677565603,0
16,2009-08-28,0,1,-4,long_regime_uncertainty,0.3905317499588875,0
16,2009-08-28,0,1,-4,one_week_probability_motion,0.12693781029845258,1
16,2009-08-28,0,1,-3,long_regime_uncertainty,0.5665792287123089,1
16,2009-08-28,0,1,-3,one_week_probability_motion,0.08802373937671071,1
16,2009-08-28,0,1,-2,long_regime_uncertainty,0.7882452291294785,1
16,2009-08-28,0,1,-2,one_week_probability_motion,0.11083300020858466,1
16,2009-08-28,0,1,-1,long_regime_uncertainty,0.9468219798901317,1
16,2009-08-28,0,1,-1,one_week_probability_motion,0.07928837538032663,1
16,2009-08-28,0,1,0,long_regime_uncertainty,0.8956308942202343,1
16,2009-08-28,0,1,0,one_week_probability_motion,0.07877356294481708,1
16,2009-08-28,0,1,1,long_regime_uncertainty,0.8464753146387392,1
16,2009-08-28,0,1,1,one_week_probability_motion,0.02457778979074754,0
