date,return_pct,iid_gaussian_log_density,hmm2_log_density,hmm2_filtered_state_0,hmm2_filtered_state_1,hmm4_unrestricted_log_density,hmm4_unrestricted_filtered_state_0,hmm4_unrestricted_filtered_state_1,hmm4_unrestricted_filtered_state_2,hmm4_unrestricted_filtered_state_3,hmm4_restricted_log_density,hmm4_restricted_filtered_state_0,hmm4_restricted_filtered_state_1,hmm4_restricted_filtered_state_2,hmm4_restricted_filtered_state_3,branch_onset,abs_return,realized_vol_4w,realized_vol_13w,vol_change,long_regime_uncertainty,state_entropy,max_state_probability,one_week_probability_motion,return_reversal
1960-02-19,1.396625366737858,-1.6432083291029862,-1.611761047244434,0.2743624271218149,0.7256375728781851,-1.515861544606501,0.0216872525791515,0.7877692823135425,0.0008862732279902,0.1896571918793157,-1.5593437998162678,0.0272156624362251,0.9547393840043894,0.0006261291697926,0.0174188243895927,0.0,1.396625366737858,2.005985162751493,1.6679458368951419,0.3380393258563512,0.0360899071187708,0.21747286127177512,0.9547393840043894,0.0033546442978837007,2.0
1960-02-26,-0.1423520346589768,-1.385470973723009,-1.3516068194189528,0.2077050939506457,0.7922949060493544,-1.3028742911563085,0.0189620273621018,0.7831324679088987,0.05036414147451,0.1475413632544892,-1.2382730153614578,0.1001420767412923,0.8824834280618076,0.0007960497538718,0.0165784454430283,0.0,0.1423520346589768,1.0065424458583152,1.567623637159778,-0.5610811913014628,0.034748990393800305,0.41441372439788027,0.8824834280618076,0.0006704583624852038,2.0
1960-03-04,-2.8720481394767017,-3.357778306050319,-3.58149725286355,0.8268122504657722,0.1731877495342277,-3.9226773013971905,0.2024731273197621,0.0128636114019654,0.6683337713743777,0.1163294899038948,-3.736955437206973,0.9515544973445008,0.0229042362633393,0.0104792575386836,0.015062008853476,0.0,2.8720481394767017,1.7760919532929111,1.650590501733559,0.12550145155935222,0.05108253278431951,0.2447109790866158,0.9515544973445008,0.008166771195259503,0.0
1960-03-11,-0.606560102844389,-1.500786608018367,-1.5905773537768055,0.6182065562443104,0.3817934437556896,-1.555413043100633,0.1104805759577846,0.3054315374229703,0.3965658067012897,0.1875220799179553,-1.4154226489092088,0.626645597894325,0.3546418913816772,0.0037828835617438,0.0149296271622539,0.0,0.606560102844389,1.7654542137356446,1.5667659584574145,0.19868825527823009,0.03742502144799553,0.7443847055112088,0.626645597894325,0.0068287556681619,0.0
1960-03-18,1.4096281798011925,-1.6528348723813466,-1.6615765965642737,0.3292418078942988,0.6707581921057012,-1.6038706404182597,0.0363771086444681,0.6987389778606461,0.0010168581309345,0.2638670553639513,-1.6899305730615537,0.0385843964535169,0.9382218791018312,0.0011444684198854,0.0220492560247664,0.0,1.4096281798011925,1.7702536513064984,1.6203632472963898,0.14989040401010856,0.046387448889303795,0.2772755701573905,0.9382218791018312,0.0044812137206541,2.0
1960-03-25,1.7479519534699506,-1.8424864350986547,-1.77300867665174,0.1922101314287969,0.8077898685712032,-1.723081439021913,0.0183159867294886,0.6977776240881103,0.0001031466524546,0.2838032425299465,-1.7329523310230843,0.0068616323812693,0.9630160371411438,0.0007658995131583,0.0293564309644284,0.0,1.7479519534699506,2.131759722941211,1.6807482633445074,0.45101145959670363,0.06024466095517356,0.179546369697686,0.9630160371411438,0.006928606032934902,0.0
1960-04-01,-0.9873506972715164,-1.6627754031920174,-1.834832704182452,0.2684155044657237,0.7315844955342762,-1.9559145530134057,0.053358791994679,0.4178507348305806,0.268091105988158,0.2606993671865822,-1.971836440647818,0.3208425086965299,0.6424369568395558,0.0031466564750994,0.0335738779888147,0.0,0.9873506972715164,1.3873113984528547,1.585059179731399,-0.19774778127854442,0.07344106892782842,0.7810842432413114,0.6424369568395558,0.006598203986327399,2.0
1960-04-08,1.7170858058014993,-1.8226976729251392,-1.727438836060392,0.1630655554674981,0.8369344445325018,-1.8004591883903809,0.026631918880962,0.6463599966278881,0.0002428891760388,0.3267651953151109,-1.8345442389953124,0.0146840975642258,0.9378266459508188,0.0015585006236276,0.0459307558613277,0.0,1.7170858058014993,1.3150193602544076,1.7093000251205595,-0.3942806648661519,0.09497851296991067,0.2737500898620729,0.9378266459508188,0.010768722021041198,2.0
1960-04-15,0.0709110393755096,-1.3623973973899552,-1.2604051828451308,0.1361975653258959,0.8638024346741042,-1.2263381183406057,0.0257477483388089,0.7026920148852653,0.0240961195273561,0.2474641172485694,-1.1316604913958093,0.0679208694607127,0.8946490487017813,0.0017553933295882,0.0356746885079176,0.0,0.0709110393755096,1.3366340063069664,1.6528648283816345,-0.3162308220746681,0.0748601636750118,0.41231590803545237,0.8946490487017813,0.0100591746474495,0.0
1960-04-22,-1.8060430993859455,-2.215350786571218,-2.639518163072899,0.4187222843728236,0.5812777156271763,-2.554503063664137,0.0969719695974512,0.11425268026386,0.5881802247804407,0.2005951253582479,-2.683395047262697,0.7300913949068472,0.2216078997109144,0.0090249310117101,0.0392757743705283,0.0,1.8060430993859455,1.5206752183071934,1.65878493990653,-0.13810972159933654,0.09660141076447681,0.7332338307006732,0.7300913949068472,0.010870623544732602,2.0
1960-04-29,-1.9127994882706556,-2.304087292841172,-2.4713584607958863,0.6802116361910099,0.31978836380899,-1.9088040840944276,0.1056397370794774,0.0282811604943971,0.769486308763011,0.0965927936631144,-1.9501218907130016,0.920194569146181,0.0527328326843642,0.0085887375974593,0.0184838605719953,0.0,1.9127994882706556,1.7264572857777745,1.5110202611056518,0.21543702467212267,0.05414519633890935,0.3463256529619071,0.920194569146181,0.0212281072127838,0.0
1960-05-06,0.6964857184085904,-1.4059678398073154,-1.425359477019373,0.371345227049542,0.628654772950458,-1.4437728376473025,0.0430056085707242,0.7626693859462135,0.0210028779123705,0.1733221275706918,-1.453759333786412,0.1542271696688629,0.8189721633404987,0.0023716586678435,0.0244290083227948,0.0,0.6964857184085904,1.3207265890350628,1.5125861858034484,-0.1918595967683856,0.053601333981276755,0.556869037204404,0.8189721633404987,0.00027193117881629814,2.0
1960-05-13,0.9995526035305068,-1.4846001802912754,-1.3727467031075251,0.1993875358642819,0.800612464135718,-1.149082115121304,0.0137329327434838,0.8444542113426002,0.0017264626395328,0.1400863932743832,-1.1716409710922573,0.0260233279903957,0.9502358875117792,0.0008756528825761,0.022865131615249,0.0,0.9995526035305068,1.5686360368154861,1.5263364026655384,0.04229963414994775,0.04748156899565015,0.236010528061935,0.9502358875117792,0.0030598824928132,0.0
1960-05-20,0.774569863557506,-1.420938069122321,-1.2483117982064431,0.1274670852000548,0.8725329147999452,-1.0469146050128482,0.0075041604831295,0.8922760589373453,0.0035458127667935,0.0966739678127316,-1.0419305689883034,0.0246911035652207,0.9553199624470268,0.0006257480829912,0.0193631859047615,0.0,0.774569863557506,1.374187091017388,1.4874030780733805,-0.11321598705599256,0.03997786797550518,0.2160478275073936,0.9553199624470268,0.003751850510072402,0.0
1960-05-27,0.0179458798740483,-1.364225564015879,-1.2656153152156282,0.1221670106888078,0.8778329893111921,-1.1783535939226055,0.0073260660836737,0.8877651937199834,0.0362072777449652,0.0687014624513777,-1.1502911977591102,0.0774216242657031,0.9045219016110116,0.0007604064727589,0.0172960676505262,0.0,0.0179458798740483,0.42278952889883276,1.4874184003335345,-1.0646288714347016,0.03611294824657041,0.36448593836631793,0.9045219016110116,0.0019324598644675992,0.0
1960-06-03,0.8752361996964275,-1.4447884834812303,-1.2420564790535369,0.0953011599256123,0.9046988400743876,-1.0580366391391094,0.0039509619505188,0.944495564284182,0.0030018427113052,0.0485516310539936,-1.087826183891414,0.0251697146673595,0.9583270668883522,0.000486255164373,0.0160169632799151,0.0,0.8752361996964275,0.4422653632015297,1.2389155456797938,-0.7966501824782641,0.03300643688857641,0.20339542161241786,0.9583270668883522,0.001553255678997001,0.0
1960-06-10,3.0475242245943335,-3.027759006800065,-3.2627421825456047,0.1692845820421727,0.8307154179578273,-4.218246454464542,0.012551957575903,0.7580157734244533,8.360690746050927e-07,0.229431432930569,-4.124619441584443,0.0015158169443605,0.9017612028913664,0.0021182236413821,0.0946047565228907,0.0,3.0475242245943335,1.303235141025565,1.4325597756497894,-0.1293246346242245,0.19344596032854589,0.3392122725917153,0.9017612028913664,0.08021976171998471,0.0
1960-06-17,-0.9184755577440028,-1.6292088090567405,-1.7842923798040289,0.2398236070217754,0.7601763929782246,-1.9055378254623212,0.0393889618373611,0.488529232844079,0.2626232842567456,0.2094585210618141,-1.9015483724717617,0.2704042352370042,0.6265173568491981,0.00919713386278,0.0938812740510177,0.0,0.9184755577440028,1.6944902909501656,1.456263109222691,0.2382271817274746,0.20615681582759549,0.9118122906025282,0.6265173568491981,0.006355427749524897,2.0
1960-06-24,0.4169597435837779,-1.3635984004049837,-1.234879368334631,0.1549899187140836,0.8450100812859163,-1.1901175222306288,0.0222286312989549,0.779241274357287,0.0201154484114309,0.1784146459323272,-1.1436275453182303,0.0780797064337587,0.841923213054868,0.0042132789349686,0.0757838015764046,0.0,0.4169597435837779,1.6476919627268656,1.3939094646186294,0.25378249810823617,0.15999416102274655,0.5625289602284645,0.841923213054868,0.023081327402424495,2.0
1960-07-01,-1.0807128414692002,-1.7107823392613524,-1.9196323848717096,0.2571210373001866,0.7428789626998133,-2.0185472435764065,0.0441699208502466,0.4200621883960805,0.3674782769555526,0.1682896137981203,-2.0040636192704513,0.3985508989946748,0.5154997742083203,0.0097239487854528,0.0762253780115522,0.0,1.0807128414692002,1.9092777122113729,1.400927701370923,0.50835001084045,0.1718986535940099,0.9494760144981655,0.5154997742083203,0.00595224628563179,2.0
1960-07-08,0.5592459315139742,-1.378480244000061,-1.2428611340934113,0.1574881892004207,0.8425118107995793,-1.2133360059036609,0.0217852309550708,0.8044872737112947,0.0163171049388402,0.1574103903947942,-1.189981842635642,0.0824673622031992,0.8475267845710596,0.0037587761411643,0.0662470770845767,0.0,0.5592459315139742,0.8634283645472665,1.3331882872524925,-0.46975992270522604,0.1400117064514823,0.5468003241473083,0.8475267845710596,0.015943473571264008,2.0
1960-07-15,-2.3451693261580253,-2.7349892002012117,-3.1789165351649253,0.625493844758679,0.3745061552413209,-3.167855952538328,0.1158541597406657,0.0439750994141045,0.7153866191260736,0.1247841217191561,-3.14699489297256,0.8426617216918314,0.0728601261032218,0.0264271655014134,0.0580509867035333,0.0,2.3451693261580253,1.372848877849807,1.5005933164324539,-0.12774443858264695,0.1689563044098935,0.5963489932425597,0.8426617216918314,0.014472298979205711,2.0
1960-07-22,-2.4014840283937744,-2.788121624720956,-2.619798228113722,0.8811064933191953,0.1188935066808047,-2.290497919636189,0.1495880824572574,0.0085847854022093,0.7824105003951867,0.0594166317453465,-2.212063353280937,0.9399675728167596,0.0139832381809901,0.0245712417405246,0.0214779472617253,0.0,2.4014840283937744,1.3915660463768684,1.5662462517178248,-0.1746802053409564,0.09209837800450016,0.2914566466742231,0.9399675728167596,0.0384289632026968,0.0
1960-07-29,1.4333858842406677,-1.6672149938150078,-1.7965404392773217,0.5002414114663138,0.4997585885336862,-1.8251633369195424,0.0527579549747955,0.738368921488747,0.0018408827836966,0.2070322407527608,-1.9371067027302855,0.0620985590517474,0.8786716228704946,0.0064095042166421,0.0528203138611156,0.0,1.4333858842406677,1.97805773028313,1.5172998765169743,0.46075785376615563,0.11845963615551569,0.4739297870929136,0.8786716228704946,0.013180629075507808,2.0
1960-08-05,-0.1261824353986362,-1.380947394451653,-1.397573808552709,0.3331161700705784,0.6668838299294215,-1.3079880844748677,0.0293449088019629,0.7500481902524775,0.0461417190565389,0.1744651818890205,-1.2448098883829106,0.1058969192937192,0.8461998669570827,0.0034000185544771,0.0445031951947209,0.0,0.1261824353986362,1.8601082310495336,1.5101817091836784,0.34992652186585516,0.09580642749839618,0.5369125310028575,0.8461998669570827,0.011326604328559704,2.0
1960-08-12,2.1767161598440055,-2.1594376675234224,-2.1624322673798333,0.2194612904777962,0.7805387095222037,-2.3138193290440787,0.0182206176187009,0.7102037466255041,2.5827358796893883e-05,0.271549808396998,-2.3581075534693157,0.0048686659054015,0.9137386874656616,0.0024163239880262,0.0789763226409107,0.0,2.1767161598440055,2.023431012161381,1.6013891997674206,0.42204181239396066,0.16278529325787383,0.32340372983270055,0.9137386874656616,0.0334894328797389,2.0
1960-08-19,0.6158169892542809,-1.389388929980808,-1.2336866670938913,0.1393803636542074,0.8606196363457926,-1.0797186309285824,0.0145115155395162,0.7895413344727757,0.0051446645645847,0.1908024854231229,-1.031904036671388,0.0280147274105588,0.9127085222631752,0.002206668297581,0.0570700820286848,0.0,0.6158169892542809,0.997644035014654,1.5971338982197791,-0.5994898632051251,0.11855350065253178,0.3604343107882172,0.9127085222631752,0.022115896302671106,0.0
1960-08-26,1.0295879609023115,-1.4928632859822093,-1.2940118722602625,0.1009044251972989,0.8990955748027012,-1.1464568389950691,0.0093522478126708,0.8489358132704286,0.0014895552722854,0.1402223836446151,-1.1400349096967854,0.0168931414449441,0.9356561422312264,0.0015334240874864,0.0459172922363431,0.0,1.0295879609023115,0.9623420232976295,1.6134234532639935,-0.651081429966364,0.09490143264765893,0.28257042225898815,0.9356561422312264,0.011826034002436293,0.0
1960-09-02,-1.0471273376341903,-1.6906324736231124,-1.903181515810744,0.2088219410733701,0.7911780589266298,-2.0141929899879947,0.0283251918819872,0.4791990304089367,0.361699141589264,0.130776636119812,-2.0236490639791547,0.3479970834150531,0.5965606209662323,0.0054093839546353,0.0500329116640791,0.0,1.0471273376341903,1.335253187734821,1.6394758001761018,-0.3042226124412808,0.110884591237429,0.8535873805202399,0.5965606209662323,0.007991579294884893,2.0
1960-09-09,-1.5737207193901703,-2.026043354391388,-2.3451575655220096,0.4191443621240738,0.5808556378759262,-1.9492748519483591,0.0501833152491287,0.1119706624973681,0.7541338860345322,0.083712136218971,-2.113485596347931,0.7676378711323805,0.1852323028473342,0.0090566251562368,0.0380732008640486,0.0,1.5737207193901703,1.2615443159958102,1.4366619067722473,-0.17511759077643707,0.09425965204057074,0.68235767351564,0.7676378711323805,0.008312469598428997,0.0
1960-09-16,-1.7982861670353678,-2.202001546443569,-2.38267310409313,0.6473029833555451,0.3526970166444548,-1.7155673641336997,0.0554876325190375,0.0388460031346993,0.8608999645343911,0.0447663998118719,-1.853570308636662,0.9110189173176728,0.0628149649077,0.0077431081606821,0.0184230096139448,0.0,1.7982861670353678,1.2903101828789616,1.490448634734265,-0.20013845185530332,0.052332235549254036,0.36996686316079963,0.9110189173176728,0.020963708245658498,0.0
1960-09-23,-2.2200692745902195,-2.589626124499044,-2.482541140142862,0.8566889519117247,0.1433110480882753,-2.00002080164565,0.0710070923635153,0.0139034420669696,0.8877774773916322,0.0273119881778828,-2.019546674643866,0.9654947090925486,0.0212335482742341,0.0062082378023567,0.0070635048308605,0.0,2.2200692745902195,0.4884866126680297,1.5598398003160887,-1.071353187648059,0.026543485266434463,0.18223204780655392,0.9654947090925486,0.0128943751414097,0.0
1960-09-30,-0.7075081851287024,-1.5308654968762785,-1.6231279999075408,0.6558475692667344,0.3441524307332656,-1.4993735244571715,0.049888739482239,0.324540002099317,0.5623537688659882,0.0632174895524556,-1.4231422689841458,0.6749338266092928,0.3156091656410698,0.0022038771408863,0.007253130608751,0.0,0.7075081851287024,0.6373159142438036,1.5521029370588184,-0.9147870228150148,0.01891401549927474,0.6785339409241976,0.6749338266092928,0.0038147348835799004,0.0
1960-10-07,0.9484000889806944,-1.4714716893042628,-1.4769876634050767,0.348952802346333,0.6510471976536669,-1.341878511482702,0.0193421622829632,0.8806141776316283,0.0067142253566868,0.0933294347287214,-1.4014615861183854,0.0765852998255633,0.9129079661718024,0.0005903500789243,0.0099163839237098,0.0,0.9484000889806944,1.4136552607255124,1.577624637403093,-0.1639693766775807,0.021013468005268487,0.3300978458705094,0.9129079661718024,0.0010497262529967997,2.0
1960-10-14,1.5245071372165242,-1.7183633196114143,-1.6207502759430823,0.1937614183383608,0.8062385816616392,-1.4838825279622911,0.0070496342009754,0.902562599289886,0.0002987154417359,0.0900890510674025,-1.506435489762071,0.010382239356895,0.9751211583781588,0.0003243657090577,0.0141722365558882,0.0,1.5245071372165242,1.6932393905267005,1.5577906498194216,0.13544874070727886,0.02899320452989207,0.13491883253115577,0.9751211583781588,0.0039898682623118,0.0
1960-10-21,-2.099910225660251,-2.4686701518470233,-2.875923983694989,0.5737296171202558,0.4262703828797441,-2.9342343658565633,0.0451189529797821,0.086787658645661,0.7933268802522307,0.074766508122326,-3.093289423795154,0.8165270759580533,0.1585067844773508,0.0046911910288607,0.0202749485357351,0.0,2.099910225660251,1.6437559728565823,1.523581473970578,0.12017449888600429,0.04993227912919174,0.5616626692324129,0.8165270759580533,0.0104695372996499,2.0
1960-10-28,-0.5787402883712378,-1.4842926514953398,-1.5682438043480975,0.4479343934262073,0.5520656065737928,-1.5224738013197696,0.0419070457806212,0.4146345544433892,0.4508954326952192,0.0925629670807702,-1.4335501598926388,0.56103401111432,0.4193358134132314,0.0024058678703757,0.0172243076020727,0.0,0.5787402883712378,1.6286564444654996,1.4506771720474791,0.17797927241802047,0.03926035094489699,0.7731630402975438,0.56103401111432,0.005335964092147399,0.0
1960-11-04,2.7515384814508437,-2.7112213998681955,-2.8504660387078093,0.3527886377447734,0.6472113622552266,-3.4879844396414494,0.0455241450617187,0.5784728348202137,5.780739192514849e-06,0.3759972393788748,-3.715801137536362,0.0070544830281729,0.9090260366733648,0.0029632017604622,0.0809562785379999,0.0,2.7515384814508437,2.1603804852746644,1.6802522853641697,0.4801281999104947,0.16783896059692438,0.34241471752633157,0.9090260366733648,0.06428930482601371,2.0
1960-11-11,1.7514168043918588,-1.853151529923112,-1.7841604838247975,0.2035454929585871,0.7964545070414129,-1.72032064969175,0.0247483865569533,0.5759802569862195,8.332714239625987e-05,0.3991880293144308,-1.7198728024969092,0.0057731006131383,0.901151187045585,0.0025825151849031,0.0904931971563737,0.0,1.7514168043918588,2.2023446702483715,1.6363165811090694,0.5660280891393021,0.18615142468255352,0.356348879943576,0.901151187045585,0.009156232042814696,0.0
