index,lead,feature,smd,n_positive,n_negative,abs_smd,stable_stratum
^IPSA_data,10,mean20,0.20611266123896146,8,24,0.20611266123896146,True
^IPSA_data,10,slope5,-0.20547003554032306,8,24,0.20547003554032306,True
^IPSA_data,10,slope20,-0.13285392478959607,8,24,0.13285392478959607,True
^IPSA_data,10,std20,0.21036475569550156,8,24,0.21036475569550156,True
^IPSA_data,10,max20,0.15054795511322733,8,24,0.15054795511322733,True
^IXIC_data,1,level,0.13406642405265898,8,24,0.13406642405265898,True
^IXIC_data,1,mean5,-0.1195920804859067,8,24,0.1195920804859067,True
^IXIC_data,1,mean20,-0.09569834133543201,8,24,0.09569834133543201,True
^IXIC_data,1,slope5,0.016192321185751493,8,24,0.016192321185751493,True
^IXIC_data,1,slope20,-0.00878510139863673,8,24,0.00878510139863673,True
^IXIC_data,1,std20,0.08517782276003,8,24,0.08517782276003,True
^IXIC_data,1,max20,0.10906280590563745,8,24,0.10906280590563745,True
^IXIC_data,5,level,0.13147035158782747,8,24,0.13147035158782747,True
^IXIC_data,5,mean5,0.07471283802442505,8,24,0.07471283802442505,True
^IXIC_data,5,mean20,-0.03698734386203251,8,24,0.03698734386203251,True
^IXIC_data,5,slope5,0.014332870790630284,8,24,0.014332870790630284,True
^IXIC_data,5,slope20,-0.11640311501208428,8,24,0.11640311501208428,True
^IXIC_data,5,std20,0.08456369645993109,8,24,0.08456369645993109,True
^IXIC_data,5,max20,-0.15438658344703177,8,24,0.15438658344703177,True
^IXIC_data,10,level,0.01702637723770139,8,24,0.01702637723770139,True
^IXIC_data,10,mean5,0.03667567775232083,8,24,0.03667567775232083,True
^IXIC_data,10,mean20,0.05499840608353689,8,24,0.05499840608353689,True
^IXIC_data,10,slope5,-0.11056511745426939,8,24,0.11056511745426939,True
^IXIC_data,10,slope20,-0.13584612652762193,8,24,0.13584612652762193,True
^IXIC_data,10,std20,-0.07885288280238972,8,24,0.07885288280238972,True
^IXIC_data,10,max20,0.0993626924112314,8,24,0.0993626924112314,True
^JKSE_data,1,level,-0.03140965901558606,19,57,0.03140965901558606,True
^JKSE_data,1,mean5,0.18047276373226587,19,57,0.18047276373226587,True
^JKSE_data,1,mean20,0.06771308756844252,19,57,0.06771308756844252,True
^JKSE_data,1,slope5,0.022949110112143303,19,57,0.022949110112143303,True
^JKSE_data,1,slope20,-0.01931706290099923,19,57,0.01931706290099923,True
^JKSE_data,1,std20,-0.11159744124692482,19,57,0.11159744124692482,True
^JKSE_data,1,max20,0.07002911587282863,19,57,0.07002911587282863,True
^JKSE_data,5,level,0.014219736882403924,19,57,0.014219736882403924,True
^JKSE_data,5,mean5,0.05400102921688804,19,57,0.05400102921688804,True
^JKSE_data,5,mean20,0.06438665107340015,19,57,0.06438665107340015,True
^JKSE_data,5,slope5,-0.06519603383701417,19,57,0.06519603383701417,True
^JKSE_data,5,slope20,-0.029998910628389573,19,57,0.029998910628389573,True
^JKSE_data,5,std20,0.04279882890699591,19,57,0.04279882890699591,True
^JKSE_data,5,max20,0.018343471302468824,19,57,0.018343471302468824,True
^JKSE_data,10,level,-0.019814473230297232,19,57,0.019814473230297232,True
^JKSE_data,10,mean5,0.12313150608543229,19,57,0.12313150608543229,True
^JKSE_data,10,mean20,0.14215194195506037,19,57,0.14215194195506037,True
^JKSE_data,10,slope5,0.05223559736043959,19,57,0.05223559736043959,True
^JKSE_data,10,slope20,-0.0321085871211348,19,57,0.0321085871211348,True
^JKSE_data,10,std20,-0.015957828010801096,19,57,0.015957828010801096,True
^JKSE_data,10,max20,-0.046137017247704054,19,57,0.046137017247704054,True
^KLSE_data,1,level,0.02955450639861234,10,30,0.02955450639861234,True
^KLSE_data,1,mean5,-0.06452180977426925,10,30,0.06452180977426925,True
^KLSE_data,1,mean20,0.19647151418080916,10,30,0.19647151418080916,True
^KLSE_data,1,slope5,-0.027832328485717563,10,30,0.027832328485717563,True
^KLSE_data,1,slope20,-0.05295599927471219,10,30,0.05295599927471219,True
^KLSE_data,1,std20,-0.04070476258831583,10,30,0.04070476258831583,True
