index,lead,feature,smd,n_positive,n_negative,abs_smd,stable_stratum
^KLSE_data,1,max20,0.10877477852987918,10,30,0.10877477852987918,True
^KLSE_data,5,level,0.007461451043756517,10,30,0.007461451043756517,True
^KLSE_data,5,mean5,0.17782886066596146,10,30,0.17782886066596146,True
^KLSE_data,5,mean20,0.17986023554643743,10,30,0.17986023554643743,True
^KLSE_data,5,slope5,-0.10919670833170146,10,30,0.10919670833170146,True
^KLSE_data,5,slope20,-0.14233160138718484,10,30,0.14233160138718484,True
^KLSE_data,5,std20,0.07007239644171541,10,30,0.07007239644171541,True
^KLSE_data,5,max20,-0.059171787200157956,10,30,0.059171787200157956,True
^KLSE_data,10,level,-0.04285249350971984,10,30,0.04285249350971984,True
^KLSE_data,10,mean5,0.07301338106811765,10,30,0.07301338106811765,True
^KLSE_data,10,mean20,0.11426158923057719,10,30,0.11426158923057719,True
^KLSE_data,10,slope5,0.13776952430330103,10,30,0.13776952430330103,True
^KLSE_data,10,slope20,0.06582652874725894,10,30,0.06582652874725894,True
^KLSE_data,10,std20,0.1326720143035828,10,30,0.1326720143035828,True
^KLSE_data,10,max20,0.1117003225812639,10,30,0.1117003225812639,True
^KS11_data,1,level,0.15161359363316282,12,36,0.15161359363316282,True
^KS11_data,1,mean5,0.12451738347049243,12,36,0.12451738347049243,True
^KS11_data,1,mean20,-0.057360988120976196,12,36,0.057360988120976196,True
^KS11_data,1,slope5,-0.04417143114136011,12,36,0.04417143114136011,True
^KS11_data,1,slope20,-0.0229575605491183,12,36,0.0229575605491183,True
^KS11_data,1,std20,-0.06351602532534503,12,36,0.06351602532534503,True
^KS11_data,1,max20,-0.01065594017369289,12,36,0.01065594017369289,True
^KS11_data,5,level,0.0568973294420339,12,36,0.0568973294420339,True
^KS11_data,5,mean5,0.034767331241942825,12,36,0.034767331241942825,True
^KS11_data,5,mean20,0.06446610180906019,12,36,0.06446610180906019,True
^KS11_data,5,slope5,0.010051570111913913,12,36,0.010051570111913913,True
^KS11_data,5,slope20,0.032448216566882085,12,36,0.032448216566882085,True
^KS11_data,5,std20,0.010872081838549815,12,36,0.010872081838549815,True
^KS11_data,5,max20,-0.07054793742247442,12,36,0.07054793742247442,True
^KS11_data,10,level,0.01825760575007865,12,36,0.01825760575007865,True
^KS11_data,10,mean5,0.18146815118926768,12,36,0.18146815118926768,True
^KS11_data,10,mean20,0.1212712351301063,12,36,0.1212712351301063,True
^KS11_data,10,slope5,0.03200663415943693,12,36,0.03200663415943693,True
^KS11_data,10,slope20,0.013436214890459654,12,36,0.013436214890459654,True
^KS11_data,10,std20,-0.02875063372711336,12,36,0.02875063372711336,True
^KS11_data,10,max20,0.0524295657508341,12,36,0.0524295657508341,True
^MERV_data,1,level,-0.06375167309609243,16,48,0.06375167309609243,True
^MERV_data,1,mean5,0.1931158017616381,16,48,0.1931158017616381,True
^MERV_data,1,mean20,0.027910314120189645,16,48,0.027910314120189645,True
^MERV_data,1,slope5,0.10526193186247564,16,48,0.10526193186247564,True
^MERV_data,1,slope20,-0.07990050870559558,16,48,0.07990050870559558,True
^MERV_data,1,std20,-0.048953608252366033,16,48,0.048953608252366033,True
^MERV_data,1,max20,0.12263489360459262,16,48,0.12263489360459262,True
^MERV_data,5,level,0.005671819289237887,16,48,0.005671819289237887,True
^MERV_data,5,mean5,-0.012150431549724349,16,48,0.012150431549724349,True
^MERV_data,5,mean20,0.050409045416861795,16,48,0.050409045416861795,True
^MERV_data,5,slope5,0.019900664684996124,16,48,0.019900664684996124,True
^MERV_data,5,slope20,0.020957629556304765,16,48,0.020957629556304765,True
^MERV_data,5,std20,0.1413530152620893,16,48,0.1413530152620893,True
^MERV_data,5,max20,0.008625731649293023,16,48,0.008625731649293023,True
^MERV_data,10,level,-0.004992297205296664,16,48,0.004992297205296664,True
^MERV_data,10,mean5,-0.07798251800287008,16,48,0.07798251800287008,True
^MERV_data,10,mean20,-0.026608002488819348,16,48,0.026608002488819348,True
^MERV_data,10,slope5,-0.04611869347616783,16,48,0.04611869347616783,True
^MERV_data,10,slope20,-0.0461593348115766,16,48,0.0461593348115766,True
^MERV_data,10,std20,0.17601168842761242,16,48,0.17601168842761242,True
^MERV_data,10,max20,-0.005123203818966322,16,48,0.005123203818966322,True
^MXX_data,1,level,0.10238321591510727,14,42,0.10238321591510727,True
^MXX_data,1,mean5,-0.0519028756608119,14,42,0.0519028756608119,True
^MXX_data,1,mean20,0.032318418134425306,14,42,0.032318418134425306,True
^MXX_data,1,slope5,0.014655671742730296,14,42,0.014655671742730296,True
^MXX_data,1,slope20,-0.020288953771285156,14,42,0.020288953771285156,True
^MXX_data,1,std20,-0.0025346188324854367,14,42,0.0025346188324854367,True
^MXX_data,1,max20,-0.06265422707857116,14,42,0.06265422707857116,True
^MXX_data,5,level,0.0031361395869046287,14,42,0.0031361395869046287,True
^MXX_data,5,mean5,-0.045701095958137095,14,42,0.045701095958137095,True
^MXX_data,5,mean20,0.01865453556711078,14,42,0.01865453556711078,True
^MXX_data,5,slope5,0.06482923032726992,14,42,0.06482923032726992,True
^MXX_data,5,slope20,-0.17832897876292358,14,42,0.17832897876292358,True
^MXX_data,5,std20,0.05902725113213701,14,42,0.05902725113213701,True
^MXX_data,5,max20,-0.021347749420580694,14,42,0.021347749420580694,True
^MXX_data,10,level,-0.08724539447297286,14,42,0.08724539447297286,True
^MXX_data,10,mean5,0.051746770683031185,14,42,0.051746770683031185,True
^MXX_data,10,mean20,0.060961752910361794,14,42,0.060961752910361794,True
^MXX_data,10,slope5,0.08101881757950434,14,42,0.08101881757950434,True
^MXX_data,10,slope20,-0.007653881258829916,14,42,0.007653881258829916,True
^MXX_data,10,std20,0.09930369046172312,14,42,0.09930369046172312,True
^MXX_data,10,max20,0.03439958029437821,14,42,0.03439958029437821,True
^N100_data,1,level,0.18095768655264274,10,30,0.18095768655264274,True
^N100_data,1,mean5,0.10280120193407155,10,30,0.10280120193407155,True
^N100_data,1,mean20,0.16281615936268787,10,30,0.16281615936268787,True
^N100_data,1,slope5,0.09810528040632142,10,30,0.09810528040632142,True
^N100_data,1,slope20,-0.37733927578347093,10,30,0.37733927578347093,True
^N100_data,1,std20,0.07625490006269908,10,30,0.07625490006269908,True
^N100_data,1,max20,0.30272904065478423,10,30,0.30272904065478423,True
^N100_data,5,level,0.257023515162476,10,30,0.257023515162476,True
^N100_data,5,mean5,-0.0740839568779637,10,30,0.0740839568779637,True
^N100_data,5,mean20,0.10330116599602732,10,30,0.10330116599602732,True
^N100_data,5,slope5,-0.2382074139268566,10,30,0.2382074139268566,True
^N100_data,5,slope20,-0.081938941085471,10,30,0.081938941085471,True
^N100_data,5,std20,0.12701042581187488,10,30,0.12701042581187488,True
^N100_data,5,max20,0.17639160868823425,10,30,0.17639160868823425,True
^N100_data,10,level,0.10990548484997582,10,30,0.10990548484997582,True
^N100_data,10,mean5,-0.048695351698131786,10,30,0.048695351698131786,True
^N100_data,10,mean20,0.05861169572720966,10,30,0.05861169572720966,True
^N100_data,10,slope5,0.048065418186223216,10,30,0.048065418186223216,True
^N100_data,10,slope20,0.08499024430983153,10,30,0.08499024430983153,True
^N100_data,10,std20,0.04380983933827522,10,30,0.04380983933827522,True
^N100_data,10,max20,-0.02786692625437858,10,30,0.02786692625437858,True
^N225_data,1,level,-0.030225812193845854,18,54,0.030225812193845854,True
^N225_data,1,mean5,0.014599804898004146,18,54,0.014599804898004146,True
^N225_data,1,mean20,-0.069928038174204,18,54,0.069928038174204,True
^N225_data,1,slope5,-0.0914972844581697,18,54,0.0914972844581697,True
^N225_data,1,slope20,0.12165949305454546,18,54,0.12165949305454546,True
^N225_data,1,std20,0.13276694725998442,18,54,0.13276694725998442,True
^N225_data,1,max20,0.02518660546107145,18,54,0.02518660546107145,True
^N225_data,5,level,0.059688251143424076,18,54,0.059688251143424076,True
^N225_data,5,mean5,-0.01582351659229963,18,54,0.01582351659229963,True
^N225_data,5,mean20,-0.07476053111343335,18,54,0.07476053111343335,True
^N225_data,5,slope5,-0.049364084787325256,18,54,0.049364084787325256,True
^N225_data,5,slope20,0.1234133433981127,18,54,0.1234133433981127,True
^N225_data,5,std20,0.13289447587211708,18,54,0.13289447587211708,True
^N225_data,5,max20,0.06957241054077784,18,54,0.06957241054077784,True
^N225_data,10,level,-0.09555925801593856,18,54,0.09555925801593856,True
^N225_data,10,mean5,0.06562009401324947,18,54,0.06562009401324947,True
^N225_data,10,mean20,-0.0175576788067173,18,54,0.0175576788067173,True
^N225_data,10,slope5,0.007657873797725856,18,54,0.007657873797725856,True
^N225_data,10,slope20,0.03908722964314612,18,54,0.03908722964314612,True
^N225_data,10,std20,0.09347832440729809,18,54,0.09347832440729809,True
^N225_data,10,max20,0.048362363355236276,18,54,0.048362363355236276,True
^NYA_data,1,level,-0.17304245350096395,6,18,0.17304245350096395,True
^NYA_data,1,mean5,0.08044557621885057,6,18,0.08044557621885057,True
^NYA_data,1,mean20,0.01050241600135681,6,18,0.01050241600135681,True
^NYA_data,1,slope5,-0.04491379505995731,6,18,0.04491379505995731,True
^NYA_data,1,slope20,-0.08779525768416299,6,18,0.08779525768416299,True
^NYA_data,1,std20,-0.0865880186645266,6,18,0.0865880186645266,True
^NYA_data,1,max20,-0.1467433732542903,6,18,0.1467433732542903,True
^NYA_data,5,level,0.12484210578128334,6,18,0.12484210578128334,True
^NYA_data,5,mean5,-0.014730621833478903,6,18,0.014730621833478903,True
^NYA_data,5,mean20,0.2801420097036036,6,18,0.2801420097036036,True
^NYA_data,5,slope5,0.1202618127442826,6,18,0.1202618127442826,True
^NYA_data,5,slope20,-0.04912136509426139,6,18,0.04912136509426139,True
^NYA_data,5,std20,-0.3453645051706366,6,18,0.3453645051706366,True
^NYA_data,5,max20,0.08282554847546565,6,18,0.08282554847546565,True
^NYA_data,10,level,0.08490844826951878,6,18,0.08490844826951878,True
^NYA_data,10,mean5,0.0018447278539819743,6,18,0.0018447278539819743,True
^NYA_data,10,mean20,0.21115943631584252,6,18,0.21115943631584252,True
^NYA_data,10,slope5,0.01341593920790998,6,18,0.01341593920790998,True
^NYA_data,10,slope20,0.018302658072883192,6,18,0.018302658072883192,True
^NYA_data,10,std20,-0.08727741346778774,6,18,0.08727741346778774,True
^NYA_data,10,max20,0.15997175054829962,6,18,0.15997175054829962,True
^NZ50_data,1,level,0.040660795775475995,6,18,0.040660795775475995,True
^NZ50_data,1,mean5,0.14747256855509572,6,18,0.14747256855509572,True
^NZ50_data,1,mean20,0.04251786069099525,6,18,0.04251786069099525,True
^NZ50_data,1,slope5,0.009128645859379584,6,18,0.009128645859379584,True
^NZ50_data,1,slope20,0.08612958073569897,6,18,0.08612958073569897,True
^NZ50_data,1,std20,0.09244843107010711,6,18,0.09244843107010711,True
^NZ50_data,1,max20,0.1373512841060892,6,18,0.1373512841060892,True
^NZ50_data,5,level,0.28974046399096376,6,18,0.28974046399096376,True
^NZ50_data,5,mean5,-0.04703151069172052,6,18,0.04703151069172052,True
^NZ50_data,5,mean20,-0.12817506922715985,6,18,0.12817506922715985,True
^NZ50_data,5,slope5,0.010722919137043619,6,18,0.010722919137043619,True
^NZ50_data,5,slope20,0.11795132591434844,6,18,0.11795132591434844,True
^NZ50_data,5,std20,0.013024706275872476,6,18,0.013024706275872476,True
^NZ50_data,5,max20,0.16890259251616682,6,18,0.16890259251616682,True
^NZ50_data,10,level,-0.04198682872026535,6,18,0.04198682872026535,True
^NZ50_data,10,mean5,-0.066468942013301,6,18,0.066468942013301,True
^NZ50_data,10,mean20,-0.1414232850847708,6,18,0.1414232850847708,True
^NZ50_data,10,slope5,0.10264656259087426,6,18,0.10264656259087426,True
^NZ50_data,10,slope20,-0.048129831753822835,6,18,0.048129831753822835,True
^NZ50_data,10,std20,0.1970514320353669,6,18,0.1970514320353669,True
^NZ50_data,10,max20,0.421133568678423,6,18,0.421133568678423,True
^RUT_data,1,level,-0.12072934546608059,8,24,0.12072934546608059,True
^RUT_data,1,mean5,-0.0907361784575052,8,24,0.0907361784575052,True
^RUT_data,1,mean20,-0.1058690375056148,8,24,0.1058690375056148,True
^RUT_data,1,slope5,-0.1310226653953106,8,24,0.1310226653953106,True
^RUT_data,1,slope20,-0.011941119365032471,8,24,0.011941119365032471,True
^RUT_data,1,std20,-0.08483981180013568,8,24,0.08483981180013568,True
^RUT_data,1,max20,0.11954767714712597,8,24,0.11954767714712597,True
^RUT_data,5,level,-0.02488902429469667,8,24,0.02488902429469667,True
^RUT_data,5,mean5,-0.2705827515421829,8,24,0.2705827515421829,True
^RUT_data,5,mean20,0.16878965878447186,8,24,0.16878965878447186,True
^RUT_data,5,slope5,0.060342903317617415,8,24,0.060342903317617415,True
^RUT_data,5,slope20,-0.10469808634039737,8,24,0.10469808634039737,True
^RUT_data,5,std20,-0.21942622110907953,8,24,0.21942622110907953,True
^RUT_data,5,max20,0.43152926351404486,8,24,0.43152926351404486,True
^RUT_data,10,level,0.15663914453583092,8,24,0.15663914453583092,True
^RUT_data,10,mean5,-0.09108881008442259,8,24,0.09108881008442259,True
^RUT_data,10,mean20,0.12216641540969284,8,24,0.12216641540969284,True
^RUT_data,10,slope5,0.11050238053406886,8,24,0.11050238053406886,True
^RUT_data,10,slope20,0.03236314620452897,8,24,0.03236314620452897,True
^RUT_data,10,std20,-0.04916169400706766,8,24,0.04916169400706766,True
^RUT_data,10,max20,-0.10262955927234518,8,24,0.10262955927234518,True
^STI_data,1,level,0.023146397427218246,15,45,0.023146397427218246,True
^STI_data,1,mean5,-0.0243295623528466,15,45,0.0243295623528466,True
^STI_data,1,mean20,0.10752409583110992,15,45,0.10752409583110992,True
^STI_data,1,slope5,-0.10604872735171907,15,45,0.10604872735171907,True
^STI_data,1,slope20,-0.003389896231485176,15,45,0.003389896231485176,True
^STI_data,1,std20,-0.04194808202361122,15,45,0.04194808202361122,True
^STI_data,1,max20,0.027964135448268583,15,45,0.027964135448268583,True
^STI_data,5,level,0.046925848169384575,15,45,0.046925848169384575,True
^STI_data,5,mean5,-0.12984232186167427,15,45,0.12984232186167427,True
^STI_data,5,mean20,0.07420367809476724,15,45,0.07420367809476724,True
^STI_data,5,slope5,-0.010074812824719715,15,45,0.010074812824719715,True
^STI_data,5,slope20,0.009576515348662726,15,45,0.009576515348662726,True
^STI_data,5,std20,-0.062066579095280336,15,45,0.062066579095280336,True
^STI_data,5,max20,0.040838560537822685,15,45,0.040838560537822685,True
^STI_data,10,level,-0.0011609213728921903,15,45,0.0011609213728921903,True
^STI_data,10,mean5,0.029288341122854465,15,45,0.029288341122854465,True
^STI_data,10,mean20,0.029409953735030983,15,45,0.029409953735030983,True
^STI_data,10,slope5,0.11757676242307255,15,45,0.11757676242307255,True
^STI_data,10,slope20,-0.01651991283336893,15,45,0.01651991283336893,True
^STI_data,10,std20,-0.19935812101081535,15,45,0.19935812101081535,True
^STI_data,10,max20,-0.02280008995342473,15,45,0.02280008995342473,True
^STOXX50E_data,1,level,-0.12951150732482528,6,18,0.12951150732482528,True
^STOXX50E_data,1,mean5,-0.07088935266972908,6,18,0.07088935266972908,True
^STOXX50E_data,1,mean20,-0.023519718512148045,6,18,0.023519718512148045,True
^STOXX50E_data,1,slope5,0.21658410196542083,6,18,0.21658410196542083,True
^STOXX50E_data,1,slope20,-0.08628556038235935,6,18,0.08628556038235935,True
^STOXX50E_data,1,std20,-0.08255645698324551,6,18,0.08255645698324551,True
^STOXX50E_data,1,max20,0.017001914208293903,6,18,0.017001914208293903,True
^STOXX50E_data,5,level,0.057294921927730266,6,18,0.057294921927730266,True
^STOXX50E_data,5,mean5,-0.07052446642373501,6,18,0.07052446642373501,True
^STOXX50E_data,5,mean20,0.06733971909646742,6,18,0.06733971909646742,True
^STOXX50E_data,5,slope5,-0.033299360439559285,6,18,0.033299360439559285,True
^STOXX50E_data,5,slope20,-0.0009246982143326877,6,18,0.0009246982143326877,True
^STOXX50E_data,5,std20,0.02119462209074556,6,18,0.02119462209074556,True
^STOXX50E_data,5,max20,0.1077793300760252,6,18,0.1077793300760252,True
^STOXX50E_data,10,level,-0.1559178686861648,6,18,0.1559178686861648,True
^STOXX50E_data,10,mean5,0.08018362132437275,6,18,0.08018362132437275,True
^STOXX50E_data,10,mean20,0.12006390599419181,6,18,0.12006390599419181,True
^STOXX50E_data,10,slope5,-0.18490944003091822,6,18,0.18490944003091822,True
^STOXX50E_data,10,slope20,-0.019530406893011023,6,18,0.019530406893011023,True
^STOXX50E_data,10,std20,-0.14014897669278722,6,18,0.14014897669278722,True
^STOXX50E_data,10,max20,-0.06446075530634493,6,18,0.06446075530634493,True
^TA125.TA_data,1,level,0.08640104906151375,9,27,0.08640104906151375,True
^TA125.TA_data,1,mean5,0.04069440643939395,9,27,0.04069440643939395,True
^TA125.TA_data,1,mean20,0.027752085428970102,9,27,0.027752085428970102,True
^TA125.TA_data,1,slope5,-0.03627978121009073,9,27,0.03627978121009073,True
^TA125.TA_data,1,slope20,0.0072565969459800995,9,27,0.0072565969459800995,True
^TA125.TA_data,1,std20,0.03501964191095852,9,27,0.03501964191095852,True
^TA125.TA_data,1,max20,0.06913729780856734,9,27,0.06913729780856734,True
^TA125.TA_data,5,level,-0.07015513460962132,9,27,0.07015513460962132,True
^TA125.TA_data,5,mean5,-0.04642594053068003,9,27,0.04642594053068003,True
^TA125.TA_data,5,mean20,-0.019791006077355483,9,27,0.019791006077355483,True
^TA125.TA_data,5,slope5,-0.03853024630664171,9,27,0.03853024630664171,True
^TA125.TA_data,5,slope20,-0.030351054634558616,9,27,0.030351054634558616,True
^TA125.TA_data,5,std20,-0.10218134981945229,9,27,0.10218134981945229,True
^TA125.TA_data,5,max20,0.0022433956872998724,9,27,0.0022433956872998724,True
^TA125.TA_data,10,level,-0.16287924098535017,9,27,0.16287924098535017,True
^TA125.TA_data,10,mean5,0.0961021077055419,9,27,0.0961021077055419,True
^TA125.TA_data,10,mean20,0.019485663299597878,9,27,0.019485663299597878,True
^TA125.TA_data,10,slope5,0.06662024794186973,9,27,0.06662024794186973,True
^TA125.TA_data,10,slope20,0.04114525889256025,9,27,0.04114525889256025,True
^TA125.TA_data,10,std20,-0.07973047469032653,9,27,0.07973047469032653,True
^TA125.TA_data,10,max20,0.08391955687058017,9,27,0.08391955687058017,True
^TWII_data,1,level,0.024479484987354062,13,39,0.024479484987354062,True
^TWII_data,1,mean5,-0.019579223452581146,13,39,0.019579223452581146,True
^TWII_data,1,mean20,0.18765920142605327,13,39,0.18765920142605327,True
^TWII_data,1,slope5,-0.10255764236365376,13,39,0.10255764236365376,True
^TWII_data,1,slope20,-0.19118902637518004,13,39,0.19118902637518004,True
^TWII_data,1,std20,-0.004519691234573477,13,39,0.004519691234573477,True
^TWII_data,1,max20,-0.00100033184630986,13,39,0.00100033184630986,True
^TWII_data,5,level,-0.05772449307884013,13,39,0.05772449307884013,True
^TWII_data,5,mean5,-0.058186450273904844,13,39,0.058186450273904844,True
^TWII_data,5,mean20,0.12298907775792192,13,39,0.12298907775792192,True
^TWII_data,5,slope5,-0.08374443155408366,13,39,0.08374443155408366,True
^TWII_data,5,slope20,-0.1861029342199259,13,39,0.1861029342199259,True
^TWII_data,5,std20,0.125414244673329,13,39,0.125414244673329,True
^TWII_data,5,max20,0.022826592087805964,13,39,0.022826592087805964,True
^TWII_data,10,level,-0.17577502276780715,13,39,0.17577502276780715,True
^TWII_data,10,mean5,0.043179228742835835,13,39,0.043179228742835835,True
^TWII_data,10,mean20,0.12329789110139512,13,39,0.12329789110139512,True
^TWII_data,10,slope5,0.193137890698091,13,39,0.193137890698091,True
^TWII_data,10,slope20,0.05980941204929854,13,39,0.05980941204929854,True
^TWII_data,10,std20,0.24465173999962656,13,39,0.24465173999962656,True
^TWII_data,10,max20,0.011290365817947371,13,39,0.011290365817947371,True
^XAX_data,1,level,-0.034858968528826924,11,33,0.034858968528826924,True
^XAX_data,1,mean5,-0.31645815086016393,11,33,0.31645815086016393,True
^XAX_data,1,mean20,-0.02485246779546885,11,33,0.02485246779546885,True
^XAX_data,1,slope5,0.049423708284187684,11,33,0.049423708284187684,True
^XAX_data,1,slope20,0.051030331670637016,11,33,0.051030331670637016,True
^XAX_data,1,std20,0.04429521380685049,11,33,0.04429521380685049,True
^XAX_data,1,max20,0.09546670535999247,11,33,0.09546670535999247,True
^XAX_data,5,level,-0.06613833218961271,11,33,0.06613833218961271,True
^XAX_data,5,mean5,-0.19101942331449692,11,33,0.19101942331449692,True
^XAX_data,5,mean20,0.0687839856534715,11,33,0.0687839856534715,True
^XAX_data,5,slope5,-0.06118461459772016,11,33,0.06118461459772016,True
^XAX_data,5,slope20,-0.056697566123817725,11,33,0.056697566123817725,True
^XAX_data,5,std20,0.00771931328099717,11,33,0.00771931328099717,True
^XAX_data,5,max20,0.08850481570896274,11,33,0.08850481570896274,True
^XAX_data,10,level,0.07446881152053093,11,33,0.07446881152053093,True
^XAX_data,10,mean5,0.052698559234453685,11,33,0.052698559234453685,True
^XAX_data,10,mean20,0.06434433276203902,11,33,0.06434433276203902,True
^XAX_data,10,slope5,0.06741664594430363,11,33,0.06741664594430363,True
^XAX_data,10,slope20,-0.11214268647704975,11,33,0.11214268647704975,True
^XAX_data,10,std20,0.02245420009959124,11,33,0.02245420009959124,True
^XAX_data,10,max20,0.056837411832215294,11,33,0.056837411832215294,True
