sample_id,label,index,market_group,episode_id,split,event_onset,origin_date,lead,matched_positive_id,match_distance,level,mean5,mean20,slope5,slope20,std20,max20,target_x_h1,target_x_h2,target_x_h3,target_x_h4,target_x_h5,target_x_h6,target_x_h7,target_x_h8,target_x_h9,target_x_h10
N_P_GE058_^BFX_data_L5_3,0,^BFX_data,belgium,GE058,train,1999-10-15,2000-06-21,5,P_GE058_^BFX_data_L5,0.5335492752675327,-5.231949842134692,-4.947035578162311,-4.956865742439295,-0.024413163274535216,0.007995531004383561,0.31961219978034167,-4.427648733000485,-5.116349249714155,-5.384016867505154,-5.302910007191072,-5.356148557643698,-5.5628093395413565,-5.212873914832447,-4.511020375240687,-5.052282263331444,-5.2312637907470965,-5.064411832910615
N_P_GE076_^BFX_data_L5_1,0,^BFX_data,belgium,GE076,train,2001-03-14,2004-02-27,5,P_GE076_^BFX_data_L5,0.5451414171244674,-5.459092082229547,-5.403643633155406,-5.37343862215574,-0.11979555946995891,0.0009377521074346624,0.26038271950708775,-4.974273959299543,-5.296527136081631,-6.039951309425587,-5.770731528637534,-4.9476376649064,-5.204180461808689,-5.631414191892642,-5.00276289265982,-5.328527073045781,-4.1495079818382425,-4.499861022524629
N_P_GE076_^BFX_data_L5_2,0,^BFX_data,belgium,GE076,train,2001-03-14,2004-07-15,5,P_GE076_^BFX_data_L5,0.6087027850016118,-5.258071074370376,-5.375444379742172,-5.39428826203825,-0.10548542719202549,0.0013946544421983838,0.2696681812840237,-5.029318496466715,-5.919619352851446,-5.587159729090815,-4.911332167258384,-5.38448803073955,-5.244536146133608,-5.364303323225616,-5.184195807104383,-4.83421689206294,-5.351498889848785,-4.672176572257734
N_P_GE076_^BFX_data_L5_3,0,^BFX_data,belgium,GE076,train,2001-03-14,2004-07-12,5,P_GE076_^BFX_data_L5,0.6698345201324453,-5.325997396859213,-5.255174209444751,-5.404731287551659,-0.04787673965662977,0.012513136260161725,0.22530787384777937,-5.029318496466715,-5.085717199495121,-6.093193992003668,-5.258071074370376,-5.919619352851446,-5.587159729090815,-4.911332167258384,-5.38448803073955,-5.244536146133608,-5.364303323225616,-5.184195807104383
N_P_GE080_^BFX_data_L5_1,0,^BFX_data,belgium,GE080,train,2001-09-06,1994-01-27,5,P_GE080_^BFX_data_L5,0.44944055398775395,-5.076254591200756,-5.376376099262949,-5.441467762079702,0.061091636759898676,0.0182639187744605,0.3880071991002985,-4.6282318970451115,-5.805837951621519,-5.441806356916676,-5.40137865890045,-4.870673584862486,-4.949584864181591,-5.432791418187071,-4.058517976236964,-5.754019800351576,-4.730327668958291,-5.402227318144754
N_P_GE080_^BFX_data_L5_2,0,^BFX_data,belgium,GE080,train,2001-09-06,1994-08-25,5,P_GE080_^BFX_data_L5,0.562463661130059,-5.225552241118298,-5.392813174253141,-5.465498847606673,0.08618382828443098,0.008757538603447156,0.4040551167912804,-4.804937920448582,-4.784517934438431,-5.104356161810038,-5.890998243707614,-5.4759463188613955,-5.19960407677251,-5.49961437395042,-5.435823123828064,-5.4373474247394915,-5.495751206909131,-5.655156910959818
N_P_GE080_^BFX_data_L5_3,0,^BFX_data,belgium,GE080,train,2001-09-06,2004-01-21,5,P_GE080_^BFX_data_L5,0.5665740236325061,-5.012174997506247,-5.296346590256382,-5.372382755057052,0.051051490833284016,0.018713583073089415,0.3649193539769794,-4.701184942842165,-5.223821385822188,-5.60045407730799,-5.524216492544621,-5.451430958028126,-5.097117256964541,-5.854379055987005,-5.361458866720837,-5.35174770008456,-5.146313000163256,-5.149673994174525
N_P_GE089_^BFX_data_L5_1,0,^BFX_data,belgium,GE089,train,2002-06-12,2012-09-03,5,P_GE089_^BFX_data_L5,0.554485281349864,-4.845283088915561,-5.127038515825101,-5.139270106230208,0.13969277638149424,0.007621489488281062,0.29272281452119003,-4.494401127646794,-5.131255896003484,-4.908735427182828,-4.32087440355518,-4.835341937564573,-5.569834577903266,-5.044050862288595,-4.839756040853194,-5.519761528107151,-5.165932313112376,-5.095671915700266
N_P_GE089_^BFX_data_L5_2,0,^BFX_data,belgium,GE089,train,2002-06-12,1999-07-09,5,P_GE089_^BFX_data_L5,0.559902796038575,-4.87102963777377,-5.107352738712026,-4.981677676532268,0.14639556115460348,-0.004742177244468241,0.28795511193298207,-4.441479419374217,-5.290681575701805,-4.858256856169365,-4.6337664891968515,-5.393668520105944,-4.391860661519873,-5.250801572456912,-4.832729015413285,-4.709383600207657,-4.7315516324420965,-3.985349697677118
N_P_GE089_^BFX_data_L5_3,0,^BFX_data,belgium,GE089,train,2002-06-12,2000-09-19,5,P_GE089_^BFX_data_L5,0.6529507491111176,-4.808974951676063,-5.004201124043711,-5.090052432297141,0.1676025472981986,0.013743943552380546,0.26298136009957296,-4.572609803774901,-5.043096399271745,-4.872026670132062,-4.8676568789183605,-5.166613116486742,-5.505640235628683,-4.676309796862612,-5.360959974285504,-4.643637268593884,-4.368462508893695,-5.185913152309202
N_P_GE096_^BFX_data_L5_1,0,^BFX_data,belgium,GE096,train,2002-11-25,2009-05-27,5,P_GE096_^BFX_data_L5,0.6199620501377195,-4.87099134630582,-4.585785122565982,-4.406931893051262,-0.06445620192730965,-0.011262283501451267,0.35801277762016337,-3.814670740087192,-5.047092666095495,-4.741732953379706,-4.800244470172645,-5.248645124634934,-4.213208624971303,-5.218267268310593,-4.652854185495533,-4.4144621037994565,-5.309341123782758,-4.984694156398476
N_P_GE096_^BFX_data_L5_2,0,^BFX_data,belgium,GE096,train,2002-11-25,2003-05-29,5,P_GE096_^BFX_data_L5,0.695581240266998,-5.0024577255845255,-4.685310792012437,-4.483581071736061,-0.0526933673774293,-0.013334866286237278,0.3262062950431198,-3.95357040011215,-4.523430251860021,-4.973889455736282,-5.258571211790434,-4.917701726797146,-4.852899908076795,-4.557258389401986,-4.996613454998127,-4.599194820043249,-4.947389229147871,-4.549763895954857
N_P_GE096_^BFX_data_L5_3,0,^BFX_data,belgium,GE096,train,2002-11-25,2000-05-11,5,P_GE096_^BFX_data_L5,0.7231112970745902,-4.499667354985844,-4.58107406446606,-4.47183728404471,-0.013832841782258331,-0.02764214858564773,0.37804741838063055,-3.876541519621289,-5.060247134814585,-4.6040457415641125,-5.43905235391877,-4.959407731464151,-4.733823491756024,-4.57295611132872,-5.125819926300566,-4.780132280012338,-5.22187642975122,-5.236942291641631
N_P_GE115_^BFX_data_L5_1,0,^BFX_data,belgium,GE115,train,2007-11-07,2006-08-01,5,P_GE115_^BFX_data_L5,0.5435204589951567,-4.683938780261195,-5.192767385393688,-5.0997223860303,0.03318890013906625,-0.0024205127242158684,0.37137228753386115,-4.4372644412582165,-5.13088901353022,-5.0146568810748215,-5.148244211845223,-5.454815200544654,-5.4830927661862425,-4.977358999056198,-5.012526171472217,-5.263505557853251,-5.722658435311825,-4.610151954172828
N_P_GE115_^BFX_data_L5_2,0,^BFX_data,belgium,GE115,train,2007-11-07,2006-08-02,5,P_GE115_^BFX_data_L5,0.5837194808485557,-5.13088901353022,-5.143075395519642,-5.103847286735034,-0.010409898740267919,-0.0020552546821172545,0.3712302657748482,-4.4372644412582165,-5.0146568810748215,-5.148244211845223,-5.454815200544654,-5.4830927661862425,-4.977358999056198,-5.012526171472217,-5.263505557853251,-5.722658435311825,-4.610151954172828,-5.2418651243690055
N_P_GE115_^BFX_data_L5_3,0,^BFX_data,belgium,GE115,train,2007-11-07,2006-08-15,5,P_GE115_^BFX_data_L5,0.6399760204838878,-4.610151954172828,-5.117240223573264,-5.145079895246164,0.0024281825927129908,-0.007786302945418238,0.3706289525305693,-4.4372644412582165,-5.2418651243690055,-5.67972679334585,-5.634472410339476,-5.708381072915322,-5.048285869579769,-5.006070914629737,-5.208954416937889,-5.700534317738678,-4.949306365726922,-6.030344041473899
N_P_GE119_^BFX_data_L5_1,0,^BFX_data,belgium,GE119,train,2008-03-04,2000-05-09,5,P_GE119_^BFX_data_L5,0.29894585413751396,-4.807778538349278,-4.749941765630575,-4.512756768075203,-0.013175848315472952,-0.016968737503366065,0.399139402821021,-3.876541519621289,-4.434029467825727,-4.499667354985844,-5.060247134814585,-4.6040457415641125,-5.43905235391877,-4.959407731464151,-4.733823491756024,-4.57295611132872,-5.125819926300566,-4.780132280012338
N_P_GE119_^BFX_data_L5_2,0,^BFX_data,belgium,GE119,train,2008-03-04,2000-01-27,5,P_GE119_^BFX_data_L5,0.5439131940127067,-4.672666065445823,-4.572198197372808,-4.511122594918695,-2.5959293002860252e-05,-0.015182426427546981,0.39461505825217913,-3.766302278147317,-4.977845755106076,-4.059048918796122,-4.434866803030165,-4.232118896447803,-3.978952329444839,-4.580545566851167,-4.795238608821217,-5.411689592162025,-3.7806059072961475,-4.15516813443516
N_P_GE119_^BFX_data_L5_3,0,^BFX_data,belgium,GE119,train,2008-03-04,2009-05-29,5,P_GE119_^BFX_data_L5,0.6933125398299972,-4.741732953379706,-4.721181465351613,-4.454572439034346,-0.09524739587311874,-0.02489984149565314,0.38585897556140536,-3.814670740087192,-4.800244470172645,-5.248645124634934,-4.213208624971303,-5.218267268310593,-4.652854185495533,-4.4144621037994565,-5.309341123782758,-4.984694156398476,-5.123117158716394,-5.404630104497952
N_P_GE120_^BFX_data_L5_1,0,^BFX_data,belgium,GE120,train,2008-06-06,2000-12-08,5,P_GE120_^BFX_data_L5,0.4569042536154947,-5.301082725463398,-5.077217587033891,-5.011666103505772,0.013939904582918147,0.00957874941264476,0.28780929239613934,-4.432973355728082,-5.440360562531059,-5.459613617496069,-5.046617120719547,-4.625356851875057,-5.037258477937165,-5.364037282938985,-5.294056216714481,-5.20444352212515,-4.94277272436228,-4.870373640767707
N_P_GE120_^BFX_data_L5_2,0,^BFX_data,belgium,GE120,train,2008-06-06,2003-11-03,5,P_GE120_^BFX_data_L5,0.5402294694233002,-5.355834480913319,-4.993326958516041,-5.1273450326423555,0.0026831270752978938,0.011106778451550784,0.33314244116610076,-4.310909994703273,-5.398285455038389,-5.617707289266494,-5.072235669769761,-5.27439157650689,-5.445201078978132,-5.588340418429351,-5.141935017441594,-5.134994377319062,-5.162295095490184,-4.992111537816275
N_P_GE120_^BFX_data_L5_3,0,^BFX_data,belgium,GE120,train,2008-06-06,1998-03-18,5,P_GE120_^BFX_data_L5,0.5448621351214251,-5.1404358497417535,-5.07718879278072,-5.211542094012542,0.005888729645033644,0.015545175964927356,0.33113609785760645,-4.487979004500829,-5.092859836318751,-4.559257331299485,-3.6096090601702637,-5.006861284457324,-5.433878778574911,-4.277760680099663,-4.8267419337749935,-3.629387950463261,-5.304053426949131,-4.843694294308183
N_P_GE137_^BFX_data_L5_1,0,^BFX_data,belgium,GE137,train,2010-04-22,2000-08-25,5,P_GE137_^BFX_data_L5,0.5510613461205369,-4.955580029945922,-5.275562133186898,-5.199751708156764,0.07565330056004314,-0.0034357400809347472,0.29687444439529426,-4.769356581512216,-5.410687365339933,-5.0423905554903135,-5.142980852074512,-5.210988359386849,-4.825555332669135,-5.011090347450603,-4.867056315627964,-5.658780872795689,-4.962994311906884,-4.790920836980058
N_P_GE137_^BFX_data_L5_2,0,^BFX_data,belgium,GE137,train,2010-04-22,2006-10-12,5,P_GE137_^BFX_data_L5,0.610632493241144,-4.96029075429823,-5.414367490150039,-5.431209218667063,0.11790210211274454,-0.011844214824519889,0.3065964516487379,-4.709155456363598,-5.720113916489618,-6.093235583118239,-4.909851807323651,-5.0158403508710245,-5.491501014087748,-6.105026417433976,-5.525268333472067,-5.913545264602696,-5.562249249414632,-5.897895687472315
N_P_GE137_^BFX_data_L5_3,0,^BFX_data,belgium,GE137,train,2010-04-22,2004-02-04,5,P_GE137_^BFX_data_L5,0.6164430230705816,-5.149673994174525,-5.372714523426036,-5.3285858503726855,0.16245559901825332,-0.003631902729669716,0.29247020902805043,-4.701184942842165,-5.377783041485988,-5.387709030034605,-5.3940282293330135,-5.740318459421057,-5.850095494596475,-5.618787174878636,-5.69031853597428,-5.386918821365315,-5.071521890422938,-5.2550309503426185
N_P_GE142_^BFX_data_L5_1,0,^BFX_data,belgium,GE142,train,2011-08-01,1998-08-04,5,P_GE142_^BFX_data_L5,0.37314542772122244,-5.075262655314866,-4.9301365265831,-4.967915496832873,0.015696094538304138,0.009271381164178333,0.37255436384960167,-4.014661964251453,-4.859171021034085,-4.421464384170992,-4.632272377559892,-5.310213670620258,-4.384721138192401,-5.058533209144111,-4.670412350690211,-5.0635198031387745,-5.122037189315445,-4.61967018879163
N_P_GE142_^BFX_data_L5_2,0,^BFX_data,belgium,GE142,train,2011-08-01,1998-08-14,5,P_GE142_^BFX_data_L5,0.39376299990465874,-5.0635198031387745,-4.897480034357151,-4.88795481955759,0.020769652246515516,0.008709021599183018,0.39828957398390347,-4.014661964251453,-5.122037189315445,-4.61967018879163,-5.770781663346164,-4.969757584258176,-4.228495522405297,-4.657524483476202,-5.213503269693824,-4.594201369874143,-4.7062636076876,-4.765163980947046
N_P_GE142_^BFX_data_L5_3,0,^BFX_data,belgium,GE142,train,2011-08-01,2009-10-14,5,P_GE142_^BFX_data_L5,0.6878995949094601,-4.873671061049825,-4.9579192097917275,-4.84377143827477,0.05021442885506791,0.012419832072367028,0.37721626739349884,-4.080669249876883,-5.310745144099873,-4.552571319539391,-4.886164748766347,-4.759933833107628,-4.466422803384084,-5.004387285838861,-4.893208239223505,-4.000058203203084,-4.503831811728321,-4.023799625376402
N_P_GE145_^BFX_data_L5_1,0,^BFX_data,belgium,GE145,train,2011-10-24,2009-04-01,5,P_GE145_^BFX_data_L5,0.916831383467237,-4.065299550285068,-4.372451545305739,-4.236625255569426,0.16593272994791966,-0.017748307673092673,0.29420101456923153,-3.7568253558485556,-4.392655642932836,-4.572391050560992,-4.057970307857453,-4.0794198749920145,-4.267014146774807,-4.592030143919333,-4.486858415327833,-4.475223997461568,-4.340871274010754,-4.57081665384851
N_P_GE145_^BFX_data_L5_2,0,^BFX_data,belgium,GE145,train,2011-10-24,2009-01-02,5,P_GE145_^BFX_data_L5,1.0347890337149468,-4.053175692364411,-4.624764061855741,-4.384397496413031,0.13479292176635008,-0.026716337431039138,0.29843575321524984,-3.94417359326534,-4.255295893826904,-4.737823653342719,-4.9244584841204535,-4.615765294920769,-4.4942479872177765,-4.800238728307881,-4.896041177074665,-3.4554208225597645,-4.066487273832352,-4.197397487259887
N_P_GE145_^BFX_data_L5_3,0,^BFX_data,belgium,GE145,train,2011-10-24,2003-04-28,5,P_GE145_^BFX_data_L5,1.1155001455731783,-4.197117039615397,-4.5759961212077105,-4.358208644668514,0.12470018799682786,-0.019852940391958687,0.2895947546093244,-3.8663207568380895,-4.33506546805273,-4.619979156247774,-4.469052232636818,-4.819933163538096,-4.22731528999961,-4.421855003631862,-4.106056683058795,-4.09436160766183,-4.447348717202599,-4.572383812591542
N_P_GE146_^BFX_data_L5_1,0,^BFX_data,belgium,GE146,train,2012-04-04,2003-06-24,5,P_GE146_^BFX_data_L5,0.6644364639589635,-4.773857783140507,-4.734029963527904,-4.735843769870466,-0.0067670364132855565,0.011253101384281386,0.27623551041368966,-4.1644692318774315,-4.930574218338329,-5.0170085224798004,-5.109846090519032,-4.820884664832293,-4.1350390233369385,-5.059214524638478,-4.488021035051285,-4.990133005630424,-4.212924880318567,-5.0922292372569
N_P_GE146_^BFX_data_L5_2,0,^BFX_data,belgium,GE146,train,2012-04-04,2003-06-23,5,P_GE146_^BFX_data_L5,0.7305601408450934,-5.0183899711549,-4.713593667713957,-4.712297030035145,-0.007289422420930204,0.005668740025919979,0.29242195966981505,-4.1644692318774315,-4.773857783140507,-4.930574218338329,-5.0170085224798004,-5.109846090519032,-4.820884664832293,-4.1350390233369385,-5.059214524638478,-4.488021035051285,-4.990133005630424,-4.212924880318567
N_P_GE146_^BFX_data_L5_3,0,^BFX_data,belgium,GE146,train,2012-04-04,2009-07-31,5,P_GE146_^BFX_data_L5,0.7549311874679402,-4.898937255514125,-4.748053951799072,-4.782931601230599,0.019807721330956318,-0.0012812184047437786,0.24898269623665137,-4.194876579621315,-4.836270495795739,-5.004447445406769,-4.770898571612651,-4.5821598645227954,-4.41290139873501,-4.65525032984582,-4.5716604865698836,-4.671910520151741,-4.967866017028845,-4.822795957447368
N_P_GE163_^BFX_data_L10_1,0,^BFX_data,belgium,GE163,test,2016-01-05,2022-10-12,10,P_GE163_^BFX_data_L10,1.0536062294274655,-5.1443333279176615,-4.743851062045826,-4.749310230940539,-0.14219026338817753,0.020478890629383302,0.38856899199650924,-4.110022598170474,-4.188185568436637,-4.683388894101636,-4.273066059849512,-5.055027692812159,-4.54412606442443,-4.741169995628323,-4.642197964082265,-4.79659418967706,-4.61421268603311,-5.0851940700909575
N_P_GE163_^BFX_data_L10_2,0,^BFX_data,belgium,GE163,test,2016-01-05,2022-10-11,10,P_GE163_^BFX_data_L10,1.261220377520881,-4.78369589979788,-4.654675680200421,-4.732083704903781,-0.03112451229766341,0.02743741994150132,0.377617361220444,-4.110022598170474,-5.1443333279176615,-4.188185568436637,-4.683388894101636,-4.273066059849512,-5.055027692812159,-4.54412606442443,-4.741169995628323,-4.642197964082265,-4.79659418967706,-4.61421268603311
N_P_GE163_^BFX_data_L10_3,0,^BFX_data,belgium,GE163,test,2016-01-05,2018-12-14,10,P_GE163_^BFX_data_L10,1.2713797512351064,-4.768878845829197,-4.733161806695141,-4.9564877494756825,-0.10110642408087868,0.01460912833288234,0.39825895089225133,-4.04968207819298,-4.574511399505074,-4.894079189028643,-5.53142739982372,-4.799786131376185,-4.649197586046729,-5.251523380305992,-3.886750962723362,-4.746154126876319,-5.334543130194605,-4.424900658947101
N_P_GE169_^BFX_data_L10_1,0,^BFX_data,belgium,GE169,test,2020-02-24,2018-06-04,10,P_GE169_^BFX_data_L10,1.096815704872284,-5.806304371511096,-4.976548084486558,-5.274627715052685,-0.2919519176188926,0.037382115915528875,0.4836815640685569,-4.336295676264142,-4.814112375791343,-5.049073036066902,-5.0037950800712085,-5.507382140020495,-5.207499235443454,-5.727303710282824,-5.774304881684104,-4.787626249889888,-4.904442367120307,-4.950514766986092
N_P_GE169_^BFX_data_L10_2,0,^BFX_data,belgium,GE169,test,2020-02-24,2019-10-07,10,P_GE169_^BFX_data_L10,1.4598251931290218,-5.287530974339103,-4.79472297304645,-5.160098985279015,-0.28632969013120996,0.017148278248890463,0.5059763497018488,-4.17026393209732,-4.853574516115835,-4.982719706445981,-4.525184148035639,-4.586044541845329,-5.103051651829796,-4.804430817111214,-5.282359630424121,-4.770468904408366,-5.493155820076633,-4.970378411832768
N_P_GE169_^BFX_data_L10_3,0,^BFX_data,belgium,GE169,test,2020-02-24,2023-06-05,10,P_GE169_^BFX_data_L10,1.4950546847858026,-5.948376288921733,-5.044205579192065,-5.177179080866649,-0.2223449243432798,0.015480628767458565,0.42505581532167447,-4.514213688894297,-5.0330695098261575,-5.400471071047348,-5.341045680923701,-5.789442093095488,-5.875235807871427,-5.432804434290043,-5.416024124135281,-5.588937549905044,-5.564701101553119,-4.9729374833329905
N_P_GE175_^BFX_data_L10_1,0,^BFX_data,belgium,GE175,test,2020-10-27,2022-08-10,10,P_GE175_^BFX_data_L10,0.8840460498318761,-4.5557207428532855,-5.062048584329474,-4.867702649433985,0.11405011739057622,-0.014042069260495251,0.3698757952604289,-4.132833867392692,-5.612246466326256,-5.0689315878242756,-5.322372832129669,-4.994830604214254,-4.793453423234679,-5.354937020425374,-5.629163434359526,-4.764251906846899,-4.957206572047956,-4.868847218266184
N_P_GE175_^BFX_data_L10_2,0,^BFX_data,belgium,GE175,test,2020-10-27,2018-12-10,10,P_GE175_^BFX_data_L10,0.9333924315797815,-4.709110308072,-4.832726834002839,-4.93129284383987,0.09313035124368338,-0.015113537599786113,0.4070578183576416,-4.04968207819298,-4.406227677662904,-4.483837358954306,-5.297754842957297,-4.768878845829197,-4.574511399505074,-4.894079189028643,-5.53142739982372,-4.799786131376185,-4.649197586046729,-5.251523380305992
N_P_GE175_^BFX_data_L10_3,0,^BFX_data,belgium,GE175,test,2020-10-27,2016-06-03,10,P_GE175_^BFX_data_L10,1.0991807740667994,-4.475420623217271,-5.1018156598909865,-4.999415460713017,0.1512337481830267,-0.0173732054602444,0.39519113465770456,-4.2196220770879656,-5.631191185550386,-5.069919460789772,-5.525049123571584,-5.498160148209086,-4.308718048075277,-5.010904530936275,-4.6938977121892,-5.2031600771589845,-4.941546196211006,-4.86711731905152
N_P_GE184_^BFX_data_L10_1,0,^BFX_data,belgium,GE184,test,2022-02-15,2021-02-03,10,P_GE184_^BFX_data_L10,1.511216606336809,-5.173829408293259,-4.668457204616873,-4.857393959803067,-0.23719120618292108,0.032154753971210044,0.46269957805740136,-3.9288677584446994,-4.974737540147534,-5.207531608404767,-5.224699565845374,-5.91859904335064,-4.782487040903817,-5.262864191593909,-5.418240136386481,-5.302578603677661,-5.577766805059827,-4.993927518084161
N_P_GE184_^BFX_data_L10_2,0,^BFX_data,belgium,GE184,test,2022-02-15,2018-02-15,10,P_GE184_^BFX_data_L10,1.5225042835703615,-5.551080187539368,-5.028774332709419,-5.132858117532731,-0.14828894863777992,0.040230702324122916,0.5232171235984436,-4.204878880997488,-5.5637835676437675,-5.15827142147804,-5.7344137304159375,-5.115250692719067,-4.7386892694517355,-5.514977908433244,-5.768771759196197,-5.195839467474452,-5.467227147358173,-4.7264880899342625
N_P_GE184_^BFX_data_L10_3,0,^BFX_data,belgium,GE184,test,2022-02-15,2023-07-21,10,P_GE184_^BFX_data_L10,1.5822043260085916,-5.3691911754203225,-4.9564042243293365,-5.200676117698501,-0.2551303213221919,0.015687946591686024,0.4998501852403545,-3.720801553031389,-5.177507464414943,-5.129749829106511,-4.926811243505965,-5.396548491340611,-5.60608376016216,-4.982952293506151,-5.302401865646986,-4.981798858687154,-5.170514860659558,-5.416915256537653
N_P_GE041_^BFX_data_L10_1,0,^BFX_data,belgium,GE041,train,1997-10-22,2009-06-16,10,P_GE041_^BFX_data_L10,0.6287591601209603,-4.674455619090381,-4.837380406800118,-4.765301692068535,0.1743589238035192,-0.0145237154398046,0.3930775005635935,-4.000004995297387,-4.461631901320063,-4.592906969664454,-4.607251342482213,-4.018913577203252,-4.3685799716378435,-3.965731664520319,-4.4680075132824735,-4.648209918641014,-4.716148465163957,-4.823818713899822
N_P_GE041_^BFX_data_L10_2,0,^BFX_data,belgium,GE041,train,1997-10-22,2000-06-02,10,P_GE041_^BFX_data_L10,0.6828276594995353,-4.5265756776651465,-4.886345103437395,-4.8535699666034695,0.19321737875777847,-0.016741712215520812,0.3630618016072496,-4.13114079880539,-5.175302196179637,-5.1026815789615165,-5.475915962527678,-4.427648733000485,-4.877666499831005,-4.910189673073318,-4.762055795808528,-4.9101917602683125,-5.2275577380052844,-4.537305343385396
N_P_GE041_^BFX_data_L10_3,0,^BFX_data,belgium,GE041,train,1997-10-22,2010-08-02,10,P_GE041_^BFX_data_L10,0.7770599124913871,-4.477780108086296,-4.822279589854575,-4.742799654225476,0.16978646770988315,-0.004335841617026633,0.40021474094284487,-4.153134102661098,-5.606469538225058,-5.1187986013593605,-4.822366180624076,-4.2367992855577965,-5.23656318311972,-4.927400054997465,-4.22492801793058,-4.782141137695838,-4.606856077897445,-4.523400281205001
N_P_GE058_^BFX_data_L10_1,0,^BFX_data,belgium,GE058,train,1999-10-15,1998-04-30,10,P_GE058_^BFX_data_L10,0.6221235818531285,-4.372407930708474,-4.76406723690132,-5.049581060000609,0.136470998436264,0.01803596812444834,0.37228978303926763,-4.133445647362077,-5.209151844093543,-4.836585573671352,-5.24539142076879,-4.694072659670748,-5.053012102358673,-5.089141193557961,-4.954102300729956,-5.059066307297608,-5.125589403422013,-5.480194869542149
N_P_GE058_^BFX_data_L10_2,0,^BFX_data,belgium,GE058,train,1999-10-15,2000-10-09,10,P_GE058_^BFX_data_L10,0.6426260274865827,-4.329365906404468,-4.913645912438708,-4.971070595916229,0.22256232026598646,0.020339120129418516,0.3567578988454004,-4.329365906404468,-4.938695749514932,-5.512777918551947,-4.213240358045509,-4.42567731658184,-5.131404996394458,-4.901455735443004,-4.341383687284434,-5.116384907984914,-4.534298104262598,-5.358487271851754
N_P_GE058_^BFX_data_L10_3,0,^BFX_data,belgium,GE058,train,1999-10-15,2000-10-02,10,P_GE058_^BFX_data_L10,0.6504665127576102,-4.368462508893695,-4.911001956852877,-5.005186187175061,0.23070279817387018,0.017045348257787186,0.3297387790229212,-4.368462508893695,-5.185913152309202,-5.069939726013232,-5.425599762303804,-4.557411015162836,-4.329365906404468,-4.938695749514932,-5.512777918551947,-4.213240358045509,-4.42567731658184,-5.131404996394458
N_P_GE076_^BFX_data_L10_1,0,^BFX_data,belgium,GE076,train,2001-03-14,2007-01-30,10,P_GE076_^BFX_data_L10,0.47727748445047014,-5.240042969851485,-5.361677522607451,-5.360546639699568,0.0018588879062394186,0.006967877680244774,0.2689897509139968,-4.716437978031006,-5.681307837681584,-5.732897434094828,-5.412166462600092,-5.726425854647234,-5.258369830807014,-5.967522487356346,-4.902649219325119,-6.222446576904037,-5.564837992176254,-5.408991426811566
N_P_GE076_^BFX_data_L10_2,0,^BFX_data,belgium,GE076,train,2001-03-14,2004-02-23,10,P_GE076_^BFX_data_L10,0.5294630667812024,-5.188855381825449,-5.1091432355303015,-5.370189789843186,-0.0035670028223366004,0.010877097882454632,0.2654055790141721,-4.974273959299543,-5.071461368528478,-5.569865770773693,-5.728943562419867,-5.459092082229547,-5.296527136081631,-6.039951309425587,-5.770731528637534,-4.9476376649064,-5.204180461808689,-5.631414191892642
N_P_GE076_^BFX_data_L10_3,0,^BFX_data,belgium,GE076,train,2001-03-14,2004-07-07,10,P_GE076_^BFX_data_L10,0.6302069538493144,-5.2288326402011815,-5.316323473070885,-5.439245618991997,0.015125202141500179,0.01628761763494826,0.2555847072395424,-5.029318496466715,-5.577480277714163,-5.114242235982479,-5.325997396859213,-5.085717199495121,-6.093193992003668,-5.258071074370376,-5.919619352851446,-5.587159729090815,-4.911332167258384,-5.38448803073955
N_P_GE080_^BFX_data_L10_1,0,^BFX_data,belgium,GE080,train,2001-09-06,1996-07-26,10,P_GE080_^BFX_data_L10,0.49295578915224425,-4.937476155151856,-5.016453894652721,-5.163273478503254,0.028855376634801793,0.028354379798184667,0.36501540296368973,-4.695950563406644,-5.3475650690777075,-5.08665089077126,-5.2153101723382544,-5.2662515017011895,-4.983369655223345,-5.082356612834137,-5.891915351889734,-5.177511449270635,-6.137322514019911,-5.634936290284843
N_P_GE080_^BFX_data_L10_2,0,^BFX_data,belgium,GE080,train,2001-09-06,1996-01-31,10,P_GE080_^BFX_data_L10,0.5304230829237482,-4.92397674040828,-4.875196694392389,-5.250652719679699,-0.02200274699869475,0.024883555467075824,0.35526918941395963,-4.637393269547062,-4.366178005913777,-5.356711607234003,-5.4808609218491045,-5.6677922619418615,-5.272441654835904,-5.41607906044242,-5.384303778252882,-5.469472693378578,-5.214960942499815,-5.168951710317028
N_P_GE080_^BFX_data_L10_3,0,^BFX_data,belgium,GE080,train,2001-09-06,1993-12-23,10,P_GE080_^BFX_data_L10,0.5383002854990979,-5.0357835216883595,-5.097396768305323,-5.32056042579063,0.05391633657478235,0.02660720708854607,0.35991451144059,-4.7631502288025125,-5.22831428040379,-4.94737703985929,-5.7616422666995994,-5.483984849092545,-5.394179206690339,-5.221618716383647,-5.528862372142178,-5.7100592847139175,-6.064309737470901,-5.844474339416947
