sample_id,label,index,market_group,episode_id,split,event_onset,origin_date,lead,matched_positive_id,match_distance,level,mean5,mean20,slope5,slope20,std20,max20,target_x_h1,target_x_h2,target_x_h3,target_x_h4,target_x_h5,target_x_h6,target_x_h7,target_x_h8,target_x_h9,target_x_h10
P_GE011_^GSPC_data_L10,1,^GSPC_data,united_states,GE011,train,1976-01-05,1975-12-18,10,,,-4.617227319711661,-4.663564083138622,-4.58449481085156,0.04197083644358106,-0.0019780265508046882,0.1219681066193226,-4.371271789038622,-4.648973288894078,-4.66283461564587,-4.5283951042745745,-4.8973576475562,-4.825698438323539,-4.635234811522936,-4.708182619925867,-4.551804124358168,-4.700353464829238,-4.3418203771094985
P_GE012_^GSPC_data_L1,1,^GSPC_data,united_states,GE012,train,1978-10-16,1978-10-13,1,,,-4.922011056183964,-4.705331260761062,-4.673749680168618,-0.024014535657666234,-0.01300480932870966,0.16668567173324103,-4.3290083152199355,-4.361258529537534,-4.497763467521026,-4.497308501922562,-4.427244299154931,-4.335949993199022,-4.299115709127105,-4.496401196835246,-4.287135519059768,-4.329529421124797,-4.226981783784393
P_GE012_^GSPC_data_L5,1,^GSPC_data,united_states,GE012,train,1978-10-16,1978-10-09,5,,,-4.697797477858313,-4.739697608257666,-4.660720855081568,0.011114522762631779,-0.01162276936035714,0.16042135937108734,-4.3290083152199355,-4.781869012882145,-4.551391544073386,-4.573587212807504,-4.922011056183964,-4.361258529537534,-4.497763467521026,-4.497308501922562,-4.427244299154931,-4.335949993199022,-4.299115709127105
P_GE012_^GSPC_data_L10,1,^GSPC_data,united_states,GE012,train,1978-10-16,1978-10-02,10,,,-4.8877767737103825,-4.70292754803401,-4.643515010868677,-0.0789709761416075,-0.0036798915785329167,0.15245496203441683,-4.3290083152199355,-4.8212602590763245,-4.670315769142605,-4.703018431258781,-4.806096103952309,-4.697797477858313,-4.781869012882145,-4.551391544073386,-4.573587212807504,-4.922011056183964,-4.361258529537534
P_GE013_^GSPC_data_L1,1,^GSPC_data,united_states,GE013,train,1980-01-02,1979-12-31,1,,,-4.952023453387436,-4.902709500921403,-4.673460778194518,0.0075813847825023295,-0.015092159891845508,0.18275631485773294,-4.20145818930291,-4.037115727465406,-4.123906013154774,-4.485964647230273,-4.48767226993123,-4.091398773271795,-4.222232016507121,-4.33598830020464,-4.390781159266939,-4.471939854574726,-4.308322461409163
P_GE013_^GSPC_data_L5,1,^GSPC_data,united_states,GE013,train,1980-01-02,1979-12-24,5,,,-4.939952342917884,-4.6543289389523075,-4.600183619447971,-0.08666217366969803,-0.007230119193038362,0.16456877736555725,-4.20145818930291,-4.919336148493724,-4.882855480078379,-4.8193800797295925,-4.952023453387436,-4.037115727465406,-4.123906013154774,-4.485964647230273,-4.48767226993123,-4.091398773271795,-4.222232016507121
P_GE013_^GSPC_data_L10,1,^GSPC_data,united_states,GE013,train,1980-01-02,1979-12-17,10,,,-4.526337540260161,-4.608956908576383,-4.5500743167548485,0.04725452549892223,-0.008550459465599713,0.1745493716521861,-4.20145818930291,-4.506502443494183,-4.620137535782114,-4.58519289893567,-4.619859473631686,-4.939952342917884,-4.919336148493724,-4.882855480078379,-4.8193800797295925,-4.952023453387436,-4.037115727465406
P_GE014_^GSPTSE_data_L1,1,^GSPTSE_data,canada,GE014,train,1980-02-20,1980-02-19,1,,,-5.218081860697303,-5.170207074745269,-5.2336187885308885,0.12660152846918948,-0.004871301664111416,0.6903268099869048,-4.041792529490084,-4.756618707650313,-4.519617775377169,-5.05441942532634,-5.450873975238476,-4.824670255485221,-4.7404537650186045,-5.434105320793371,-5.4212325676798105,-5.201979594390743,-4.782256016397486
P_GE014_^GSPTSE_data_L5,1,^GSPTSE_data,canada,GE014,train,1980-02-20,1980-02-12,5,,,-6.049468425652958,-5.449423029767542,-5.327979127214745,-0.09762060113201199,-0.01692643178043776,0.6531300223081348,-4.236255344208488,-5.072467356333296,-4.041792529490084,-5.469225201552706,-5.218081860697303,-4.756618707650313,-4.519617775377169,-5.05441942532634,-5.450873975238476,-4.824670255485221,-4.7404537650186045
P_GE014_^GSPTSE_data_L10,1,^GSPTSE_data,canada,GE014,train,1980-02-20,1980-02-05,10,,,-5.307525288033756,-5.25431545313546,-5.233939483046842,-0.23330555197205796,-0.01972341428146256,0.6003148609418725,-4.236255344208488,-5.715504564079022,-5.367516969640449,-4.438829931652587,-5.675795257812691,-6.049468425652958,-5.072467356333296,-4.041792529490084,-5.469225201552706,-5.218081860697303,-4.756618707650313
P_GE015_^GSPC_data_L1,1,^GSPC_data,united_states,GE015,train,1981-05-26,1981-05-22,1,,,-4.587140043560413,-4.551936124250644,-4.50777065221734,0.0034363836687655866,-0.006675145177915097,0.11899683176303782,-4.244686818624488,-4.414103996755324,-4.372465928377442,-4.332069637988927,-4.355947841213948,-4.259577491841413,-4.2502535246836315,-4.422422262564364,-4.472505821012067,-4.356246103141728,-4.525039867782393
P_GE015_^GSPC_data_L5,1,^GSPC_data,united_states,GE015,train,1981-05-26,1981-05-18,5,,,-4.626876549952162,-4.539834730232485,-4.466655868777173,-0.02390618284243908,-0.01305202846270954,0.1382244796967406,-4.244686818624488,-4.500665127728198,-4.499224596188408,-4.5457743038240395,-4.587140043560413,-4.414103996755324,-4.372465928377442,-4.332069637988927,-4.355947841213948,-4.259577491841413,-4.2502535246836315
P_GE015_^GSPC_data_L10,1,^GSPC_data,united_states,GE015,train,1981-05-26,1981-05-11,10,,,-4.244686818624488,-4.536117539223748,-4.442350055989157,0.029906789213378148,-0.006844063540903663,0.1354361304859638,-4.244686818624488,-4.505911544204655,-4.495216292719032,-4.578821154638169,-4.4923481096484075,-4.626876549952162,-4.500665127728198,-4.499224596188408,-4.5457743038240395,-4.587140043560413,-4.414103996755324
P_GE016_^GSPC_data_L1,1,^GSPC_data,united_states,GE016,train,1981-08-24,1981-08-21,1,,,-4.517812253413058,-4.566035186120262,-4.576112158715401,-0.02196039874224276,0.003995817220170074,0.10162913672746898,-4.41359860839195,-4.079909598560955,-4.314384862802638,-4.5594939056475265,-4.451362170635479,-4.523428180032677,-4.138701393457426,-4.474182119408527,-4.613644626547503,-4.111886168178304,-4.467686321672553
P_GE016_^GSPC_data_L5,1,^GSPC_data,united_states,GE016,train,1981-08-24,1981-08-17,5,,,-4.572014665043836,-4.551586094692307,-4.552985378699221,-0.020860620616917618,-0.003110279440283762,0.11486271064985244,-4.258255771760066,-4.41359860839195,-4.585142984676535,-4.741607419075931,-4.517812253413058,-4.079909598560955,-4.314384862802638,-4.5594939056475265,-4.451362170635479,-4.523428180032677,-4.138701393457426
P_GE016_^GSPC_data_L10,1,^GSPC_data,united_states,GE016,train,1981-08-24,1981-08-10,10,,,-4.480946160748724,-4.5427120184438765,-4.538364480444977,-0.0036805199691686695,-0.006698177351581824,0.1262762798121815,-4.258255771760066,-4.470745286948042,-4.511279943587169,-4.686543184317736,-4.517347393564751,-4.572014665043836,-4.41359860839195,-4.585142984676535,-4.741607419075931,-4.517812253413058,-4.079909598560955
P_GE017_^GSPC_data_L1,1,^GSPC_data,united_states,GE017,train,1982-01-05,1982-01-04,1,,,-4.512315030786987,-4.673833070203749,-4.639264737153114,0.06695281119090031,-0.005926160206395594,0.10561905286984732,-4.49059242955462,-4.194514449118508,-4.390664764330609,-4.507894840893769,-4.580821917440857,-3.9306593831671948,-4.4290853469493365,-4.092740835741256,-4.454395936809507,-4.5515388730508475,-4.221950625693656
P_GE017_^GSPC_data_L5,1,^GSPC_data,united_states,GE017,train,1982-01-05,1981-12-28,5,,,-4.829775972320454,-4.724627544505692,-4.603656396656033,-0.0707441642435093,-0.016012051958674934,0.12947950706244093,-4.316710853895617,-4.7373633309662715,-4.586953914820838,-4.702757102124192,-4.512315030786987,-4.194514449118508,-4.390664764330609,-4.507894840893769,-4.580821917440857,-3.9306593831671948,-4.4290853469493365
P_GE017_^GSPC_data_L10,1,^GSPC_data,united_states,GE017,train,1982-01-05,1981-12-18,10,,,-4.49059242955462,-4.596699658021377,-4.537269332275346,0.010058554995788133,-0.01241748870889947,0.11324522378916402,-4.282281573489387,-4.614696219392496,-4.64042120437546,-4.620540985485415,-4.91770334095463,-4.829775972320454,-4.7373633309662715,-4.586953914820838,-4.702757102124192,-4.512315030786987,-4.194514449118508
P_GE018_^GSPTSE_data_L1,1,^GSPTSE_data,canada,GE018,train,1982-10-06,1982-10-05,1,,,-5.635001311418669,-5.4409554702109615,-5.437002434802894,-0.10379364916587838,-0.0074509761304834875,0.3578825541271821,-4.780908781378247,-4.365726683643724,-4.487188814635311,-4.9108391638235025,-4.159527018257458,-4.159932185094038,-4.653032325407822,-5.382960474438236,-4.754818280176875,-4.8985233682068605,-5.253103952810392
P_GE018_^GSPTSE_data_L5,1,^GSPTSE_data,canada,GE018,train,1982-10-06,1982-09-29,5,,,-5.302965437939982,-5.5882053306572015,-5.3134433110426915,0.07362914197244956,-0.03132362261071382,0.41453024265073574,-4.550275835574814,-5.446266607972466,-5.0004126410498175,-5.820131352673874,-5.635001311418669,-4.365726683643724,-4.487188814635311,-4.9108391638235025,-4.159527018257458,-4.159932185094038,-4.653032325407822
P_GE018_^GSPTSE_data_L10,1,^GSPTSE_data,canada,GE018,train,1982-10-06,1982-09-22,10,,,-4.845370032470018,-5.3133774523473125,-5.133091593206897,0.20524970478446503,-0.03314400678294598,0.4516465594140248,-4.145752632202328,-5.6631490771682325,-5.6935072158102376,-5.6038218478253174,-5.677583074542239,-5.302965437939982,-5.446266607972466,-5.0004126410498175,-5.820131352673874,-5.635001311418669,-4.365726683643724
P_GE019_^AORD_data_L1,1,^AORD_data,australia,GE019,train,1987-10-07,1987-10-06,1,,,-5.868244323395428,-5.693312667413012,-5.400194336636263,0.12995523273582255,-0.016081558275062104,0.6068807046264285,-4.082501102241983,-4.62152790179162,-5.974452400842725,-6.076188785778756,-4.775538405370348,-4.318616360342477,-5.091616096133537,-4.5601743736580085,-6.004814030471776,-3.7538843323363267,-1.7802813708070877
P_GE019_^AORD_data_L5,1,^AORD_data,australia,GE019,train,1987-10-07,1987-09-25,5,,,-6.253643993287945,-5.7030815764828,-5.398781689914155,-0.12092301936075098,0.003568879099201564,0.6538766141748319,-4.082501102241983,-5.600697447937808,-5.672033112079262,-5.071944460364616,-5.868244323395428,-4.62152790179162,-5.974452400842725,-6.076188785778756,-4.775538405370348,-4.318616360342477,-5.091616096133537
P_GE019_^AORD_data_L10,1,^AORD_data,australia,GE019,train,1987-10-07,1987-09-18,10,,,-5.1528655040472575,-4.708052697981908,-5.375971502698357,-0.2405404963288441,0.0509587244703656,0.6796051248059544,-4.082501102241983,-5.8648165936433925,-5.515565468614191,-4.934240963935879,-5.947140862932592,-6.253643993287945,-5.600697447937808,-5.672033112079262,-5.071944460364616,-5.868244323395428,-4.62152790179162
P_GE019_^GSPC_data_L1,1,^GSPC_data,united_states,GE019,train,1987-10-06,1987-10-05,1,,,-5.392591788436029,-5.194424380566227,-4.929572439717438,-0.14997951583385616,-0.03048409295467672,0.5003975729711058,-3.8781062964776134,-4.102241759169032,-4.986913304525906,-4.273963600996818,-4.8524510115924855,-4.782003346433113,-4.615693100805104,-3.96901075351351,-4.250600709880386,-3.3237587083179827,-1.9837417474029753
P_GE019_^GSPC_data_L5,1,^GSPC_data,united_states,GE019,train,1987-10-06,1987-09-29,5,,,-4.813347862922881,-5.067735191037375,-4.747486331519864,0.1513636288479368,-0.03115200235902112,0.47022263046587115,-3.8781062964776134,-5.419513608650186,-4.5858477268595985,-5.760820915962443,-5.392591788436029,-4.102241759169032,-4.986913304525906,-4.273963600996818,-4.8524510115924855,-4.782003346433113,-4.615693100805104
P_GE019_^GSPC_data_L10,1,^GSPC_data,united_states,GE019,train,1987-10-06,1987-09-22,10,,,-3.8781062964776134,-4.720504729615648,-4.737709998190773,0.2663364285853445,0.012052357212760148,0.4489020588920749,-3.8781062964776134,-5.282743521171474,-5.218707447874082,-5.38001464732654,-4.643862475891897,-4.813347862922881,-5.419513608650186,-4.5858477268595985,-5.760820915962443,-5.392591788436029,-4.102241759169032
P_GE020_^GSPTSE_data_L1,1,^GSPTSE_data,canada,GE020,train,1987-10-16,1987-10-15,1,,,-5.24540114430564,-5.187312015444644,-5.639044416196602,-0.036859130242840425,0.045132564774127366,0.4830686368833915,-4.717513787237479,-4.3941763374672105,-2.839544927459576,-3.0909906303795465,-3.6528852469157034,-3.7693036206285884,-4.6100967736303815,-3.6507433158589566,-4.25009798676999,-4.2784607511597335,-4.585403037274717
P_GE020_^GSPTSE_data_L5,1,^GSPTSE_data,canada,GE020,train,1987-10-16,1987-10-08,5,,,-4.927363267763209,-5.462658869928071,-5.782195130715877,0.31884895596631724,0.032482519359604986,0.4586480964478,-4.717513787237479,-5.448058228999129,-5.135163657812579,-5.180573778342667,-5.24540114430564,-4.3941763374672105,-2.839544927459576,-3.0909906303795465,-3.6528852469157034,-3.7693036206285884,-4.6100967736303815
P_GE020_^GSPTSE_data_L10,1,^GSPTSE_data,canada,GE020,train,1987-10-16,1987-10-01,10,,,-6.029665955372709,-5.949276619980433,-5.866000692635135,-0.01888593516839278,-0.003890449958487798,0.4547992294923874,-4.599999672624908,-6.370397945079358,-5.800219777295594,-4.717513787237479,-5.4977995722647135,-4.927363267763209,-5.448058228999129,-5.135163657812579,-5.180573778342667,-5.24540114430564,-4.3941763374672105
P_GE020_^FTSE_data_L1,1,^FTSE_data,united_kingdom,GE020,train,1987-10-19,1987-10-16,1,,,-10.55301157472124,-6.329558245525876,-5.812379750901143,-1.0215780358651902,-0.05206269683761387,1.2319992450219144,-4.472741235615986,-3.041161483536011,-2.5728085796468854,-3.6306413695417667,-2.6832728295538133,-3.6774520072385584,-3.9150558253857417,-3.893012948191483,-3.4801472546397636,-4.453589776035631,-4.318708585761282
