episode_id,branch_idx,branch_date,event_day,event_type,resolved_within_followup,upper_barrier,lower_barrier
38,4246,2004-05-06,34,recovery,True,0.04119301550277697,-0.05242747427626159
39,4303,2004-07-29,7,relapse,True,0.04383664395529814,-0.05579209230674308
40,4495,2005-05-03,14,recovery,True,0.04811896969636946,-0.06124232506810657
41,4611,2005-10-17,13,recovery,True,0.038475766328457985,-0.04896915714531016
42,4783,2006-06-23,6,recovery,True,0.05875080768076312,-0.07477375523006215
43,4806,2006-07-27,33,recovery,True,0.06214381950610671,-0.07909213391686307
44,4963,2007-03-14,18,recovery,True,0.048862840959616426,-0.06218907031223908
45,5061,2007-08-02,41,recovery,True,0.04300060687296436,-0.05472804511104553
46,5084,2007-09-05,22,recovery,True,0.05804597339665559,-0.07387669341392529
47,5134,2007-11-14,36,relapse,True,0.06198113583517401,-0.07888508197203964
48,5160,2007-12-21,10,relapse,True,0.06414727710251021,-0.08164198903955844
49,5182,2008-01-25,5,recovery,True,0.058126782591122896,-0.07397954147961094
50,5202,2008-02-25,10,relapse,True,0.05834440650933963,-0.07425651737552315
51,5279,2008-06-13,11,relapse,True,0.04583405250567017,-0.05833424864358021
52,5301,2008-07-16,17,recovery,True,0.06344576011361693,-0.08074914923551245
53,5370,2008-10-22,21,relapse,True,0.1773924721506117,-0.22577223728259668
54,5395,2008-11-26,64,relapse,True,0.1775779262836594,-0.2260082698155665
55,5435,2009-01-27,22,relapse,True,0.1098923748177365,-0.13986302249530097
56,5469,2009-03-17,13,recovery,True,0.12572869885242535,-0.1600183439939959
57,5515,2009-05-21,7,recovery,True,0.08566142638324524,-0.10902363357867574
58,5550,2009-07-13,5,recovery,True,0.06535676837080087,-0.08318134156283746
59,5633,2009-11-06,30,recovery,True,0.061447091541234435,-0.07820538923429836
60,5698,2010-02-11,11,recovery,True,0.04942883235650862,-0.06290942299919278
61,5763,2010-05-17,14,relapse,True,0.08342323119552647,-0.10617502152157914
62,5798,2010-07-07,13,recovery,True,0.06552654485158568,-0.08339742072019996
63,5828,2010-08-18,22,recovery,True,0.06296740075793908,-0.080140328237377
64,6040,2011-06-21,11,recovery,True,0.05023618053479927,-0.06393695704428998
65,6079,2011-08-16,111,recovery,True,0.12647430629779194,-0.16096729892446246
66,6117,2011-10-10,13,recovery,True,0.10715589697863503,-0.13638023251826276
67,6156,2011-12-05,40,recovery,True,0.08783846276300887,-0.11179440715292036
68,6251,2012-04-23,28,relapse,True,0.04474202479421526,-0.0569443951926376
69,6284,2012-06-08,17,recovery,True,0.05093116863770418,-0.06482148735707804
70,6876,2014-10-16,8,recovery,True,0.04578589603228008,-0.05827295858653827
71,7095,2015-08-31,89,relapse,True,0.051491995725032706,-0.06553526728640525
72,7119,2015-10-05,24,recovery,True,0.0470739170212403,-0.0599122580270331
73,7194,2016-01-22,28,recovery,True,0.05206399720504729,-0.06626326917006017
74,7713,2018-02-13,15,recovery,True,0.046545358638003666,-0.059239547357459205
75,7894,2018-10-31,31,relapse,True,0.05578135612708531,-0.07099445325265402
76,7936,2019-01-03,3,recovery,True,0.06692280417037967,-0.08517447803502866
77,8043,2019-06-07,36,recovery,True,0.04533261146761977,-0.05769605095878879
78,8088,2019-08-12,21,recovery,True,0.04299185884425706,-0.05471691125632716
79,8243,2020-03-24,25,recovery,True,0.2365345361147439,-0.30104395505512854
80,8275,2020-05-08,19,recovery,True,0.09615126170938196,-0.12237433308466793
81,8303,2020-06-18,35,recovery,True,0.09396034459010916,-0.11958589311468437
82,8534,2021-05-19,12,recovery,True,0.04895511665807678,-0.06230651211027952
83,8581,2021-07-27,27,recovery,True,0.047225582804334726,-0.060105287205516916
84,8676,2021-12-09,28,relapse,True,0.057202489440944575,-0.072803168379384
85,8699,2022-01-12,5,relapse,True,0.048964331349700366,-0.06231823989961864
86,8733,2022-03-03,40,relapse,True,0.06058236311995908,-0.07710482578903881
87,8762,2022-04-13,8,relapse,True,0.047769920341074225,-0.06079808043409445
88,8784,2022-05-16,57,recovery,True,0.0787990195513653,-0.10028966124719219
89,8811,2022-06-24,27,recovery,True,0.07991662054445707,-0.10171206251112717
90,8863,2022-09-08,10,relapse,True,0.05099919332915421,-0.06490806423710535
91,8883,2022-10-06,26,recovery,True,0.07106122732138538,-0.09044156204539958
92,8930,2022-12-13,10,relapse,True,0.047011849883244985,-0.05983326348776634
93,8996,2023-03-21,54,recovery,True,0.05338861092913911,-0.06794914118254067
94,9154,2023-11-03,19,recovery,True,0.051018018274492635,-0.06493202325844516
95,9346,2024-08-12,9,recovery,True,0.06831100915178737,-0.08694128437500209
96,9446,2025-01-03,38,relapse,True,0.0461427004890137,-0.05872707334965379
97,9494,2025-03-17,13,relapse,True,0.051093772011632996,-0.06502843710571471
98,9517,2025-04-17,16,recovery,True,0.10697152213231106,-0.13614557362294133
