index,market_group,onset_date,effective_start,threshold,train_days,history_start,history_end,pre_onset_level,onset_level,jump_logvol,peak60,peak_gain60,persist60,recovery_days,episode_id,representative_rank
^N225_data,japan,1990-03-19,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.803141143554128,-3.5533489239119382,1.2497922196421896,-3.1944576854256543,1.6086834581284735,21,7.0,GE021,0
^FCHI_data,france,1990-08-02,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-5.525382312551429,-3.9311648287290946,1.5942174838223342,-3.358537538601489,2.16684477394994,26,5.0,GE022,0
^N225_data,japan,1990-07-27,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.723525013735297,-3.976493265010436,0.747031748724861,-2.594573494709847,2.12895151902545,52,1.0,GE022,0
^GSPC_data,united_states,1990-09-27,1962-01-01,-4.466075467613806,13556,1962-01-02,2024-06-24,-4.577942653048111,-4.099846913639776,0.47809573940833516,-3.907399139951456,0.6705435130966548,15,3.0,GE023,0
^FCHI_data,france,1990-12-19,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.59147646761409,-4.17308479536046,0.4183916722536294,-3.9431457182294265,0.6483307493846633,16,5.0,GE024,0
^N225_data,japan,1992-03-19,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.437433719276794,-4.235904124935286,0.2015295943415083,-3.150764829550312,1.286668889726482,32,1.0,GE025,0
^N225_data,japan,1992-07-17,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-5.058615824619836,-4.1933573703783615,0.8652584542414745,-3.307047399470211,1.751568425149625,41,2.0,GE026,0
^FTSE_data,united_kingdom,1992-09-03,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-4.793455266207079,-4.324302803655343,0.4691524625517367,-3.797327058823189,0.9961282073838902,13,2.0,GE027,0
^FCHI_data,france,1992-09-21,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.4943514186365086,-4.140195729577688,0.3541556890588202,-3.384532601549308,1.1098188170872008,20,3.0,GE028,0
^N225_data,japan,1993-11-04,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-5.051953229844535,-4.191111028948848,0.8608422008956866,-3.116872514597995,1.9350807152465395,35,2.0,GE029,0
^STI_data,singapore,1993-12-27,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.736798865275943,-4.218944080089442,0.5178547851865005,-3.2474462178443364,1.4893526474316063,26,1.0,GE030,0
^BVSP_data,brazil,1994-10-04,1993-01-01,-3.8580608761492603,5609,1993-04-27,2024-06-24,-4.081787698753091,-3.6678327536431987,0.4139549451098925,-2.9683766767869013,1.11341102196619,40,4.0,GE031,0
^KLSE_data,malaysia,1994-12-01,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-5.030084868956424,-4.174699314869859,0.8553855540865651,-3.659298534358523,1.3707863345979008,32,1.0,GE032,0
^MXX_data,mexico,1994-12-13,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.621956445896133,-3.851738241584897,0.7702182043112362,-2.6320787103314833,1.98987773556465,42,1.0,GE033,0
^MXX_data,mexico,1995-04-03,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.37456474610105,-3.833461776246976,0.5411029698540739,-3.511686598502785,0.8628781475982645,20,3.0,GE034,0
