index,market_group,onset_date,effective_start,threshold,train_days,history_start,history_end,pre_onset_level,onset_level,jump_logvol,peak60,peak_gain60,persist60,recovery_days,episode_id,representative_rank
^MXX_data,mexico,1995-09-25,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.34567220422225,-4.188921171652145,0.1567510325701056,-3.404096199072259,0.9415760051499911,26,4.0,GE035,0
^N225_data,japan,1996-12-24,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.811509271932387,-4.09652469349278,0.7149845784396067,-3.2523216596823987,1.5591876122499881,28,1.0,GE036,0
^KLSE_data,malaysia,1997-03-31,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-5.525413668666383,-4.464730206742946,1.0606834619234373,-3.5927237039812554,1.9326899646851277,28,2.0,GE037,0
^JKSE_data,indonesia,1997-08-06,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-4.921499785202047,-4.16137450579395,0.760125279408097,-2.864562634170759,2.0569371510312884,34,2.0,GE038,0
^KLSE_data,malaysia,1997-08-04,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-4.763651919184684,-4.158614234750836,0.6050376844338485,-2.631792472120918,2.1318594470637664,47,4.0,GE038,0
^GDAXI_data,germany,1997-08-13,1994-01-01,-4.240767995165668,5570,1994-01-03,2024-06-24,-5.280530439246322,-4.025933702257004,1.2545967369893178,-2.777095251780018,2.503435187466304,26,4.0,GE039,0
^HSI_data,hong_kong,1997-08-15,1990-01-01,-4.394032329220108,6426,1990-01-02,2024-06-24,-4.902131635505937,-3.892804490305774,1.0093271452001624,-2.4959244125255773,2.4062072229803593,42,2.0,GE039,0
^STI_data,singapore,1997-10-10,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.9813572648346796,-4.370796738132771,0.6105605267019083,-2.9881389683287085,1.993218296505971,31,1.0,GE040,0
^KS11_data,south_korea,1997-10-08,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.416165671887235,-4.069454363917248,0.3467113079699873,-3.1075300045280234,1.3086356673592117,54,1.0,GE040,0
^MERV_data,argentina,1997-10-23,1996-01-01,-3.9763398936998335,4716,1996-10-08,2024-06-24,-4.893712371634024,-3.4867765366931773,1.4069358349408465,-2.4939675993013113,2.3997447723327126,26,8.0,GE041,0
^AORD_data,australia,1997-10-22,1984-01-01,-4.88487875713249,7917,1984-08-03,2024-06-24,-5.44211153538783,-4.843537775248098,0.5985737601397316,-2.6809596437838144,2.7611518916040154,36,10.0,GE041,0
^BFX_data,belgium,1997-10-22,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.3467519679322955,-4.4932438359601425,0.8535081319721529,-3.0629343504431468,2.2838176174891487,17,8.0,GE041,0
^BVSP_data,brazil,1997-10-23,1993-01-01,-3.8580608761492603,5609,1993-04-27,2024-06-24,-4.762011505212667,-2.9570239128514904,1.8049875923611762,-2.057667219623466,2.7043442855892006,37,23.0,GE041,0
^FCHI_data,france,1997-10-23,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.4031681584481595,-3.8880480470501118,0.5151201113980477,-3.1710775415571524,1.232090616891007,14,8.0,GE041,0
^MXX_data,mexico,1997-10-23,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.585764070884636,-3.304109133860106,1.28165493702453,-2.0674958842484923,2.518268186636144,27,8.0,GE041,0
^TWII_data,taiwan,1997-10-16,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.622549051653548,-4.044975552129044,0.5775734995245045,-3.4182174721400655,1.2043315795134828,29,7.0,GE041,0
^FTSE_data,united_kingdom,1997-10-20,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-5.700735289971878,-4.291064911875023,1.4096703780968554,-2.818779301241734,2.8819559887301445,24,1.0,GE041,0
^DJI_data,united_states,1997-10-16,1992-01-01,-4.561235385362544,6047,1992-01-02,2024-06-24,-5.449652047034262,-4.120699225906248,1.3289528211280146,-3.098359712658993,2.351292334375269,22,2.0,GE041,2
^BSESN_data,india,1997-11-19,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.309795073905787,-4.198515341612677,0.11127973229310939,-3.880623263885321,0.42917181002046556,19,5.0,GE042,0
^KLSE_data,malaysia,1998-04-01,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-4.972678736167327,-4.1708530165852515,0.8018257195820757,-3.5692880602674553,1.403390675899872,51,3.0,GE043,0
^HSI_data,hong_kong,1998-04-27,1990-01-01,-4.394032329220108,6426,1990-01-02,2024-06-24,-4.824804495985489,-4.239202517736039,0.5856019782494508,-3.4207152210784963,1.404089274906993,44,4.0,GE044,0
^BSESN_data,india,1998-05-29,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.301308547350493,-3.6525657471498825,0.6487428002006101,-3.1697794232941074,1.1315291240563852,36,4.0,GE045,0
^BVSP_data,brazil,1998-07-24,1993-01-01,-3.8580608761492603,5609,1993-04-27,2024-06-24,-4.167105223523542,-3.8349794216961417,0.3321258018274005,-2.0738743424098978,2.0932308811136444,49,1.0,GE046,0
^GSPTSE_data,canada,1998-07-23,1979-01-01,-4.90810151296278,9153,1979-06-29,2024-06-24,-5.422157551340496,-4.753524525803462,0.6686330255370345,-3.4088983800988064,2.01325917124169,43,2.0,GE046,0
^MXX_data,mexico,1998-07-28,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.643656489885615,-3.7255507318058627,0.918105758079752,-2.568591345609998,2.0750651442756167,53,2.0,GE046,0
^IXIC_data,united_states,1998-07-21,1985-01-01,-4.4662738030905,7814,1985-01-02,2024-06-24,-5.34098626634543,-4.189027126819713,1.151959139525717,-2.8195235837553563,2.521462682590074,41,1.0,GE046,3
^MERV_data,argentina,1998-08-07,1996-01-01,-3.9763398936998335,4716,1996-10-08,2024-06-24,-4.496117841502252,-3.649492067496391,0.8466257740058607,-2.472667495277138,2.023450346225114,47,4.0,GE047,0
^FCHI_data,france,1998-08-11,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.46882538304193,-4.066199940589692,0.40262544245223886,-3.272910485749654,1.1959148972922766,41,1.0,GE047,0
^GDAXI_data,germany,1998-08-10,1994-01-01,-4.240767995165668,5570,1994-01-03,2024-06-24,-4.896754329964905,-4.106806439185286,0.7899478907796187,-2.8861631989032355,2.0105911310616693,48,2.0,GE047,0
^JKSE_data,indonesia,1998-08-04,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-4.396429082183385,-3.7962883204587303,0.6001407617246546,-2.8110440938483863,1.5853849883349986,47,4.0,GE047,0
^STI_data,singapore,1998-08-06,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.847152106203646,-4.559956428190375,0.28719567801327095,-2.988102102686939,1.8590500035167072,48,3.0,GE047,0
^FTSE_data,united_kingdom,1998-08-04,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-4.789599008637032,-4.525142143602393,0.2644568650346395,-3.5042418685470333,1.285357140089999,46,6.0,GE047,0
^N225_data,japan,1998-08-27,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.615547797896019,-4.06761685776395,0.5479309401320691,-3.3042523569655073,1.3112954409305115,48,5.0,GE048,0
^TWII_data,taiwan,1998-08-24,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.987684988755926,-4.193344861414449,0.794340127341477,-3.8439039156332937,1.143781073122632,16,1.0,GE048,0
^RUT_data,united_states,1998-08-26,1987-01-01,-4.493549183362031,7137,1987-09-10,2024-06-24,-4.504713612660945,-4.119175209643048,0.38553840301789677,-3.2466354250462452,1.2580781876146996,28,7.0,GE048,4
^KS11_data,south_korea,1998-10-08,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.440947125766761,-3.499346083713197,0.9416010420535641,-2.763111954539829,1.6778351712269322,42,4.0,GE049,0
^AORD_data,australia,1998-12-31,1984-01-01,-4.88487875713249,7917,1984-08-03,2024-06-24,-5.617560315230178,-4.485679467730147,1.1318808475000308,-4.485679467730147,1.1318808475000308,15,7.0,GE050,0
^HSI_data,hong_kong,1999-01-04,1990-01-01,-4.394032329220108,6426,1990-01-02,2024-06-24,-5.501940806967572,-4.3262885993661095,1.1756522076014626,-3.799826204575506,1.7021146023920664,29,1.0,GE050,0
^JKSE_data,indonesia,1999-01-05,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-5.011842901659998,-3.7511919214556464,1.2606509802043515,-3.1709244523288627,1.8409184493311352,18,4.0,GE050,0
^MXX_data,mexico,1999-01-04,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-5.009398954590893,-3.9245893463424535,1.084809608248439,-3.0396061775175256,1.969792777073367,25,2.0,GE050,0
^STI_data,singapore,1999-01-06,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.8563097487101805,-3.474338439432853,1.3819713092773274,-3.1436743777171237,1.7126353709930568,34,9.0,GE050,0
^FTSE_data,united_kingdom,1998-12-30,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-4.6246403681976505,-4.276720744837555,0.3479196233600952,-3.715561087642607,0.9090792805550434,33,5.0,GE050,0
^IXIC_data,united_states,1999-01-05,1985-01-01,-4.4662738030905,7814,1985-01-02,2024-06-24,-4.501134216645535,-4.406356909422131,0.09477730722340372,-3.2464789695388063,1.2546552471067285,42,1.0,GE050,3
^MERV_data,argentina,1999-01-08,1996-01-01,-3.9763398936998335,4716,1996-10-08,2024-06-24,-4.182938917309245,-3.467234562157807,0.7157043551514377,-2.753184583193405,1.4297543341158394,14,8.0,GE051,0
^BSESN_data,india,1999-01-07,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.4579051087129535,-4.201085730640575,0.25681937807237887,-3.6854691000704136,0.7724360086425399,28,1.0,GE051,0
^N225_data,japan,1999-03-02,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.570595305721846,-4.111604278717003,0.45899102700484296,-3.636358191135908,0.934237114585938,22,1.0,GE052,0
^HSI_data,hong_kong,1999-04-16,1990-01-01,-4.394032329220108,6426,1990-01-02,2024-06-24,-4.645511672575716,-3.880603132019626,0.7649085405560898,-3.6232292951038128,1.0222823774719032,25,3.0,GE053,0
^JKSE_data,indonesia,1999-04-09,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-5.0982974047597915,-3.4727862374191782,1.6255111673406133,-2.5189483583257353,2.5793490464340563,42,1.0,GE053,0
000001.SS_data,china_mainland,1999-05-14,1997-01-01,-4.183576157982243,4478,1997-07-02,2024-06-24,-4.806162650471546,-4.175029942544265,0.6311327079272804,-2.959846952243996,1.8463156982275497,32,1.0,GE054,0
^TWII_data,taiwan,1999-07-13,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.641137749568256,-4.029979384465265,0.611158365102991,-3.0276646202045727,1.6134731293636833,24,7.0,GE055,0
^JKSE_data,indonesia,1999-07-23,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-5.205682408748862,-3.9333476339457283,1.2723347748031335,-3.211715714122589,1.9939666946262729,31,8.0,GE056,0
^MXX_data,mexico,1999-07-23,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.5519298932348,-3.650131487221996,0.9017984060128041,-3.601294381567537,0.9506355116672633,25,3.0,GE056,0
^KS11_data,south_korea,1999-09-27,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.3594071043768405,-3.7018871236678472,0.6575199807089933,-3.284307445481887,1.0750996588949535,37,9.0,GE057,0
^BFX_data,belgium,1999-10-15,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.150355089970439,-3.83398489212611,1.3163701978443294,-3.766302278147317,1.3840528118231221,28,5.0,GE058,0
^HSI_data,hong_kong,1999-11-11,1990-01-01,-4.394032329220108,6426,1990-01-02,2024-06-24,-4.4457668348737345,-4.353578412746239,0.09218842212749578,-3.053443035139867,1.3923237997338673,35,3.0,GE059,0
^BSESN_data,india,1999-12-24,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.2711148477063166,-4.090102107393722,0.1810127403125943,-2.893852762432115,1.3772620852742015,37,1.0,GE060,0
^TA125.TA_data,israel,1999-12-30,1995-01-01,-4.59170608332499,4148,1995-01-02,2024-06-24,-5.08186855905333,-4.291886032177044,0.7899825268762859,-3.6342235199755706,1.4476450390777593,41,4.0,GE060,0
^KLSE_data,malaysia,1999-12-29,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-4.712657119032307,-4.599031812640451,0.11362530639185575,-3.7011880950892824,1.0114690239430244,35,1.0,GE060,0
^GSPTSE_data,canada,2000-01-04,1979-01-01,-4.90810151296278,9153,1979-06-29,2024-06-24,-6.001617144315037,-4.526378385126106,1.4752387591889304,-3.870869223492712,2.130747920822325,43,4.0,GE061,0
^STI_data,singapore,2000-01-03,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-5.2849515193464525,-3.9605115332119145,1.324439986134538,-3.5829910337539417,1.7019604855925108,36,5.0,GE061,0
^JKSE_data,indonesia,2000-01-17,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-4.704688397320219,-4.296090157479153,0.4085982398410666,-3.492720233823931,1.2119681634962882,25,4.0,GE062,0
^FCHI_data,france,2000-02-02,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.585885982958899,-4.214572614276189,0.3713133686827108,-3.3938723518162774,1.192013631142622,32,2.0,GE063,0
000001.SS_data,china_mainland,2000-02-14,1997-01-01,-4.183576157982243,4478,1997-07-02,2024-06-24,-4.596033090065796,-3.4485991143419157,1.1474339757238803,-2.898554219739297,1.6974788703264991,17,8.0,GE064,0
^RUT_data,united_states,2000-02-17,1987-01-01,-4.493549183362031,7137,1987-09-10,2024-06-24,-4.565621857074211,-4.3994013640592,0.16622049301501107,-2.681255749123436,1.884366107950775,50,3.0,GE064,4
^BVSP_data,brazil,2000-04-03,1993-01-01,-3.8580608761492603,5609,1993-04-27,2024-06-24,-4.328126216963029,-3.7981251252696504,0.5300010916933786,-3.0252856431477513,1.3028405738152777,22,3.0,GE065,0
^N225_data,japan,2000-04-17,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.825252664212275,-2.9257166661056564,1.8995359981066189,-2.9257166661056564,1.8995359981066189,21,8.0,GE066,0
^JKSE_data,indonesia,2000-05-09,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-4.683508265455737,-4.253718176783505,0.4297900886722319,-3.331770405780068,1.3517378596756693,21,1.0,GE067,0
^KLSE_data,malaysia,2000-05-11,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-4.853785459598626,-4.509762223366732,0.34402323623189446,-3.5136555318244698,1.3401299277741563,35,2.0,GE067,0
^STI_data,singapore,2000-05-11,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.597699125527112,-4.381350604409004,0.21634852111810776,-3.8275482363102067,0.7701508892169051,23,1.0,GE067,0
^TWII_data,taiwan,2000-06-27,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.444120643001732,-4.390626351284007,0.05349429171772435,-3.41354373007691,1.030576912924822,32,7.0,GE068,0
^GSPTSE_data,canada,2000-09-06,1979-01-01,-4.90810151296278,9153,1979-06-29,2024-06-24,-5.4964598005355665,-4.630217282858831,0.8662425176767359,-3.9389615778366074,1.557498222698959,43,7.0,GE069,0
^IXIC_data,united_states,2000-08-31,1985-01-01,-4.4662738030905,7814,1985-01-02,2024-06-24,-4.910979172006142,-4.4439466252505575,0.4670325467555845,-3.005825049729502,1.90515412227664,56,1.0,GE069,3
^BSESN_data,india,2000-09-15,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.352631232310392,-3.9606052040107027,0.39202602829968924,-3.3443270070398334,1.0083042252705585,20,4.0,GE070,0
^KS11_data,south_korea,2000-09-14,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.2184698420339615,-3.6012959796144255,0.617173862419536,-3.1167037191507516,1.1017661228832099,40,4.0,GE070,0
^RUT_data,united_states,2000-09-28,1987-01-01,-4.493549183362031,7137,1987-09-10,2024-06-24,-4.807332396122155,-3.954089031364154,0.8532433647580011,-3.600218896934873,1.2071134991872823,36,1.0,GE071,4
^TA125.TA_data,israel,2000-10-10,1995-01-01,-4.59170608332499,4148,1995-01-02,2024-06-24,-5.331443477846701,-3.1864465815469805,2.1449968962997206,-3.0137467766017108,2.3176967012449903,29,5.0,GE072,0
^STI_data,singapore,2000-10-06,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-4.93820006040763,-4.552592093087475,0.3856079673201549,-3.8465723463150865,1.0916277140925437,19,6.0,GE072,0
^GSPC_data,united_states,2000-10-06,1962-01-01,-4.466075467613806,13556,1962-01-02,2024-06-24,-5.26560890122914,-3.934496295861173,1.3311126053679665,-3.774543708253071,1.4910651929760688,31,1.0,GE072,0
^KLSE_data,malaysia,2000-12-12,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-5.081884905838457,-4.5162535481929655,0.5656313576454917,-3.6066038313304385,1.4752810745080187,21,1.0,GE073,0
^TWII_data,taiwan,2000-12-18,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.943247912929749,-4.384274412599029,0.5589735003307199,-3.4008222584717833,1.5424256544579658,36,1.0,GE073,0
^BSESN_data,india,2001-02-16,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.434090384262378,-3.9119621866224428,0.522128197639935,-2.8687196772717884,1.5653707069905893,34,1.0,GE074,0
^GSPC_data,united_states,2001-02-16,1962-01-01,-4.466075467613806,13556,1962-01-02,2024-06-24,-4.965576628238162,-4.178087058967557,0.7874895692706056,-3.5673087432459294,1.398267884992233,38,6.0,GE074,0
^N225_data,japan,2001-03-01,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.430066087349619,-4.2028606702920674,0.2272054170575517,-3.0402878819935837,1.3897782053560355,36,5.0,GE075,0
^BFX_data,belgium,2001-03-14,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.223140597278544,-3.4705350583643084,1.7526055389142354,-3.4705350583643084,1.7526055389142354,18,4.0,GE076,0
^GSPTSE_data,canada,2001-03-13,1979-01-01,-4.90810151296278,9153,1979-06-29,2024-06-24,-5.248512261415482,-4.811482451120347,0.4370298102951349,-4.111459582544214,1.1370526788712683,22,2.0,GE076,0
^GDAXI_data,germany,2001-03-12,1994-01-01,-4.240767995165668,5570,1994-01-03,2024-06-24,-4.985683604333583,-4.160523682534846,0.8251599217987371,-3.290145420280146,1.695538184053437,23,1.0,GE076,0
^JKSE_data,indonesia,2001-03-09,1996-01-01,-4.337102417114168,4882,1996-01-02,2024-06-24,-4.748471097494182,-3.8320846490785834,0.9163864484155986,-3.4758011361190597,1.2726699613751222,21,3.0,GE076,0
^TA125.TA_data,israel,2001-03-12,1995-01-01,-4.59170608332499,4148,1995-01-02,2024-06-24,-4.891991874396519,-4.570300151912279,0.32169172248423994,-3.496394696001542,1.3955971783949765,24,4.0,GE076,0
^STI_data,singapore,2001-03-12,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-5.328661410691202,-4.439564702183107,0.8890967085080952,-3.5191322874713715,1.8095291232198307,24,4.0,GE076,0
^FTSE_data,united_kingdom,2001-03-12,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-4.655548330650692,-4.309156184520789,0.34639214612990354,-3.5392769251790077,1.1162714054716845,29,5.0,GE076,0
^XAX_data,united_states,2001-03-12,1995-01-01,-4.6872133610710325,5038,1995-12-27,2024-06-24,-5.537153229088449,-4.169902602847175,1.3672506262412734,-3.738917699626555,1.7982355294618935,22,3.0,GE076,5
^FCHI_data,france,2001-03-19,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.386724708558928,-4.138769149320076,0.24795555923885182,-3.660182680413581,0.7265420281453472,20,1.0,GE077,0
^KLSE_data,malaysia,2001-03-20,1993-01-01,-4.656571353749344,5437,1993-12-03,2024-06-24,-4.49326538399003,-4.615707600208592,-0.12244221621856166,-3.434059598686698,1.059205785303332,31,3.0,GE077,0
^MERV_data,argentina,2001-07-03,1996-01-01,-3.9763398936998335,4716,1996-10-08,2024-06-24,-4.668879401036685,-3.465605838551033,1.203273562485652,-2.5118899948900144,2.156989406146671,36,1.0,GE078,0
^TWII_data,taiwan,2001-07-06,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.656332961402296,-4.338988316146592,0.31734464525570427,-3.3101273635045745,1.3462055978977219,32,1.0,GE078,0
^FCHI_data,france,2001-08-22,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.906997173540032,-4.187265834179665,0.7197313393603668,-3.026134871748245,1.8808623017917867,46,1.0,GE079,0
^GDAXI_data,germany,2001-08-17,1994-01-01,-4.240767995165668,5570,1994-01-03,2024-06-24,-4.312691155059732,-3.5959594631983327,0.7167316918613995,-2.421861681108287,1.8908294739514453,51,2.0,GE079,0
^BFX_data,belgium,2001-09-06,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.455320843383667,-4.462174204571215,0.9931466388124521,-3.1732291779770865,2.282091665406581,30,5.0,GE080,0
^N225_data,japan,2001-09-03,1989-01-01,-4.395430311287022,6639,1989-01-04,2024-06-24,-4.6210660256040805,-3.921221990646514,0.6998440349575663,-3.4161693601914958,1.2048966654125848,31,4.0,GE080,0
^FTSE_data,united_kingdom,2001-08-30,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-4.778718697849401,-4.466355288286099,0.3123634095633019,-3.065968392648036,1.7127503052013648,47,1.0,GE080,0
^RUT_data,united_states,2001-09-06,1987-01-01,-4.493549183362031,7137,1987-09-10,2024-06-24,-4.546829650700625,-4.342204022546191,0.20462562815443341,-3.413345780682249,1.1334838700183756,26,2.0,GE080,4
^AORD_data,australia,2001-09-07,1984-01-01,-4.88487875713249,7917,1984-08-03,2024-06-24,-5.198092926226938,-4.834386467232993,0.3637064589939447,-3.4451711741882654,1.7529217520386724,23,1.0,GE081,0
^BSESN_data,india,2001-09-12,1997-01-01,-4.232101622758279,4560,1997-07-01,2024-06-24,-4.5241575898878175,-3.9959020004758226,0.5282555894119949,-3.0963152937861977,1.4278422961016197,16,5.0,GE081,0
^STI_data,singapore,2001-09-12,1993-01-01,-4.571539233579921,5751,1993-01-04,2024-06-24,-5.220529432990305,-3.6876457709175394,1.5328836620727655,-3.133628107267743,2.086901325722562,30,6.0,GE081,0
000001.SS_data,china_mainland,2001-10-08,1997-01-01,-4.183576157982243,4478,1997-07-02,2024-06-24,-4.867764725487723,-4.049219763489817,0.8185449619979064,-3.2938123859493227,1.5739523395384007,14,1.0,GE082,0
^TWII_data,taiwan,2001-11-05,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.786307235608683,-4.249432414690407,0.5368748209182757,-3.4108391228374564,1.3754681127712263,45,1.0,GE083,0
^KS11_data,south_korea,2001-11-19,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.647390808409031,-3.982655823340544,0.6647349850684869,-3.4428148742220706,1.2045759341869604,27,2.0,GE084,0
^IXIC_data,united_states,2001-12-31,1985-01-01,-4.4662738030905,7814,1985-01-02,2024-06-24,-5.093970302305099,-4.437890876587997,0.6560794257171016,-3.745575703264031,1.3483945990410677,38,5.0,GE085,3
000001.SS_data,china_mainland,2002-01-10,1997-01-01,-4.183576157982243,4478,1997-07-02,2024-06-24,-4.528578515067516,-3.825498550823696,0.7030799642438201,-3.1503967856573687,1.3781817294101475,18,1.0,GE086,0
^TWII_data,taiwan,2002-02-19,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.656761924342975,-4.233780599474945,0.4229813248680303,-3.6814523347388857,0.9753095896040893,25,3.0,GE087,0
^GDAXI_data,germany,2002-05-28,1994-01-01,-4.240767995165668,5570,1994-01-03,2024-06-24,-4.691472081921153,-4.20277064336523,0.48870143855592296,-2.7288345590072893,1.9626375229138633,53,1.0,GE088,0
^BFX_data,belgium,2002-06-12,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.179593323826558,-4.195704636823781,0.9838886870027768,-3.1823147639755867,1.9972785598509715,52,5.0,GE089,0
^FCHI_data,france,2002-06-11,1990-01-01,-4.369383425697008,6539,1990-03-01,2024-06-24,-4.4805277877535135,-4.250569004432655,0.22995878332085873,-2.9474633542337805,1.533064433519733,54,1.0,GE089,0
^FTSE_data,united_kingdom,2002-06-05,1984-01-01,-4.5931790232554315,8079,1984-01-03,2024-06-24,-5.151406737935428,-4.2991102797995815,0.8522964581358465,-3.182962029972525,1.9684447079629028,52,1.0,GE089,0
^GSPC_data,united_states,2002-06-06,1962-01-01,-4.466075467613806,13556,1962-01-02,2024-06-24,-5.039004579265017,-4.320232146109508,0.7187724331555083,-2.9774504169500706,2.061554162314946,52,2.0,GE089,0
^N100_data,europe_regional,2002-06-13,2002-01-01,-4.458896466871115,3551,2002-01-02,2024-06-24,-4.790969812604262,-4.076786297369912,0.7141835152343496,-3.044854265555962,1.7461155470482996,52,3.0,GE090,0
^KS11_data,south_korea,2002-06-19,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.321339464073317,-3.4057093851082225,0.9156300789650942,-3.4057093851082225,0.9156300789650942,17,1.0,GE090,0
^TWII_data,taiwan,2002-06-13,1997-01-01,-4.4038955399288815,4559,1997-07-02,2024-06-24,-4.918890415811422,-4.3171623103992705,0.6017281054121515,-3.5073251122845015,1.4115653035269204,26,1.0,GE090,0
^GSPTSE_data,canada,2002-06-26,1979-01-01,-4.90810151296278,9153,1979-06-29,2024-06-24,-5.11377202531841,-4.613676457145312,0.5000955681730979,-3.2736345015833406,1.840137523735069,34,1.0,GE091,0
^AORD_data,australia,2002-07-11,1984-01-01,-4.88487875713249,7917,1984-08-03,2024-06-24,-5.146890383803005,-4.838333170945734,0.3085572128572718,-4.123538248884666,1.0233521349183397,18,1.0,GE092,0
^BVSP_data,brazil,2002-07-12,1993-01-01,-3.8580608761492603,5609,1993-04-27,2024-06-24,-3.944308413271673,-3.150461863826012,0.7938465494456608,-2.7239152404946805,1.2203931727769923,22,2.0,GE092,0
^IPSA_data,chile,2002-07-15,2002-01-01,-4.701522233973765,3487,2002-01-02,2019-06-14,-5.581182271238372,-4.1849032516937426,1.3962790195446297,-4.019241614951121,1.561940656287251,27,1.0,GE092,0
^MXX_data,mexico,2002-07-22,1994-01-01,-4.298841359743097,5510,1994-01-03,2024-06-24,-4.698214259621136,-3.749793421505028,0.9484208381161081,-3.4105724465765226,1.2876418130446137,20,4.0,GE093,0
^XAX_data,united_states,2002-09-17,1995-01-01,-4.6872133610710325,5038,1995-12-27,2024-06-24,-5.314709129919139,-4.507462707988605,0.8072464219305342,-4.247894196366086,1.0668149335530535,20,1.0,GE094,5
^KS11_data,south_korea,2002-10-02,1996-01-01,-4.167921631193132,4705,1996-12-11,2024-06-24,-4.307031338329863,-3.9756538591583963,0.33137747917146676,-3.4767790511606957,0.8302522871691673,14,3.0,GE095,0
^BFX_data,belgium,2002-11-25,1993-01-01,-4.582960452859673,5832,1993-01-04,2024-06-24,-5.0485064451876625,-4.531134227572795,0.5173722176148674,-3.788607030489367,1.2598994146982956,38,3.0,GE096,0
^DJI_data,united_states,2003-01-24,1992-01-01,-4.561235385362544,6047,1992-01-02,2024-06-24,-4.663149044952462,-3.983521871696741,0.6796271732557209,-3.589315137875086,1.073833907077376,34,2.0,GE097,2
