qubits,pca_components,lookback_days,temporal_steps,temporal_policy,input_qubits,memory_qubits,readout_qubits,observable_mode,feature_collection,trotter_steps_per_time,evolution_time,input_scale,transverse_field,input_memory_coupling_scale,memory_coupling_scale,readout_coupling_scale,weak_background_coupling_scale,feedback_gain,feedback_rotation,ridge_alpha,target_transform,seed,disorder_strength,model,target,train_n,val_n,test_n,n_reservoir_features,train_rmse,train_qlike,train_mz_alpha,train_mz_beta,train_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,run_name
6,6,40,10,recent,"(0, 1)","(2, 3, 4)","(5,)",zxzz,trajectory,3,0.5,1.5707963267948966,0.5,1.2,1.0,0.7,0.15,0.0,rz,1000.0,log,42,0.2,feedback_tfim_qrc_exact,future_rv_20d,5420,1219,1019,261,0.08298572862495762,-2.4832785876329297,-0.030968478168037272,1.3038360316638675,0.34044326796933344,0.06848088866665446,-3.012891625016179,0.04659916325363745,0.4862592115461111,0.07529338492440285,0.09675322733547981,-2.2906145553861137,0.02364837889485484,0.8764628573847956,0.15074926590424143,phase2_feedback_tfim_qrc_reference
