fold,model,protocol,quantum_tasks_per_date,shots,shot_seed,fit_seconds,feature_seconds,cache_paths,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,q90_target_threshold,q95_target_threshold,q90_score_threshold,q90_threshold_source,q90_val_ap,q90_val_auc,q90_val_n_pos,q90_val_f1,q90_val_precision,q90_val_recall,q90_val_called_rate,q90_test_ap,q90_test_auc,q90_test_n_pos,q90_test_f1,q90_test_precision,q90_test_recall,q90_test_called_rate,q95_score_threshold,q95_threshold_source,q95_val_ap,q95_val_auc,q95_val_n_pos,q95_val_f1,q95_val_precision,q95_val_recall,q95_val_called_rate,q95_test_ap,q95_test_auc,q95_test_n_pos,q95_test_f1,q95_test_precision,q95_test_recall,q95_test_called_rate
1,rydberg_memoryless,exact,1,,,0.0230005000194069,9.39164862499456,"[""scratch/canonical_cache/rydberg_3a497dec076a85bd.npz""]",0.1547735488289951,-1.724116250577743,-0.3864028191713723,3.595417920449072,0.49222616906436145,0.0435896410020572,-3.2053006808910727,0.1023839400397551,0.07370184453690115,0.0026271091898641963,0.2795172269976487,0.3223546732774423,-1.6731724104943444,train_score_quantile_fallback,,,0,,,,,0.6106896059327781,0.7472913862718709,160,0.555956678700361,0.6581196581196581,0.48125,0.12956810631229235,-1.603145560338533,train_score_quantile_fallback,,,0,,,,,0.5986972228929908,0.7589080568006328,139,0.5480769230769231,0.8260869565217391,0.41007194244604317,0.07641196013289037
2,rydberg_memoryless,exact,1,,,0.027778624993516132,14.831150249985512,"[""scratch/canonical_cache/rydberg_594a89e1fee62616.npz""]",0.07500547426039651,-2.29831635272402,-0.07820972758542616,1.8410636243481726,0.2477269742132565,0.19651684622550233,-0.755045902329852,-0.38022968334396245,3.9923059801363503,0.6018262101504125,0.24830342801938302,0.30498735042250935,-1.7372882733703843,validation_f1,0.7108699238364369,0.7393015009471997,119,0.6868686868686869,0.8607594936708861,0.5714285714285714,0.16989247311827957,0.5779859285532779,0.8359273280852512,129,0.27672955974842767,0.7333333333333333,0.17054263565891473,0.03322259136212625,-1.6956121804332698,validation_f1,0.8268989693389314,0.8869929981706933,83,0.7972972972972973,0.9076923076923077,0.7108433734939759,0.13978494623655913,0.21409838462123104,0.8085451595457004,43,0.19047619047619047,0.3,0.13953488372093023,0.0221483942414175
3,rydberg_memoryless,exact,1,,,0.030740750022232533,21.174675167014357,"[""scratch/canonical_cache/rydberg_7022b5bbac957685.npz""]",0.051623889758239117,-3.045843687142369,0.053723462661909346,0.48577664894688877,0.05799129640695344,0.08027439456617202,-2.3947541276924773,-0.07407280844765735,1.6891969457045932,0.34022742380295456,0.28046104648449466,0.34527098537914175,-1.8462967854554275,validation_f1,0.4900312405828985,0.8757868540477236,69,0.5463917525773195,0.424,0.7681159420289855,0.26881720430107525,0.01852101380130043,0.5454764582998554,14,0.0297029702970297,0.015957446808510637,0.21428571428571427,0.2081949058693245,-1.8462967854554275,validation_f1,0.13812137691330598,0.8282925782925783,21,0.2465753424657534,0.144,0.8571428571428571,0.26881720430107525,,,0,,,,
4,rydberg_memoryless,exact,1,,,0.03347266701166518,16.000066790991696,"[""scratch/canonical_cache/rydberg_a3c84eaf3f28a7ce.npz""]",0.1295939065497099,-2.250102886899344,-0.11589913506590976,1.9793737701336367,0.2310593154549173,0.05427492364351909,-2.7428236227682774,0.08152810855512323,0.4185476099691478,0.04112081658922828,0.27692294950967533,0.32879681684688117,-2.059865076839244,validation_f1,0.03014575551029927,0.48685460880582826,14,0.06896551724137931,0.03592814371257485,0.8571428571428571,0.7182795698924731,0.4554875458163287,0.8373488606993256,82,0.28874734607218683,0.17480719794344474,0.8292682926829268,0.43078626799557035,-1.6093491559433235,train_score_quantile_fallback,,,0,,,,,0.3721280878803281,0.8697133585722012,43,0.3617021276595745,0.3333333333333333,0.3953488372093023,0.05647840531561462
5,rydberg_memoryless,exact,1,,,0.08345545799238607,18.966949583991664,"[""scratch/canonical_cache/rydberg_c21ab06860a38b50.npz""]",0.06090986297761192,-2.4157343939991405,0.045051853530574476,0.8411630855932412,0.19278997841001633,0.17003106997826437,-1.2665406089671618,-0.08391284389852438,1.9183109381573562,0.13017043161970387,0.26477153686682015,0.31780524482703826,-1.8291215926545454,validation_f1,0.43355826685641713,0.8589258358114806,54,0.546875,0.47297297297297297,0.6481481481481481,0.15913978494623657,0.29495411433521623,0.8651633613018053,76,0.37037037037037035,0.24193548387096775,0.7894736842105263,0.2743362831858407,-1.8693613534073583,validation_f1,0.22983156250693562,0.798891694725028,33,0.3025210084033613,0.20930232558139536,0.5454545454545454,0.18494623655913978,0.02538852157160453,0.7376681614349775,12,0.05750798722044728,0.029900332225913623,0.75,0.3329646017699115
