baseline,probability_positive,holdout_log_loss,holdout_brier,holdout_accuracy_at_0_5,holdout_balanced_accuracy
frozen_train_prior,0.6024096385542169,0.6193530351080697,0.21354998306478926,0.7291666666666666,0.5
holdout_prevalence_oracle,0.7291666666666666,0.5840859317593605,0.19748263888888884,0.7291666666666666,0.5
expanding_historical_prior,,0.6111323400722267,0.20968345488804266,0.7291666666666666,0.5
