model,n_predictions,roc_auc,average_precision,log_loss,brier,accuracy,balanced_accuracy,positive_recall,negative_recall,mean_probability
momentum_13w,48,0.6637362637362637,0.8492130842630967,0.5510822250050053,0.18425205724403895,0.7916666666666666,0.6153846153846154,1.0,0.23076923076923078,0.6346150875785331
momentum_plus_esn_offset,48,0.5582417582417583,0.8018667646366894,0.5872519142880464,0.20130581894344554,0.7291666666666666,0.5483516483516484,0.9428571428571428,0.15384615384615385,0.6901359431874908
esn_direct,48,0.5384615384615384,0.7786322510902756,0.6036734590872687,0.20786581504238463,0.7083333333333334,0.5340659340659341,0.9142857142857143,0.15384615384615385,0.6903249569671973
