date,model,train_n,intercept,momentum_13w,return_1w,vol_13w,bull_probability,long_regime_uncertainty,one_week_probability_motion
2021-12-24,momentum_13w,123,0.5913205901777099,0.6113060386669663,,,,,
2021-12-24,compact_directional,123,0.6155994834884186,0.6020657040950246,0.164797218278157,0.04457064346452117,-0.25807827949539947,,
2021-12-24,compact_transition,123,0.6195341670514484,0.5613624501908252,0.12913652486540805,0.04051757374210417,-0.2946043661716593,0.03692762336671017,-0.20246721849916277
2022-02-04,momentum_13w,123,0.5913205901777099,0.6113060386669663,,,,,
2022-02-04,compact_directional,123,0.6155994834884186,0.6020657040950246,0.164797218278157,0.04457064346452117,-0.25807827949539947,,
2022-02-04,compact_transition,123,0.6195341670514484,0.5613624501908252,0.12913652486540805,0.04051757374210417,-0.2946043661716593,0.03692762336671017,-0.20246721849916277
2023-04-21,momentum_13w,125,0.5769175902951564,0.5724606247328968,,,,,
2023-04-21,compact_directional,125,0.6023446128388353,0.5699011047745849,0.14776321775109036,0.027146436745375816,-0.3131062539398692,,
2023-04-21,compact_transition,125,0.6069131003292072,0.5296823496942129,0.11220562584168395,0.02246145150505311,-0.3510503993773729,0.05052369415171877,-0.2086777887135783
2023-06-16,momentum_13w,125,0.5769175902951564,0.5724606247328968,,,,,
2023-06-16,compact_directional,125,0.6023446128388353,0.5699011047745849,0.14776321775109036,0.027146436745375816,-0.3131062539398692,,
2023-06-16,compact_transition,125,0.6069131003292072,0.5296823496942129,0.11220562584168395,0.02246145150505311,-0.3510503993773729,0.05052369415171877,-0.2086777887135783
2023-12-01,momentum_13w,127,0.6060333445660875,0.5938906750884082,,,,,
2023-12-01,compact_directional,127,0.6326881577566837,0.5921397209101185,0.15298205929304143,0.0248257536549927,-0.31714539796838476,,
2023-12-01,compact_transition,127,0.6374746325006871,0.5510267929933224,0.11659374041069306,0.019894961805825877,-0.35481595407432787,0.04848841993614551,-0.21036045447705493
2024-09-06,momentum_13w,128,0.6193198454191556,0.595909987417983,,,,,
2024-09-06,compact_directional,128,0.6473582213305126,0.5947739461463654,0.1545117647434719,0.025403020475914213,-0.32594600723807793,,
2024-09-06,compact_transition,128,0.6525432472736125,0.5525165721208447,0.11661892537492548,0.0202368238288625,-0.36407944755690075,0.04663951084186313,-0.21432002223941407
2025-06-06,momentum_13w,129,0.6323403366694805,0.5968885625233287,,,,,
2025-06-06,compact_directional,129,0.6601123950719234,0.606337993193002,0.12803100014275934,0.031631085755279134,-0.32055123243358136,,
2025-06-06,compact_transition,129,0.6648204240456335,0.5665627009945522,0.09337441636651943,0.025926431479711545,-0.3581650806110203,0.06759287303711951,-0.21089226323114255
2026-04-03,momentum_13w,130,0.6457215211561409,0.6023542539862359,,,,,
2026-04-03,compact_directional,130,0.6763749806867236,0.6174972509692953,0.13041788883761352,0.05338575304604807,-0.3205282773173661,,
2026-04-03,compact_transition,130,0.681023867136711,0.5756021496795134,0.09499194950509128,0.04534516498684125,-0.35931069739246696,0.07145334425821817,-0.2163790351883159
