channel,mean,scale
return_pct,0.15595108141630704,1.9816306227358675
rolling_return_4w,0.6222903534177868,4.011803191345583
rolling_return_13w,1.968530710258808,7.306775806310018
rolling_vol_4w,1.6811864951920643,1.0341250530937887
rolling_vol_13w,1.80734054443862,0.7955784027290699
bull_probability,0.5397996404919594,0.39278087320000643
long_regime_uncertainty,0.2574629932973722,0.26848109173142265
one_week_probability_motion,0.06910468039414414,0.12120286672145526
