0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,encoding,episode_index
0.26497042749387745,0.32641521348209673,0.23696410127240142,0.23696410127240125,0.32641521348209657,0.2649704274938775,0.06862389306645278,0.11720996230296937,0.05398314294439401,0.11720996230296928,0.06862389306645275,0.46180648237314414,0.3605681896158218,0.35414479879528665,0.35414479879528665,0.36056818961582177,0.46180648237314414,0.17323470818971465,0.12638035483486101,0.11883768334380519,0.12638035483486096,0.17323470818971465,return_only,0
0.312638204036358,0.21676384499551923,0.19614156285266193,0.19614156285266188,0.21676384499551912,0.3126382040363581,0.0602878044865208,0.06762741882342521,0.030340797000719726,0.06762741882342516,0.06028780448652091,0.4748554921259399,0.33974035400579466,0.3491812938316682,0.3491812938316681,0.3397403540057947,0.4748554921259399,0.1700031163659122,0.11619521934566518,0.11354183566251028,0.11619521934566515,0.1700031163659123,return_only,1
0.32053143433790615,0.12026265685756099,0.24750720712366067,0.2475072071236606,0.12026265685756109,0.3205314343379066,0.02416452457141696,0.03114740460689381,0.04301798935395244,0.031147404606893872,0.024164524571417007,0.4329230279208991,0.2958996896140424,0.32850260371411555,0.3285026037141157,0.29589968961404234,0.4329230279208993,0.10382966446614507,0.08150199934213191,0.08408707336267122,0.08150199934213195,0.10382966446614501,return_only,2
0.29597538162474524,0.41036714364977644,0.34555131251332416,0.34555131251332405,0.4103671436497765,0.29597538162474535,0.07737819939910984,0.18434571462570312,0.10928320941459933,0.18434571462570304,0.07737819939910974,0.4541258701431274,0.38386501033992193,0.37315007432047,0.37315007432047,0.38386501033992204,0.45412587014312716,0.16843962984604885,0.14292741198247944,0.12959975827364867,0.14292741198247952,0.1684396298460487,return_only,3
0.23091482656544837,0.23037751336398224,0.20431522906793886,0.20431522906793875,0.23037751336398224,0.23091482656544832,0.034570594841408106,0.07427339750337855,0.036214327763083115,0.07427339750337851,0.03457059484140804,0.44487262579445475,0.33052378177240127,0.33640639037910886,0.3364063903791089,0.3305237817724012,0.44487262579445475,0.1396991561468319,0.1036656843575143,0.09903906530717124,0.1036656843575143,0.13969915614683187,return_only,4
0.3544245632272359,0.03811353979344561,0.17464116574466504,0.17464116574466512,0.03811353979344557,0.35442456322723603,0.008952018137733815,0.005058122937550178,0.0113566146136078,0.005058122937550185,0.00895201813773381,0.43390726343903807,0.2510097013567361,0.2991550906333273,0.2991550906333273,0.2510097013567361,0.43390726343903796,0.07578405886924008,0.04639757759237355,0.05489612264603116,0.04639757759237355,0.07578405886924008,return_only,5
0.22164729428657481,0.1783245371980739,0.1840888885159428,0.18408888851594296,0.1783245371980739,0.22164729428657448,0.02160840214681893,0.0511775813689373,0.029920475783010176,0.051177581368937325,0.021608402146818903,0.4305406322679147,0.3058301308568504,0.32095205691702067,0.3209520569170206,0.3058301308568504,0.43054063226791467,0.11408645743954883,0.08494730277797288,0.08337048738392186,0.08494730277797288,0.11408645743954879,return_only,6
0.22380102374550226,0.04149066100292158,0.13198235645899184,0.13198235645899198,0.04149066100292147,0.22380102374550237,0.011397167598538914,0.010761457623645342,0.0182747557759757,0.010761457623645313,0.01139716759853893,0.3610063251398581,0.22295567157419754,0.2567551061725403,0.2567551061725402,0.22295567157419752,0.3610063251398582,0.052406361916762394,0.036654798079110255,0.0414393514509052,0.03665479807911024,0.05240636191676239,return_only,7
0.4096531036907174,0.12464002456082768,0.25083697968538643,0.2508369796853863,0.1246400245608277,0.4096531036907176,0.02800365523590368,0.03677087657697525,0.03310520295399187,0.036770876576975225,0.02800365523590371,0.4724690905711097,0.30328520713651763,0.34003978935157203,0.34003978935157203,0.3032852071365177,0.47246909057110964,0.12448899983136447,0.08622789890901845,0.08956540005958742,0.08622789890901844,0.12448899983136442,return_only,8
0.26118342545154866,0.33381307350941214,0.22823914768224957,0.2282391476822495,0.3338130735094121,0.2611834254515489,0.07741256954719068,0.12275871042368955,0.05686672794589448,0.12275871042368948,0.07741256954719067,0.46569167842288367,0.3542388367320442,0.3493810229199673,0.3493810229199674,0.35423883673204415,0.4656916784228838,0.16674057168209064,0.11645168617076848,0.11080393548185553,0.1164516861707685,0.1667405716820906,return_only,9
0.24083836831537134,0.23089573498338078,0.17268529193744372,0.17268529193744392,0.23089573498338087,0.24083836831537128,0.047540939334914566,0.07189436503673119,0.031037508109953805,0.0718943650367313,0.04754093933491454,0.4543072157639602,0.3233002542176673,0.3304738609212947,0.3304738609212947,0.3233002542176674,0.45430721576396,0.13954567326511694,0.09477007593258067,0.09287499628274716,0.09477007593258076,0.13954567326511697,return_only,10
0.35883687838212724,0.07953881018774306,0.23786930762016167,0.23786930762016162,0.07953881018774304,0.3588368783821274,0.02433291208128647,0.012485481859481203,0.03386116370748819,0.012485481859481192,0.024332912081286476,0.4195291523019736,0.2593563674775091,0.30323081025860654,0.3032308102586066,0.2593563674775091,0.41952915230197363,0.0770524413856757,0.05383556175953664,0.06084599610026823,0.05383556175953664,0.07705244138567569,return_only,11
0.2686138279445698,0.3341099428186528,0.2647465813460841,0.2647465813460839,0.33410994281865275,0.26861382794456984,0.058301118847728095,0.12261324349873985,0.0627060527762126,0.1226132434987397,0.058301118847728095,0.45151946788692066,0.3567453202831577,0.35231539577568266,0.3523153957756826,0.3567453202831579,0.45151946788692066,0.15668189452211742,0.12133758260577408,0.11294790402106301,0.12133758260577404,0.15668189452211742,return_only,12
0.2957782905626759,0.07099403823493074,0.1894738055931478,0.18947380559314814,0.07099403823493061,0.29577829056267574,0.02280471524800073,0.009012603647586654,0.025455952812538814,0.00901260364758668,0.022804715248000637,0.37236452509476253,0.22770231033711774,0.2642679386912445,0.2642679386912445,0.22770231033711774,0.37236452509476253,0.055190136421240606,0.03721185431051379,0.04271107447469532,0.03721185431051378,0.05519013642124063,return_only,13
0.2753073399792121,0.3461992338530711,0.2824901063223315,0.28249010632233185,0.3461992338530716,0.27530733997921214,0.05927500552015997,0.13649860337675707,0.07382898987899857,0.1364986033767573,0.05927500552015995,0.45510272874361846,0.3703149357292694,0.363995283099014,0.363995283099014,0.37031493572926943,0.4551027287436184,0.16863200441095524,0.13606039640212295,0.1262174860998935,0.13606039640212303,0.16863200441095522,return_only,14
0.26420626718251067,0.34922546334152327,0.24679140710582254,0.24679140710582237,0.34922546334152327,0.26420626718251095,0.07642880041496253,0.13219432814681364,0.06353326665460651,0.13219432814681353,0.07642880041496267,0.46286202358681044,0.3602038011888423,0.35296378800987466,0.3529637880098744,0.3602038011888423,0.46286202358681056,0.1686800963090143,0.12258395116336734,0.11507377671315956,0.12258395116336726,0.16868009630901445,return_only,15
0.27417818596717886,0.2917367139667683,0.20506867166973652,0.20506867166973652,0.2917367139667682,0.2741781859671789,0.07175249780267778,0.0929281417114923,0.0410913443811111,0.09292814171149222,0.0717524978026778,0.4667054061015626,0.3465150780116301,0.3464171042690248,0.3464171042690248,0.3465150780116302,0.4667054061015626,0.1667292841852504,0.11458284356266163,0.11053067110029514,0.11458284356266166,0.16672928418525043,return_only,16
