n_weekly_rows,n_episodes,frozen_uncertainty_threshold,reset_threshold,min_gap_weeks,train_fraction,split_date,audit_horizon_weeks,audit_neutral_zone_pct
3464,147,0.3993639741661702,0.35,6,0.6,1999-12-17,8,1.0
