model,group,horizon,n_samples,n_forecasts,rmse,qlike,mz_alpha,mz_beta,mz_r2,stage
garch_1_1_t,L10,4,171,171,0.6840057467714549,0.5551358531909149,-2.596904200461218,0.5331227026722304,0.22920831878437142,development_all
garch_1_1_t,L10,5,171,171,0.6616236721543343,0.5276700850453746,-2.0757189526680775,0.6421331772701245,0.26476609305744414,development_all
garch_1_1_t,L10,6,171,171,0.6702192497605404,0.5310662774641286,-2.7200104645922205,0.4942394252348461,0.17660253278583882,development_all
garch_1_1_t,L10,7,171,171,0.6576999388216724,0.5213379245385431,-2.4043872412363054,0.56829420071613,0.23896488315322317,development_all
garch_1_1_t,L10,8,171,171,0.6518050072214291,0.5101923953156674,-1.7338766545286675,0.7241265295281182,0.3458891454476092,development_all
garch_1_1_t,L10,9,171,171,0.630737699145557,0.48055944740274537,-2.678012530981095,0.5036584656026613,0.2415980752375667,development_all
garch_1_1_t,L10,10,171,171,0.4238475464433925,0.626572646437424,-1.9013350796537611,0.5168141391339967,0.2684329852237358,development_all
garch_1_1_t,Controls,1,1542,1542,0.6421278167882002,0.6147378681924096,-0.8702523190171773,0.9040294535889323,0.3554794361246053,development_all
garch_1_1_t,Controls,2,1542,1542,0.6420944523860455,0.5562045153012218,-1.0050299334671757,0.8748640951416466,0.3442621597540607,development_all
garch_1_1_t,Controls,3,1542,1542,0.6379550871871599,0.6302652253841547,-0.9712472035422466,0.8786114793779393,0.3329029589123659,development_all
garch_1_1_t,Controls,4,1542,1542,0.6492536663013991,0.5543185051968125,-0.9154249820666398,0.8950381244495164,0.3384799128990418,development_all
garch_1_1_t,Controls,5,1542,1542,0.648455832696246,0.5604128546241183,-1.0061097655362377,0.8726852794145109,0.31951596017501904,development_all
garch_1_1_t,Controls,6,1542,1542,0.671096786417994,0.5888106569632395,-1.1341870635380429,0.8469931615371992,0.29035036819110527,development_all
garch_1_1_t,Controls,7,1542,1542,0.6719681622002538,0.628402763732502,-1.0908625337828,0.8545430542580749,0.2830857508489878,development_all
garch_1_1_t,Controls,8,1542,1542,0.6872075512127784,0.6055791662563833,-0.9492785825431806,0.8924095090631085,0.3002325988828386,development_all
garch_1_1_t,Controls,9,1542,1542,0.680940003527373,0.5946655647885299,-0.9262081953063113,0.8977475048522364,0.3086682012554721,development_all
garch_1_1_t,Controls,10,1542,1542,0.6775183513381449,0.5899199204971541,-0.7800223778369182,0.9311429130980897,0.3268351921445428,development_all
garch_1_1_t,Pooled,1,2062,2062,0.6269054980078743,0.6064943289444711,-1.1994604551596038,0.8168777325818974,0.2850136897459359,development_all
garch_1_1_t,Pooled,2,2062,2062,0.6344395960406899,0.5782040568862873,-1.28466153389019,0.8042326099605306,0.28943592645993654,development_all
garch_1_1_t,Pooled,3,2062,2062,0.6258753186524981,0.6387956607190187,-1.1465146663679564,0.8300268753505531,0.2911488730788159,development_all
garch_1_1_t,Pooled,4,2062,2062,0.6414483183548841,0.6266443835610469,-1.2552392900374925,0.8079556781790365,0.2699691558900035,development_all
garch_1_1_t,Pooled,5,2062,2062,0.6286338480062836,0.634898862580034,-1.280211685263324,0.7869522285736857,0.23393790276578974,development_all
garch_1_1_t,Pooled,6,2062,2062,0.6512968006301717,0.6679866025155897,-1.4366245777064275,0.7580394610509126,0.21503070034729943,development_all
garch_1_1_t,Pooled,7,2062,2062,0.6538662556517459,0.7311008955407396,-1.3635162602171407,0.7719187044372259,0.2120892296302106,development_all
garch_1_1_t,Pooled,8,2062,2062,0.6657467643128252,0.736234266067923,-1.1892068028121154,0.8131136932095249,0.22103873560184117,development_all
garch_1_1_t,Pooled,9,2062,2062,0.6593820797957747,0.6968321005678351,-1.3019847830239892,0.7886992973338012,0.21702447136754832,development_all
garch_1_1_t,Pooled,10,2062,2062,0.6397859528215224,0.6962693885590748,-1.02697136872015,0.8357055024481755,0.22243033275305124,development_all
