model,n_oos,n_recovery,n_relapse,roc_auc,pr_auc_recovery,log_loss,brier,accuracy_0p5,mean_p_recovery
historical_class_rate,17,11,6,0.49242424242424243,0.6386338705857422,0.7022513006707312,0.2543835904128273,0.5882352941176471,0.4908948559455795
vix_only,17,11,6,0.3863636363636364,0.6093202549084902,0.73042109323525,0.2681870768533863,0.4117647058823529,0.4854229366994678
state_plus_motion,17,11,6,0.6212121212121212,0.7475009838646202,0.7619862772101174,0.2747016347063005,0.5294117647058824,0.5076729700025674
current_state,17,11,6,0.5,0.6722304210940575,0.8725561300713512,0.3041894523271529,0.4117647058823529,0.5060987957868699
