site,nominal_x_um,nominal_y_um,hardware_x_um,hardware_y_um
0,-10.258333333333335,4.566666666666666,-9.883827065023036,4.399949010262082
1,-1.7583333333333346,4.566666666666666,-1.6941409510315695,4.399949010262082
2,6.741666666666665,4.566666666666666,6.495545162959898,4.399949010262082
3,-7.283333333333335,-4.433333333333334,-7.017436925126023,-4.271483345728883
4,1.9916666666666654,-4.833333333333334,1.918955863964666,-4.656880339328482
5,10.566666666666668,-4.433333333333334,10.18090391425606,-4.271483345728883
