decade,n,restricted_minus_unrestricted_mean,restricted_minus_unrestricted_total,restricted_minus_unrestricted_win_fraction,restricted_minus_hmm2_mean,restricted_minus_hmm2_total,restricted_minus_hmm2_win_fraction,restricted_minus_iid_mean,restricted_minus_iid_total,restricted_minus_iid_win_fraction
1960,522,0.00117574925677989,0.6137411120391025,0.5363984674329502,0.03405518082474535,17.776804390517075,0.5555555555555556,0.09172772927479175,47.881874681441296,0.5900383141762452
1970,522,-0.012523304888737204,-6.537165151920821,0.49808429118773945,0.014947760624800818,7.802731046146027,0.47509578544061304,0.14739660102471286,76.94102573490011,0.5057471264367817
1980,522,0.001198962204635889,0.6258582708199341,0.5708812260536399,0.009299544076755234,4.854362008066232,0.4731800766283525,0.08132986258664877,42.45418827023066,0.47509578544061304
1990,522,0.010786948253493094,5.630786988323395,0.5421455938697318,0.02202829874890181,11.498771946926745,0.5383141762452107,0.06439918835679,33.61637632224438,0.5747126436781609
2000,521,0.008117582241408412,4.229260347773783,0.4875239923224568,0.04387064181504909,22.856604385640576,0.5239923224568138,0.30759018164157004,160.254484635258,0.4932821497120921
2010,522,0.0026343183330337495,1.3751141698436173,0.48659003831417624,-0.002660510312168361,-1.3887863829518845,0.5153256704980843,0.10577950623075284,55.21690225245298,0.6302681992337165
2020,340,0.005047554489964237,1.7161685265878406,0.45588235294117646,0.02984117731781795,10.146000288058103,0.45294117647058824,0.21910805616684031,74.4967390967257,0.538235294117647
