window,start,end,n,restricted_minus_unrestricted_mean,restricted_minus_unrestricted_total,restricted_minus_unrestricted_win_fraction,restricted_minus_hmm2_mean,restricted_minus_hmm2_total,restricted_minus_hmm2_win_fraction,restricted_minus_iid_mean,restricted_minus_iid_total,restricted_minus_iid_win_fraction
1973_1974,1973-01-01,1974-12-31,104,0.0013927977219088884,0.1448509630785244,0.5384615384615384,0.05025996850508747,5.227036724529096,0.5288461538461539,0.6426084725954916,66.83128114993113,0.49038461538461536
1987_crash,1987-08-01,1988-03-31,34,-0.029330963070730718,-0.9972527444048445,0.5588235294117647,0.0720375383411275,2.449276303598335,0.5294117647058824,0.8930245357988432,30.36283421716067,0.35294117647058826
dotcom_2000_2002,2000-03-01,2002-12-31,148,-0.0003425814695162182,-0.05070205748840029,0.5202702702702703,0.030256422358842412,4.477950509108677,0.4797297297297297,0.28212173352838216,41.75401656220056,0.31756756756756754
gfc_2007_2009,2007-07-01,2009-06-30,104,0.03711398485521491,3.8598544249423505,0.47115384615384615,0.18403232238992678,19.139361528552385,0.5,0.9714097966543653,101.026618852054,0.3942307692307692
covid_2020,2020-02-01,2020-08-31,30,0.2570180614525875,7.710541843577625,0.43333333333333335,0.4683058646764652,14.049175940293955,0.5,2.0030318293822114,60.090954881466345,0.5
inflation_2022,2022-01-01,2022-12-31,52,-0.04034180992015313,-2.0977741158479626,0.38461538461538464,-0.059452409159956046,-3.0915252763177143,0.5384615384615384,0.10165073608829737,5.2858382765914635,0.34615384615384615
