tail_bucket,n,restricted_minus_unrestricted_mean,restricted_minus_unrestricted_total,restricted_minus_unrestricted_win_fraction,restricted_minus_hmm2_mean,restricted_minus_hmm2_total,restricted_minus_hmm2_win_fraction,restricted_minus_iid_mean,restricted_minus_iid_total,restricted_minus_iid_win_fraction
central_50pct,1736,0.006480467685385408,11.25009190182907,0.5506912442396313,0.008325671735423023,14.453366132694368,0.4902073732718894,0.12135200816588827,210.66708617598204,0.6895161290322581
upper_50pct,1388,-0.01150149310980236,-15.964072436405676,0.48054755043227665,0.015720711850523504,21.820348048526625,0.5439481268011528,-0.1097925030697096,-152.39199426075692,0.3249279538904899
top_10pct,173,-0.00865477705866089,-1.4972764311483338,0.4682080924855491,-0.008878192370997587,-1.5359272801825825,0.42196531791907516,-0.0007677582775157289,-0.1328221820102211,0.5317919075144508
top_5pct,139,-0.006386045638836802,-0.8876603437983155,0.43884892086330934,-0.07345838802830038,-10.210715935933752,0.39568345323741005,1.0674209820238425,148.37151650131412,0.8201438848920863
top_1pct,35,0.4215051877997174,14.75268157299011,0.5428571428571428,1.400554763351377,49.0194167172982,0.8,8.124222993106402,284.34780475872407,1.0
