fold,model,protocol,quantum_tasks_per_date,shots,shot_seed,fit_seconds,feature_seconds,cache_paths,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,q90_target_threshold,q95_target_threshold,q90_score_threshold,q90_threshold_source,q90_val_ap,q90_val_auc,q90_val_n_pos,q90_val_f1,q90_val_precision,q90_val_recall,q90_val_called_rate,q90_test_ap,q90_test_auc,q90_test_n_pos,q90_test_f1,q90_test_precision,q90_test_recall,q90_test_called_rate,q95_score_threshold,q95_threshold_source,q95_val_ap,q95_val_auc,q95_val_n_pos,q95_val_f1,q95_val_precision,q95_val_recall,q95_val_called_rate,q95_test_ap,q95_test_auc,q95_test_n_pos,q95_test_f1,q95_test_precision,q95_test_recall,q95_test_called_rate
1,rydberg_multi_lb_memoryless,exact,2,,,0.04355354100698605,8.169617999985348,"[""scratch/canonical_cache/rydberg_3a497dec076a85bd.npz"", ""scratch/canonical_cache/rydberg_1753b5b96cd43fbf.npz""]",0.15180317062994372,-1.7888013526712103,-0.35545698649284574,3.375854234205537,0.5209301374447394,0.04301746710979956,-3.2098974151268114,0.09723945930860539,0.10908385284912839,0.006696374195550137,0.2795172269976487,0.3223546732774423,-1.6445238174033285,train_score_quantile_fallback,,,0,,,,,0.6351451249095958,0.7571080080753703,160,0.5939849624060151,0.7452830188679245,0.49375,0.11738648947951273,-1.5621066706527047,train_score_quantile_fallback,,,0,,,,,0.612088814455241,0.7710083242306678,139,0.5769230769230769,0.8695652173913043,0.4316546762589928,0.07641196013289037
2,rydberg_multi_lb_memoryless,exact,2,,,0.06319620797876269,10.897866000013892,"[""scratch/canonical_cache/rydberg_594a89e1fee62616.npz"", ""scratch/canonical_cache/rydberg_a11ff19c1f0208fa.npz""]",0.07502868976077791,-2.291273882606711,-0.054949017276996616,1.6777980266074384,0.24736393551921243,0.19224268745307496,-0.8829085632340962,-0.3411643990908251,3.6805209477259506,0.620682824250214,0.24830342801938302,0.30498735042250935,-1.6812710637988943,validation_f1,0.7148863965942254,0.7218875989702239,119,0.7225130890052356,0.9583333333333334,0.5798319327731093,0.15483870967741936,0.5656405516344695,0.8376800272419526,129,0.20270270270270271,0.7894736842105263,0.11627906976744186,0.021040974529346623,-1.6812710637988943,validation_f1,0.8302262940028255,0.8819466347063647,83,0.8129032258064516,0.875,0.7590361445783133,0.15483870967741936,0.20992164556148668,0.7993780421849648,43,0.1935483870967742,0.3157894736842105,0.13953488372093023,0.021040974529346623
3,rydberg_multi_lb_memoryless,exact,2,,,0.07523441599914804,12.078978500008816,"[""scratch/canonical_cache/rydberg_7022b5bbac957685.npz"", ""scratch/canonical_cache/rydberg_186747cee57fef2c.npz""]",0.0519316345039843,-3.041496604949297,0.06202595671280406,0.43071254348016413,0.05307769214616964,0.07957084199253671,-2.4070176169967468,-0.051891153780128034,1.5437762247535467,0.3460316327028863,0.28046104648449466,0.34527098537914175,-1.8979990053405134,validation_f1,0.4655215394423575,0.8758234519104083,69,0.5738396624472574,0.40476190476190477,0.9855072463768116,0.36129032258064514,0.020013128284635473,0.595854089667363,14,0.0410958904109589,0.02158273381294964,0.42857142857142855,0.3078626799557032,-1.8076165593755094,validation_f1,0.13056571079571422,0.8327970827970828,21,0.25196850393700787,0.1509433962264151,0.7619047619047619,0.22795698924731184,,,0,,,,
4,rydberg_multi_lb_memoryless,exact,2,,,0.10975329100620002,15.04858166599297,"[""scratch/canonical_cache/rydberg_a3c84eaf3f28a7ce.npz"", ""scratch/canonical_cache/rydberg_c6a28543cdcfa95c.npz""]",0.12891231793400773,-2.24778324541569,-0.09555170751508528,1.8361794447230855,0.232530434089404,0.05534328155891244,-2.726508553806739,0.09097679864285796,0.35278704705002195,0.03361811212080956,0.27692294950967533,0.32879681684688117,-1.8795351525657042,validation_f1,0.03192676541565549,0.5199556541019955,14,0.07643312101910828,0.04195804195804196,0.42857142857142855,0.30752688172043013,0.4863454030806239,0.8512967529188081,82,0.39097744360902253,0.2826086956521739,0.6341463414634146,0.20376522702104097,-1.5792813378255435,train_score_quantile_fallback,,,0,,,,,0.38960980586261057,0.8620064899945916,43,0.391304347826087,0.3673469387755102,0.4186046511627907,0.05426356589147287
5,rydberg_multi_lb_memoryless,exact,2,,,0.10606616700533777,16.986560125020333,"[""scratch/canonical_cache/rydberg_c21ab06860a38b50.npz"", ""scratch/canonical_cache/rydberg_df5525dd3d968518.npz""]",0.06080689232814469,-2.403006527705352,0.05192570187125171,0.7889959348163502,0.19848671480669555,0.16947906480591898,-1.2473451010040193,-0.05506415613848494,1.6969040471900645,0.1269826537943467,0.26477153686682015,0.31780524482703826,-1.7427087081075217,validation_f1,0.45375855220624906,0.856853203568532,54,0.5454545454545454,0.5357142857142857,0.5555555555555556,0.12043010752688173,0.2935041095218242,0.8772724383422323,76,0.42735042735042733,0.31645569620253167,0.6578947368421053,0.1747787610619469,-1.9169384996757246,validation_f1,0.24097489273033015,0.7854236812570146,33,0.2876712328767123,0.18584070796460178,0.6363636363636364,0.24301075268817204,0.027133522633308114,0.7571935724962631,12,0.057291666666666664,0.02956989247311828,0.9166666666666666,0.41150442477876104
