run_tag,scalar,lookback,delta_min,delta_max,split,task,raw_rmse,raw_plus_rydberg_rmse,delta_rmse,raw_corr,raw_plus_rydberg_corr,delta_corr,raw_precision,raw_plus_rydberg_precision,delta_precision,raw_recall,raw_plus_rydberg_recall,delta_recall,raw_f1,raw_plus_rydberg_f1,delta_f1,raw_average_precision,raw_plus_rydberg_average_precision,delta_average_precision,raw_roc_auc,raw_plus_rydberg_roc_auc,delta_roc_auc,rydberg_only_rmse,rydberg_only_corr,rydberg_only_f1,rydberg_only_average_precision,rydberg_only_roc_auc
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,test,q95_crisis,,,,,,,0.4393939393939394,0.4354838709677419,-0.0039100684261975105,0.5686274509803921,0.5294117647058824,-0.039215686274509776,0.4957264957264957,0.4778761061946903,-0.0178503895318054,0.5689691582542981,0.5754525147987612,0.006483356544463192,0.7476594241300124,0.8479420597067655,0.1002826355767531,,,0.4347826086956521,0.6162327844894158,0.927698286521816
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,test,regression,0.0971136059929947,0.0971519959851461,3.838999215138861e-05,0.6099763037817262,0.6080536086823045,-0.0019226950994216674,,,,,,,,,,,,,,,,0.1113353668076521,0.4160168006801606,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,train,q90_warning,,,,,,,0.6014760147601476,0.6752767527675276,0.07380073800738007,0.6014760147601476,0.6752767527675276,0.07380073800738007,0.6014760147601476,0.6752767527675276,0.07380073800738007,0.6646184209421189,0.7695366662430886,0.10491824530096971,0.913006225280804,0.9593804403055318,0.04637421502472783,,,0.5,0.4824286411152793,0.8851969168162848
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,train,q95_crisis,,,,,,,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.5830258302583026,0.6863468634686347,0.10332103321033215,0.6153924250584868,0.7724206434849286,0.15702821842644177,0.9181656843784612,0.9840849224977476,0.06591923811928635,,,0.5313653136531366,0.5621487469721952,0.957723826849466
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,train,regression,0.0610388011594886,0.0591405236988895,-0.0018982774605990974,0.7896128804712804,0.804387833276903,0.014774952805622577,,,,,,,,,,,,,,,,0.0857511113248777,0.5115400210701132,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,val,q90_warning,,,,,,,0.0526315789473684,0.0,-0.0526315789473684,0.03125,0.0,-0.03125,0.0392156862745098,0.0,-0.0392156862745098,0.082763426443076,0.0931513304246517,0.0103879039815757,0.7426307624113475,0.7746564716312057,0.032025709219858145,,,0.017391304347826,0.0341130303091989,0.5865192819148937
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-rv_accel_log_5_20__lb-40__delta-0p4-1p1,rv_accel_log_5_20,40,0.4,1.1,val,regression,0.0539043510854328,0.0537096655233918,-0.000194685562041004,0.5297153361382319,0.5135145042137526,-0.016200831924479298,,,,,,,,,,,,,,,,0.0654833659957346,0.3395064074445373,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,test,q90_warning,,,,,,,0.4470588235294118,0.3161290322580645,-0.1309297912713473,0.5891472868217055,0.3798449612403101,-0.2093023255813954,0.5083612040133779,0.3450704225352112,-0.16329078147816672,0.5231434911171594,0.3967118336352341,-0.1264316574819253,0.8361051018568595,0.6877291028183402,-0.14837599903851928,,,0.2798634812286689,0.3650695848853245,0.6225587404603089
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,test,q95_crisis,,,,,,,0.4393939393939394,0.5897435897435898,0.15034965034965037,0.5686274509803921,0.4509803921568627,-0.11764705882352944,0.4957264957264957,0.5111111111111111,0.015384615384615385,0.5689691582542981,0.5056101454509976,-0.06335901280330047,0.7476594241300124,0.7303833245009714,-0.017276099629040975,,,0.5869565217391305,0.5533745724582607,0.7826002473061296
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,test,regression,0.0971136059929947,0.0969924954342615,-0.0001211105587332062,0.6099763037817262,0.6116060755628302,0.0016297717811040169,,,,,,,,,,,,,,,,0.1085990784264249,0.5036496384720022,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,train,q90_warning,,,,,,,0.6014760147601476,0.6402214022140221,0.03874538745387457,0.6014760147601476,0.6402214022140221,0.03874538745387457,0.6014760147601476,0.6402214022140221,0.03874538745387457,0.6646184209421189,0.7380843150231625,0.07346589408104365,0.913006225280804,0.9556790447855228,0.042672819504718795,,,0.3985239852398524,0.3676363605423987,0.8545354589601714
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,train,q95_crisis,,,,,,,0.5830258302583026,0.6568265682656826,0.07380073800738007,0.5830258302583026,0.6568265682656826,0.07380073800738007,0.5830258302583026,0.6568265682656826,0.07380073800738007,0.6153924250584868,0.729924805112585,0.11453238005409816,0.9181656843784612,0.9793970548570184,0.0612313704785572,,,0.4428044280442804,0.363204434917299,0.9409938422867898
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,train,regression,0.0610388011594886,0.0593714407669417,-0.0016673603925468974,0.7896128804712804,0.8025734497574223,0.012960569286141865,,,,,,,,,,,,,,,,0.0879693915235301,0.4691822723352284,,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,val,q90_warning,,,,,,,0.0526315789473684,0.0,-0.0526315789473684,0.03125,0.0,-0.03125,0.0392156862745098,0.0,-0.0392156862745098,0.082763426443076,0.0654996877730955,-0.01726373866998049,0.7426307624113475,0.7181682180851063,-0.024462544326241176,,,0.1038961038961039,0.0542399535282086,0.56072695035461
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-rv_accel_log_5_20__lb-40__delta-0p55-1p25,rv_accel_log_5_20,40,0.55,1.25,val,regression,0.0539043510854328,0.0551111972046572,0.0012068461192243987,0.5297153361382319,0.4806995316264495,-0.049015804511782335,,,,,,,,,,,,,,,,0.0654340266893052,0.2163518743151214,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,test,q90_warning,,,,,,,0.4550898203592814,0.4277456647398844,-0.027344155619397015,0.5846153846153846,0.5692307692307692,-0.015384615384615441,0.5117845117845118,0.4884488448844885,-0.02333566690002331,0.5339186454094068,0.5188667381078446,-0.01505190730156225,0.8353801603801604,0.8169438669438669,-0.018436293436293494,,,0.2051282051282051,0.1563856888981309,0.6304648054648054
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,test,q95_crisis,,,,,,,0.4117647058823529,0.3292682926829268,-0.08249641319942613,0.5490196078431373,0.5294117647058824,-0.019607843137254943,0.4705882352941176,0.4060150375939849,-0.0645731977001327,0.5687793257252067,0.5446193915009937,-0.02415993422421303,0.7568627450980392,0.8164424514200299,0.05957970632199072,,,0.0186915887850467,0.0492048945743309,0.5738855183328937
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,test,regression,0.0975682437043607,0.0982996531464495,0.0007314094420888123,0.6048751507581102,0.5981881935252649,-0.006686957232845292,,,,,,,,,,,,,,,,0.1204303020277197,0.1915089352388859,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,train,q90_warning,,,,,,,0.5992647058823529,0.6378676470588235,0.03860294117647056,0.5992647058823529,0.6378676470588235,0.03860294117647056,0.5992647058823529,0.6378676470588235,0.03860294117647056,0.6669125123298787,0.724693631216535,0.05778111888665627,0.9144653185272472,0.949021662017219,0.03455634348997183,,,0.3566176470588235,0.2822214879081567,0.8052969884805926
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,train,q95_crisis,,,,,,,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.6151442048327229,0.6764357245262124,0.06129151969348945,0.918431334578758,0.970976243905773,0.052544909327014944,,,0.1544117647058823,0.1537218519683507,0.8381050086572196
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,train,regression,0.0606344373124197,0.0596486683549283,-0.0009857689574914036,0.7924852238129271,0.8001597815072994,0.007674557694372308,,,,,,,,,,,,,,,,0.092746325390417,0.3568537971635684,,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,val,q90_warning,,,,,,,0.0526315789473684,0.24,0.1873684210526316,0.03125,0.1875,0.15625,0.0392156862745098,0.2105263157894736,0.17131062951496379,0.0785333211707838,0.1093072205133258,0.030773899342541988,0.7366662985865724,0.7792071554770318,0.04254085689045939,,,0.0,0.0373051178868088,0.6529372791519434
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-10__delta-0p25-1p0,vix_rv_spread,10,0.25,1.0,val,regression,0.0528434871271915,0.0521097587059064,-0.0007337284212851,0.5366584532138681,0.5536012838115325,0.016942830597664438,,,,,,,,,,,,,,,,0.074470137143934,0.2737510750425296,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,test,q90_warning,,,,,,,0.4550898203592814,0.406060606060606,-0.049029214298675405,0.5846153846153846,0.5153846153846153,-0.06923076923076932,0.5117845117845118,0.4542372881355932,-0.057547223648918566,0.5339186454094068,0.4800293454359531,-0.05388929997345371,0.8353801603801604,0.7832343332343332,-0.05214582714582716,,,0.2271062271062271,0.161308898971304,0.6357365607365607
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,test,q95_crisis,,,,,,,0.4117647058823529,0.2747252747252747,-0.13703943115707823,0.5490196078431373,0.4901960784313725,-0.05882352941176483,0.4705882352941176,0.352112676056338,-0.11847555923777958,0.5687793257252067,0.4781651920576925,-0.09061413366751425,0.7568627450980392,0.7946364195902574,0.037773674492218245,,,0.0166666666666666,0.0483832275858364,0.5717576716785369
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,test,regression,0.0975682437043607,0.098340403543791,0.0007721598394303114,0.6048751507581102,0.597229134410871,-0.00764601634723916,,,,,,,,,,,,,,,,0.1207256965109304,0.1850824123199115,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,train,q90_warning,,,,,,,0.5992647058823529,0.6341911764705882,0.03492647058823528,0.5992647058823529,0.6341911764705882,0.03492647058823528,0.5992647058823529,0.6341911764705882,0.03492647058823528,0.6669125123298787,0.7204075762141459,0.05349506388426717,0.9144653185272472,0.9471169165744792,0.032651598047231944,,,0.3235294117647059,0.2795690986870577,0.7836727354985329
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,train,q95_crisis,,,,,,,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.5845588235294118,0.5955882352941176,0.011029411764705843,0.6151442048327229,0.679212475571511,0.06406827073878807,0.918431334578758,0.9685734382831368,0.05014210370437877,,,0.1948529411764706,0.1611732444152034,0.8063893983232331
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,train,regression,0.0606344373124197,0.0595376441049697,-0.0010967932074500003,0.7924852238129271,0.8009802977521758,0.008495073939248754,,,,,,,,,,,,,,,,0.0929315282901031,0.3515818082833186,,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,val,q90_warning,,,,,,,0.0526315789473684,0.2,0.14736842105263162,0.03125,0.1875,0.15625,0.0392156862745098,0.1935483870967742,0.15433270082226438,0.0785333211707838,0.1307072732551815,0.05217395208439769,0.7366662985865724,0.8374282243816255,0.10076192579505305,,,0.0,0.0393279480517653,0.668672703180212
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-10__delta-0p4-1p1,vix_rv_spread,10,0.4,1.1,val,regression,0.0528434871271915,0.0527362067408504,-0.00010728038634109927,0.5366584532138681,0.5411036666195457,0.004445213405677606,,,,,,,,,,,,,,,,0.073733729067409,0.2538216207732473,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,test,q90_warning,,,,,,,0.4550898203592814,0.3764705882352941,-0.0786192321239873,0.5846153846153846,0.4923076923076923,-0.09230769230769237,0.5117845117845118,0.4266666666666667,-0.08511784511784509,0.5339186454094068,0.4693207728058917,-0.06459787260351513,0.8353801603801604,0.783026433026433,-0.05235372735372734,,,0.2021660649819494,0.1608369733044085,0.597052272052272
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,test,q95_crisis,,,,,,,0.4117647058823529,0.2916666666666667,-0.12009803921568624,0.5490196078431373,0.4117647058823529,-0.13725490196078438,0.4705882352941176,0.3414634146341463,-0.12912482065997127,0.5687793257252067,0.4478558127426036,-0.12092351298260312,0.7568627450980392,0.7648993229578828,0.008036577859843574,,,0.0618556701030927,0.0534448441576151,0.571142178844632
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,test,regression,0.0975682437043607,0.0984292216703105,0.0008609779659498051,0.6048751507581102,0.5974121413729137,-0.007463009385196506,,,,,,,,,,,,,,,,0.1201203985001115,0.2050078477599517,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,train,q90_warning,,,,,,,0.5992647058823529,0.625,0.02573529411764708,0.5992647058823529,0.625,0.02573529411764708,0.5992647058823529,0.625,0.02573529411764708,0.6669125123298787,0.7128004932700698,0.04588798094019109,0.9144653185272472,0.9473882178586888,0.032922899331441546,,,0.2977941176470588,0.2458078466937527,0.781784523652061
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,train,q95_crisis,,,,,,,0.5845588235294118,0.5845588235294118,0.0,0.5845588235294118,0.5845588235294118,0.0,0.5845588235294118,0.5845588235294118,0.0,0.6151442048327229,0.6694488171458833,0.054304612313160416,0.918431334578758,0.9676714072538388,0.04924007267508079,,,0.1764705882352941,0.1466905796171503,0.8207086959493325
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,train,regression,0.0606344373124197,0.0599365960823617,-0.0006978412300579981,0.7924852238129271,0.7979170050010057,0.005431781188078633,,,,,,,,,,,,,,,,0.0930854619506567,0.3472063974495589,,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,val,q90_warning,,,,,,,0.0526315789473684,0.2692307692307692,0.21659919028340083,0.03125,0.21875,0.1875,0.0392156862745098,0.2413793103448276,0.2021636240703178,0.0785333211707838,0.1421677429502557,0.06363442177947189,0.7366662985865724,0.7978412102473498,0.061174911660777376,,,0.0536912751677852,0.0351197498446119,0.6027771643109541
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-10__delta-0p55-1p25,vix_rv_spread,10,0.55,1.25,val,regression,0.0528434871271915,0.0523815029886621,-0.00046198413852940184,0.5366584532138681,0.5459178817995132,0.009259428585645102,,,,,,,,,,,,,,,,0.0747548391118824,0.2353779083899086,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,test,q90_warning,,,,,,,0.4550898203592814,0.4036144578313253,-0.05147536252795609,0.5846153846153846,0.5153846153846153,-0.06923076923076932,0.5117845117845118,0.4527027027027027,-0.0590818090818091,0.5338600959271201,0.4690164453272092,-0.06484365059991093,0.8353444427912513,0.8353742002678173,2.9757476565972496e-05,,,0.2068965517241379,0.1728826528944797,0.6655557208748698
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,test,q95_crisis,,,,,,,0.4057971014492754,0.2972972972972973,-0.10849980415197807,0.5490196078431373,0.4313725490196078,-0.1176470588235295,0.4666666666666667,0.352,-0.1146666666666667,0.5688146066626221,0.3001036911284022,-0.2687109155342199,0.7569191198491976,0.744446206155418,-0.012472913693779564,,,0.0,0.0404705744095054,0.4955340626816764
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,test,regression,0.0975331973553034,0.0985763378901854,0.0010431405348819978,0.605748731792924,0.5969842138727154,-0.008764517920208603,,,,,,,,,,,,,,,,0.1211110649508374,0.2072829147728378,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,train,q90_warning,,,,,,,0.5966850828729282,0.6298342541436464,0.03314917127071815,0.5966850828729282,0.6298342541436464,0.03314917127071815,0.5966850828729282,0.6298342541436464,0.03314917127071815,0.6658422227276323,0.7285246777039416,0.06268245497630931,0.9140461452988168,0.9548433567097786,0.04079721141096182,,,0.4051565377532228,0.3883699091926206,0.8720009588790162
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,train,q95_crisis,,,,,,,0.5845588235294118,0.6066176470588235,0.022058823529411686,0.5845588235294118,0.6066176470588235,0.022058823529411686,0.5845588235294118,0.6066176470588235,0.022058823529411686,0.6151569675791164,0.679512750363587,0.06435578278447063,0.918254314523948,0.9725187922754908,0.05426447775154275,,,0.3125,0.2939399764515647,0.9053798948316965
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,train,regression,0.0606694091862891,0.0593294087936525,-0.0013400003926366047,0.7923623812887689,0.8027589851908232,0.010396603902054324,,,,,,,,,,,,,,,,0.0899052751585008,0.4257479420237995,,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,val,q90_warning,,,,,,,0.0526315789473684,0.1481481481481481,0.09551656920077972,0.03125,0.125,0.09375,0.0392156862745098,0.135593220338983,0.09637753406447319,0.0788668665095815,0.1040469621482055,0.025180095638624,0.7381741821396993,0.8181366047745359,0.07996242263483655,,,0.0434782608695652,0.0494834359645365,0.7403569849690539
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-20__delta-0p25-1p0,vix_rv_spread,20,0.25,1.0,val,regression,0.0530718443470894,0.0537055463100247,0.0006337019629353013,0.5338039348070313,0.5291358287249668,-0.0046681060820644715,,,,,,,,,,,,,,,,0.0760837551704506,0.2650382815879514,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,test,q90_warning,,,,,,,0.4550898203592814,0.3636363636363636,-0.09145345672291783,0.5846153846153846,0.4615384615384615,-0.12307692307692314,0.5117845117845118,0.4067796610169492,-0.10500485076756261,0.5338600959271201,0.4813941125467574,-0.052465983380362735,0.8353444427912513,0.848832019044785,0.013487576253533695,,,0.1198501872659176,0.1599060045455355,0.6900758815652432
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,test,q95_crisis,,,,,,,0.4057971014492754,0.3870967741935484,-0.01870032725572701,0.5490196078431373,0.4705882352941176,-0.07843137254901972,0.4666666666666667,0.4247787610619469,-0.04188790560471978,0.5688146066626221,0.4876192592873535,-0.08119534737526857,0.7569191198491976,0.8176805313320296,0.060761411482831984,,,0.0,0.0434801299521066,0.5403519898525448
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,test,regression,0.0975331973553034,0.0976607535774154,0.00012755622211199635,0.605748731792924,0.6043469128162089,-0.0014018189767150968,,,,,,,,,,,,,,,,0.1216734884058552,0.1841262346493806,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,train,q90_warning,,,,,,,0.5966850828729282,0.6464088397790055,0.04972375690607733,0.5966850828729282,0.6464088397790055,0.04972375690607733,0.5966850828729282,0.6464088397790055,0.04972375690607733,0.6658422227276323,0.7433574020244167,0.07751517929678442,0.9140461452988168,0.961510656598437,0.04746451129962026,,,0.4106813996316759,0.3857178028717782,0.8538991021062924
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,train,q95_crisis,,,,,,,0.5845588235294118,0.6176470588235294,0.03308823529411764,0.5845588235294118,0.6176470588235294,0.03308823529411764,0.5845588235294118,0.6176470588235294,0.03308823529411764,0.6151569675791164,0.6873814519230366,0.07222448434392015,0.918254314523948,0.9765018136399412,0.05824749911599314,,,0.3455882352941176,0.3364268727206251,0.8936033546635641
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,train,regression,0.0606694091862891,0.0591195076537462,-0.001549901532542905,0.7923623812887689,0.8043245105567959,0.011962129268026978,,,,,,,,,,,,,,,,0.0903447444682096,0.4157461308611708,,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,val,q90_warning,,,,,,,0.0526315789473684,0.125,0.07236842105263161,0.03125,0.09375,0.0625,0.0392156862745098,0.1071428571428571,0.06792717086834729,0.0788668665095815,0.1057938410944728,0.02692697458489131,0.7381741821396993,0.7849524756852344,0.04677829354553509,,,0.0509554140127388,0.0412380564420578,0.6766965075154731
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-20__delta-0p4-1p1,vix_rv_spread,20,0.4,1.1,val,regression,0.0530718443470894,0.0550347038206924,0.0019628594736030014,0.5338039348070313,0.5080971983603351,-0.025706736446696188,,,,,,,,,,,,,,,,0.0748083364141992,0.2555046753006479,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,test,q90_warning,,,,,,,0.4550898203592814,0.3945578231292517,-0.06053199723002972,0.5846153846153846,0.4461538461538462,-0.13846153846153847,0.5117845117845118,0.4187725631768953,-0.09301194860761647,0.5338600959271201,0.4572427347340816,-0.07661736119303852,0.8353444427912513,0.7856420175569113,-0.049702425234339986,,,0.0995850622406639,0.1309120380018793,0.5557506323463771
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,test,q95_crisis,,,,,,,0.4057971014492754,0.3392857142857143,-0.06651138716356109,0.5490196078431373,0.3725490196078431,-0.1764705882352942,0.4666666666666667,0.3551401869158878,-0.1115264797507789,0.5688146066626221,0.3958478424349024,-0.17296676422771967,0.7569191198491976,0.7125240033120166,-0.04439511653718098,,,0.0,0.0415643984795235,0.5176963867307929
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,test,regression,0.0975331973553034,0.098693356651174,0.0011601592958705997,0.605748731792924,0.5952581368705174,-0.01049059492240656,,,,,,,,,,,,,,,,0.1217933254456872,0.1886999338183329,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,train,q90_warning,,,,,,,0.5966850828729282,0.6095764272559853,0.012891344383057057,0.5966850828729282,0.6095764272559853,0.012891344383057057,0.5966850828729282,0.6095764272559853,0.012891344383057057,0.6658422227276323,0.7194364422947898,0.053594219567157486,0.9140461452988168,0.954859941095278,0.04081379579646127,,,0.4051565377532228,0.3680096063649001,0.8417122171891126
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,train,q95_crisis,,,,,,,0.5845588235294118,0.5735294117647058,-0.011029411764705954,0.5845588235294118,0.5735294117647058,-0.011029411764705954,0.5845588235294118,0.5735294117647058,-0.011029411764705954,0.6151569675791164,0.6522001142097404,0.037043146630624024,0.918254314523948,0.9714501420114294,0.05319582748748142,,,0.3161764705882353,0.2718364398268575,0.882930753744197
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,train,regression,0.0606694091862891,0.0593771228130332,-0.001292286373255902,0.7923623812887689,0.8023760766605601,0.010013695371791198,,,,,,,,,,,,,,,,0.0901842408271568,0.4195723246418519,,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,val,q90_warning,,,,,,,0.0526315789473684,0.0769230769230769,0.024291497975708502,0.03125,0.0625,0.03125,0.0392156862745098,0.0689655172413793,0.029749830966869492,0.0788668665095815,0.0975436973285314,0.0186768308189499,0.7381741821396993,0.7321231211317417,-0.006051061007957603,,,0.0,0.0330708567163368,0.5803768788682582
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,val,q95_crisis,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,
scalar-vix_rv_spread__lb-20__delta-0p55-1p25,vix_rv_spread,20,0.55,1.25,val,regression,0.0530718443470894,0.0535957013203719,0.0005238569732824994,0.5338039348070313,0.5310362500086662,-0.0027676847983650887,,,,,,,,,,,,,,,,0.0740189862738682,0.2525931259656809,,,
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,test,q90_warning,,,,,,,0.4491017964071856,0.4416666666666666,-0.00743512974051902,0.5813953488372093,0.4108527131782946,-0.17054263565891475,0.5067567567567568,0.4257028112449799,-0.08105394551177691,0.5276358945367126,0.4835808313576874,-0.04405506317902513,0.83331079862989,0.8215251487290426,-0.011785649900847406,,,0.2121212121212121,0.1823471229352291,0.635741541974641
scalar-vix_rv_spread__lb-40__delta-0p25-1p0,vix_rv_spread,40,0.25,1.0,test,q95_crisis,,,,,,,0.4117647058823529,0.6046511627906976,0.19288645690834472,0.5490196078431373,0.5098039215686274,-0.03921568627450989,0.4705882352941176,0.5531914893617021,0.08260325406758456,0.5687757512830329,0.6118512429601065,0.043075491677073585,0.7575693340399224,0.9066419360537008,0.14907260201377837,,,0.0979020979020979,0.0708645505595707,0.5798268857092387
