model,protocol,task,n_folds_regression,n_folds_q90_valid,n_folds_q95_valid,test_innovation_rmse_median,test_innovation_rmse_mean,test_innovation_rmse_std,test_innovation_r2_median,test_innovation_r2_mean,test_innovation_r2_std,test_reconstructed_rmse_median,test_reconstructed_rmse_mean,test_reconstructed_rmse_std,test_reconstructed_qlike_median,test_reconstructed_qlike_mean,test_reconstructed_qlike_std,test_reconstructed_mz_alpha_median,test_reconstructed_mz_alpha_mean,test_reconstructed_mz_alpha_std,test_reconstructed_mz_beta_median,test_reconstructed_mz_beta_mean,test_reconstructed_mz_beta_std,test_reconstructed_mz_r2_median,test_reconstructed_mz_r2_mean,test_reconstructed_mz_r2_std,q90_test_ap_median,q90_test_ap_mean,q90_test_ap_std,q90_test_auc_median,q90_test_auc_mean,q90_test_auc_std,q90_test_n_pos_median,q90_test_n_pos_mean,q90_test_n_pos_std,q90_test_f1_median,q90_test_f1_mean,q90_test_f1_std,q90_test_precision_median,q90_test_precision_mean,q90_test_precision_std,q90_test_recall_median,q90_test_recall_mean,q90_test_recall_std,q90_test_called_rate_median,q90_test_called_rate_mean,q90_test_called_rate_std,q95_test_ap_median,q95_test_ap_mean,q95_test_ap_std,q95_test_auc_median,q95_test_auc_mean,q95_test_auc_std,q95_test_n_pos_median,q95_test_n_pos_mean,q95_test_n_pos_std,q95_test_f1_median,q95_test_f1_mean,q95_test_f1_std,q95_test_precision_median,q95_test_precision_mean,q95_test_precision_std,q95_test_recall_median,q95_test_recall_mean,q95_test_recall_std,q95_test_called_rate_median,q95_test_called_rate_mean,q95_test_called_rate_std
tfim_phase2_final,exact,innovation,5,5,5,0.37791081410445954,0.3873751143355394,0.07829643708981307,0.12845475466288092,0.17532652153547554,0.07094334573500867,0.0680369870766484,0.08093507428789921,0.03510357070194289,-2.3575932621103544,-2.4521587345212144,0.29472142988604205,0.05434128832956139,0.04890621740076744,0.029004281408393368,0.6840871993869466,0.7145090559845675,0.2713613224873094,0.282618738620925,0.3300996593839617,0.20523076811223248,0.21602000414817812,0.2529161264780747,0.08485363978362019,0.7012985436893204,0.681234178123025,0.0798907059478416,116.0,115.0,35.96526101670889,0.2857142857142857,0.26764879016194376,0.07808990342603667,0.18740157480314962,0.20897411526229784,0.07134511221625847,0.4262295081967213,0.4714036238963539,0.26329005641468617,0.17275747508305647,0.3098263899097404,0.2513802040786638,0.1732959154455856,0.1802472127831972,0.07199523029403108,0.680423889490791,0.6761531326839397,0.0984869281289015,71.0,75.2,29.055120030727803,0.2111111111111111,0.21738641029344738,0.04561695064605667,0.11801242236024845,0.14514349927235135,0.05467390383021412,0.6338028169014085,0.6233714599911784,0.2606085849665681,0.49612403100775193,0.4336454688893463,0.31490145620206195
