model,n,recovery_rate,auc,pr_auc,logloss,brier
D0_prior,317,0.580441640378549,0.5215143837855508,0.5792632237776277,0.6845126776420613,0.2456894245250501
D1_geometry,317,0.580441640378549,0.7211507028440667,0.7521385403774223,0.612057112983204,0.210309820006362
D2_geometry_downside,317,0.580441640378549,0.7193527296502125,0.7507746504813781,0.6170727448211308,0.21178885036647283
D3_compact_quadratic,317,0.580441640378549,0.637218045112782,0.6893296541336973,0.9544085965533411,0.27669703226630304
