market_key,market,source,first_date,last_date,n_daily_rows,n_branch_episodes,n_complete_120d,n_recovery,n_relapse,n_unresolved_120d,fraction_resolved_120d,median_residence_days
nikkei_225,Nikkei 225,FRED:NIKKEI225,1949-05-16,2026-07-10,19156,180,179,91,80,8,0.9553072625698324,21.0
