model,n,recovery_rate,auc,pr_auc,logloss,brier
D0_prior,299,0.5752508361204013,0.5048754806811939,0.5669353212120236,0.6871316708082241,0.24699540023125013
D1_geometry,299,0.5752508361204013,0.7193737410730636,0.742894432763785,0.6146079954541648,0.21110326251956166
Q1_fixed_quantum_feature,299,0.5752508361204013,0.6017670756271746,0.6549657594723273,0.6719808951306919,0.23953214544614837
