sample_id,label,index,episode_id,era,split,event_onset,origin_date,lead,level,mean5,mean20,slope5,slope20,std20,max20,target_x_h1,target_x_h2,target_x_h3,target_x_h4,target_x_h5,target_x_h6,target_x_h7,target_x_h8,target_x_h9,target_x_h10,matched_positive_id,match_distance,control_reused_across_leads
P_E025_GDAXI_L5,1,GDAXI,E025,test,test,2022-02-21,2022-02-14,5,-4.400460746265276,-4.822899557444677,-4.701109284807199,0.13288170174404312,-0.011799983301236175,0.3779853951519638,-3.690210119005766,-4.2835849980798,-4.784119967030058,-4.693044590579883,-4.3417702658282735,-3.7651835793260116,-4.0460998754664175,-4.356678349678948,-4.03076118841693,-3.7866362782697633,-4.077338626687765,,,False
P_E025_GDAXI_L10,1,GDAXI,E025,test,test,2022-02-21,2022-02-07,10,-4.948275730268309,-4.865991626474437,-4.872114548976189,0.14457055795561125,0.04233411553916539,0.5343291992946747,-3.690210119005766,-4.953606568826053,-5.063694229562052,-4.85556738532683,-4.841168857243173,-4.400460746265276,-4.2835849980798,-4.784119967030058,-4.693044590579883,-4.3417702658282735,-3.7651835793260116,,,False
P_E026_HSI_L1,1,HSI,E026,test,test,2022-03-07,2022-03-04,1,-5.31831957688787,-4.891794849632323,-4.871122848753077,-0.23314184791468257,0.007706706663155576,0.37335577473931003,-4.1765291427792475,-4.249503944171734,-3.9615738261315054,-3.688118790067917,-4.454496837139957,-3.883837968250574,-3.7354124634103605,-3.2981691809717386,-3.0424747717120693,-3.8972661241704043,-3.8910299767846865,,,False
P_E026_HSI_L5,1,HSI,E026,test,test,2022-03-07,2022-02-28,5,-4.514960776712439,-4.587395013035094,-4.783762633644761,0.012049719622296815,0.0032653469646892934,0.35059845150335106,-4.1765291427792475,-4.696888116580096,-4.5072167826051555,-5.421588995376054,-5.31831957688787,-4.249503944171734,-3.9615738261315054,-3.688118790067917,-4.454496837139957,-3.883837968250574,-3.7354124634103605,,,False
P_E026_HSI_L10,1,HSI,E026,test,test,2022-03-07,2022-02-21,10,-5.152396522340981,-4.915485450064422,-4.824123546261485,0.01804884844532657,-0.018795129476157545,0.3599413470230416,-4.041929253863273,-4.4105846923022165,-5.082074909212493,-4.1765291427792475,-4.752825544169076,-4.514960776712439,-4.696888116580096,-4.5072167826051555,-5.421588995376054,-5.31831957688787,-4.249503944171734,,,False
P_E027_SPX_L1,1,SPX,E027,test,test,2022-04-21,2022-04-20,1,-5.237637976982173,-4.883151956086172,-4.907547586834914,-0.07534007374627393,0.011291114645382301,0.257817337668011,-4.409121714496037,-4.054494126290349,-4.109931992646611,-4.2774954487220676,-4.2232925407761135,-4.498861658357081,-4.078164489028497,-3.8724226231894883,-4.156881407030391,-4.875739926217128,-3.7919943495328163,,,False
P_E027_SPX_L5,1,SPX,E027,test,test,2022-04-21,2022-04-13,5,-4.790044387150298,-4.767259289377861,-4.873873686782956,0.04230879583860924,0.0027253370690873326,0.23649515032447221,-4.409121714496037,-4.660977751192979,-5.20790835611345,-4.519191308991959,-5.237637976982173,-4.054494126290349,-4.109931992646611,-4.2774954487220676,-4.2232925407761135,-4.498861658357081,-4.078164489028497,,,False
P_E027_SPX_L10,1,SPX,E027,test,test,2022-04-21,2022-04-06,10,-4.929454387957539,-4.899279482338667,-4.791907398366119,0.009297058174543321,-0.030785898782951897,0.3026889672483393,-4.2054877545233715,-4.657820351487158,-5.096657744208411,-4.8826522495474025,-4.409121714496037,-4.790044387150298,-4.660977751192979,-5.20790835611345,-4.519191308991959,-5.237637976982173,-4.054494126290349,,,False
N_P_E001_SPX_L1_1,0,SPX,E001,train,train,2007-07-24,2012-12-13,1,-5.0391146399403635,-5.371872022226533,-5.25177906739029,0.1631317282280852,-0.018612185549335077,0.4480340830478874,-4.438685093732763,-5.741049934344634,-4.928940763821806,-4.917831659678033,-5.30278398944201,-5.394149038706041,-4.728686332019078,-6.070574621415881,-5.20617383566054,-4.718324717352102,-4.956539011834922,P_E001_SPX_L1,0.4154181739452325,True
N_P_E001_SPX_L1_2,0,SPX,E001,train,train,2007-07-24,2010-11-11,1,-5.21398244618866,-5.25149971485896,-5.126935756915215,0.17078427086397846,-0.007721542094340642,0.43105296696734774,-4.47649354093588,-4.8033584230650845,-5.271667718375057,-4.504976469617916,-5.5364924164545215,-4.787497611976515,-5.241310492310944,-4.928618542514798,-4.8398586544215005,-4.889857952261335,-5.613815075251476,P_E001_SPX_L1,0.518540483393635,False
N_P_E001_SPX_L1_3,0,SPX,E001,train,train,2007-07-24,2014-05-07,1,-5.096664703111424,-5.336612180723203,-5.2935297146128395,0.14195987880950692,-0.024379477634010775,0.44716669141402443,-4.304166516248413,-5.103184115431867,-5.598389360078345,-5.214385927738219,-6.249106351673347,-5.624888310663786,-4.79600304971748,-5.444686329268345,-5.439895001070512,-5.229251971035389,-5.311225090969432,P_E001_SPX_L1,0.5671533692563843,False
N_P_E003_SPX_L1_1,0,SPX,E003,train,train,2008-01-02,2012-11-27,1,-5.360548829754923,-5.37945067286374,-5.006337188891765,0.052360005687366595,-0.017269627060544298,0.47049836452112304,-4.067769978206964,-4.5385049810699,-5.397827048984151,-5.786707449194194,-5.039649273576872,-5.509854361201496,-4.906579399564262,-5.679252031368883,-5.5202539110578455,-5.975583705568358,-5.017862889043629,P_E003_SPX_L1,0.6998315312169089,False
N_P_E003_SPX_L1_2,0,SPX,E003,train,train,2008-01-02,2012-11-29,1,-5.397827048984151,-5.094059801196009,-4.985721915740887,-0.030413684048648887,-0.022382140394766388,0.48721871896276336,-4.067769978206964,-5.786707449194194,-5.039649273576872,-5.509854361201496,-4.906579399564262,-5.679252031368883,-5.5202539110578455,-5.975583705568358,-5.017862889043629,-5.306544965522468,-5.0391146399403635,P_E003_SPX_L1,0.8074579205660932,False
N_P_E003_SPX_L1_3,0,SPX,E003,train,train,2008-01-02,2013-01-10,1,-5.377597530722625,-5.54637033186002,-5.207297280119616,0.01968516961607501,-0.009590673531486953,0.47118111143905017,-4.195061747810091,-6.160146919572412,-5.952109457290055,-5.545366625788705,-5.953408935955184,-5.280809435593091,-5.490846493723949,-5.380694258787325,-5.989065780844255,-5.270118406852281,-5.689485952193329,P_E003_SPX_L1,0.9595590476041524,False
N_P_E004_SPX_L1_1,0,SPX,E004,train,train,2008-06-26,2010-08-24,1,-4.666537688479991,-4.757417472067699,-4.892909626226337,-9.52288118632981e-06,0.007020202643554794,0.3955160824403315,-4.171096574761058,-4.49305570382336,-4.693964564967827,-4.229652035290227,-4.724767548928107,-4.807065283178359,-4.028502338391681,-5.226288813679631,-5.070883448506876,-5.072112416196985,-5.122192280962215,P_E004_SPX_L1,0.38933858950654815,True
N_P_E004_SPX_L1_2,0,SPX,E004,train,train,2008-06-26,2012-11-19,1,-4.438685093732763,-4.742718030755698,-4.878944321023418,0.050552447333011105,0.007711163790898993,0.38837579841033154,-4.067769978206964,-5.198225381781234,-6.165061006611474,-4.856604092380644,-5.316814053790427,-5.360548829754923,-4.5385049810699,-5.397827048984151,-5.786707449194194,-5.039649273576872,-5.509854361201496,P_E004_SPX_L1,0.48016086527347246,False
N_P_E004_SPX_L1_3,0,SPX,E004,train,train,2008-06-26,2010-08-25,1,-4.49305570382336,-4.682714188301102,-4.863847085053257,0.02011643559108695,0.009868239939363373,0.4027740750730865,-4.171096574761058,-4.693964564967827,-4.229652035290227,-4.724767548928107,-4.807065283178359,-4.028502338391681,-5.226288813679631,-5.070883448506876,-5.072112416196985,-5.122192280962215,-5.307658188438523,P_E004_SPX_L1,0.5076027848207156,False
N_P_E010_SPX_L1_1,0,SPX,E010,train,train,2010-05-04,2011-03-11,1,-4.885288498738053,-4.816618123639636,-5.084015878824067,-0.057743333957294835,0.045865371413075194,0.4944889169266876,-4.419333715497371,-4.979225611013045,-4.35203829523798,-4.1912981409885735,-4.807869498214903,-5.124870524002427,-4.732386305844738,-5.782328838451491,-4.873107384270036,-5.073417637670619,-5.490671580572996,P_E010_SPX_L1,0.6393344564058048,False
N_P_E010_SPX_L1_2,0,SPX,E010,train,train,2010-05-04,2011-03-10,1,-4.615281634471355,-4.79544453801307,-5.104334900213808,-0.04458173203465237,0.045694042785001,0.494242453517737,-4.419333715497371,-4.885288498738053,-4.979225611013045,-4.35203829523798,-4.1912981409885735,-4.807869498214903,-5.124870524002427,-4.732386305844738,-5.782328838451491,-4.873107384270036,-5.073417637670619,P_E010_SPX_L1,0.6818113627347787,False
N_P_E010_SPX_L1_3,0,SPX,E010,train,train,2010-05-04,2014-02-06,1,-4.937098522646964,-4.88029592341491,-5.1793530428916705,-0.09480782969772435,0.037595459399139025,0.5052774732588663,-4.17374665979134,-4.906231642774487,-5.910044368339143,-4.87091935445222,-5.658206329857502,-4.970375765830281,-5.247600052862025,-5.965047189069808,-5.004990208765799,-5.121994490345249,-5.673650516281798,P_E010_SPX_L1,0.6858792990470188,False
N_P_E011_SPX_L1_1,0,SPX,E011,train,train,2011-07-27,2015-04-07,1,-5.533304454027158,-5.2406323887818855,-5.16817143150384,0.001409988283121189,-0.011764938166656788,0.4332623613229302,-4.3315681662405945,-5.5554998759297485,-5.2063411493782725,-5.751234919975584,-5.430414982642701,-5.422182469516703,-5.516428271229461,-5.739241318912136,-4.745410751776494,-5.169530634802787,-5.435300611228366,P_E011_SPX_L1,0.436924472596913,False
N_P_E011_SPX_L1_2,0,SPX,E011,train,train,2011-07-27,2007-04-02,1,-5.55848434905241,-5.185183034974167,-5.127843718892331,-0.017141594194224622,-0.019665066235107494,0.43006765517454404,-4.397725428989754,-4.985835422122856,-6.155322665587473,-5.677471533128826,-6.21345786110853,-6.230658023950157,-5.279148981504538,-5.136067270985441,-5.595490866455484,-5.037829269399832,-5.829335450857889,P_E011_SPX_L1,0.5279188762960952,False
N_P_E011_SPX_L1_3,0,SPX,E011,train,train,2011-07-27,2009-12-16,1,-5.413664844457661,-5.479042689752552,-5.10972611651418,0.0354662135206156,-0.019503073770229126,0.39914275329105936,-4.401617633173887,-5.164497615213854,-5.22338089653799,-5.008067447187438,-5.777701918802983,-5.810702894054573,-5.8479431242817705,-5.609989227844564,-6.079679799062265,-6.035075510384544,-4.980270746515299,P_E011_SPX_L1,0.5443184764379955,False
N_P_E014_SPX_L1_1,0,SPX,E014,train,train,2015-08-20,2015-04-17,1,-4.745410751776494,-5.370735558815499,-5.308525911077586,0.10529496123369766,-0.010340220470426409,0.37568764446468356,-4.555603756208051,-5.169530634802787,-5.435300611228366,-5.2190738186035865,-5.314493510825013,-6.0732484775655005,-5.229290538613296,-5.108184588035795,-5.374730923841642,-4.825837567366779,-5.11262209656353,P_E014_SPX_L1,0.4906166726351554,False
N_P_E014_SPX_L1_2,0,SPX,E014,train,train,2015-08-20,2012-02-15,1,-5.003800074433541,-5.257221361279518,-5.246882754405645,0.06031019068197625,0.003919224276276159,0.3729739800169739,-4.6660066899456965,-4.838626534218789,-5.90728747906364,-5.460324368969607,-5.754571778032017,-5.242276258280419,-6.032221722196842,-4.893247473501664,-5.769203636758122,-5.0777703030876085,-5.40398022847638,P_E014_SPX_L1,0.5017832050527888,False
N_P_E014_SPX_L1_3,0,SPX,E014,train,train,2015-08-20,2015-04-20,1,-5.169530634802787,-5.318558689247515,-5.317035685665687,0.12763211888807868,-0.003472614171182693,0.3702030273968273,-4.555603756208051,-5.435300611228366,-5.2190738186035865,-5.314493510825013,-6.0732484775655005,-5.229290538613296,-5.108184588035795,-5.374730923841642,-4.825837567366779,-5.11262209656353,-5.794866437347054,P_E014_SPX_L1,0.5659513662805653,False
N_P_E017_SPX_L1_1,0,SPX,E017,test,test,2018-12-04,2020-10-21,1,-5.196245361427131,-4.854221234337796,-4.896367142231349,-0.06538764749500506,-0.012067649312724034,0.4031353647135091,-4.239338107559013,-4.841626777802508,-5.398535371896407,-4.304227608871579,-5.606203524747301,-4.314739265228969,-4.214365158011121,-4.3396848735960765,-4.693053762562153,-4.655609894272439,-4.259293512731688,P_E017_SPX_L1,0.3968212686612958,False
N_P_E017_SPX_L1_2,0,SPX,E017,test,test,2018-12-04,2021-10-11,1,-4.883967805645981,-4.993110472368977,-4.968173481185714,-0.12488686637426624,0.004771936599757305,0.4129677599147993,-4.313675063680724,-5.399338431449725,-5.128097715351592,-4.932328619227593,-5.576348250694571,-5.194226265471782,-5.745949995245571,-6.12740780286724,-5.729674781794593,-5.3566619752706925,-5.371115164029162,P_E017_SPX_L1,0.6169596496726426,False
N_P_E017_SPX_L1_3,0,SPX,E017,test,test,2018-12-04,2020-10-22,1,-4.841626777802508,-4.865509259259499,-4.920612724383567,-0.04215838184480835,-0.002764822935967996,0.3830528049774744,-4.239338107559013,-5.398535371896407,-4.304227608871579,-5.606203524747301,-4.314739265228969,-4.214365158011121,-4.3396848735960765,-4.693053762562153,-4.655609894272439,-4.259293512731688,-4.904123334014611,P_E017_SPX_L1,0.6900967777544406,False
N_P_E018_SPX_L1_1,0,SPX,E018,test,test,2020-02-25,2021-04-22,1,-4.81792539565324,-5.232005214589056,-5.396982014942511,0.2490056982776519,-0.007290241478495858,0.4618308627000833,-4.584875474284114,-4.830302553501331,-6.379295611073145,-6.008268619252671,-5.867586301870012,-5.1152419790669095,-5.7031973880741225,-5.790901163708553,-4.920678148643617,-5.558941095575071,-4.832711362023966,P_E018_SPX_L1,0.4969914441897963,False
N_P_E018_SPX_L1_2,0,SPX,E018,test,test,2020-02-25,2016-09-29,1,-4.874153052058572,-5.347814739684749,-5.3417894183223575,0.24930203016485236,0.01016749494149708,0.5271799626017534,-4.390709412038365,-5.257153201923694,-5.921641619022558,-5.119580841741139,-6.012792760673158,-5.648521142790498,-5.1405950091567405,-5.969772692884595,-4.692872888192344,-5.645109082017572,-5.016369111654695,P_E018_SPX_L1,0.9808395356499223,False
N_P_E018_SPX_L1_3,0,SPX,E018,test,test,2020-02-25,2016-10-11,1,-4.692872888192344,-5.492910898739468,-5.392218244486943,0.23185881948675272,-0.007780375350539815,0.4273967416409107,-4.692872888192344,-5.645109082017572,-5.016369111654695,-5.393325596788729,-5.759648605061044,-5.993492966257361,-5.848815893092227,-5.558281956492419,-5.647823039048438,-6.119180089688333,-5.929225279002697,P_E018_SPX_L1,1.011480216749757,False
N_P_E024_SPX_L1_1,0,SPX,E024,test,test,2022-01-10,2016-01-05,1,-5.239781332166572,-5.037016177572506,-4.961903001312501,0.08977661116369119,-0.025935007499253215,0.4293541321546256,-4.2357145455071255,-4.622307094022271,-4.252364562414844,-4.343761117544236,-4.526689891488837,-4.578173462591814,-3.9113970355235295,-4.045845802413467,-3.9776965185262916,-4.443906760634323,-3.872447677016546,P_E024_SPX_L1,0.5044508358131278,False
N_P_E024_SPX_L1_2,0,SPX,E024,test,test,2022-01-10,2019-06-06,1,-5.071018857708465,-5.073934860798002,-5.073351471027576,0.060565907842724816,-0.02097774077286241,0.37898835093021566,-4.279404324061627,-5.002715188718752,-5.522645373948603,-5.012239548415404,-5.844829277426162,-5.894423841953057,-5.781221668156989,-6.180111272226055,-5.255798840211558,-5.478654873685444,-5.218267006954742,P_E024_SPX_L1,0.5960197163513044,False
N_P_E024_SPX_L1_3,0,SPX,E024,test,test,2022-01-10,2019-06-05,1,-5.180433472306384,-5.127756530049081,-5.083369852437924,0.11292957554903447,-0.01818549986822499,0.38156301124042474,-4.279404324061627,-5.071018857708465,-5.002715188718752,-5.522645373948603,-5.012239548415404,-5.844829277426162,-5.894423841953057,-5.781221668156989,-6.180111272226055,-5.255798840211558,-5.478654873685444,P_E024_SPX_L1,0.7023327994992042,False
N_P_E027_SPX_L1_1,0,SPX,E027,test,test,2022-04-21,2016-05-20,1,-5.333995965806483,-5.051481407773227,-5.227180668162216,-0.11515083292594457,0.020062992696300217,0.29430885545969154,-4.831910641925121,-6.017514609955114,-4.846746226959095,-5.393277450290635,-6.178284207543156,-5.95976339078839,-5.461728376358724,-5.391825839487361,-5.344502021828458,-5.2279987164523645,-5.63482750512656,P_E027_SPX_L1,1.398137698424636,False
N_P_E027_SPX_L1_2,0,SPX,E027,test,test,2022-04-21,2016-05-19,1,-5.221263503283589,-4.979503309942689,-5.239460702153201,-0.04587165173985406,0.026784063991296403,0.30396570740641166,-4.831910641925121,-5.333995965806483,-6.017514609955114,-4.846746226959095,-5.393277450290635,-6.178284207543156,-5.95976339078839,-5.461728376358724,-5.391825839487361,-5.344502021828458,-5.2279987164523645,P_E027_SPX_L1,1.4608619762532462,False
N_P_E027_SPX_L1_3,0,SPX,E027,test,test,2022-04-21,2019-06-11,1,-5.012239548415404,-5.157810488219522,-5.156945704243188,-0.011523866845818354,-0.001617657602134823,0.3254499013047242,-4.685274021283475,-5.844829277426162,-5.894423841953057,-5.781221668156989,-6.180111272226055,-5.255798840211558,-5.478654873685444,-5.218267006954742,-5.651764611998693,-6.113268745115729,-5.075016542856651,P_E027_SPX_L1,1.472764118962818,True
N_P_E001_SPX_L5_1,0,SPX,E001,train,train,2007-07-24,2007-04-05,5,-5.677471533128826,-5.4266263879362615,-5.22133035136788,-0.24397454432132362,-0.03092222912738568,0.47649323189396586,-4.397725428989754,-6.21345786110853,-6.230658023950157,-5.279148981504538,-5.136067270985441,-5.595490866455484,-5.037829269399832,-5.829335450857889,-5.485459077209331,-5.524170048157596,-5.165513045801,P_E001_SPX_L5,0.34490737480278866,False
N_P_E001_SPX_L5_2,0,SPX,E001,train,train,2007-07-24,2013-05-07,5,-5.661247794831177,-5.3820490866231525,-5.180839103790448,-0.220185253871117,-0.03950332227874754,0.47204854626286863,-4.2700783369883855,-5.594282090533614,-5.427420898692848,-5.6038434919064795,-5.681359418237998,-5.060218001757534,-5.225584676197431,-5.443795388385918,-5.215050035735828,-5.697213981182134,-5.423404376274745,P_E001_SPX_L5,0.5596888168208235,False
N_P_E001_SPX_L5_3,0,SPX,E001,train,train,2007-07-24,2007-04-04,5,-6.155322665587473,-5.33222895486654,-5.186373303347507,-0.21294940479476102,-0.02719142535092207,0.46681532533429887,-4.397725428989754,-5.677471533128826,-6.21345786110853,-6.230658023950157,-5.279148981504538,-5.136067270985441,-5.595490866455484,-5.037829269399832,-5.829335450857889,-5.485459077209331,-5.524170048157596,P_E001_SPX_L5,0.5715832024640428,False
N_P_E003_SPX_L5_1,0,SPX,E003,train,train,2008-01-02,2012-11-26,5,-5.316814053790427,-5.195077925659309,-4.987914972640353,-0.1414636630714738,-0.011880135737995765,0.46305363057967114,-4.067769978206964,-5.360548829754923,-4.5385049810699,-5.397827048984151,-5.786707449194194,-5.039649273576872,-5.509854361201496,-4.906579399564262,-5.679252031368883,-5.5202539110578455,-5.975583705568358,P_E003_SPX_L5,0.7680459725303964,False
N_P_E003_SPX_L5_2,0,SPX,E003,train,train,2008-01-02,2011-12-22,5,-5.198011365899678,-4.6912786781883185,-4.620925388630367,-0.10565920061102226,-0.007659815445712025,0.4449006409252199,-3.698130812520055,-5.213154481978778,-5.697514903227333,-4.801062592886828,-5.022137743470521,-5.7532626979953685,-4.4091749468465204,-5.2956622679593925,-4.781276465790429,-5.522551637747143,-5.656279928587406,P_E003_SPX_L5,0.8563747299403289,False
N_P_E003_SPX_L5_3,0,SPX,E003,train,train,2008-01-02,2012-11-23,5,-4.856604092380644,-5.09016949023753,-4.982245977267409,-0.18550403442769398,-0.0036081470129702116,0.4594954778738406,-4.067769978206964,-5.316814053790427,-5.360548829754923,-4.5385049810699,-5.397827048984151,-5.786707449194194,-5.039649273576872,-5.509854361201496,-4.906579399564262,-5.679252031368883,-5.5202539110578455,P_E003_SPX_L5,0.9255048744216888,False
N_P_E004_SPX_L5_1,0,SPX,E004,train,train,2008-06-26,2010-08-24,5,-4.666537688479991,-4.757417472067699,-4.892909626226337,-9.52288118632981e-06,0.007020202643554794,0.3955160824403315,-4.171096574761058,-4.49305570382336,-4.693964564967827,-4.229652035290227,-4.724767548928107,-4.807065283178359,-4.028502338391681,-5.226288813679631,-5.070883448506876,-5.072112416196985,-5.122192280962215,P_E004_SPX_L5,0.6821465122638235,True
N_P_E004_SPX_L5_2,0,SPX,E004,train,train,2008-06-26,2012-11-15,5,-5.189636356980397,-5.003125446766727,-4.966212993740421,0.05740347991464986,0.015408766530978446,0.41588590197864367,-4.067769978206964,-4.792271876681531,-4.438685093732763,-5.198225381781234,-6.165061006611474,-4.856604092380644,-5.316814053790427,-5.360548829754923,-4.5385049810699,-5.397827048984151,-5.786707449194194,P_E004_SPX_L5,0.7055019971586955,False
N_P_E004_SPX_L5_3,0,SPX,E004,train,train,2008-06-26,2010-08-20,5,-5.023782884924303,-4.756482917412461,-4.919613370478566,-0.0069501278425581955,0.004831657827726043,0.3939986394706145,-4.171096574761058,-4.815179380721211,-4.666537688479991,-4.49305570382336,-4.693964564967827,-4.229652035290227,-4.724767548928107,-4.807065283178359,-4.028502338391681,-5.226288813679631,-5.070883448506876,P_E004_SPX_L5,0.7189246010019056,False
N_P_E010_SPX_L5_1,0,SPX,E010,train,train,2010-05-04,2013-05-31,5,-4.574186274103136,-5.046543259306162,-5.2754140722638105,0.10868099568197401,0.0385719788487835,0.4377989260335057,-4.283267356688569,-5.033614293579673,-4.777744816907528,-4.797951922712482,-4.702396311295207,-4.957918687056101,-5.670864250401127,-5.0616612767533695,-4.614680834928174,-4.462521263318505,-5.0839191942013855,P_E010_SPX_L5,0.7372338310237331,False
N_P_E010_SPX_L5_2,0,SPX,E010,train,train,2010-05-04,2012-04-10,5,-4.488806365685563,-4.955757719480158,-5.217790009454798,0.1238004158849854,0.028724484958898507,0.4517241091568534,-4.488806365685563,-4.974570409696979,-4.775380158624757,-4.861846219444538,-5.075425487828968,-4.596828700701245,-5.731243147040279,-4.736286604511313,-5.395658625308494,-4.748813788929057,-5.5642715278697565,P_E010_SPX_L5,0.7639545592256317,False
N_P_E010_SPX_L5_3,0,SPX,E010,train,train,2010-05-04,2014-10-08,5,-4.275200446280252,-4.787527359162033,-5.167773001332755,0.1251952283643272,0.049940621902595045,0.422969612527587,-4.275200446280252,-4.392343787234719,-4.639011757432983,-4.4195666265343005,-4.758819940729497,-4.051310709172702,-4.32243948081586,-4.545653140122605,-4.9324624596202655,-4.57439608051799,-4.966701394864329,P_E010_SPX_L5,0.8287364062589501,False
N_P_E011_SPX_L5_1,0,SPX,E011,train,train,2011-07-27,2010-10-22,5,-5.987030172935321,-5.05594982379663,-5.0428056231320575,-0.16453442391454512,-0.003791701174314526,0.4131819425149279,-4.464199625485245,-5.158347988344916,-5.345554407736708,-5.084754179593408,-5.06584372017938,-5.834405039929152,-4.68960673712779,-5.511227306448232,-4.901802861184185,-4.47649354093588,-5.704059289922367,P_E011_SPX_L5,0.4784467603280158,False
N_P_E011_SPX_L5_2,0,SPX,E011,train,train,2011-07-27,2009-12-11,5,-5.548905453105829,-5.240287882040902,-5.038254903793225,-0.12969819654224082,-0.007841743244037075,0.3950614494891739,-4.401617633173887,-5.588757499584273,-5.351561644071446,-5.413664844457661,-5.164497615213854,-5.22338089653799,-5.008067447187438,-5.777701918802983,-5.810702894054573,-5.8479431242817705,-5.609989227844564,P_E011_SPX_L5,0.5594608761783338,False
N_P_E011_SPX_L5_3,0,SPX,E011,train,train,2011-07-27,2010-10-11,5,-5.674545263982721,-5.1606016158168675,-5.060043168595162,-0.19382312202131624,-0.001149812142621997,0.371175612685443,-4.464199625485245,-4.744078514425296,-5.011772372612223,-5.077235800966034,-4.933431663546701,-5.18711168441596,-4.63317455984705,-4.793750879831052,-4.678681821953771,-5.987030172935321,-5.158347988344916,P_E011_SPX_L5,0.5976441874345372,False
N_P_E014_SPX_L5_1,0,SPX,E014,train,train,2015-08-20,2012-04-05,5,-5.5911344307139785,-5.1776261656332085,-5.326002457992535,-0.009602167250089817,0.022752788337207994,0.4284966039187162,-4.555850649229851,-4.789951240686605,-4.488806365685563,-4.974570409696979,-4.775380158624757,-4.861846219444538,-5.075425487828968,-4.596828700701245,-5.731243147040279,-4.736286604511313,-5.395658625308494,P_E014_SPX_L5,0.8073214318263704,False
N_P_E014_SPX_L5_2,0,SPX,E014,train,train,2015-08-20,2012-10-04,5,-5.3042011212830005,-5.236088257817088,-5.41117440354238,-0.020831021686528912,0.025870136130843917,0.4276381341787292,-4.441774005473292,-5.154714614919235,-5.736070904870852,-5.098986433028032,-5.305049275163798,-5.376002948609165,-5.219470027020058,-5.134252603698228,-5.066462524817098,-5.614136769594687,-5.362193655159655,P_E014_SPX_L5,0.8552305615550629,False
N_P_E014_SPX_L5_3,0,SPX,E014,train,train,2015-08-20,2012-04-11,5,-4.974570409696979,-4.931337487300964,-5.238725997478154,0.0777637225077844,0.042650724778539435,0.42853879577973497,-4.488806365685563,-4.775380158624757,-4.861846219444538,-5.075425487828968,-4.596828700701245,-5.731243147040279,-4.736286604511313,-5.395658625308494,-4.748813788929057,-5.5642715278697565,-4.782942975860397,P_E014_SPX_L5,0.8785994412401016,False
N_P_E017_SPX_L5_1,0,SPX,E017,test,test,2018-12-04,2020-07-28,5,-5.274102510051802,-5.145029170980004,-4.926532480915074,-0.06178213535364147,-0.024656353805102695,0.40835251147529905,-4.125283418573394,-4.970178048557135,-4.743674569605552,-4.645602941931206,-5.708212160610981,-5.591575537519638,-6.023579873812297,-5.128817465757066,-5.453275610383151,-5.299578046851169,-4.628211322442233,P_E017_SPX_L5,0.537213252587036,False
N_P_E017_SPX_L5_2,0,SPX,E017,test,test,2018-12-04,2020-07-29,5,-4.970178048557135,-5.072115092305757,-4.955613269623065,-0.08372769215357681,-0.016785595495573704,0.38823913181467057,-4.125283418573394,-4.743674569605552,-4.645602941931206,-5.708212160610981,-5.591575537519638,-6.023579873812297,-5.128817465757066,-5.453275610383151,-5.299578046851169,-4.628211322442233,-5.15396402296845,P_E017_SPX_L5,0.5890952035939826,False
N_P_E017_SPX_L5_3,0,SPX,E017,test,test,2018-12-04,2020-07-27,5,-5.286971864643808,-5.133223497966599,-4.889495968670004,-0.009051138831146992,-0.024784980487552236,0.4087606212530199,-4.125283418573394,-5.274102510051802,-4.970178048557135,-4.743674569605552,-4.645602941931206,-5.708212160610981,-5.591575537519638,-6.023579873812297,-5.128817465757066,-5.453275610383151,-5.299578046851169,P_E017_SPX_L5,0.6335212835032036,False
N_P_E018_SPX_L5_1,0,SPX,E018,test,test,2020-02-25,2016-11-21,5,-5.6955582220924,-5.8349953880587915,-5.3987336473197844,-0.004656668971641273,-0.013971524196781455,0.505374605627388,-4.3809275169641575,-5.874772155640898,-5.8825589166557,-6.253277775115681,-5.831019030470076,-5.697643726605988,-5.481830132828125,-5.485172802091429,-5.943310243411901,-5.962218904042705,-5.851482677254294,P_E018_SPX_L5,0.5426738637391344,False
N_P_E018_SPX_L5_2,0,SPX,E018,test,test,2020-02-25,2018-07-13,5,-5.8940231354854165,-5.810853634551728,-5.404468243883246,0.016596606329018656,-0.013861369163964096,0.44721598705995735,-4.575300087720313,-6.112662531885954,-5.230997298038818,-6.065293954754171,-5.9414003874388515,-6.177902422988024,-5.847467918751018,-5.517002584081568,-5.047782615248102,-6.128480771554496,-4.905929839523713,P_E018_SPX_L5,0.6925002469082757,False
N_P_E018_SPX_L5_3,0,SPX,E018,test,test,2020-02-25,2019-04-08,5,-5.759014505251797,-5.805845786124779,-5.445542297870676,-0.05533857189227741,-0.012814070331420483,0.4431271842114671,-4.633656445120793,-5.869084359229016,-6.118003291532763,-6.041865284854884,-5.9849163942907335,-5.909264977446971,-5.754126148214211,-5.368932935747322,-5.679045380725697,-5.90618293250969,-5.1657341719649965,P_E018_SPX_L5,0.7542420823017008,False
