sample_id,label,index,episode_id,era,split,event_onset,origin_date,lead,level,mean5,mean20,slope5,slope20,std20,max20,target_x_h1,target_x_h2,target_x_h3,target_x_h4,target_x_h5,target_x_h6,target_x_h7,target_x_h8,target_x_h9,target_x_h10,matched_positive_id,match_distance,control_reused_across_leads
N_P_E011_FCHI_L10_2,0,FCHI,E011,train,train,2011-08-01,2014-11-20,10,-4.713308755503564,-4.932098214691262,-4.817776292749987,0.00728216433995757,-0.0022047486180889943,0.4238450534196256,-4.173477707755163,-4.122869780107952,-4.951670139780195,-5.148786177875711,-5.344954044282373,-5.822303723057361,-5.293333932115076,-5.01079190176815,-4.991953055426047,-5.603525094409458,-4.1295683523906295,P_E011_FCHI_L10,0.9971340715985134,False
N_P_E011_FCHI_L10_3,0,FCHI,E011,train,train,2011-08-01,2012-10-17,10,-5.078317921424072,-4.751773161676016,-4.860242501793542,-0.058937313500702075,0.003832458562231554,0.4370791863197335,-3.9917860314408977,-5.1460169222561865,-4.957872698787745,-4.903128411239096,-4.041184146259868,-4.836932876740909,-4.772217682136479,-4.480859060298542,-5.368544174161041,-4.802509432396808,-4.641469720536617,P_E011_FCHI_L10,1.0246063292841208,False
N_P_E018_FCHI_L10_1,0,FCHI,E018,test,test,2020-02-25,2021-03-12,10,-5.842607568715596,-5.222270635196589,-5.1517874176348615,-0.28965636360088126,-0.0006148406929724108,0.3949869930450914,-4.453680861101475,-4.960595103347993,-5.9428681844522036,-5.994404430610758,-5.566697327247352,-5.052489749034032,-5.430408806944221,-5.355837824313021,-5.133398695701604,-4.999990011292583,-5.505459959039129,P_E018_FCHI_L10,0.9843134553769577,False
N_P_E018_FCHI_L10_2,0,FCHI,E018,test,test,2020-02-25,2017-03-02,10,-6.159400920248474,-5.297279777064405,-5.2330612873692015,-0.24793218905906395,-0.012695627496433602,0.4325443021298201,-4.569966611501565,-5.04061714781448,-5.803541398691069,-5.506209103451542,-5.273940314924355,-5.132989883557369,-5.564132586792748,-5.730418141427433,-5.16980518138466,-5.876301963689546,-5.736710677919394,P_E018_FCHI_L10,1.0400991825650487,False
N_P_E018_FCHI_L10_3,0,FCHI,E018,test,test,2020-02-25,2018-06-13,10,-5.852949394421076,-5.400331617303036,-5.211106517483393,-0.17697367740168082,-0.00940170757580589,0.4066830999629254,-4.60434002509917,-4.212732120984864,-5.054929505040058,-4.818814050433871,-5.635288114652142,-5.271021118026118,-4.54725284341108,-4.964457269691873,-4.726966404663983,-5.550781783723308,-4.257329412144544,P_E018_FCHI_L10,1.0787032641641412,False
N_P_E025_FCHI_L10_1,0,FCHI,E025,test,test,2022-02-15,2016-11-16,10,-4.6923845282166186,-4.705653157046375,-4.957191554487338,-0.1580199256029233,0.034373507877357636,0.4626233681794463,-3.6177821710626814,-5.111988527212758,-4.921740000318135,-4.809682637592492,-5.5260647264280225,-5.0134499001341615,-5.4781723654057775,-5.49237618333024,-5.0992931688596075,-4.882160449466279,-5.0264865887801475,P_E025_FCHI_L10,1.140255169893241,False
N_P_E025_FCHI_L10_2,0,FCHI,E025,test,test,2022-02-15,2016-11-17,10,-5.111988527212758,-4.8700226803883675,-4.96357877175553,-0.11463332567312604,0.03173497580489434,0.46389662880733423,-3.6177821710626814,-4.921740000318135,-4.809682637592492,-5.5260647264280225,-5.0134499001341615,-5.4781723654057775,-5.49237618333024,-5.0992931688596075,-4.882160449466279,-5.0264865887801475,-5.202248137633846,P_E025_FCHI_L10,1.1828134372555106,False
N_P_E025_FCHI_L10_3,0,FCHI,E025,test,test,2022-02-15,2016-07-01,10,-4.6080306501830055,-4.377610500089469,-4.720948876879009,-0.12982909542182247,0.052711679685472024,0.4896714380883964,-3.577383101297586,-4.847833999313153,-4.639801290626623,-4.315888984638609,-4.783881775882209,-4.163287754440333,-4.69790005673037,-4.605613281181628,-5.280897737109582,-4.8539118949897615,-5.1792323373805464,P_E025_FCHI_L10,1.3095513696871963,False
N_P_E003_FTSE_L1_1,0,FTSE,E003,train,train,2008-01-15,2014-10-31,1,-4.792925329211129,-4.877297698157749,-4.7583564745620075,0.03658779033702607,-0.0016251400978136389,0.43817259079798626,-3.890121677859452,-4.897044957262567,-5.1051595485806045,-4.844254453503382,-4.959896395253877,-5.257173566793454,-5.50823126728446,-6.00326278468973,-5.60726512689755,-5.415923147619148,-5.519957047267931,P_E003_FTSE_L1,0.43469555621367223,False
N_P_E003_FTSE_L1_2,0,FTSE,E003,train,train,2008-01-15,2007-09-27,1,-4.967400074761755,-4.941966498419204,-4.660435160859009,0.05165736564323961,-0.005352190514471717,0.44069931701295734,-3.839342534900629,-4.798523867199327,-4.727287218163619,-4.944794077093583,-5.425321529282359,-4.841625406169194,-5.2545884856685445,-5.130885107004856,-4.718190475148955,-5.492971655771574,-4.741237020512992,P_E003_FTSE_L1,0.634913465088208,False
