episode_id,event_type,event_day,segment,n_rows,return_sign_switch_rate,repair_sign_switch_rate,directional_coherence,rv_ratio_choppiness,mean_downside_pressure
20,relapse,37,late_residence,10,0.3333333333333333,0.3333333333333333,0.2596284154822796,0.14133560236300124,0.2752969487525971
21,relapse,8,pre_entry,20,0.47368421052631576,0.47368421052631576,0.15322734380544034,0.11286590876673404,0.3021157035413213
21,relapse,8,early_residence,7,0.5,0.5,0.3702997187050781,0.17220332671985553,0.30104648947239093
21,relapse,8,late_residence,7,0.5,0.5,0.3702997187050781,0.17220332671985553,0.30104648947239093
22,relapse,93,pre_entry,20,0.47368421052631576,0.47368421052631576,0.32752022581782264,0.13537173985215709,0.25907332782073383
22,relapse,93,early_residence,20,0.5789473684210527,0.5789473684210527,0.18263543851538466,0.1416352466623552,0.09305482264688228
22,relapse,93,late_residence,10,0.5555555555555556,0.5555555555555556,0.48813822435390697,0.08736223333396836,0.24279646773372696
23,relapse,62,pre_entry,20,0.42105263157894735,0.42105263157894735,0.06950502091163656,0.12446317146107122,0.1280436504222286
23,relapse,62,early_residence,20,0.631578947368421,0.631578947368421,0.07597958159599316,0.14671366219897322,0.06691146003473762
23,relapse,62,late_residence,10,0.2222222222222222,0.4444444444444444,0.631652015730589,0.1184055670262378,0.22609903937751116
24,relapse,32,pre_entry,20,0.631578947368421,0.631578947368421,0.07597958159599316,0.14671366219897322,0.06691146003473762
24,relapse,32,early_residence,20,0.6842105263157895,0.6842105263157895,0.1641862812018859,0.12981225973977206,0.20028291514478513
24,relapse,32,late_residence,10,0.6666666666666666,0.5555555555555556,0.013778381250631359,0.13075219172340946,0.12230562878777551
25,recovery,17,pre_entry,20,0.42105263157894735,0.47368421052631576,0.24970321655521188,0.10781799322872185,0.19407239504161225
25,recovery,17,early_residence,16,0.5333333333333333,0.5333333333333333,0.16494683708795677,0.1467825968425197,0.05461330256757167
25,recovery,17,late_residence,10,0.4444444444444444,0.4444444444444444,0.06527013873709592,0.13348682703258033,0.06724891166969121
26,recovery,15,pre_entry,20,0.6842105263157895,0.6842105263157895,0.264663614502199,0.11888686319730282,0.29038686550728754
26,recovery,15,early_residence,14,0.38461538461538464,0.38461538461538464,0.5701551390172903,0.1186525306610678,0.023546524704122912
26,recovery,15,late_residence,10,0.4444444444444444,0.4444444444444444,0.37289401331585675,0.1259473820279003,0.030947791462895176
27,recovery,96,pre_entry,20,0.6842105263157895,0.6842105263157895,0.34157594414400083,0.10909934229001164,0.28235517850930136
27,recovery,96,early_residence,20,0.5789473684210527,0.5789473684210527,0.09922334424260154,0.12641390122063859,0.0821246726865294
27,recovery,96,late_residence,10,0.5555555555555556,0.5555555555555556,0.4173848317049666,0.3153020065667258,0.032312834968949176
28,recovery,13,pre_entry,20,0.5263157894736842,0.5263157894736842,0.16549259700035662,0.1500480130292605,0.1297965465592894
28,recovery,13,early_residence,12,0.5454545454545454,0.5454545454545454,0.32028007606656356,0.16465070688037475,0.09265394386167498
28,recovery,13,late_residence,10,0.6666666666666666,0.6666666666666666,0.2055289496247284,0.18529596401938703,0.10912281819725975
29,recovery,107,pre_entry,20,0.47368421052631576,0.47368421052631576,0.36979032132210743,0.15558850854352496,0.33202799813039474
29,recovery,107,early_residence,20,0.47368421052631576,0.47368421052631576,0.09469208865080724,0.1461338605150239,0.07981209985229029
29,recovery,107,late_residence,10,0.4444444444444444,0.4444444444444444,0.6347461185506874,0.12276403896606007,0.01924739809788365
30,recovery,29,pre_entry,20,0.5263157894736842,0.5263157894736842,0.06818649510868194,0.15733030568421608,0.08105495226692104
30,recovery,29,early_residence,20,0.42105263157894735,0.42105263157894735,0.03883355914268236,0.11502104167424979,0.16279339317945393
30,recovery,29,late_residence,10,0.6666666666666666,0.6666666666666666,0.5130803238935597,0.1068492629403421,0.03540951714939058
31,recovery,12,pre_entry,20,0.42105263157894735,0.42105263157894735,0.06076916567899675,0.11107880506646602,0.16803148046302918
31,recovery,12,early_residence,11,0.8,0.8,0.26738377117455386,0.09362929288138014,0.046519385992686346
31,recovery,12,late_residence,10,0.7777777777777778,0.7777777777777778,0.22142076718018455,0.09587417549415082,0.05056200647651095
32,recovery,18,pre_entry,20,0.47368421052631576,0.47368421052631576,0.23002656511437286,0.12974637269128836,0.16016896184455084
32,recovery,18,early_residence,17,0.5,0.5,0.23198865883096734,0.2383722902549652,0.06297200684941995
32,recovery,18,late_residence,10,0.4444444444444444,0.4444444444444444,0.14949291138021334,0.15905454514520043,0.08958350837795251
33,recovery,41,pre_entry,20,0.47368421052631576,0.47368421052631576,0.3100852146235069,0.21947547805060572,0.27650123722814673
33,recovery,41,early_residence,20,0.5789473684210527,0.5789473684210527,0.2722414841302301,0.17790748245252208,0.08887174587502453
33,recovery,41,late_residence,10,0.4444444444444444,0.4444444444444444,0.4517783875822564,0.08380181647788562,0.022712820325710564
34,recovery,25,pre_entry,20,0.631578947368421,0.631578947368421,0.30549885722238834,0.1140221132446723,0.21782657876704642
34,recovery,25,early_residence,20,0.5789473684210527,0.5789473684210527,0.12072175493046672,0.07241694748270223,0.09069067773819997
34,recovery,25,late_residence,10,0.5555555555555556,0.5555555555555556,0.37836018503718655,0.08681361773309978,0.045259227655919616
35,recovery,101,pre_entry,20,0.631578947368421,0.7333333333333333,0.09591196167175715,0.09381018329077309,0.26037226280288717
35,recovery,101,early_residence,20,0.3684210526315789,0.3684210526315789,0.28401961572482376,0.17129788628392945,0.05645386761426087
35,recovery,101,late_residence,10,0.6666666666666666,0.6666666666666666,0.13433122151729363,0.14894452269790945,0.25723779381134176
36,recovery,44,pre_entry,20,0.631578947368421,0.631578947368421,0.23396023647220873,0.20609205768441652,0.17750040763706595
36,recovery,44,early_residence,20,0.5789473684210527,0.5789473684210527,0.04608833732371513,0.12494256859453781,0.0810264967690867
36,recovery,44,late_residence,10,0.5555555555555556,0.5555555555555556,0.06657726642537662,0.11457272635580092,0.11242322722148732
37,relapse,33,pre_entry,20,0.4444444444444444,0.4444444444444444,0.4881740260811933,0.16323686974151494,0.3599906516566993
37,relapse,33,early_residence,20,0.47368421052631576,0.47368421052631576,0.07872335339695644,0.13216963673762344,0.10204068227781012
37,relapse,33,late_residence,10,0.2222222222222222,0.2222222222222222,0.8589569946928476,0.17128386190888553,0.25819125832511525
38,recovery,18,pre_entry,20,0.3157894736842105,0.3157894736842105,0.5416187586215186,0.15843984795427093,0.22692845103721654
38,recovery,18,early_residence,17,0.375,0.375,0.4918997119120637,0.20752521804545096,0.03442155055112605
38,recovery,18,late_residence,10,0.4444444444444444,0.4444444444444444,0.3879458650625614,0.21148983607987376,0.03223227428717499
39,recovery,39,pre_entry,20,0.6842105263157895,0.6842105263157895,0.28436717818466495,0.0817970781095236,0.4326361547506341
39,recovery,39,early_residence,20,0.6842105263157895,0.6842105263157895,0.2296808565251907,0.12779578568298225,0.03131907744125379
39,recovery,39,late_residence,10,0.4444444444444444,0.4444444444444444,0.14584597500973423,0.1452474353428703,0.09449533346772933
40,recovery,31,pre_entry,20,0.47368421052631576,0.47368421052631576,0.32242665120635117,0.11604902048970762,0.15127101931579937
40,recovery,31,early_residence,20,0.6842105263157895,0.6842105263157895,0.20121593773654042,0.18040158839020928,0.06374361690751316
40,recovery,31,late_residence,10,0.6666666666666666,0.6666666666666666,0.2128455868080622,0.16656743640684424,0.06744572755566688
41,recovery,17,pre_entry,20,0.42105263157894735,0.6153846153846154,0.15397311202500127,0.18487873028933968,0.20955185328648981
41,recovery,17,early_residence,16,0.6,0.6,0.19596461867247184,0.10000834333845933,0.09122855564060955
41,recovery,17,late_residence,10,0.6666666666666666,0.6666666666666666,0.46916739505541494,0.08789734083829716,0.06791011917588405
42,recovery,18,pre_entry,20,0.5263157894736842,0.5263157894736842,0.14065825805363028,0.08653341392244136,0.16090328662351433
42,recovery,18,early_residence,17,0.4375,0.4375,0.20088120699627754,0.10197808267486759,0.09425805059691603
42,recovery,18,late_residence,10,0.4444444444444444,0.4444444444444444,0.7739985403312091,0.07930084830605318,0.029361713991129034
43,relapse,25,pre_entry,20,0.5789473684210527,0.5789473684210527,0.2607664369191856,0.07874303483540324,0.27389440289036615
43,relapse,25,early_residence,20,0.6842105263157895,0.6842105263157895,0.009909485783810262,0.18337618349505463,0.12063997893547082
43,relapse,25,late_residence,10,0.5555555555555556,0.5555555555555556,0.2847364980096133,0.12759016424063918,0.07098028641430623
44,recovery,25,pre_entry,20,0.5263157894736842,0.5263157894736842,0.22999337312674292,0.14834567071340904,0.17182872183665776
44,recovery,25,early_residence,20,0.3684210526315789,0.3684210526315789,0.2722122749392665,0.1648495611669512,0.050886342212191536
44,recovery,25,late_residence,10,0.6666666666666666,0.6666666666666666,0.21594504285389696,0.2139030035678377,0.04669474511123629
45,relapse,12,pre_entry,20,0.4444444444444444,0.4444444444444444,0.28163864868179983,0.15498190681391202,0.18444005099496047
45,relapse,12,early_residence,11,0.5,0.5,0.3159349866943357,0.17125551432358918,0.2168258521524321
45,relapse,12,late_residence,10,0.5555555555555556,0.5555555555555556,0.3917578336125263,0.1840500546473564,0.23443077335292553
46,recovery,6,pre_entry,20,0.42105263157894735,0.42105263157894735,0.0886532164699317,0.09424062345759507,0.13657350848104508
46,recovery,6,early_residence,5,0.25,0.25,0.5945194129333389,0.05868916559442949,0.017833221736106592
46,recovery,6,late_residence,5,0.25,0.25,0.5945194129333389,0.05868916559442949,0.017833221736106592
47,recovery,18,pre_entry,20,0.42105263157894735,0.42105263157894735,0.2577480964682229,0.1539559696774006,0.12021481931084606
47,recovery,18,early_residence,17,0.5625,0.5625,0.20123914798300313,0.12914213780004172,0.06863417791211406
47,recovery,18,late_residence,10,0.4444444444444444,0.4444444444444444,0.4104114100963818,0.1603983666888805,0.05749423319230601
48,recovery,17,pre_entry,20,0.42105263157894735,0.42105263157894735,0.26009001738117304,0.16016593424430708,0.23676404546109792
48,recovery,17,early_residence,16,0.3333333333333333,0.3333333333333333,0.6251737624672061,0.2461343626244178,0.018204263635452706
48,recovery,17,late_residence,10,0.4444444444444444,0.4444444444444444,0.7210660787895172,0.3379695986896277,0.008370617686953142
