feature_map,ridge_alpha,head,split,n,rmse,qlike,corr,actual_std,pred_std,pred_mean,q80_f1,q80_precision,q80_recall,q80_pred_rate,q90_f1,q90_precision,q90_recall,q90_pred_rate,q95_f1,q95_precision,q95_recall,q95_pred_rate,top20_pred_actual_ratio,effective_rank_train
rf_qrc_ring_level_rate,3000.0,ridge_regression,train,5420,0.07905132670426016,-2.537254166492909,0.6510598779899545,0.09931935412572275,0.04575988731887005,0.14907913390193064,0.4248633879781421,0.8184210526315789,0.28690036900369004,0.07011070110701106,0.40654843110504774,0.7801047120418848,0.27490774907749077,0.03523985239852399,0.22023809523809523,0.5692307692307692,0.13653136531365315,0.011992619926199263,,10.634644045607615
rf_qrc_ring_level_rate,3000.0,ridge_regression,val,1219,0.07022544004114986,-2.1350025378746826,0.3097143551359424,0.06081226069827106,0.03979899787242725,0.08839539828062136,0.08974358974358974,0.25,0.0546875,0.022969647251845776,0.0,0.0,0.0,0.009023789991796555,0.0,0.0,0.0,0.004101722723543888,,10.634644045607615
rf_qrc_ring_level_rate,3000.0,ridge_regression,test,1136,0.1268295927649746,0.2348869201359168,0.5562447931265015,0.12273565132235827,0.06482018474561102,0.10306915252011875,0.3772455089820359,0.9130434782608695,0.23773584905660378,0.06073943661971831,0.32044198895027626,0.5686274509803921,0.2230769230769231,0.0448943661971831,0.32,0.5,0.23529411764705882,0.02112676056338028,0.482346933772121,10.634644045607615
