model,n,recovery_rate,auc,pr_auc,logloss,brier
D0_prior,299,0.5752508361204013,0.5048754806811939,0.5669353212120236,0.6871316708082241,0.24699540023125013
D1_geometry,299,0.5752508361204013,0.7193737410730636,0.742894432763785,0.6146079954541648,0.21110326251956166
QR1_fixed_rydberg_feature,299,0.5752508361204013,0.5047152536165537,0.567334593551875,0.6873688283072764,0.24711303023947198
