fold,model,protocol,quantum_tasks_per_date,shots,shot_seed,fit_seconds,feature_seconds,cache_paths,test_rmse,test_qlike,test_mz_alpha,test_mz_beta,test_mz_r2,val_rmse,val_qlike,val_mz_alpha,val_mz_beta,val_mz_r2,q90_target_threshold,q95_target_threshold,q90_score_threshold,q90_threshold_source,q90_val_ap,q90_val_auc,q90_val_n_pos,q90_val_f1,q90_val_precision,q90_val_recall,q90_val_called_rate,q90_test_ap,q90_test_auc,q90_test_n_pos,q90_test_f1,q90_test_precision,q90_test_recall,q90_test_called_rate,q95_score_threshold,q95_threshold_source,q95_val_ap,q95_val_auc,q95_val_n_pos,q95_val_f1,q95_val_precision,q95_val_recall,q95_val_called_rate,q95_test_ap,q95_test_auc,q95_test_n_pos,q95_test_f1,q95_test_precision,q95_test_recall,q95_test_called_rate
1,rydberg_multi_lb_shuffled,exact,2,,,0.040896916994825006,8.261996957997326,"[""scratch/canonical_cache/rydberg_f449b2a2c55a3e53.npz"", ""scratch/canonical_cache/rydberg_56359cb2d247335d.npz""]",0.15580564640799918,-1.780770662950732,-0.24136161787508037,2.602779269451501,0.33660360983513005,0.04431484294255712,-3.2043546074415645,0.09890025563292726,0.09898884668134586,0.01118694008167731,0.2795172269976487,0.3223546732774423,-1.5509467825275758,train_score_quantile_fallback,,,0,,,,,0.629679729332432,0.8663526244952893,160,0.5703971119133574,0.6752136752136753,0.49375,0.12956810631229235,-1.4914002614974669,train_score_quantile_fallback,,,0,,,,,0.5209709893507463,0.8704376812685977,139,0.4558139534883721,0.6447368421052632,0.35251798561151076,0.08416389811738649
2,rydberg_multi_lb_shuffled,exact,2,,,0.070978167001158,12.691733292012941,"[""scratch/canonical_cache/rydberg_6a414e937f2bd887.npz"", ""scratch/canonical_cache/rydberg_a0f4c2dff46d6465.npz""]",0.07607309826865191,-2.180977946001181,0.031812198583819555,1.0248950482617485,0.1891328465502592,0.19629913639536228,-0.8076898433015444,-0.19291872850840516,2.6478862076471,0.3510675731386518,0.24830342801938302,0.30498735042250935,-1.6189018880714647,validation_f1,0.7109901839457129,0.7702190702870744,119,0.6794258373205742,0.7888888888888889,0.5966386554621849,0.1935483870967742,0.5378564350388506,0.8170282234641348,129,0.3057324840764331,0.8571428571428571,0.18604651162790697,0.031007751937984496,-1.6189018880714647,validation_f1,0.6263382672204637,0.8926386172964108,83,0.7283236994219653,0.7,0.7590361445783133,0.1935483870967742,0.09220445717403936,0.7086803677663601,43,0.028169014084507043,0.03571428571428571,0.023255813953488372,0.031007751937984496
3,rydberg_multi_lb_shuffled,exact,2,,,0.0867295420030132,15.919713167008013,"[""scratch/canonical_cache/rydberg_b0ca3a77b9cfb4db.npz"", ""scratch/canonical_cache/rydberg_58512cd46c676794.npz""]",0.06017219121729838,-2.993310363839644,0.09506784298706565,0.18695728840636672,0.01778393604069317,0.08051591033056629,-2.3534738365799353,0.004279959838503818,1.1306371237895767,0.2769602101275458,0.28046104648449466,0.34527098537914175,-1.767226133241607,validation_f1,0.4890086578744403,0.8880471380471381,69,0.5895953757225434,0.49038461538461536,0.7391304347826086,0.22365591397849463,0.01245913157600154,0.387835449140286,14,0.0,0.0,0.0,0.2115171650055371,-1.911135664698061,validation_f1,0.07806050430408565,0.732089232089232,21,0.1890547263681592,0.10555555555555556,0.9047619047619048,0.3870967741935484,,,0,,,,
4,rydberg_multi_lb_shuffled,exact,2,,,0.09324854201986454,14.807450167019852,"[""scratch/canonical_cache/rydberg_cbb2c4e1dba158d8.npz"", ""scratch/canonical_cache/rydberg_ea7cc0a4a3856d0f.npz""]",0.1320192155672968,-2.0429566203092837,0.01771351331886473,0.9034415181674452,0.13542325234118435,0.06136917802113389,-2.684569580180457,0.1277299771296987,0.09321789306054246,0.0032427962134878863,0.27692294950967533,0.32879681684688117,-2.2334279593109105,validation_f1,0.023965134357640375,0.3802660753880266,14,0.062360801781737196,0.03218390804597701,1.0,0.9354838709677419,0.34663940006426125,0.8191230207064556,82,0.2109479305740988,0.1184407796101949,0.9634146341463414,0.7386489479512736,-1.4524825513880542,train_score_quantile_fallback,,,0,,,,,0.20488617574880863,0.7401027582477014,43,0.26229508196721313,0.20253164556962025,0.37209302325581395,0.08748615725359911
5,rydberg_multi_lb_shuffled,exact,2,,,0.1731139999756124,16.898670540977037,"[""scratch/canonical_cache/rydberg_5a1b4aee2a8753f8.npz"", ""scratch/canonical_cache/rydberg_45ee7a6715445094.npz""]",0.059731912281935876,-2.392833075685974,0.06634692910545997,0.6677768401634063,0.23867628937555285,0.17364551682245669,-0.7599698560375114,0.07175360264709321,0.697541500056833,0.04696064569144931,0.26477153686682015,0.31780524482703826,-1.5841609057642423,validation_f1,0.3457962967705222,0.7444804902225828,54,0.46601941747572817,0.4897959183673469,0.4444444444444444,0.1053763440860215,0.24513058193093404,0.8605072463768115,76,0.30057803468208094,0.26804123711340205,0.34210526315789475,0.10730088495575221,-1.2864722540123472,validation_f1,0.17581308719742036,0.638047138047138,33,0.25925925925925924,0.3333333333333333,0.21212121212121213,0.04516129032258064,0.02629444756642158,0.7532698056801196,12,0.0,0.0,0.0,0.00663716814159292
