model,protocol,n_folds_regression,n_folds_q90_valid,n_folds_q95_valid,test_rmse_median,test_rmse_mean,test_rmse_std,test_qlike_median,test_qlike_mean,test_qlike_std,test_mz_alpha_median,test_mz_alpha_mean,test_mz_alpha_std,test_mz_beta_median,test_mz_beta_mean,test_mz_beta_std,test_mz_r2_median,test_mz_r2_mean,test_mz_r2_std,q90_test_ap_median,q90_test_ap_mean,q90_test_ap_std,q90_test_auc_median,q90_test_auc_mean,q90_test_auc_std,q90_test_n_pos_median,q90_test_n_pos_mean,q90_test_n_pos_std,q90_test_f1_median,q90_test_f1_mean,q90_test_f1_std,q90_test_precision_median,q90_test_precision_mean,q90_test_precision_std,q90_test_recall_median,q90_test_recall_mean,q90_test_recall_std,q90_test_called_rate_median,q90_test_called_rate_mean,q90_test_called_rate_std,q95_test_ap_median,q95_test_ap_mean,q95_test_ap_std,q95_test_auc_median,q95_test_auc_mean,q95_test_auc_std,q95_test_n_pos_median,q95_test_n_pos_mean,q95_test_n_pos_std,q95_test_f1_median,q95_test_f1_mean,q95_test_f1_std,q95_test_precision_median,q95_test_precision_mean,q95_test_precision_std,q95_test_recall_median,q95_test_recall_mean,q95_test_recall_std,q95_test_called_rate_median,q95_test_called_rate_mean,q95_test_called_rate_std
rydberg_shuffled,exact,5,5,4,0.07658335337853205,0.09836020210372093,0.046585894241929465,-2.2018549426262695,-2.262315533666693,0.4891510122380068,0.03850364709885785,-0.0010764731881875266,0.13632293575823773,0.7911084991723275,1.0452562068431202,0.9296856773467412,0.15753779491383046,0.15125587573917734,0.10246115677052067,0.2854704074482191,0.31530125159462974,0.22080030958474803,0.8296396423160334,0.747634811471743,0.18629093152760204,82.0,92.2,55.75123317021786,0.32,0.278987981490296,0.17736523487237413,0.23308270676691728,0.3179629912152952,0.2813871682493348,0.39375,0.4947264129552469,0.38755947925361545,0.2513842746400886,0.28254833936044066,0.25518066607247886,0.09555120842451484,0.17684160354193126,0.21315354860011446,0.7427521673736298,0.7579714118941903,0.07714302494585419,43.0,47.4,54.61043856260449,0.11345200283344377,0.16283375134469655,0.1546111971219712,0.09205163043478261,0.218761061708935,0.2987179059850148,0.23774468797055381,0.3805002509620211,0.42336138104260185,0.06644518272425248,0.15574774105979086,0.18911692490623494
