model,n,n_clusters,D1_logloss_matched,model_logloss_matched,delta_logloss,D1_brier_matched,model_brier_matched,delta_brier,cluster_mean_delta_logloss,cluster_mean_delta_brier,group
D1_plus_local_rydberg_joint,299,150,0.6146079954541648,0.6243503101647434,0.009742314710578537,0.21110326251956166,0.21426310446424102,0.0031598419446794103,0.00926041822901924,0.002932684845445703,all_post1990_purged
D1_plus_local_rydberg_joint,254,149,0.6129226679989187,0.6264086693640016,0.01348600136508283,0.2111853875369684,0.21578472292507123,0.004599335388102839,0.011090385303535993,0.0036665053058459645,validation_non_spy
D1_plus_local_rydberg_joint,186,109,0.5838671898044123,0.58806818129773,0.004200991493317714,0.19783887163724856,0.19951479427404165,0.0016759226367931018,0.00453815525951346,0.0016577884300729103,leave_nikkei_out_eval
D1_plus_local_rydberg_joint,113,109,0.6652079056387135,0.6840713364414205,0.01886343080270698,0.2329366846798292,0.23853908406934807,0.005602399389518822,0.017530817611537765,0.005204319485115778,nikkei_only_eval
