model,folds,mean_accuracy,mean_balanced_accuracy,mean_macro_f1,mean_log_loss
har_state_logit,5,0.5205559770528024,0.252152175210981,0.20708865649424135,1.898334346366647
state_logit,5,0.5473265982510083,0.27577298125524724,0.23750257350938936,1.983333116282931
persistence,5,0.6114070465466065,0.2537500060388976,0.2457375362562327,33.505307800642925
