episode_id,start_idx,branch_idx,end_idx,start_date,branch_date,end_date,candidate_days,calendar_rows,rv_20d,branch_stress_cut,drawdown_120d,rv_ratio_5_20_branch,rv_5d_change_5d_branch,return_5d_branch,worst_return_5d_in_prior_window,outcome,forward_return_h,worst_forward_drawdown_h,vol_scaled_move_unit,outcome_complete,outcome_horizon
1,818,818,825,1996-07-22,1996-07-22,1996-07-31,5,8,0.1837125491633908,0.106540440578031,-0.06381018364823454,0.8119301150764224,-0.11138602225944036,0.013376629159122515,-0.04308757665324728,recovery,0.08120032582915537,-0.012794190579220488,0.07319283155127868,True,40
2,996,996,1011,1997-04-07,1997-04-07,1997-04-28,9,16,0.1884436089975106,0.11324638477246131,-0.06647738707347961,0.9162910423851643,-0.10741459003999951,0.011767380325872713,-0.055479824344625485,recovery,0.10978756861062555,-0.036323210205837175,0.07507773090668293,True,40
3,1147,1147,1152,1997-11-07,1997-11-07,1997-11-14,2,6,0.3873855558649567,0.11985896730458201,-0.05346929878782747,0.440400381269629,-0.5343145426462826,0.0094604295131129,-0.0923747209699129,mixed,0.03301122371295051,-0.026228189718728423,0.15433809973756776,True,40
4,1335,1335,1369,1998-08-11,1998-08-11,1998-09-29,20,35,0.2202984440807294,0.12584793827610374,-0.09857723577235777,0.697249945403565,-0.1854468970861889,-0.001169617582668597,-0.0542819447955097,relapse,-0.08801823954643773,-0.10175412120835514,0.08776900098571362,True,40
5,1378,1378,1394,1998-10-12,1998-10-12,1998-11-03,12,17,0.2915277200153303,0.12893998344187135,-0.15384871860529636,0.7143255239561888,-0.1534338041610461,0.012898635410357307,-0.0637858270262565,recovery,0.18443189466168386,-0.003439193885737324,0.11614742379211657,True,40
6,1538,1538,1538,1999-06-02,1999-06-02,1999-06-02,1,1,0.1680582728483852,0.14769425371022737,-0.05437976520187793,0.9505132059611809,-0.0237940598476013,0.006759869726354705,-0.0421250908110193,recovery,0.038013498272003954,-0.00048130567735638063,0.06695601858123851,True,40
7,1587,1587,1594,1999-08-11,1999-08-11,1999-08-20,2,8,0.1548665960651892,0.14778556192262063,-0.08175344879808355,1.00019316314315,-0.014546619258743787,-0.003113778699994999,-0.04445171217346611,mixed,0.015570367722643308,-0.0234161250043482,0.06170032874911579,True,40
8,1622,1622,1641,1999-09-30,1999-09-30,1999-10-27,11,20,0.1917589310485902,0.1505678146173031,-0.08955475397196899,0.7606029705857082,-0.08517041509770709,0.006818366865118802,-0.0458972432911569,recovery,0.09805883263812931,-0.030096199444482163,0.07639858682821879,True,40
9,1724,1724,1730,2000-02-28,2000-02-28,2000-03-07,3,7,0.225000558725067,0.15630575246074868,-0.07378240686412885,0.9989105571125785,0.013607001594777901,0.0059874454341565,-0.03803418039391179,recovery,0.0911390324524719,0.003673046368500854,0.08964236830147446,True,40
10,1763,1763,1781,2000-04-24,2000-04-24,2000-05-18,5,19,0.2871678955373997,0.15974154971967386,-0.07366749962658103,0.8561537645138219,-0.12450873989623482,0.027618714456002322,-0.09020642016839789,mixed,0.042427365661746874,-0.030974526366480015,0.11441042814288355,True,40
