episode_id,start_idx,branch_idx,end_idx,start_date,branch_date,end_date,candidate_days,calendar_rows,rv_20d,branch_stress_cut,drawdown_120d,rv_ratio_5_20_branch,rv_5d_change_5d_branch,return_5d_branch,worst_return_5d_in_prior_window,outcome,forward_return_h,worst_forward_drawdown_h,vol_scaled_move_unit,outcome_complete,outcome_horizon
1,996,996,1011,1997-04-07,1997-04-07,1997-04-28,9,16,0.1884436089975106,0.11753854409380864,-0.06647738707347961,0.9162910423851643,-0.10741459003999951,0.011767380325872713,-0.055479824344625485,recovery,0.10978756861062555,-0.036323210205837175,0.07507773090668293,True,40
2,1147,1147,1152,1997-11-07,1997-11-07,1997-11-14,2,6,0.3873855558649567,0.12469044108605709,-0.05346929878782747,0.440400381269629,-0.5343145426462826,0.0094604295131129,-0.0923747209699129,mixed,0.03301122371295051,-0.026228189718728423,0.15433809973756776,True,40
3,1335,1335,1369,1998-08-11,1998-08-11,1998-09-29,26,35,0.2202984440807294,0.13686285803918571,-0.09857723577235777,0.697249945403565,-0.1854468970861889,-0.001169617582668597,-0.0542819447955097,relapse,-0.08801823954643773,-0.10175412120835514,0.08776900098571362,True,40
4,1378,1378,1393,1998-10-12,1998-10-12,1998-11-02,11,16,0.2915277200153303,0.14429403681374245,-0.15384871860529636,0.7143255239561888,-0.1534338041610461,0.012898635410357307,-0.0637858270262565,recovery,0.18443189466168386,-0.003439193885737324,0.11614742379211657,True,40
5,1636,1636,1641,1999-10-20,1999-10-20,1999-10-27,6,6,0.2105550322762708,0.16292914151351834,-0.09309028829473809,1.0193116807869291,-0.030387434646713007,0.0004871201758608005,-0.0695933861320677,recovery,0.10818721262657793,-0.003411439800049876,0.0838871328053085,True,40
6,1763,1763,1777,2000-04-24,2000-04-24,2000-05-12,5,15,0.2871678955373997,0.17353984034752268,-0.07366749962658103,0.8561537645138219,-0.12450873989623482,0.027618714456002322,-0.09020642016839789,mixed,0.042427365661746874,-0.030974526366480015,0.11441042814288355,True,40
7,1889,1889,1902,2000-10-20,2000-10-20,2000-11-08,13,14,0.2696195318056641,0.17571471072414396,-0.07950952417675639,1.1900080695667297,-0.005960438855508288,0.01689351800408092,-0.07982595126126107,mixed,-0.0484690277973755,-0.061016209256384846,0.10741899268315808,True,40
8,1909,1909,1927,2000-11-17,2000-11-17,2000-12-14,5,19,0.2121505813097542,0.1783714321802885,-0.10099523892634343,1.0698038501620335,-0.016115523262625997,0.00011400687327081833,-0.058859775601508985,relapse,-0.01058849025127484,-0.07321532977712353,0.08452281475611358,True,40
9,1936,1936,1951,2000-12-28,2000-12-28,2001-01-22,9,16,0.2810685623115018,0.18181176497763124,-0.11752606819740796,0.8367546285936864,-0.09400371885005451,0.05747494601916221,-0.07236914919648708,mixed,-0.05443322819778984,-0.06550178170825516,0.11198039561973122,True,40
10,1977,1977,1999,2001-02-28,2001-02-28,2001-03-30,10,23,0.2070764809321699,0.18341294237794056,-0.1736909702753926,1.0698360814255583,-0.03536103663038381,-0.013382927137289488,-0.06490943520509498,relapse,0.0008199588656037093,-0.10701145461447048,0.08250124477680584,True,40
11,2006,2006,2020,2001-04-10,2001-04-10,2001-05-01,10,15,0.3257166140371877,0.18575442016304095,-0.18403322674658706,0.9951017748383892,-0.032640251441965695,0.0551577560721028,-0.0771633948266821,recovery,0.09892808409163223,0.0006862154821780653,0.1297686052109251,True,40
12,2119,2119,2134,2001-09-26,2001-09-26,2001-10-17,16,16,0.3214259006196952,0.1865631110124765,-0.2247761242708315,1.0988074137166948,-0.08433164125469172,-0.001772929001569683,-0.11960770140888388,recovery,0.12476504006527045,0.008678679987198512,0.12805914406724445,True,40
13,2308,2308,2309,2002-06-27,2002-06-27,2002-06-28,2,2,0.232431071616995,0.1905654213544297,-0.15047092655298788,1.010618697532142,-0.03933957001794089,-0.014257419057501487,-0.06972094300305709,relapse,-0.04857572897732265,-0.19591578487392913,0.0926027554982946,True,40
14,2331,2331,2350,2002-07-31,2002-07-31,2002-08-27,16,20,0.4289537359694462,0.19270088378516195,-0.22112859962026843,0.8858484106993008,-0.2307858202762964,0.07326495236765403,-0.12460999769519739,mixed,-0.055362205154429356,-0.0930465017368437,0.1708992591038513,True,40
