index,lead,feature,smd,n_positive,n_negative
^TWII_data,10,mean5,0.02195295037682538,13,39
^TWII_data,10,mean20,0.09236718680648129,13,39
^TWII_data,10,slope5,0.19434393505469474,13,39
^TWII_data,10,slope20,0.04381501175843916,13,39
^TWII_data,10,std20,0.21147597289429007,13,39
^TWII_data,10,max20,-0.04959076455094079,13,39
^XAX_data,1,level,0.030940237644002697,11,33
^XAX_data,1,mean5,-0.3854299623579769,11,33
^XAX_data,1,mean20,-0.03498764530750429,11,33
^XAX_data,1,slope5,0.06915267416880448,11,33
^XAX_data,1,slope20,0.05986812903091412,11,33
^XAX_data,1,std20,0.026189191265487324,11,33
^XAX_data,1,max20,0.09314040410896644,11,33
^XAX_data,5,level,-0.04697496680621265,11,33
^XAX_data,5,mean5,-0.1535080132483321,11,33
^XAX_data,5,mean20,0.06766644259779538,11,33
^XAX_data,5,slope5,-0.08013579526624211,11,33
^XAX_data,5,slope20,-0.005986434482525078,11,33
^XAX_data,5,std20,-0.004715818568855607,11,33
^XAX_data,5,max20,0.11202757140237886,11,33
^XAX_data,10,level,0.08949684375321681,11,33
^XAX_data,10,mean5,0.05753412781003119,11,33
^XAX_data,10,mean20,0.07679107033371037,11,33
^XAX_data,10,slope5,0.08384162701688559,11,33
^XAX_data,10,slope20,-0.058970491435003596,11,33
^XAX_data,10,std20,0.016105249617402374,11,33
^XAX_data,10,max20,0.04147209976949858,11,33
